FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR
1,0.3239158858913098,0.2346321894038298,0.2792740376475698,0.08928369648748002,0.2792740376475698
2,0.3475150363189378,0.3298150618116864,0.33866504906531214,0.017699974507251415,0.33866504906531214
3,0.36143371603788527,0.3416548365343425,0.35154427628611384,0.01977887950354279,0.35154427628611384
4,0.33609782484239076,0.29725635705287645,0.31667709094763363,0.038841467789514306,0.31667709094763363
5,0.33755712982021574,0.2985815960564196,0.31806936293831767,0.038975533763796144,0.31806936293831767
6,0.3403461438849312,0.2716250674644106,0.3059856056746709,0.06872107642052055,0.3059856056746709
7,0.31898473425877727,0.31069554570801555,0.31484013998339644,0.008289188550761717,0.31484013998339644
8,0.32962442686870747,0.309040493524309,0.31933246019650824,0.020583933344398453,0.31933246019650824
9,0.310191285096904,0.3027546708841768,0.3064729779905404,0.007436614212727233,0.3064729779905404
10,0.30732919809865145,0.33110075250378634,0.3192149753012189,0.023771554405134898,0.3192149753012189
11,0.10769900318615407,0.1379056546575545,0.12280232892185428,0.030206651471400434,0.12280232892185428
12,0.0591500020433815,0.07265548852898215,0.06590274528618183,0.013505486485600654,0.06590274528618183
13,0.28262169305643564,0.27124727265447485,0.27693448285545524,0.011374420401960794,0.27693448285545524
14,0.31063627027769963,0.29925206058108417,0.3049441654293919,0.011384209696615466,0.3049441654293919
15,0.3337912628872361,0.3248807533163625,0.3293360081017993,0.008910509570873582,0.3293360081017993
16,0.3108440728176957,0.3308507442035696,0.32084740851063265,0.020006671385873864,0.32084740851063265
17,0.309830749590971,0.29359221459370316,0.3017114820923371,0.01623853499726785,0.3017114820923371
18,0.3227110482397172,0.3382472471957755,0.33047914771774634,0.01553619895605829,0.33047914771774634
19,0.34131436794614955,0.31168943757778067,0.3265019027619651,0.029624930368368885,0.3265019027619651
20,0.33702004971225435,0.3390678462619023,0.3380439479870783,0.002047796549647929,0.3380439479870783
21,0.32670114340829925,0.34439104636808643,0.33554609488819287,0.017689902959787174,0.33554609488819287
