FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR
1,0.052425981438540194,0.07792944491297267,0.06517771317575644,0.025503463474432476,0.06517771317575644
2,0.05402770970455679,0.134118197256666,0.09407295348061138,0.08009048755210921,0.09407295348061138
3,0.10539050033806871,0.21556383575213817,0.16047716804510342,0.11017333541406946,0.16047716804510342
4,0.23532717653161142,0.26561100489837114,0.2504690907149913,0.03028382836675972,0.2504690907149913
5,0.2395420028243419,0.29192597739911114,0.2657339901117265,0.05238397457476923,0.2657339901117265
6,0.25651317695386217,0.3381092682606956,0.2973112226072789,0.08159609130683343,0.2973112226072789
7,0.25525332442928367,0.3146721357057094,0.2849627300674965,0.05941881127642573,0.2849627300674965
8,0.2725019855771623,0.3241430862207284,0.29832253589894536,0.051641100643566085,0.29832253589894536
9,0.26430077587851153,0.30545597056932944,0.2848783732239205,0.04115519469081791,0.2848783732239205
10,0.2770365879192622,0.3252166867326558,0.301126637325959,0.04818009881339358,0.301126637325959
11,0.26491851346323336,0.30798834347684845,0.2864534284700409,0.043069830013615085,0.2864534284700409
12,0.24984827405034085,0.30849192426283245,0.27917009915658664,0.0586436502124916,0.27917009915658664
13,0.2221756787858381,0.30357279335737575,0.2628742360716069,0.08139711457153764,0.2628742360716069
14,0.23985610706773378,0.2986769178473322,0.26926651245753297,0.058820810779598415,0.26926651245753297
15,0.2513039117980056,0.26752623658321195,0.2594150741906088,0.016222324785206355,0.2594150741906088
16,0.23537481985736983,0.2987566245443633,0.26706572220086655,0.06338180468699348,0.26706572220086655
17,0.2371718182035481,0.30410330776066075,0.2706375629821044,0.06693148955711264,0.2706375629821044
18,0.23185383188188063,0.2681474439311506,0.2500006379065156,0.03629361204926995,0.2500006379065156
19,0.1901880497235057,0.25206440052584483,0.22112622512467528,0.061876350802339136,0.22112622512467528
20,0.18052449679635166,0.3061312267425148,0.24332786176943322,0.12560672994616315,0.24332786176943322
21,0.22504737137770706,0.2942460196454375,0.25964669551157227,0.06919864826773045,0.25964669551157227
22,0.1775130942187033,0.26547067487854825,0.22149188454862578,0.08795758065984496,0.22149188454862578
23,0.20592860514271796,0.28994417545236945,0.24793639029754372,0.08401557030965148,0.24793639029754372
24,0.2122627304553796,0.26392436797397734,0.23809354921467846,0.05166163751859773,0.23809354921467846
25,0.210263119150353,0.2486171424866586,0.22944013081850578,0.03835402333630558,0.22944013081850578
26,0.232457128523474,0.2253335355477622,0.2288953320356181,0.007123592975711801,0.2288953320356181
27,0.22185870913280126,0.2803122746438839,0.2510854918883426,0.05845356551108266,0.2510854918883426
28,0.19680380888861393,0.25840723356234346,0.2276055212254787,0.061603424673729534,0.2276055212254787
29,0.2084374091975179,0.2814152744126436,0.24492634180508074,0.07297786521512567,0.24492634180508074
30,0.17151623437211677,0.22560566631275208,0.19856095034243443,0.05408943194063531,0.19856095034243443
31,0.18476848022746004,0.26327007443661893,0.22401927733203947,0.07850159420915889,0.22401927733203947
32,0.18897872609100413,0.2560831847141018,0.22253095540255297,0.06710445862309766,0.22253095540255297
33,0.2142047613570506,0.2495440517607493,0.23187440655889996,0.03533929040369871,0.23187440655889996
34,0.1700993714866308,0.24562041770433166,0.2078598945954812,0.07552104621770087,0.2078598945954812
35,0.1612710635878986,0.2718289748154139,0.21655001920165626,0.1105579112275153,0.21655001920165626
36,0.17800067795921864,0.26351807099703606,0.22075937447812735,0.08551739303781741,0.22075937447812735
37,0.19287426363046992,0.26674910942798175,0.22981168652922584,0.07387484579751183,0.22981168652922584
38,0.18755706637264216,0.28241521043336854,0.23498613840300536,0.09485814406072637,0.23498613840300536
39,0.1721688929381463,0.2776642488374697,0.224916570887808,0.1054953558993234,0.224916570887808
40,0.19302211582530837,0.2493776731670004,0.2211998944961544,0.056355557341692036,0.2211998944961544
41,0.17232380768585284,0.2757246153276269,0.22402421150673985,0.10340080764177403,0.22402421150673985
