,Start_blink,End_blink,Blink_frame,No_of_frames
0,36,45,36,9
1,56,60,56,4
2,146,150,146,4
3,353,360,353,7
4,483,485,483,2
5,748,756,748,8
6,845,854,845,9
7,866,936,866,70
8,1052,1056,1052,4
9,1083,1090,1083,7
10,1137,1141,1137,4
11,1179,1182,1179,3
12,1370,1376,1370,6
13,1383,1387,1383,4
14,1402,1421,1402,19
15,1431,1435,1431,4
16,1446,1450,1446,4
17,1482,1485,1482,3
18,1566,1585,1566,19
19,1586,1590,1586,4
20,1773,1782,1773,9
21,1947,1951,1947,4
22,2023,2030,2023,7
23,2066,2075,2066,9
24,2107,2123,2109,16
25,2178,2183,2180,5
26,2317,2323,2319,6
27,2463,2468,2463,5
28,2493,2516,2494,23
29,2564,2571,2564,7
30,2601,2604,2601,3
31,2661,2668,2663,7
32,2676,2682,2678,6
33,2705,2710,2707,5
34,2781,2787,2781,6
35,2811,2815,2811,4
36,2878,2882,2878,4
37,3017,3024,3017,7
38,3036,3041,3036,5
39,3118,3122,3118,4
40,3328,3333,3328,5
41,3369,3374,3369,5
42,3413,3417,3414,4
43,3472,3476,3472,4
44,3533,3537,3533,4
45,3565,3569,3565,4
46,3660,3663,3660,3
47,3715,3719,3715,4
48,3749,3752,3749,3
49,3780,3784,3780,4
50,3798,3802,3799,4
51,3874,3882,3876,8
52,3940,3945,3940,5
53,3993,3999,3995,6
54,4006,4011,4007,5
55,4137,4141,4137,4
56,4151,4154,4151,3
57,4351,4355,4351,4
58,4437,4442,4437,5
59,4541,4545,4541,4
60,4573,4581,4575,8
61,4661,4737,4661,76
62,4738,4742,4738,4
63,4782,4791,4782,9
64,4806,4811,4806,5
65,4829,4831,4829,2
66,4846,4850,4846,4
67,4907,4911,4907,4
68,4977,4982,4977,5
69,5119,5124,5119,5
70,5167,5170,5167,3
71,5201,5207,5201,6
72,5297,5301,5297,4
73,5425,5429,5425,4
74,5814,5818,5814,4
75,5857,5863,5857,6
76,5895,5898,5895,3
77,5929,5934,5929,5
78,5955,5959,5955,4
79,6091,6097,6093,6
80,6136,6140,6136,4
81,6214,6219,6214,5
82,6259,6264,6261,5
83,6296,6301,6296,5
84,6325,6328,6325,3
85,6348,6355,6350,7
86,6393,6397,6393,4
87,6427,6432,6429,5
88,6491,6494,6491,3
89,6573,6577,6573,4
90,6620,6626,6620,6
91,6656,6662,6656,6
92,6693,6699,6693,6
93,6734,6738,6734,4
94,6771,6775,6771,4
95,6815,6821,6815,6
96,6834,6837,6834,3
97,6872,6875,6872,3
98,6893,6897,6893,4
99,7000,7006,7001,6
100,7015,7018,7015,3
101,7064,7067,7064,3
102,7175,7178,7175,3
103,7215,7220,7217,5
104,7321,7324,7321,3
105,7383,7386,7383,3
106,7524,7527,7524,3
107,7578,7582,7578,4
108,7625,7627,7625,2
109,7703,7706,7703,3
110,7716,7719,7716,3
111,7747,7752,7748,5
112,7778,7782,7778,4
113,7795,7797,7795,2
114,7831,7835,7831,4
115,7885,7890,7885,5
116,7927,7932,7927,5
117,8069,8075,8071,6
118,8144,8147,8144,3
119,8162,8166,8162,4
120,8220,8222,8220,2
121,8310,8314,8310,4
122,8387,8391,8387,4
123,8510,8512,8510,2
124,8559,8564,8559,5
125,8602,8607,8602,5
126,8937,8956,8937,19
127,9059,9061,9059,2
128,9147,9246,9147,99
129,9247,9250,9247,3
130,9308,9314,9308,6
131,9394,9402,9394,8
132,9413,9419,9413,6
133,9462,9467,9462,5
134,9488,9493,9488,5
135,9516,9521,9518,5
136,9581,9585,9583,4
137,9634,9637,9634,3
138,9706,9715,9706,9
139,9758,9764,9760,6
140,9783,9789,9785,6
141,9904,9909,9906,5
142,9920,9926,9922,6
143,10026,10032,10026,6
144,10059,10063,10059,4
145,10183,10188,10183,5
146,10245,10255,10245,10
147,10315,10321,10315,6
148,10357,10361,10357,4
149,10429,10433,10429,4
150,10491,10528,10491,37
151,10529,10533,10529,4
152,10620,10625,10620,5
153,10774,10779,10774,5
154,10919,10924,10919,5
155,10985,11013,10985,28
156,11025,11027,11025,2
157,11043,11047,11044,4
158,11059,11064,11059,5
159,11112,11116,11112,4
160,11139,11144,11139,5
161,11229,11253,11229,24
162,11254,11260,11254,6
163,11309,11313,11309,4
164,11407,11419,11410,12
165,11462,11471,11465,9
166,11591,11601,11591,10
167,11602,11604,11602,2
168,11903,11910,11903,7
169,12002,12005,12002,3
170,12174,12178,12174,4
171,12270,12276,12270,6
172,12354,12361,12354,7
173,12494,12502,12494,8
174,12525,12527,12525,2
175,12558,12566,12558,8
176,12729,12803,12729,74
177,12804,12807,12804,3
