,Start_blink,End_blink,Blink_frame,No_of_frames
0,12,16,13,4
1,26,33,28,7
2,91,97,93,6
3,132,139,136,7
4,161,166,163,5
5,267,273,267,6
6,294,313,294,19
7,314,319,314,5
8,326,349,326,23
9,466,469,466,3
10,482,486,482,4
11,543,548,547,5
12,570,572,571,2
13,586,591,586,5
14,607,613,607,6
15,658,663,661,5
16,703,714,703,11
17,742,747,745,5
18,758,763,760,5
19,829,833,830,4
20,886,890,886,4
21,928,931,928,3
22,973,975,973,2
23,1060,1063,1060,3
24,1221,1327,1221,106
25,1328,1345,1328,17
26,1459,1490,1461,31
27,1578,1585,1578,7
28,1630,1632,1630,2
29,1727,1731,1727,4
30,1831,1836,1833,5
31,1889,1923,1890,34
32,1982,1989,1985,7
33,2091,2096,2093,5
34,2150,2156,2152,6
35,2298,2304,2300,6
36,2354,2357,2356,3
37,2447,2451,2448,4
38,2555,2561,2558,6
39,2601,2607,2604,6
40,2624,2628,2624,4
41,2635,2640,2637,5
42,2702,2705,2702,3
43,2717,2721,2719,4
44,2765,2770,2768,5
45,2775,2783,2777,8
46,2907,2910,2907,3
47,2960,2966,2963,6
48,3015,3020,3015,5
49,3175,3180,3177,5
50,3236,3241,3238,5
51,3291,3295,3291,4
52,3353,3360,3353,7
53,3424,3430,3426,6
54,3497,3505,3499,8
55,3582,3597,3582,15
56,3685,3692,3687,7
57,3717,3721,3718,4
58,3798,3803,3798,5
59,3834,3838,3836,4
60,3847,3851,3848,4
61,3971,3975,3972,4
62,4088,4104,4088,16
63,4128,4134,4130,6
64,4175,4179,4176,4
65,4186,4192,4188,6
66,4278,4281,4278,3
67,4316,4320,4316,4
68,4366,4372,4369,6
69,4440,4454,4440,14
70,4455,4459,4455,4
71,4518,4524,4521,6
72,4647,4650,4647,3
73,4663,4676,4666,13
74,4745,4750,4745,5
75,4770,4774,4772,4
76,4787,4794,4790,7
77,4849,4854,4851,5
78,4873,4883,4876,10
79,4925,4930,4927,5
80,4946,4965,4950,19
81,5042,5046,5042,4
82,5078,5088,5081,10
83,5196,5200,5198,4
84,5235,5239,5237,4
85,5247,5253,5250,6
86,5279,5287,5280,8
87,5322,5329,5325,7
88,5356,5362,5359,6
89,5395,5419,5396,24
90,5477,5486,5480,9
91,5530,5535,5532,5
92,5668,5674,5670,6
93,5798,5804,5800,6
94,5812,5817,5814,5
95,5988,5997,5991,9
96,6185,6191,6188,6
97,6212,6225,6214,13
98,6242,6271,6244,29
99,6377,6397,6380,20
100,6443,6446,6443,3
101,6451,6456,6453,5
102,6590,6596,6590,6
103,6664,6669,6666,5
104,6826,6832,6828,6
105,6974,6978,6974,4
106,7107,7114,7109,7
107,7117,7122,7120,5
108,7198,7203,7200,5
109,7235,7242,7238,7
110,7256,7261,7258,5
111,7328,7331,7328,3
112,7407,7419,7409,12
113,7534,7547,7534,13
114,7585,7591,7588,6
115,7642,7646,7644,4
116,7755,7759,7755,4
117,7775,7781,7777,6
118,7785,7790,7788,5
119,7844,7850,7846,6
120,7861,7863,7861,2
121,7872,7875,7872,3
122,7917,7922,7918,5
123,7957,7962,7960,5
124,8010,8013,8010,3
125,8059,8064,8061,5
126,8097,8101,8099,4
127,8185,8197,8187,12
128,8256,8260,8256,4
129,8297,8304,8299,7
130,8368,8373,8370,5
131,8377,8383,8380,6
132,8597,8624,8597,27
133,8662,8664,8662,2
134,8924,8927,8924,3
135,8955,8958,8955,3
136,9117,9121,9119,4
137,9334,9336,9334,2
138,9417,9420,9417,3
139,9473,9479,9475,6
140,9589,9594,9591,5
141,9745,9752,9745,7
142,9758,9761,9758,3
143,9953,9959,9955,6
144,9969,9974,9972,5
145,10131,10138,10134,7
146,10301,10317,10304,16
147,10463,10466,10463,3
148,10849,10864,10849,15
149,10865,10867,10865,2
150,10887,10895,10888,8
151,10923,10938,10923,15
152,10957,10962,10960,5
153,11027,11031,11028,4
154,11190,11197,11190,7
155,11265,11268,11265,3
156,11344,11349,11344,5
157,11389,11393,11389,4
158,11617,11700,11617,83
159,11721,11725,11721,4
160,11740,11744,11742,4
161,11788,11793,11788,5
162,11967,11973,11967,6
163,12049,12063,12052,14
164,12130,12133,12130,3
165,12192,12197,12192,5
166,12247,12273,12250,26
167,12351,12356,12354,5
168,12513,12516,12515,3
169,12532,12552,12532,20
170,12554,12561,12556,7
171,12698,12702,12700,4
172,12813,12816,12813,3
173,12882,12885,12882,3
174,12892,12895,12892,3
175,12916,12922,12917,6
176,12936,12944,12936,8
177,13057,13060,13057,3
178,13157,13165,13157,8
179,13320,13325,13322,5
180,13352,13370,13355,18
181,13428,13438,13431,10
182,13619,13637,13619,18
183,17353,17405,17353,52
184,17406,17411,17406,5
185,17443,17454,17443,11
186,17655,17660,17655,5
187,17749,17753,17749,4
188,17819,17827,17819,8
189,17842,17862,17842,20
190,17863,17869,17863,6
