FN,EAR,MAR,MOEAR,THRESH
0,0.16439880743084737,2.2291904126975743,13.559650751330784,1.32955229894439
1,0.16194518802805097,2.451981454885913,15.14081081841838,1.29266845003247
2,0.15113036153654422,2.5009204030466803,16.548100445336015,1.2811596532154026
3,0.1479803996988466,2.453826709555713,16.582106242106864,1.3306086410030253
4,0.13899085043056006,2.579131674780599,18.55612557798641,1.2965141152169308
5,0.13942473334289432,2.3982613143943974,17.20111817245676,1.278876368176536
6,0.1463006909224049,2.5105707271875377,17.160347715097917,1.276786852236618
7,0.14884760902503577,2.4743348462238735,16.623275727645023,1.2486480649914256
8,0.15740547741001482,2.5047257414378272,15.912570405116448,1.2250845193566653
9,0.1612051207129553,2.458347734539125,15.249811691258259,1.213054634114966
10,0.16235409404923648,2.5827503809187475,15.908132135771625,1.2195622389744982
11,0.14413317619241525,2.4748839026205522,17.170813604472475,1.163256848077112
12,0.14745159252708528,2.7730704243023916,18.80664953681669,1.1734372697009219
13,0.1540196639247473,2.869213408697635,18.628877219856214,1.1765092658124485
14,0.1478280344995255,2.8543568307810205,19.308630060898107,1.168199558901787
15,0.15636103053271067,3.1958919023997563,20.439184184905823,1.1605867599203226
16,0.14073966509488006,2.807295790774577,19.94672780329575,1.1173752611970973
17,0.13903739450118044,2.9831240810409296,21.455552240052963,1.162362107468331
18,0.12758744488963297,3.340994139088017,26.18591619244416,1.1538006485218115
19,0.13375657392115842,2.7012323307813975,20.19513696854716,1.1200422929123923
20,0.13753257488273213,2.4800563668875184,18.03250152919882,1.1414644896761308
21,0.14129953869806505,2.3222766709753406,16.435132714323164,1.2884370415840245
22,0.1415233678757265,2.0715002566309306,14.637160546164656,1.2730553611933342
23,0.14355334284827972,2.0679036411105405,14.405123559512576,1.2382582607444668
24,0.1515987445233634,1.9805066894696217,13.064136485407365,1.2347570329798125
25,0.14721605337377988,1.7259418191728306,11.723869643419146,1.2174945116439515
26,0.15589388046445976,1.933189940075481,12.400678809943436,1.2149755164562925
27,0.15580700627833247,1.89917666769324,12.189289256354526,1.247489570335862
28,0.15383609748209157,1.7680908000898423,11.493341478554278,1.3129337781611725
29,0.16026002445587062,1.6475323681379501,10.280370128057832,1.2542349631592262
30,0.1344953906073518,1.6525968058074685,12.287386194758811,1.182011972020003
31,0.13864309739628003,1.626509157741515,11.731627382014594,1.1416078560818286
32,0.13082539945370097,1.7573238706168808,13.432589374502896,1.2201593582288799
33,0.13191948903936282,1.797887871598852,13.62867522222125,1.1671634534387063
34,0.13086132393364264,1.8044607503318166,13.789106636631809,1.1666382694452568
35,0.13530579013563995,1.7646604570215942,13.042017309477854,1.172019242263767
36,0.13361494234487234,1.7544938259224998,13.130970197883942,1.1792516671428748
