FN,EAR,MAR,MOEAR,THRESH
0,0.1872397387558923,2.1788310199764593,11.636584383494784,1.2185128875903295
1,0.18346775382048278,2.075336610196028,11.311724087638186,1.330540696450699
2,0.18139671590106837,1.962335841636833,10.817923752859274,1.3077281372052503
3,0.1838693489843724,1.9341667678058223,10.519245205845662,1.3397402776302112
4,0.18081412928912993,2.0894235640737024,11.55564320270912,1.3752108151793039
5,0.1725454746143992,1.439003186691753,8.339848900167365,1.4588786125091557
6,0.185723658266007,1.9089849533092327,10.278631010891703,1.3485923211865603
7,0.1721008048130187,1.7677388037433195,10.271531302040707,1.323304071201268
8,0.1770041719948106,1.663547617551711,9.398352585725961,1.3134302231338886
9,0.1815774048597998,2.8388356256332634,15.634300026620577,1.2524980016973117
10,0.16576375104857557,2.193066938563113,13.230075482066368,1.2575371110902873
11,0.1814275226228272,1.8211188031626147,10.037720720844378,1.274221215928939
12,0.17267177579789258,1.9285990893903269,11.169162305064248,1.2884267980541169
13,0.1719152232004688,1.989955043127111,11.57521135174075,1.313533124631292
14,0.16549772416307815,1.811156193310254,10.943692443320712,1.274417220511576
15,0.1657851842518421,1.937652473011967,11.6877300089042,1.287894467701648
16,0.15936684910038365,1.9308112912749396,12.11551399914257,1.26016294213986
17,0.16003393595643722,2.1004916020529247,13.125288642683254,1.3604031560477572
18,0.17103215741668243,2.1635410471143106,12.649907945926895,1.3267255496408594
19,0.16498439260639083,2.0805377802499496,12.610512712033088,1.3051813455245154
20,0.16569547662252262,1.9547078530097364,11.796989832515665,1.3695658978097232
21,0.16450321749637412,2.099973532703034,12.765546866883138,1.3606830392666598
22,0.16548627892881035,2.1414403568686455,12.94028949548053,1.3626280487358082
23,0.16795780925025042,2.052278823973098,12.219014007948179,1.361393415422331
24,0.18194613589704475,1.901932584688903,10.453272751915557,1.3932790886613862
25,0.15952134834541304,1.9895762505771664,12.472162950059316,1.314039229569189
26,0.17754767888525128,1.6834735869487565,9.481811294400432,1.3685987053705662
27,0.17911855053877396,1.5543082469861775,8.677539218081797,1.3434334439650966
28,0.16630443437493747,1.682211344266069,10.115252492146313,1.3444519378216815
29,0.15670154279847462,1.5678514159567296,10.005334905815564,1.3387782262932177
30,0.1508402276785657,1.7000697494339543,11.270665495525058,1.2738742226143438
31,0.1649035339835452,1.7178262012714536,10.417158200156376,1.27510802882539
32,0.1671392389714979,1.6378570032691997,9.799356592430708,1.3573440001849548
33,0.16441408105577893,1.7697182078686913,10.763787362399324,1.428513234193378
34,0.1502655061352455,1.6401891252453975,10.915273687423353,1.4008024016289693
35,0.1321998999028941,1.7020806515125888,12.875052498245704,1.5502308001635006
36,0.05980083766157457,1.473758298945109,24.64444239536267,2.009365141165561
37,0.053094454734105505,1.4458581099305594,27.231810123511917,1.8921077171776441
38,0.100697192750192,1.5488155754505213,15.380921087768538,1.9458113653580813
39,0.13303503465752267,1.525792591383859,11.469103573444146,1.7255789717134717
40,0.12780277935813664,1.5285526427053664,11.960245703436263,1.4438865142487898
41,0.15213593607443038,1.5004552310774288,9.86259571402875,1.1758426521409058
42,0.1581826514481845,1.4333779933499355,9.06153728128311,1.20061763733978
43,0.18436607047845563,1.4819203834892958,8.037923570446049,1.1439382611473847
44,0.1830710955385879,1.4896006875978813,8.136733345127668,1.1382140483918965
45,0.18695512305544776,1.5191042140997617,8.125501934756935,1.171231445929641
46,0.19019048794565088,1.6082951093299,8.456233151836114,1.1759278486317424
47,0.1919525271575527,1.6735323525472638,8.718470016149594,1.1774857981773774
48,0.18436021330812624,1.5887472994628944,8.617625630577775,1.169195194627224
49,0.18556595335477724,1.6195372208733256,8.727555845209316,1.1835739275539654
50,0.19790883571828258,1.6333251547603171,8.252916797940783,1.2035422700975684
51,0.19729929679343994,1.6385007720665643,8.304645777739251,1.1867950009618549
52,0.19665620082075613,1.647056587528843,8.375309706252619,1.205386329342908
53,0.19297873605903076,1.6335396279394505,8.46486852022786,1.186843668028885
54,0.17381371826610592,1.6303913565422103,9.38010746681173,1.1674125312913388
55,0.1782513520342995,1.6250123185188656,9.11640949688941,1.1633298735377922
56,0.1998427276630559,1.6363225237001746,8.18805138838522,1.1461781788590475
57,0.18828224707658606,1.6381679069369957,8.700596749680024,1.1562499910247606
58,0.18396850439695014,1.6158308246614432,8.783192698979352,1.1624665548478645
59,0.19712104472424666,1.4966182814547162,7.592382049051845,1.1540243010380045
60,0.19937207286767913,1.6098883945600955,8.07479388363765,1.111644645263547
61,0.18389003683657898,1.603807480073884,8.721557228786516,1.1451941237591097
62,0.1912550535937891,1.5731036148926942,8.225161036705698,1.128370368827292
63,0.18926955586360486,1.589283913297436,8.396933706774991,1.1362304497759366
64,0.19303685404669543,1.6018232161935295,8.298017620024257,1.1299705059102818
65,0.1900267908458516,1.5931728387891042,8.38393803156669,1.1344181821101629
66,0.19370457286556717,1.604611324802744,8.283807145411894,1.1180028293259157
67,0.19234352390698423,1.6225209608821396,8.43553725087608,1.1477600609789365
68,0.1952579059804929,1.617617156408216,8.28451554002542,1.1207060919671803
69,0.19624260600291715,1.5473319565139452,7.884791116618906,1.1118760234523577
70,0.1957610919894687,1.535910095717953,7.845839436779296,1.1043732616435589
71,0.1970072833159646,1.526352319740005,7.747694877310743,1.0865376952427885
72,0.20021390313893814,1.5146683507383316,7.5652505994412875,1.1019637491870862
73,0.1981830292933225,1.4482704384568117,7.307741957628908,1.1077940564507507
74,0.19815410910719006,1.5128965429182015,7.634949129920949,1.106278060764876
75,0.19761398230650573,1.481712751059369,7.49801574648288,1.1131967420566165
76,0.19873894053795751,1.471669522858916,7.4050385841613116,1.123302556588539
77,0.20018147846305984,1.4676465730289432,7.331580245570886,1.115761127487034
78,0.19974559883910092,1.4366171304747852,7.1922342160440245,1.100888254724718
79,0.20191701315852567,1.4330609222767565,7.09727674681705,1.0887912218610993
80,0.20669502465275802,1.4742687966027015,7.132579988702838,1.1072110943759437
81,0.2046496520678641,1.4200466096303148,6.93891533790349,1.107781291028559
82,0.20626848157409156,1.3878996065641622,6.728607279079762,1.1003002048462862
83,0.2026197070944927,1.3525707666046183,6.675415664152748,1.1146121295526554
84,0.2037482580096842,1.3644716066798883,6.696850417317603,1.1118527377936016
85,0.1999222970392631,1.3940304267370087,6.972861193482749,1.1000507002324036
86,0.19870828610955862,1.4076628836300757,7.084067359193844,1.085219790492578
87,0.20310805224311446,1.435671233124363,7.068509678808333,1.1106359397593477
88,0.2008340586496925,1.4043784867022686,6.992730695901907,1.128955235984766
89,0.15860534961031827,1.5166372248640425,9.562333355024336,1.2406768739915255
90,0.06959120898036521,1.4546746477579804,20.903138041019076,1.2720516856665367
91,0.14055526431566603,1.526984948435747,10.86394704510226,1.2636022569827332
