FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
1,0.2551815463428018,0.43366958488059687,0.34442556561169935,[0.71219015 0.4332664 ],[0.71930218 0.42827743],[0.72761023 0.42784345],[0.7353245  0.43112487],[0.72711253 0.43382451],[0.71889842 0.43411916]
2,0.21527656817255955,0.30894750829792345,0.2621120382352415,[0.7108447  0.43291929],[0.71945953 0.42939085],[0.72811031 0.43093386],[0.73537916 0.43514934],[0.72694939 0.43590191],[0.71827567 0.4347671 ]
3,0.20498860867151886,0.42482018454671766,0.3149043966091183,[0.71096796 0.43360889],[0.7192983 0.4300589],[0.72799736 0.43107265],[0.73512667 0.43435717],[0.72692096 0.43586463],[0.71835774 0.43496749]
4,0.17404683367544535,0.3976964254857958,0.28587162958062057,[0.71147269 0.43418086],[0.71910655 0.43097919],[0.72762239 0.4319973 ],[0.73501772 0.43531227],[0.72697353 0.43588752],[0.71856022 0.4352054 ]
5,0.17614838866967625,0.44259651730974536,0.30937245298971083,[0.70999491 0.43348965],[0.71832794 0.43103808],[0.72692943 0.43231267],[0.73411232 0.43493998],[0.72602803 0.43640968],[0.71736825 0.43524688]
6,0.24001478997682985,0.3941003066313676,0.3170575483040987,[0.71031684 0.43395555],[0.71870673 0.43040207],[0.72698444 0.43178466],[0.73380333 0.43553272],[0.72587109 0.43723497],[0.71750134 0.43601075]
7,0.16576096380324576,0.41109819705648676,0.2884295804298663,[0.71021324 0.43595409],[0.71808237 0.43361622],[0.72628516 0.43500844],[0.73363423 0.43776637],[0.72550374 0.43873164],[0.71721184 0.4375034 ]
8,0.16924783476571295,0.3600532370045613,0.26465053588513715,[0.71068883 0.43563867],[0.71877271 0.43357265],[0.72698802 0.43509099],[0.73423445 0.43799636],[0.72617048 0.43894434],[0.71782523 0.43753168]
9,0.16932498968441026,0.358361519070057,0.2638432543772336,[0.71104199 0.43554676],[0.71899635 0.43359283],[0.72716027 0.43524143],[0.73447275 0.43815431],[0.72638673 0.43905509],[0.71808249 0.43758199]
10,0.172148037161767,0.38699338188756893,0.27957070952466795,[0.71168    0.43572131],[0.71961933 0.43371361],[0.72785664 0.43534988],[0.73519301 0.4382329 ],[0.72704518 0.43925667],[0.71870083 0.43776205]
11,0.1599526260458007,0.3625492233587938,0.26125092470229727,[0.71307564 0.43557179],[0.72096777 0.43395483],[0.72918361 0.43575057],[0.7365126  0.43860677],[0.72815293 0.43935525],[0.71985286 0.43759918]
12,0.15911376401579852,0.16122979408047414,0.16017177904813634,[0.71408814 0.43417498],[0.722013   0.43269819],[0.73028541 0.43431374],[0.7376321  0.43684626],[0.72935528 0.43796754],[0.72093898 0.43631205]
13,0.2412479238462115,0.3792776906686723,0.3102628072574419,[0.713772   0.43391728],[0.72181845 0.4305149 ],[0.72962886 0.43229473],[0.73616999 0.43622005],[0.72855026 0.43743312],[0.72065872 0.43600732]
14,0.2480103776622322,0.3554740293118905,0.3017422034870613,[0.71437752 0.43403521],[0.72247446 0.4304437 ],[0.73031878 0.4323166 ],[0.73687631 0.43648535],[0.72917598 0.43759286],[0.72124469 0.4361397 ]
15,0.19911047294908332,0.3103413029439483,0.2547258879465158,[0.71560532 0.43336111],[0.72323686 0.43082219],[0.73102552 0.43235263],[0.7378788  0.43536565],[0.73009378 0.43664405],[0.72218257 0.43521157]
16,0.1740642684359671,0.34887834716999894,0.261471307802983,[0.71703267 0.43222132],[0.72471887 0.43051147],[0.73243999 0.4327746 ],[0.73924005 0.43625888],[0.73147625 0.43641245],[0.72362381 0.43445674]
17,0.14906138555047344,0.31881086188991026,0.23393612372019185,[0.71746713 0.431977  ],[0.72487587 0.43076313],[0.73258722 0.43304724],[0.73951465 0.43620071],[0.73157841 0.43615106],[0.72375703 0.43400419]
18,0.14004043109740247,0.3704990846711743,0.2552697578842884,[0.71766591 0.43318012],[0.72503966 0.43176672],[0.73276651 0.43390065],[0.73989743 0.43712923],[0.73197067 0.43682891],[0.72417182 0.4349398 ]
19,0.1535782087650714,0.2882859458742759,0.22093207731967365,[0.71776533 0.43332562],[0.72527641 0.43187609],[0.73301101 0.43418112],[0.74007648 0.43761671],[0.73224151 0.43740484],[0.72438693 0.43543082]
20,0.2140834648227311,0.18763478560958857,0.20085912521615984,[0.71866906 0.43410993],[0.72589409 0.43166   ],[0.73335588 0.43413007],[0.73990452 0.43821687],[0.73225373 0.43838191],[0.7247619  0.43639496]
21,0.15596245448901475,0.27980771487266987,0.2178850846808423,[0.71950614 0.43302226],[0.72705871 0.43185478],[0.73473185 0.43472475],[0.74156541 0.43875244],[0.73388648 0.43786898],[0.72611058 0.43558961]
22,0.15337175985508025,0.3049935195712106,0.22918263971314545,[0.72021598 0.43232223],[0.7275449  0.43120825],[0.7351886  0.43417683],[0.74209476 0.43825966],[0.73421288 0.43727925],[0.72653264 0.43476883]
23,0.11694103235486188,0.1544328865367029,0.13568695944578238,[0.72121423 0.43446836],[0.72842234 0.43411645],[0.73614883 0.43717557],[0.74320233 0.44086614],[0.73527128 0.43946299],[0.72759032 0.43690071]
24,0.10523598292613298,0.15037782664590638,0.1278069047860197,[0.72045648 0.43597531],[0.72753066 0.43596983],[0.73544663 0.43886697],[0.7427122  0.44177482],[0.73457378 0.44092506],[0.72674966 0.4384551 ]
25,0.164525756173383,0.16407272585446672,0.16429924101392485,[0.71943623 0.4371551 ],[0.72687989 0.43570444],[0.73483837 0.4377299 ],[0.74201018 0.44044229],[0.73405087 0.44121858],[0.72606903 0.43954974]
26,0.21538824406116938,0.21869065263201715,0.21703944834659328,[0.71897119 0.43648022],[0.72655863 0.43378329],[0.73446757 0.43589181],[0.74139166 0.43939042],[0.73335952 0.4404206 ],[0.72547644 0.43874347]
27,0.20131029884211055,0.2488697947392074,0.22509004679065897,[0.71899736 0.43829814],[0.72633713 0.43548933],[0.73403931 0.43758193],[0.74093133 0.44113269],[0.73292375 0.44166139],[0.72525489 0.44003761]
28,0.19890155975651858,0.32962533922802223,0.26426344949227043,[0.71887624 0.43842602],[0.72642255 0.43551439],[0.73432666 0.43731499],[0.7413016  0.44057739],[0.73322785 0.44147414],[0.72533387 0.44004542]
29,0.16516089546388088,0.3396108090615983,0.2523858522627396,[0.71845907 0.43719417],[0.72580063 0.43495798],[0.73350787 0.43682998],[0.74049908 0.43990681],[0.73267639 0.44012207],[0.72495317 0.43880552]
30,0.1443602510771738,0.2975032368458028,0.2209317439614883,[0.71821642 0.43611187],[0.72534251 0.43458891],[0.73301512 0.43617931],[0.74009264 0.43851274],[0.73232859 0.43909037],[0.72460997 0.43787128]
31,0.2206208526814541,0.2800796712475845,0.25035026196451926,[0.71848279 0.43556243],[0.72584271 0.43257767],[0.73364216 0.43438071],[0.74062276 0.43773782],[0.73294878 0.4389025 ],[0.72509187 0.43776509]
32,0.24558949607186512,0.21494445769761783,0.23026697688474146,[0.71891385 0.4341625 ],[0.72618175 0.43103969],[0.73395431 0.43265891],[0.74087292 0.43587068],[0.73314393 0.43774056],[0.72534919 0.43665081]
33,0.19521264456246393,0.24548236768159962,0.22034750612203177,[0.72001839 0.43230155],[0.72727889 0.42975983],[0.73488867 0.43157405],[0.74176437 0.43474606],[0.73420662 0.43544877],[0.72650254 0.43430334]
34,0.1864002822671712,0.2693701335570775,0.22788520791212435,[0.72018903 0.43187854],[0.727431  0.4296079],[0.73509485 0.43131262],[0.74199337 0.43427557],[0.73428684 0.43509299],[0.72656924 0.43383279]
35,0.2039487120132007,0.23196195438465422,0.21795533319892746,[0.72110426 0.42906898],[0.72842848 0.42745423],[0.73612875 0.42984161],[0.74293488 0.43343624],[0.73541468 0.43404186],[0.72759253 0.43220177]
36,0.2745053804008791,0.2728539719840573,0.2736796761924682,[0.72004527 0.43010998],[0.72731513 0.42680946],[0.73484057 0.4286539 ],[0.74137735 0.43272191],[0.73371053 0.43426353],[0.72621202 0.43278518]
37,0.27526221508320237,0.1841020094763826,0.2296821122797925,[0.71908468 0.42993265],[0.72651613 0.42659923],[0.73407823 0.42874664],[0.74070036 0.43298656],[0.73307967 0.4343392 ],[0.72544229 0.43284473]
38,0.21951700892211135,0.26916236443433994,0.24433968667822564,[0.71807402 0.42574307],[0.72550064 0.42360118],[0.73296016 0.42632025],[0.739595   0.43042922],[0.73173368 0.43065882],[0.72425687 0.42861032]
39,0.2017393293721438,0.21920900476874924,0.21047416707044653,[0.71668589 0.42736554],[0.72400826 0.42553917],[0.73164886 0.42806488],[0.73850453 0.43146968],[0.7306571  0.43206596],[0.72298974 0.43026626]
40,0.22374653002764247,0.30834168350001084,0.26604410676382667,[0.71538234 0.42888978],[0.72267133 0.42666537],[0.73027688 0.42907879],[0.73712373 0.43264416],[0.72940469 0.43351138],[0.721735   0.43193841]
41,0.31190021074777263,0.3636428286559507,0.3377715197018617,[0.71309292 0.4296279 ],[0.72078222 0.42486244],[0.72837967 0.42619327],[0.73487538 0.43051276],[0.72710413 0.43276277],[0.7195155  0.43165222]
42,0.3194542517641586,0.42276165021201123,0.3711079509880849,[0.71081358 0.43011999],[0.71868473 0.42557314],[0.72645646 0.4270483 ],[0.73284358 0.43104216],[0.72517145 0.43381131],[0.71741205 0.43266329]
43,0.3366254121854112,0.43523510372976154,0.3859302579575864,[0.70689452 0.43211454],[0.71485877 0.42646098],[0.72299814 0.42772087],[0.72978848 0.43210101],[0.72160649 0.43519893],[0.71355402 0.43415812]
44,0.34492181912275205,0.4495868536625656,0.39725433639265884,[0.70646769 0.43636447],[0.71353662 0.43053538],[0.7211501  0.43213025],[0.72801495 0.43720937],[0.71958911 0.43932   ],[0.71220261 0.43793449]
45,0.4566046165654627,0.4117734747509227,0.4341890456581927,[0.70454437 0.44098929],[0.71166939 0.43211558],[0.72003931 0.43292993],[0.72737801 0.43933368],[0.7184878  0.44312474],[0.71063769 0.44265968]
46,0.4630962274565443,0.39971124918065065,0.43140373831859746,[0.70294458 0.44176838],[0.70977652 0.43332127],[0.7178548  0.43447283],[0.72549963 0.44042528],[0.71632296 0.44461834],[0.7086482  0.44392824]
47,0.2980244149824977,0.35562111282182607,0.3268227639021619,[0.7028237 0.4393374],[0.70999879 0.43346518],[0.71814334 0.43475929],[0.72551763 0.43890765],[0.71638834 0.44122076],[0.70860189 0.44015443]
48,0.3199669978623852,0.36340628746775444,0.3416866426650698,[0.7023741  0.44109118],[0.70973116 0.43434194],[0.71805501 0.43529713],[0.72550273 0.44016123],[0.71621841 0.44248319],[0.70833749 0.44160515]
