FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
1,0.19061878488320613,0.4564091776800863,0.3235139812816462,[0.7092135  0.43833336],[0.7156406  0.43419391],[0.72399408 0.43493101],[0.73264724 0.43994907],[0.72442049 0.43902394],[0.71607906 0.43901396]
2,0.1658174218992488,0.3908655684061755,0.2783414951527121,[0.7084136  0.43698025],[0.71589637 0.43384597],[0.72396177 0.43576932],[0.73169702 0.43978709],[0.72332877 0.43914005],[0.71521747 0.43814048]
3,0.1921812143951378,0.5309486589692802,0.361564936682209,[0.7072196  0.44004586],[0.71402413 0.43408129],[0.72214222 0.43429369],[0.73010081 0.4392691 ],[0.7212736  0.43856183],[0.71362662 0.43850759]
4,0.18059243747333711,0.4989913707225732,0.3397919040979552,[0.70762408 0.43994063],[0.71404403 0.43460113],[0.72175533 0.43505591],[0.72945327 0.43940845],[0.72085464 0.43887877],[0.71352375 0.43852597]
5,0.17361207247418084,0.5494735191746749,0.3615427958244279,[0.70705038 0.43771613],[0.71372366 0.43256658],[0.72148865 0.43289423],[0.7292009  0.43725011],[0.72032183 0.43668818],[0.71296537 0.43621212]
6,0.1666828553175397,0.5046172217073234,0.3356500385124315,[0.70742178 0.43887812],[0.7137267  0.43414462],[0.72127742 0.43476534],[0.72885251 0.43892676],[0.7202875  0.43824738],[0.71313113 0.4376182 ]
7,0.20429211860990548,0.4851798867591835,0.3447360026845445,[0.70704883 0.43546045],[0.71339411 0.43023041],[0.72095621 0.43095198],[0.72858238 0.43544728],[0.7199111  0.43520668],[0.71271044 0.43459427]
8,0.15287895421048306,0.5047785992608588,0.3288287767356709,[0.70691109 0.4377031 ],[0.71340066 0.43348378],[0.72091597 0.43423843],[0.72834706 0.43768835],[0.7199297  0.43733555],[0.71267581 0.43670714]
9,0.1269310512784122,0.5111366093724542,0.3190338303254332,[0.70702833 0.43811899],[0.71363157 0.43444663],[0.72116053 0.43507481],[0.72863609 0.43823582],[0.72032207 0.43766847],[0.7129916  0.43713105]
10,0.11065947742860235,0.4919280332894906,0.30129375535904646,[0.7070117  0.43730247],[0.71375155 0.43425366],[0.72142017 0.43487734],[0.72902238 0.43698376],[0.72061622 0.43717596],[0.71304357 0.43658528]
11,0.17541211741519405,0.5229215417514899,0.34916682958334194,[0.70709604 0.43373466],[0.71358514 0.42829567],[0.72116464 0.42852163],[0.72888404 0.43300575],[0.72057915 0.4321689 ],[0.71325701 0.43223611]
12,0.13483597467362848,0.43780316532246744,0.286319569998048,[0.70806617 0.43544686],[0.71437013 0.43098396],[0.72184414 0.43138373],[0.7295565  0.43529698],[0.72130257 0.43412814],[0.71402746 0.43396246]
13,0.15362496655139088,0.35714248511943014,0.2553837258354105,[0.70964658 0.43262187],[0.7162649  0.42818183],[0.72379136 0.42882043],[0.7313177  0.43295032],[0.723355   0.43191549],[0.7159695 0.431703 ]
14,0.12944365242169745,0.33474003442956934,0.23209184342563338,[0.71094346 0.43209156],[0.71747011 0.42808536],[0.72481173 0.42902565],[0.73223209 0.43283787],[0.72439241 0.43141225],[0.71716112 0.43116146]
15,0.10825749634486774,0.32227540902385227,0.21526645268436,[0.71223181 0.4348565 ],[0.71947432 0.43366164],[0.72743815 0.43416804],[0.73502475 0.43570873],[0.72717607 0.4367207 ],[0.71911043 0.43600595]
16,0.04356117154413286,0.13461659004449472,0.08908888079431379,[0.71444142 0.43269348],[0.72079366 0.43366876],[0.72865999 0.43447268],[0.73685336 0.43487355],[0.72882712 0.43556309],[0.72092003 0.43451807]
17,0.07493954869202155,0.2334066957224501,0.15417312220723584,[0.71538866 0.43440071],[0.72232461 0.43462652],[0.73027247 0.43519038],[0.73819733 0.43576303],[0.73025441 0.43707848],[0.72216362 0.43615451]
18,0.08959557621342297,0.23507829887015957,0.16233693754179127,[0.71796042 0.43432337],[0.72472328 0.43439931],[0.73264581 0.43539259],[0.74066085 0.4367736 ],[0.73292756 0.43751016],[0.72479922 0.43635294]
19,0.11125701682033391,0.23118828453919846,0.1712226506797662,[0.71852672 0.43301708],[0.72578168 0.43253294],[0.73379761 0.433667  ],[0.7415902  0.43576497],[0.73401165 0.4362998 ],[0.72572809 0.43505913]
20,0.16087724353038071,0.32457918010946696,0.24272821181992382,[0.7186265  0.43202817],[0.72524303 0.42988905],[0.73251414 0.43126926],[0.73992133 0.43457738],[0.73263699 0.43437093],[0.72524565 0.43368557]
21,0.19821504749677085,0.19195204328505028,0.19508354539091055,[0.71758592 0.43100387],[0.72428507 0.4283368 ],[0.73153663 0.43013266],[0.73859012 0.43412605],[0.73145425 0.43391299],[0.72418487 0.43297267]
22,0.2620803467037619,0.2910359289155423,0.2765581378096521,[0.71639252 0.43138152],[0.72322351 0.42668289],[0.73049712 0.42771494],[0.7373935  0.43255582],[0.73044759 0.43280432],[0.72317249 0.43261814]
23,0.294637190762628,0.1745047331845611,0.23457096197359456,[0.71489948 0.4309718 ],[0.72154897 0.42576388],[0.72879475 0.42703304],[0.73569125 0.4323608 ],[0.72849953 0.43271375],[0.72134596 0.43235174]
24,0.28710021038997596,0.22534128780120372,0.25622074909558984,[0.7137444  0.43167663],[0.7206167  0.42612091],[0.72799039 0.42711753],[0.73485959 0.43238866],[0.72775292 0.43276548],[0.72051197 0.43259835]
25,0.19846370583569467,0.209386023647987,0.20392486474184085,[0.71373832 0.43235582],[0.72046137 0.42896393],[0.7278505  0.42984268],[0.73509604 0.43328339],[0.72794384 0.43378657],[0.72050339 0.43350419]
26,0.17501531488751354,0.2898474859284944,0.23243140040800397,[0.71383697 0.43488947],[0.72086775 0.43250078],[0.72834611 0.433366  ],[0.73574734 0.43586421],[0.72863394 0.4369522 ],[0.72083819 0.43657982]
27,0.15395988223559703,0.2610136224966102,0.20748675236610362,[0.71541446 0.43361548],[0.72276753 0.43213758],[0.73049718 0.43313152],[0.73794276 0.43520826],[0.73037601 0.4364951 ],[0.72237521 0.43570453]
28,0.19200992252963847,0.23177220162664686,0.21189106207814268,[0.7178902  0.43472201],[0.72465402 0.43185884],[0.73211616 0.43256411],[0.7394954 0.4352628],[0.73210567 0.43646944],[0.72448057 0.43624949]
29,0.17542200160291824,0.2698420531886612,0.22263202739578974,[0.72145236 0.43306649],[0.72795463 0.43139207],[0.73540586 0.43248904],[0.74265718 0.43494302],[0.7351743  0.43603003],[0.72776443 0.43530756]
30,0.2414022372148912,0.204140549081763,0.2227713931483271,[0.72238582 0.43353939],[0.72949439 0.43010613],[0.73700243 0.43183917],[0.74385381 0.43637836],[0.7364732 0.4366706],[0.72902304 0.43568099]
31,0.22838784033444845,0.29502247492823935,0.2617051576313439,[0.72234762 0.4327822 ],[0.72962427 0.42962179],[0.73735744 0.43148029],[0.74427521 0.43582997],[0.73689502 0.43617028],[0.72919792 0.43500447]
