FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
101,0.3654524706581718,0.44959896539196254,0.4075257180250672,[0.71518868 0.44924212],[0.72395843 0.4433735 ],[0.73218697 0.44503689],[0.73883587 0.45143479],[0.73068345 0.45368695],[0.72243911 0.45181611]
102,0.34485905277743784,0.45757827543133384,0.40121866410438584,[0.71628016 0.44724405],[0.72530478 0.44232726],[0.73346996 0.44464207],[0.73968703 0.45125058],[0.73181331 0.45268041],[0.72369009 0.4503378 ]
103,0.36032618632560304,0.40446318621591015,0.38239468627075657,[0.71674031 0.44740933],[0.72577721 0.44204301],[0.7340157  0.44420585],[0.74037302 0.45080295],[0.73236138 0.45267969],[0.72417903 0.45046455]
104,0.3586307045345543,0.3582679541031695,0.35844932931886186,[0.71787405 0.44597742],[0.72684187 0.4411746 ],[0.73510551 0.44358957],[0.74132097 0.45006368],[0.73354089 0.45196858],[0.72538811 0.44959727]
105,0.3243858005916407,0.4050210405807137,0.3647034205861772,[0.71792942 0.44735262],[0.72702205 0.44248831],[0.73545283 0.44431415],[0.74187869 0.45005277],[0.73386902 0.45208526],[0.72551417 0.45004451]
106,0.27785146505756925,0.43468716164989807,0.3562693133537337,[0.72080016 0.44798887],[0.72886711 0.44358751],[0.73672366 0.44544357],[0.7432915  0.45070302],[0.73546815 0.45154154],[0.72775859 0.44985351]
107,0.341756402310099,0.46184519224862,0.40180079727935947,[0.72209644 0.44953752],[0.73031795 0.44402274],[0.7381922  0.44619399],[0.74448174 0.45251459],[0.73642844 0.45369768],[0.72879767 0.45159888]
108,0.27928321269556333,0.3708933748801435,0.3250882937878534,[0.72192615 0.44714105],[0.72997439 0.44300771],[0.73757863 0.44557953],[0.74384195 0.45181128],[0.73587137 0.45155707],[0.72848439 0.44912869]
109,0.3289102776007457,0.37970287223006555,0.3543065749154056,[0.72242838 0.4478761 ],[0.73029733 0.44278592],[0.7378453  0.44536135],[0.74404848 0.4516933 ],[0.73588544 0.45227054],[0.72863388 0.44985312]
110,0.31768494204363606,0.46815343033838885,0.39291918619101246,[0.72256416 0.44868454],[0.73045594 0.44400117],[0.73803353 0.44653878],[0.74433708 0.45299539],[0.73641777 0.45333543],[0.72906506 0.45098025]
111,0.3120758749425636,0.3045898651424452,0.3083328700425044,[0.72278982 0.44979176],[0.7309007  0.44538411],[0.73851085 0.44797075],[0.74478817 0.45446092],[0.73680943 0.45478821],[0.72935712 0.45222166]
112,0.2925019018676598,0.4094848355935041,0.35099336873058196,[0.72266787 0.44878522],[0.73100501 0.44449356],[0.738621  0.4468424],[0.74476278 0.45308983],[0.73719007 0.45316613],[0.72960597 0.45103055]
113,0.3219786323077414,0.45056291830520323,0.3862707753064723,[0.72360879 0.44765273],[0.73189503 0.44297057],[0.7393539  0.44564337],[0.74536532 0.45258233],[0.73778623 0.45247668],[0.73036593 0.45016444]
114,0.34331027697205413,0.4700041451275063,0.40665721104978025,[0.72411704 0.44764593],[0.7325142  0.44229019],[0.74021268 0.44482854],[0.74632365 0.45173377],[0.73831767 0.4522711 ],[0.73073941 0.4499099 ]
115,0.31832788883672397,0.46686141705966283,0.3925946529481934,[0.72516137 0.45019332],[0.7336936  0.44569173],[0.74130422 0.44860181],[0.74731725 0.4549838 ],[0.73909062 0.45538309],[0.73156905 0.45267385]
116,0.3304678178136568,0.5671125934155185,0.4487902056145876,[0.72689909 0.45422921],[0.73535359 0.44965002],[0.74290967 0.45229355],[0.74885333 0.45889276],[0.74086374 0.45945087],[0.73337555 0.45677048]
117,0.33132140598677506,0.5577912910123349,0.444556348499555,[0.72942835 0.45758289],[0.73808402 0.45343944],[0.74567664 0.45606393],[0.75141817 0.46217358],[0.74368787 0.46324566],[0.73608547 0.46059927]
118,0.2986354112843964,0.3936836710981649,0.3461595411912807,[0.73008043 0.45845982],[0.73974919 0.45523244],[0.74785948 0.45840058],[0.75378788 0.46454847],[0.7456876  0.46538153],[0.73735964 0.46213904]
119,0.2918874395896913,0.4080135685090972,0.34995050404939426,[0.7303986  0.45859584],[0.73973525 0.45526791],[0.74775755 0.45881972],[0.75383949 0.46544537],[0.74573213 0.46547234],[0.73754007 0.46223247]
120,0.27034576924483056,0.4136736794141396,0.34200972432948507,[0.73028255 0.45928332],[0.7394827  0.45607677],[0.74747282 0.45941404],[0.75367463 0.46578002],[0.74554902 0.46558514],[0.73738217 0.4623996 ]
121,0.36720459787936205,0.36084137114563214,0.3640229845124971,[0.73255533 0.45942646],[0.74144238 0.45452666],[0.74949586 0.45777678],[0.75549048 0.46558639],[0.7478537  0.46601939],[0.73985684 0.4634226 ]
122,0.360046987922712,0.28374581043973857,0.32189639918122526,[0.73279369 0.45894316],[0.74159914 0.45433462],[0.74968201 0.45768452],[0.75579816 0.46528432],[0.74809581 0.4657301 ],[0.74006766 0.46318585]
123,0.3634771450902885,0.39920400076362395,0.3813405729269562,[0.73255378 0.45967025],[0.74153566 0.45473394],[0.74958766 0.45809445],[0.75559962 0.46601427],[0.74767399 0.46627799],[0.73972201 0.46352085]
124,0.38457223697133225,0.30640631566255794,0.3454892763169451,[0.73192793 0.45938188],[0.74103415 0.4542928 ],[0.74918056 0.45776454],[0.75507033 0.46553868],[0.74738616 0.46638808],[0.73929745 0.46374533]
125,0.3902645094749444,0.33407703076239675,0.3621707701186706,[0.73164546 0.46071023],[0.7404691  0.45468837],[0.74868041 0.45782828],[0.75469738 0.46605581],[0.74679554 0.46645942],[0.73885453 0.46418771]
126,0.37179936318341006,0.37132980364327833,0.3715645834133442,[0.73121518 0.45974091],[0.74041712 0.4550153 ],[0.74864042 0.4582355 ],[0.75476295 0.46582979],[0.74708629 0.46684766],[0.73878855 0.46420687]
127,0.37675848423895314,0.38831172162122024,0.3825351029300867,[0.73146296 0.46036649],[0.74038684 0.45503005],[0.74852961 0.45790201],[0.75459695 0.46539876],[0.74694711 0.46635237],[0.7388764  0.46414804]
128,0.37835721748403567,0.3631095785891653,0.3707333980366005,[0.73144984 0.45983025],[0.7401787  0.45488921],[0.74810022 0.45809841],[0.75411177 0.46579799],[0.7466566  0.46643263],[0.73875248 0.46405381]
