FN,EAR,MAR,MOEAR,MINUTE,TIMESTAMP
1,0.17471342498759418,2.0426008359805605,11.691149870856226,1,2022-08-01 12:06:51.072202
2,0.17485523855337853,2.17549594091782,12.441697251487838,1,2022-08-01 12:06:51.118438
3,0.17691648156918324,2.226257522508213,12.583663787354004,1,2022-08-01 12:06:51.146465
4,0.17051473381976923,2.5041898100432003,14.68606116284403,1,2022-08-01 12:06:51.171333
5,0.1747482317692572,2.464954755261204,14.105749341807385,1,2022-08-01 12:06:51.194553
6,0.16707747495915662,2.5874201027778465,15.486349092900532,1,2022-08-01 12:06:51.219476
7,0.1719638323085609,2.4497225307164054,14.245568372312032,1,2022-08-01 12:06:51.250390
8,0.1664970839229411,2.3115669576913023,13.883528186963032,1,2022-08-01 12:06:51.272463
9,0.17211888756881719,2.529275267739878,14.69493152939775,1,2022-08-01 12:06:51.299075
10,0.1730877452733277,2.6097976256116326,15.077887931871942,1,2022-08-01 12:06:51.320477
11,0.18320714495533016,2.58283534008571,14.097896349596304,1,2022-08-01 12:06:51.347787
12,0.18180939693370596,2.7319831684037696,15.026633466035564,1,2022-08-01 12:06:51.370729
13,0.18452376860231007,2.500150560996435,13.54920604502078,1,2022-08-01 12:06:51.391926
14,0.18246698564885191,2.431700570908979,13.326797514968863,1,2022-08-01 12:06:51.412689
15,0.17550293087630947,2.556548735225243,14.56698598969291,1,2022-08-01 12:06:51.434788
16,0.1708533253858828,2.399306781778215,14.043079210540576,1,2022-08-01 12:06:51.456389
17,0.18085780399984694,2.2015869727814645,12.173027229631339,1,2022-08-01 12:06:51.478240
18,0.1703965404639694,2.0569208848108818,12.07137703154144,1,2022-08-01 12:06:51.503964
19,0.16552661949885836,2.150577021647464,12.99233336703464,1,2022-08-01 12:06:51.525785
20,0.15375394527420286,2.0644374657535947,13.426891011296672,1,2022-08-01 12:06:51.547017
21,0.14620375697120536,1.843301941411461,12.607760426939624,1,2022-08-01 12:06:51.569601
22,0.15309555244661033,1.6463289882635246,10.753604281467654,1,2022-08-01 12:06:51.591507
23,0.15290320579528935,1.4213311748385793,9.295627043565673,1,2022-08-01 12:06:51.616609
24,0.15290836404622707,1.3062666791289728,8.542807238026978,1,2022-08-01 12:06:51.634798
25,0.15257581864336983,1.2813803134698476,8.398318454806665,1,2022-08-01 12:06:51.656144
26,0.15340108046459566,1.2666715668195825,8.2572532278345,1,2022-08-01 12:06:51.680498
27,0.1591527603288096,1.267387409586481,7.963339165265237,1,2022-08-01 12:06:51.700928
28,0.15935660712489824,1.3171972196467872,8.265720784419143,1,2022-08-01 12:06:51.723844
29,0.1578928551751385,1.2021889575548077,7.613954135045003,1,2022-08-01 12:06:51.745562
30,0.16373970642143182,1.2418400676010133,7.584232894645457,1,2022-08-01 12:06:51.768917
31,0.15601109072647573,1.2087785385938026,7.748029534086629,1,2022-08-01 12:06:51.794305
32,0.15454807269371376,1.3264460247390424,8.58274064256898,1,2022-08-01 12:06:51.817573
33,0.1577484699222032,1.2098363121742217,7.669401248524798,1,2022-08-01 12:06:51.842167
34,0.1585400641156417,1.246000358272436,7.859214421432194,1,2022-08-01 12:06:51.864601
35,0.16744222439899603,1.2386783139170991,7.397646073821067,1,2022-08-01 12:06:51.885192
36,0.16300102824298152,1.2446713480067584,7.635972370378905,1,2022-08-01 12:06:51.907921
37,0.16118905325860636,1.275876202709531,7.915402298830787,1,2022-08-01 12:06:51.928824
38,0.1613722639754733,1.3361358821971427,8.279836009490577,1,2022-08-01 12:06:51.947963
39,0.16091766172198427,1.4239132501704983,8.84870706504907,1,2022-08-01 12:06:51.971178
40,0.16083453336691864,1.5032913321204484,9.346819371751005,1,2022-08-01 12:06:51.992650
41,0.16194168771348905,1.3999885845093156,8.645016637014477,1,2022-08-01 12:06:52.013352
42,0.16026672443972512,1.477050459752141,9.216201709467436,1,2022-08-01 12:06:52.037272
43,0.160254350544495,1.4576534355017772,9.09587434318706,1,2022-08-01 12:06:52.060410
44,0.15999730247179658,1.5415835434828649,9.635059589549059,1,2022-08-01 12:06:52.085842
45,0.15845329300895605,1.373794528087894,8.670028258802073,1,2022-08-01 12:06:52.106117
46,0.16470845033931159,1.5767107304432348,9.572737325832975,1,2022-08-01 12:06:52.129730
47,0.1625213141139011,1.498123759738626,9.218014067303715,1,2022-08-01 12:06:52.153247
48,0.16168071615007792,1.6065011016337862,9.936256715628186,1,2022-08-01 12:06:52.167037
49,0.15411876500987867,1.5861732746286912,10.291889339542923,1,2022-08-01 12:06:52.192218
50,0.15699381641860216,1.5638316631921387,9.961103557240747,1,2022-08-01 12:06:52.215323
51,0.1482503260160918,1.639213962919497,11.057068183051205,1,2022-08-01 12:06:52.244875
52,0.151997713987964,1.5725160991736982,10.34565624650262,1,2022-08-01 12:06:52.266920
53,0.15474683429805194,1.4953078966573121,9.662930446623916,1,2022-08-01 12:06:52.289876
54,0.15933435879282148,1.4856898125128843,9.32435303828404,1,2022-08-01 12:06:52.320319
55,0.15934667058622803,1.5321106996943188,9.614952694384915,1,2022-08-01 12:06:52.346743
56,0.16477395345594797,1.5141403754923846,9.189197344210031,1,2022-08-01 12:06:52.378391
57,0.16624956320811435,1.5479839843949132,9.31120632453703,1,2022-08-01 12:06:52.403102
58,0.16686265287933258,1.4467115313151595,8.670073898209894,1,2022-08-01 12:06:52.428178
59,0.16253540108815445,1.4246855781086383,8.765386300895338,1,2022-08-01 12:06:52.452180
60,0.16383302132555827,1.4608517123999776,8.916711054831056,1,2022-08-01 12:06:52.477503
