FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR,MAR,MOEAR
1,0.47919833940874873,0.5075552651908013,0.493376802299775,0.028356925782052567,0.493376802299775,7.580360222627921,15.364241260013895
2,0.5253027906472026,0.5055744951679444,0.5154386429075735,0.01972829547925825,0.5154386429075735,7.17644054348251,13.922977336352647
3,0.48291139264193367,0.5053196550906879,0.49411552386631075,0.022408262448754213,0.49411552386631075,6.768771810443341,13.698763717196464
4,0.485795100698516,0.5440507820037999,0.5149229413511579,0.05825568130528386,0.5149229413511579,6.487203820141944,12.598397350717216
5,0.5010175456457797,0.5378501551384443,0.519433850392112,0.036832609492664536,0.519433850392112,6.654301272357889,12.810680835172116
6,0.48367776640478,0.5343224164812463,0.5090000914430132,0.05064465007646635,0.5090000914430132,6.889397851537583,13.53516034153583
7,0.49395835477115957,0.5357007529176961,0.5148295538444279,0.041742398146536575,0.5148295538444279,6.054679196672459,11.76055094634694
8,0.5065589558420642,0.5186566011179736,0.5126077784800189,0.012097645275909397,0.5126077784800189,6.724925447634025,13.119046822845194
9,0.49717209232034426,0.5402070482948254,0.5186895703075848,0.04303495597448109,0.5186895703075848,6.9532084342742495,13.405336895729313
10,0.4939390896847845,0.5254273070467487,0.5096831983657666,0.031488217361964166,0.5096831983657666,8.439768048039658,16.55885082164899
11,0.45559158070293493,0.5353082405209709,0.4954499106119529,0.079716659818036,0.4954499106119529,7.44314802787758,15.023008115359646
12,0.47832256929330097,0.4951504023072392,0.48673648580027007,0.016827833013938254,0.48673648580027007,8.222907392908388,16.893961379099526
13,0.5039612928422209,0.5179156982865628,0.5109384955643919,0.0139544054443419,0.5109384955643919,9.040562071070175,17.694031961877933
14,0.495140661801339,0.5160205725847116,0.5055806171930253,0.02087991078337259,0.5055806171930253,9.827851292053115,19.438742225952357
15,0.5102160162757494,0.5295337113671975,0.5198748638214734,0.019317695091448095,0.5198748638214734,10.088033096987424,19.40473332915685
16,0.5014678706281892,0.5788024818748311,0.5401351762515101,0.07733461124664187,0.5401351762515101,8.727428280186425,16.15785948390549
17,0.5003778099913831,0.4904451315641063,0.4954114707777447,0.009932678427276853,0.4954114707777447,9.831840707136262,19.84580755003773
18,0.4750618404323684,0.4972424719559176,0.486152156194143,0.02218063152354921,0.486152156194143,10.555581649758095,21.712506085322726
19,0.4911369652261756,0.4603231260317357,0.47573004562895566,0.030813839194439918,0.47573004562895566,9.0875475310105,19.102319928092808
20,0.4835127261291253,0.4612229897040614,0.47236785791659336,0.022289736425063933,0.47236785791659336,9.345564364938518,19.784505250119448
21,0.46033105251712486,0.47398172797304633,0.4671563902450856,0.013650675455921468,0.4671563902450856,8.443706260342607,18.07468855539525
22,0.4965561230662951,0.46176334591367374,0.4791597344899844,0.03479277715262136,0.4791597344899844,7.730266207988383,16.13296287555641
23,0.45010140014696165,0.4201538321776793,0.4351276161623205,0.02994756796928233,0.4351276161623205,10.048190429999023,23.092513682814918
24,0.4352209488945163,0.5210736191942603,0.47814728404438833,0.08585267029974403,0.47814728404438833,6.988368631328253,14.615514642721456
25,0.46104145400026886,0.45600389311824613,0.45852267355925747,0.005037560882022729,0.45852267355925747,7.611754276793981,16.60060606754329
26,0.4625246961760356,0.4959998047110536,0.4792622504435446,0.033475108535018006,0.4792622504435446,8.816631970176463,18.396257919368576
27,0.4471162271180187,0.4484450798084745,0.4477806534632466,0.0013288526904557951,0.4477806534632466,8.576563479637214,19.153492705198282
28,0.4589347638134477,0.5008336487339551,0.47988420627370143,0.04189888492050736,0.47988420627370143,8.603750842458085,17.928806011904765
29,0.5235990368701927,0.47670957068410585,0.5001543037771493,0.04688946618608686,0.5001543037771493,8.937302155713189,17.86908977533327
30,0.5144764413115708,0.45710722308796764,0.4857918321997692,0.057369218223603136,0.4857918321997692,8.10917372667861,16.692692608598502
31,0.47398920205850115,0.4899864213051354,0.48198781168181826,0.015997219246634276,0.48198781168181826,7.316825096361032,15.180518923974773
