FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.28989649250246124,0.3388625281502976,0.31437951032637945,[0.42325592 0.38639468],[0.43807343 0.38011461],[0.45213205 0.38262236],[0.46255499 0.38863984],[0.4459019  0.39229006],[0.43274012 0.3901009 ],1663676299014
2,0.3173007899640976,0.39683585604471777,0.3570683230044077,[0.42417711 0.38902491],[0.43943685 0.38208535],[0.45378032 0.38445532],[0.4639315  0.39067754],[0.44730151 0.39543849],[0.43389311 0.39328691],1663676299040
3,0.28250946287997214,0.37583563354538785,0.32917254821268,[0.42510647 0.39291698],[0.44037306 0.3869479 ],[0.4543421  0.38946408],[0.46416602 0.39501658],[0.44831434 0.39883554],[0.43524826 0.39663437],1663676299065
4,0.2846768931417105,0.4264338368205277,0.3555553649811191,[0.430224   0.39332202],[0.4453561  0.38807681],[0.45909059 0.39086324],[0.46893576 0.39630362],[0.45282438 0.40010267],[0.4399102  0.39756739],1663676299085
5,0.2955802862996799,0.4446270275733833,0.3701036569365316,[0.4352684  0.38768739],[0.45073858 0.38139281],[0.4651114  0.38407105],[0.47510189 0.39050922],[0.45922789 0.39434287],[0.44570962 0.39203382],1663676299106
6,0.2965407722483222,0.41228621629306605,0.35441349427069413,[0.43503246 0.3875725 ],[0.45008397 0.38122237],[0.46413469 0.38367075],[0.47394076 0.3898451 ],[0.45845917 0.39379877],[0.44532108 0.3916955 ],1663676299125
7,0.30075177073088527,0.40754507063134254,0.3541484206811139,[0.43613762 0.3823851 ],[0.45124415 0.37520081],[0.46528971 0.37798068],[0.47503126 0.3848387 ],[0.4593327  0.38799489],[0.44623226 0.38587153],1663676299144
8,0.28948429071827725,0.42160843795774217,0.3555463643380097,[0.43541604 0.37699604],[0.45059875 0.37018284],[0.46482638 0.37274897],[0.47483522 0.37943745],[0.45888126 0.38254455],[0.44559902 0.38043651],1663676299161
9,0.29731756016483957,0.377678066401676,0.3374978132832578,[0.42958361 0.37849474],[0.4456476  0.37217033],[0.46012026 0.3749581 ],[0.46977827 0.38117442],[0.45349208 0.38507479],[0.4399139  0.38255176],1663676299180
10,0.3026293320758734,0.39783903336497445,0.35023418272042395,[0.41892946 0.39019135],[0.43371594 0.38255441],[0.44828257 0.38502932],[0.4584845  0.39120561],[0.44239962 0.3954553 ],[0.42915219 0.39362857],1663676299201
11,0.2790344053138933,0.4144329742033656,0.34673368975862945,[0.40686557 0.39435601],[0.4222267  0.38768339],[0.43686154 0.3898685 ],[0.44720694 0.39582381],[0.43125668 0.3997066 ],[0.41759571 0.39788717],1663676299224
12,0.291188603422258,0.4687943346218808,0.3799914690220694,[0.39420569 0.39194363],[0.40951881 0.38380426],[0.42432877 0.38573116],[0.43470544 0.39100516],[0.41941023 0.39633164],[0.40562087 0.39505461],1663676299246
13,0.2708216553694696,0.3941978868403746,0.3325097711049221,[0.4054859  0.38977674],[0.41875219 0.38236913],[0.43250921 0.38319787],[0.44343162 0.38748825],[0.42949784 0.39288315],[0.4165414 0.3925803],1663676299263
14,0.07787965114373491,0.18021751673067232,0.12904858393720361,[0.42177439 0.38626203],[0.43393493 0.38888937],[0.44785818 0.38994449],[0.46060911 0.38856414],[0.44532064 0.39232963],[0.43194613 0.39052808],1663676299283
15,0.26103306530967235,0.2852650369121868,0.2731490511109296,[0.43644592 0.38388753],[0.44957173 0.37765494],[0.4626056  0.37994727],[0.47278076 0.38534296],[0.45904049 0.38833833],[0.44664234 0.38707748],1663676299302
16,0.3090947474381215,0.33040430422846545,0.31974952583329347,[0.45116547 0.38465932],[0.46489957 0.3775773 ],[0.47766146 0.38084495],[0.48762041 0.38739753],[0.47223735 0.39032537],[0.46022576 0.38827828],1663676299324
17,0.3079959998773845,0.34909166563402133,0.3285438327557029,[0.45800573 0.38518348],[0.47254881 0.37897733],[0.48531833 0.38249344],[0.49465057 0.38924754],[0.47921154 0.39176482],[0.46689743 0.3891184 ],1663676299346
