FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.25622274626070907,0.3920606471948049,0.32414169672775694,[0.41520941 0.41109419],[0.42724335 0.40194422],[0.44114065 0.40171546],[0.45277703 0.40649697],[0.43867004 0.41109845],[0.42576706 0.41152328],1663676223217
2,0.28903891455899455,0.34492794991002784,0.3169834322345112,[0.41285518 0.41065761],[0.42442426 0.4006604 ],[0.43803364 0.40058041],[0.44942045 0.4058601 ],[0.43554115 0.41083473],[0.42312029 0.41134697],1663676223243
3,0.2820228435287181,0.3806978283942811,0.3313603359614996,[0.41280663 0.41049886],[0.42408645 0.39952308],[0.43819979 0.39902121],[0.45022491 0.40443549],[0.4362981  0.40934038],[0.42353791 0.41039723],1663676223265
4,0.29081441940235975,0.3694177114613942,0.330116065431877,[0.41778466 0.40852886],[0.42854771 0.3977147 ],[0.442341   0.39747772],[0.45434582 0.40313548],[0.44017792 0.40783113],[0.42780405 0.40860754],1663676223286
5,0.31468521054677784,0.34569697042152503,0.3301910904841514,[0.42227536 0.40774935],[0.43310446 0.39684746],[0.44666621 0.39731267],[0.4581863  0.40333059],[0.44460618 0.40804577],[0.43244731 0.40867195],1663676223309
6,0.28588095657603146,0.3703586023188795,0.3281197794474555,[0.42256531 0.40633804],[0.43537974 0.39737251],[0.44911391 0.39809889],[0.46001253 0.40293217],[0.44720185 0.40825605],[0.43420932 0.40847468],1663676223328
7,0.30719386146751976,0.36210632731459147,0.33465009439105564,[0.42101783 0.40763333],[0.4333373  0.39776987],[0.44720539 0.398267  ],[0.45849395 0.40356737],[0.4454492  0.40928814],[0.43243116 0.40973541],1663676223349
8,0.2940314125802743,0.3705340434413148,0.33228272801079456,[0.41672564 0.40741104],[0.42954558 0.39790639],[0.44334397 0.39852536],[0.45443314 0.40350327],[0.44177049 0.40907088],[0.42854097 0.4094938 ],1663676223370
9,0.2877154341412244,0.31811965129088726,0.30291754271605587,[0.40970355 0.40840533],[0.42243299 0.39809659],[0.43650281 0.39830798],[0.44828594 0.40380242],[0.43518722 0.40896681],[0.42179552 0.40969831],1663676223390
10,0.2896720348274764,0.34629255045336693,0.31798229264042166,[0.4079673  0.40648994],[0.41963062 0.39609551],[0.433696   0.39584273],[0.44586945 0.40077877],[0.4325285  0.40650788],[0.41935775 0.40756968],1663676223408
