FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.25280139921848976,0.30993631927157583,0.2813688592450328,[0.37892482 0.3780925 ],[0.38988018 0.36788914],[0.40438157 0.36634246],[0.41698277 0.37005153],[0.40163344 0.37600747],[0.38861495 0.37742445],1663675602783
2,0.26016909018021395,0.3616902980947201,0.310929694137467,[0.38584512 0.37932318],[0.39543676 0.36857128],[0.40929523 0.36670247],[0.4224768  0.37044439],[0.40841222 0.37633824],[0.39603183 0.37849006],1663675602806
3,0.27307220727703213,0.33445372869932616,0.30376296798817914,[0.38406271 0.37920409],[0.39502072 0.36904266],[0.40852153 0.36800981],[0.42048776 0.37156305],[0.40737    0.37781698],[0.39487752 0.37949347],1663675602824
4,0.2693783867573573,0.3342686952957809,0.3018235410265691,[0.38418821 0.38220125],[0.39553875 0.37217879],[0.4090741 0.3715491],[0.42093819 0.37552437],[0.40821612 0.3811186 ],[0.39562285 0.38269401],1663675602846
5,0.27636043997293874,0.3415162755456996,0.30893835775931916,[0.389211   0.38337836],[0.40040436 0.37309942],[0.41383275 0.37228903],[0.42557612 0.37605074],[0.4128978  0.38207176],[0.40033713 0.38377565],1663675602867
6,0.3047940331355937,0.32969549710509727,0.3172447651203455,[0.39622653 0.37999797],[0.40558064 0.36847517],[0.41946879 0.36772123],[0.43229014 0.3726095 ],[0.41811398 0.37850311],[0.40592372 0.38004398],1663675602894
7,0.2762313786635645,0.2905862725249146,0.2834088255942395,[0.39621767 0.37864199],[0.40705043 0.36804631],[0.42120627 0.36707515],[0.43351305 0.37149549],[0.41997021 0.37721318],[0.40716651 0.37881175],1663675602916
8,0.2963114078510181,0.32339439615800164,0.3098529020045099,[0.39721683 0.3757183 ],[0.40830877 0.36506566],[0.42229879 0.36457753],[0.43443117 0.36943188],[0.42119026 0.37531456],[0.40826592 0.376638  ],1663675602939
9,0.2798888608750214,0.33614498572457696,0.3080169232997992,[0.4002645  0.37333387],[0.4109531  0.36282834],[0.42476121 0.36224607],[0.43717429 0.36730376],[0.42339042 0.37232506],[0.41078857 0.3735905 ],1663675602958
10,0.2822730137548098,0.3414345562181059,0.3118537849864579,[0.39931333 0.36949512],[0.41101035 0.35934159],[0.42492887 0.35891399],[0.43687564 0.36374247],[0.42343161 0.36922315],[0.41042206 0.37036148],1663675602981
11,0.2721293729459064,0.31530840561393964,0.293718889279923,[0.39744794 0.36844569],[0.40909091 0.35833821],[0.42319092 0.3578251 ],[0.43516278 0.36287516],[0.42196277 0.36777988],[0.40891528 0.36905584],1663675603000
12,0.273001067002965,0.33216976345852717,0.3025854152307461,[0.39428136 0.37116021],[0.40579209 0.36070323],[0.419819   0.35992247],[0.43193305 0.36496627],[0.41866967 0.36995956],[0.40577409 0.37143475],1663675603021
13,0.28048617273544146,0.33296724328505,0.3067267080102457,[0.39248791 0.37271911],[0.40345502 0.36246121],[0.41712496 0.36164817],[0.42918774 0.36603975],[0.41652283 0.37169191],[0.40385219 0.37331796],1663675603037
14,0.2856011941714523,0.33764985268923686,0.31162552343034455,[0.39389193 0.37310544],[0.40448552 0.36245793],[0.41835326 0.36157408],[0.43059781 0.36602128],[0.41770184 0.37181145],[0.4050566  0.37353855],1663675603056
15,0.2771638989903312,0.33860555011551563,0.30788472455292343,[0.39360052 0.37351614],[0.40410939 0.36257821],[0.41799942 0.36120689],[0.43041268 0.36609146],[0.41711167 0.37134507],[0.40442294 0.37321353],1663675603076
16,0.2913321675209909,0.37646583332075056,0.33389900042087073,[0.39658087 0.3716681 ],[0.40660438 0.36085215],[0.41978335 0.36007944],[0.43184251 0.3648904 ],[0.41830313 0.37012032],[0.40637168 0.37162203],1663675603099
17,0.284986985198661,0.38192512068557494,0.333456052942118,[0.40132797 0.37103066],[0.41105986 0.36006579],[0.42467064 0.35904193],[0.4372361 0.3642441],[0.42363936 0.36909139],[0.41145021 0.37078547],1663675603118
18,0.2869906630015214,0.36943009377123714,0.32821037838637923,[0.40709001 0.36775848],[0.41788444 0.35711521],[0.43174458 0.35668024],[0.44391862 0.36239815],[0.43033659 0.36692974],[0.41774467 0.36813024],1663675603142
19,0.2844575633086216,0.36461188492663227,0.32453472411762696,[0.41245428 0.36571833],[0.42308697 0.35515958],[0.43691677 0.35456568],[0.44914255 0.36059198],[0.43511495 0.3647908 ],[0.42263979 0.36584285],1663675603166
20,0.2924460264106453,0.32759682984939914,0.3100214281300222,[0.41368294 0.36633849],[0.4252843  0.35632777],[0.43899035 0.35643619],[0.45069647 0.36251956],[0.43723169 0.36677903],[0.42455235 0.36757654],1663675603186
21,0.28387654273420115,0.3229329247910334,0.3034047337626173,[0.41215938 0.36592573],[0.42458138 0.35591629],[0.43886411 0.35600185],[0.45045972 0.36209941],[0.43702075 0.36643139],[0.42379785 0.3671512 ],1663675603208
22,0.2920467549454212,0.33434278990390454,0.31319477242466287,[0.41298077 0.36551625],[0.42427769 0.35532922],[0.43828991 0.35557434],[0.45025384 0.361772  ],[0.43634257 0.36598828],[0.42368525 0.36659974],1663675603231
23,0.2786258588287912,0.3293563848067434,0.30399112181776733,[0.41185588 0.36727279],[0.42449763 0.35809037],[0.43811783 0.35864431],[0.44930068 0.36412555],[0.43599087 0.36847639],[0.42308226 0.36887816],1663675603255
24,0.2762053988917688,0.3232200484055818,0.2997127236486753,[0.41271731 0.37005642],[0.42509532 0.3604728 ],[0.43864372 0.3609204 ],[0.45009696 0.36663148],[0.43617395 0.370612  ],[0.42351139 0.37108937],1663675603279
25,0.26556084661309254,0.31224795715181086,0.2889044018824517,[0.41438785 0.37119809],[0.42705745 0.36235926],[0.44033363 0.36265966],[0.45153201 0.36754388],[0.438364  0.3720037],[0.42565718 0.37253731],1663675603302
26,0.2721222292850677,0.3597233781926753,0.3159228037388715,[0.41772366 0.37084922],[0.43079871 0.36192867],[0.444352   0.36275774],[0.45521358 0.36806798],[0.44232884 0.37225747],[0.42943648 0.37258896],1663675603320
27,0.2737720898080949,0.35675559730776785,0.31526384355793136,[0.41965824 0.37140352],[0.43290582 0.36226022],[0.44677263 0.36306089],[0.45793238 0.36854392],[0.44453788 0.37285218],[0.4313969  0.37312809],1663675603343
28,0.28572163042082593,0.34370773403933236,0.31471468223007915,[0.42214727 0.36937767],[0.43550369 0.360266  ],[0.44953021 0.36125913],[0.46037719 0.36658907],[0.44686183 0.37143701],[0.43371519 0.37150702],1663675603364
29,0.2854591274619485,0.308495401546683,0.2969772645043157,[0.42546141 0.36743057],[0.43885264 0.35835561],[0.45335349 0.35949633],[0.46433261 0.36547309],[0.4506481  0.36987373],[0.43722633 0.36973614],1663675603383
30,0.2953466012536231,0.33782012173304143,0.31658336149333227,[0.42724907 0.36594313],[0.44044927 0.35703596],[0.45419702 0.35839942],[0.46484393 0.36424625],[0.45114738 0.36869371],[0.43827602 0.36832175],1663675603402
31,0.2633084779025493,0.3409256520703052,0.3021170649864272,[0.42531085 0.3667801 ],[0.43868771 0.35852984],[0.45236158 0.35982689],[0.46330988 0.36527169],[0.44966832 0.36910075],[0.43674317 0.36871555],1663675603423
