FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.26486682333789097,0.2863077655953521,0.27558729446662156,[0.43659753 0.37484488],[0.45200905 0.366377  ],[0.46669611 0.36689889],[0.47734988 0.37168613],[0.46297908 0.3771151 ],[0.44872788 0.37664682],1663675703324
2,0.2736905699610081,0.25101654404162754,0.2623535570013178,[0.43801799 0.37695661],[0.45201808 0.36739284],[0.46620828 0.36773199],[0.47685793 0.37299255],[0.46259734 0.37777627],[0.44931453 0.37774262],1663675703346
3,0.27185111440174237,0.2433162171624673,0.25758366578210484,[0.4363538  0.37810671],[0.45116663 0.36899841],[0.46543789 0.36957276],[0.47610191 0.37489307],[0.46237954 0.37983936],[0.44860783 0.37966499],1663675703369
4,0.2781130155745943,0.233988192600786,0.25605060408769015,[0.43411595 0.38037002],[0.44819531 0.37131721],[0.46200985 0.37197423],[0.47276884 0.37713289],[0.45935747 0.38218844],[0.44602132 0.38212273],1663675703394
5,0.25642842304515034,0.2277254721688371,0.24207694760699372,[0.43050656 0.38059887],[0.44388264 0.3720085 ],[0.45747769 0.37269616],[0.46834695 0.37751782],[0.45480406 0.38174656],[0.44172382 0.38180739],1663675703412
6,0.2463859592746632,0.2545997918180819,0.25049287554637256,[0.42656556 0.37744385],[0.44026947 0.36916366],[0.45379815 0.36989358],[0.46431476 0.37434602],[0.45079932 0.37841037],[0.43784538 0.37848869],1663675703432
7,0.2529476188262015,0.24258233896988052,0.247764978898041,[0.42542362 0.37533563],[0.43873647 0.3671965 ],[0.45199671 0.36774525],[0.46246213 0.3720147 ],[0.44925612 0.3764798 ],[0.43648857 0.37658963],1663675703451
8,0.2575779783793569,0.27190765485713,0.26474281661824345,[0.42524284 0.3748869 ],[0.43864042 0.36657944],[0.45200819 0.36734539],[0.4623673  0.37183094],[0.44911259 0.37620646],[0.43626395 0.37615639],1663675703470
9,0.2610367283434813,0.26764615670101116,0.26434144252224623,[0.42472354 0.37521955],[0.43806848 0.36665133],[0.45151436 0.36734635],[0.46209481 0.3721638 ],[0.44863388 0.37645507],[0.43581927 0.37641802],1663675703490
10,0.24579625526737786,0.23269816978027108,0.23924721252382447,[0.42075995 0.37856501],[0.43484789 0.3702924 ],[0.4487769  0.37123978],[0.4593066 0.3760207],[0.4455269  0.37988466],[0.43237191 0.37972781],1663675703508
11,0.24987434729293273,0.26433065761646685,0.2571025024546998,[0.41840765 0.37747541],[0.43132618 0.36954641],[0.44417003 0.37036565],[0.45484781 0.37476477],[0.44101942 0.37865344],[0.42877388 0.37858787],1663675703530
12,0.24463909843943532,0.2490587324701037,0.2468489154547695,[0.41795996 0.37931073],[0.431739   0.37167543],[0.44511446 0.37256706],[0.45546359 0.37677032],[0.44173878 0.38088343],[0.42894045 0.38066635],1663675703549
13,0.09160379040297022,0.1441744784455802,0.1178891344242752,[0.42063949 0.37904423],[0.43417081 0.37942243],[0.44866771 0.38028467],[0.46121344 0.37926829],[0.44531229 0.38236263],[0.43114376 0.38115302],1663675703568
14,0.2052989144988004,0.23191763437770765,0.21860827443825404,[0.42301515 0.37473544],[0.43647099 0.36878172],[0.44965804 0.36948922],[0.46041241 0.37327173],[0.44624236 0.37638888],[0.43349344 0.37584817],1663675703590
15,0.25170936534981153,0.2502644062521903,0.2509868858010009,[0.42644456 0.37573928],[0.43877769 0.36794379],[0.45182285 0.368628  ],[0.46271351 0.37332493],[0.44883546 0.37714159],[0.43667114 0.3769778 ],1663675703607
16,0.2452674535355847,0.23326144190210374,0.23926444771884423,[0.4291006 0.3769224],[0.44260103 0.36915061],[0.45605221 0.37047306],[0.466728   0.37550339],[0.45276341 0.37878871],[0.44006836 0.37833613],1663675703629
17,0.24760614047036464,0.2675694145573355,0.2575877775138501,[0.43239337 0.37764531],[0.44572976 0.36980692],[0.45897943 0.37127975],[0.46949553 0.37675664],[0.45553264 0.37947306],[0.44307354 0.37891752],1663675703648
18,0.2513789105106861,0.2647609727593225,0.2580699416350043,[0.43581468 0.37972084],[0.44914868 0.37222204],[0.4621278 0.3737824],[0.47248736 0.37916192],[0.45847091 0.38197455],[0.44624469 0.38123402],1663675703669
19,0.2755659485582119,0.24403596480803935,0.25980095668312564,[0.4399485 0.3805289],[0.45390534 0.37236172],[0.46693826 0.37427467],[0.47672933 0.38021466],[0.46294087 0.38320026],[0.45058349 0.38231397],1663675703689
20,0.25708986655554145,0.2213952685422734,0.23924256754890744,[0.44573605 0.37899938],[0.45984313 0.3708629 ],[0.47329792 0.37225544],[0.48298922 0.37776232],[0.46927416 0.38073596],[0.45660987 0.38009161],1663675703709
21,0.25109443586653535,0.22522846415032752,0.23816145000843142,[0.45483547 0.37927788],[0.47004625 0.37103945],[0.48396927 0.3726075 ],[0.49335983 0.37835908],[0.48043945 0.38120264],[0.4670971  0.38065776],1663675703730
22,0.20112289747155773,0.11768822128025941,0.15940555937590856,[0.47584227 0.37764525],[0.49283674 0.37209213],[0.50756425 0.37364995],[0.51694083 0.37885711],[0.50383979 0.38095781],[0.48921806 0.37960249],1663675703752
23,0.14608884241808773,0.10097661466478122,0.12353272854143448,[0.51217055 0.38145229],[0.52648866 0.3783955 ],[0.5396266  0.37951052],[0.54802734 0.38264394],[0.53780079 0.38434607],[0.52460438 0.38336375],1663675703771
24,0.2641611901662373,0.1433934654139143,0.2037773277900758,[0.5430975  0.38408196],[0.55626374 0.37993324],[0.56903189 0.38165697],[0.57395589 0.3864345 ],[0.56670141 0.3893818 ],[0.55423337 0.38796228],1663675703793
25,0.3163936702812054,0.20210961319414153,0.25925164173767345,[0.56900787 0.38928747],[0.58144927 0.3845678 ],[0.59325093 0.38631588],[0.59746683 0.39165828],[0.59089625 0.39500204],[0.57954496 0.39343685],1663675703816
26,0.3687576662419987,0.19898478849788034,0.2838712273699395,[0.57855034 0.39190251],[0.59023249 0.38744453],[0.60054749 0.389523  ],[0.60346186 0.3942377 ],[0.59783876 0.39809394],[0.58764023 0.39654699],1663675703838
27,0.39597869752216625,0.20148359815803457,0.2987311478401004,[0.58262628 0.39488   ],[0.59414154 0.39012915],[0.60354215 0.39194494],[0.60446537 0.3966006 ],[0.600703   0.39972076],[0.59149003 0.39880428],1663675703860
28,0.43082426106574906,0.1871884026701522,0.3090063318679506,[0.5835374  0.39283216],[0.5950551  0.38770491],[0.60500336 0.38990244],[0.60705084 0.39519164],[0.60175484 0.39930284],[0.59196669 0.39765272],1663675703878
29,0.3780322623920669,0.20636851638496348,0.29220038938851517,[0.5812369  0.39089134],[0.59318787 0.38654464],[0.60377562 0.38867605],[0.60618937 0.39358529],[0.60061628 0.3974385 ],[0.5902437  0.39574578],1663675703898
30,0.2092242369742993,0.11498144954679065,0.16210284326054497,[0.57308167 0.38950637],[0.58456701 0.38775009],[0.59572393 0.39029852],[0.59993058 0.394503  ],[0.59368372 0.39555845],[0.58289123 0.39328814],1663675703917
31,0.10433660414789812,0.09119807734067806,0.09776734074428808,[0.5454632  0.38403186],[0.55938745 0.38370106],[0.57278883 0.38616535],[0.5799917  0.38893071],[0.57140762 0.38930789],[0.55791515 0.38725263],1663675703935
32,0.11251796083299581,0.14605114624260027,0.12928455353779805,[0.50762063 0.37715003],[0.52302003 0.37435856],[0.53794271 0.37626979],[0.54792535 0.3799082 ],[0.53475541 0.3796123 ],[0.52032888 0.377931  ],1663675703956
33,0.22580024039564572,0.19456748879278685,0.21018386459421629,[0.47053847 0.37457919],[0.48474115 0.36750302],[0.49820414 0.36948234],[0.50803715 0.37555879],[0.49432191 0.37659809],[0.48157024 0.37574863],1663675703973
34,0.24440046224498055,0.2165817922705964,0.23049112725778848,[0.44752142 0.37199384],[0.4612163  0.36477146],[0.4743776  0.36658058],[0.48429888 0.37216762],[0.46999162 0.37416974],[0.4575181  0.37320817],1663675703994
35,0.2224784636938288,0.2089321001259049,0.21570528190986685,[0.43726844 0.37099352],[0.45079762 0.36332694],[0.46437061 0.36474898],[0.4751702  0.37061355],[0.46040437 0.3720063 ],[0.44763336 0.37131837],1663675704013
36,0.240353130778667,0.1957689987872165,0.21806106478294174,[0.43048602 0.37134853],[0.44278255 0.3628805 ],[0.45582387 0.36391166],[0.46654913 0.36956078],[0.4518781  0.37148425],[0.439886   0.37120932],1663675704036
37,0.2232840789478014,0.18181052164547956,0.20254730029664048,[0.42260838 0.3718572 ],[0.43567741 0.36399329],[0.44906083 0.36458644],[0.45997009 0.36901748],[0.44561064 0.37200421],[0.4328742  0.37207258],1663675704055
38,0.22839777097992253,0.18654857134838734,0.20747317116415492,[0.41514373 0.3731887 ],[0.42647767 0.36461359],[0.43929094 0.36501929],[0.45073175 0.36968958],[0.43625033 0.37232473],[0.42445481 0.37278894],1663675704074
39,0.23291200652036004,0.1881541628614998,0.2105330846909299,[0.40796673 0.37321076],[0.41929805 0.36434773],[0.43229735 0.3644768 ],[0.44388226 0.36868656],[0.4292402  0.37207529],[0.41724071 0.37277225],1663675704096
40,0.2402880996192695,0.20509312785847028,0.2226906137388699,[0.40330279 0.37265575],[0.41480628 0.36378032],[0.42764968 0.36386609],[0.43871459 0.36773205],[0.4246569  0.37160823],[0.41277409 0.37242603],1663675704116
41,0.24434475114125193,0.23590956010796113,0.24012715562460651,[0.40153456 0.37178975],[0.41180745 0.36263111],[0.42476073 0.3625356 ],[0.43660039 0.36701953],[0.42174459 0.37050012],[0.41019922 0.37126017],1663675704136
42,0.2581124558945688,0.29409235166302455,0.2761024037787967,[0.40059099 0.37047276],[0.41111842 0.36141688],[0.42417863 0.36166859],[0.43592557 0.36655873],[0.42110318 0.37014619],[0.40941954 0.37059492],1663675704158
43,0.2487740318165981,0.27448397186863904,0.26162900184261856,[0.40022174 0.37069324],[0.41103232 0.36227649],[0.42372981 0.36288151],[0.43541908 0.36744219],[0.42040458 0.3707751 ],[0.40883738 0.37102693],1663675704177
44,0.23877468782109065,0.300185751181987,0.26948021950153883,[0.40238798 0.3661426 ],[0.41410854 0.35880786],[0.42644477 0.3597807 ],[0.43752009 0.36440623],[0.42334524 0.36729851],[0.41173202 0.36714172],1663675704196
45,0.24994492568883228,0.3210604177851278,0.28550267173698,[0.40529665 0.36734673],[0.41674757 0.35977021],[0.42926463 0.36087117],[0.44029343 0.36568925],[0.42579043 0.36868644],[0.41427976 0.36838517],1663675704215
46,0.22220956840336664,0.3018876192432636,0.26204859382331513,[0.40913111 0.36737341],[0.42115095 0.36104789],[0.43350095 0.36245316],[0.44439051 0.36703825],[0.43015313 0.36931378],[0.41849443 0.36863294],1663675704236
47,0.24289421411413575,0.33653342732844843,0.2897138207212921,[0.41136599 0.36684331],[0.4227297  0.35959053],[0.43530732 0.36084583],[0.44666669 0.36608315],[0.4314582  0.36843753],[0.41996688 0.36777785],1663675704260
48,0.23638083573041835,0.30066350540875825,0.26852217056958827,[0.41241187 0.36874935],[0.42452276 0.36177233],[0.4369241 0.363015 ],[0.4479641  0.36774528],[0.43349379 0.37044126],[0.42174947 0.36994901],1663675704277
49,0.22383566338369382,0.3087517027775877,0.2662936830806407,[0.41294312 0.36651134],[0.42512009 0.35921282],[0.43782529 0.36018604],[0.44871417 0.36481416],[0.43443802 0.36724442],[0.4225738  0.36701021],1663675704297
50,0.21077690600979593,0.28712863733565364,0.24895277167272478,[0.41368538 0.36592501],[0.42613137 0.35920864],[0.43896487 0.36002737],[0.45002592 0.36407804],[0.43599772 0.3669    ],[0.42384651 0.3667224 ],1663675704315
51,0.20386336258578358,0.27375942370826517,0.23881139314702438,[0.41416696 0.36586589],[0.42652059 0.3592236 ],[0.43907952 0.35997817],[0.45001125 0.36400241],[0.43610162 0.36644989],[0.42419085 0.36636356],1663675704336
52,0.17700773225451186,0.2413446514653482,0.20917619185993003,[0.41587216 0.36541599],[0.42830405 0.3596372 ],[0.44065139 0.36014354],[0.45192429 0.36347979],[0.43793878 0.36570215],[0.42584717 0.36575881],1663675704359
53,0.1940756759220977,0.24336854242910017,0.21872210917559892,[0.41630271 0.36625007],[0.42820829 0.3598738 ],[0.44043466 0.36041304],[0.4517194  0.36427087],[0.43782324 0.36653036],[0.42605561 0.36665753],1663675704384
54,0.2073910189889842,0.19560943986332932,0.20150022942615675,[0.41648746 0.3649599 ],[0.42878419 0.35804927],[0.44144538 0.35851678],[0.45248756 0.36247998],[0.43799174 0.36509329],[0.42605108 0.36507583],1663675704404
55,0.20258054513801257,0.23121030585779653,0.21689542549790455,[0.41662776 0.36525819],[0.42872968 0.35861257],[0.44118291 0.35896966],[0.45227844 0.36266708],[0.43820423 0.36543122],[0.42630121 0.3655681 ],1663675704428
56,0.19823749761557447,0.23619832325245285,0.21721791043401367,[0.41670683 0.36524346],[0.42896977 0.3585538 ],[0.44175094 0.35869706],[0.45290089 0.36236548],[0.43887573 0.36526412],[0.42675769 0.36543334],1663675704449
