FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.2717464850828375,0.3146974047185597,0.29322194490069864,[0.49172944 0.37473279],[0.50391406 0.36511391],[0.51764739 0.36496472],[0.52891135 0.36945498],[0.5145551  0.37451965],[0.50185561 0.37527534],1663675214394
2,0.26556531445023884,0.3006548557954985,0.28311008512286867,[0.48802674 0.37788415],[0.49974862 0.36819756],[0.51344407 0.36790296],[0.52493882 0.37201941],[0.51103896 0.37731743],[0.49839959 0.3782416 ],1663675214420
3,0.28896780031924596,0.31562222578161797,0.30229501305043194,[0.4873631  0.37900367],[0.49896711 0.36910984],[0.51266986 0.36935124],[0.52407789 0.37399811],[0.51040119 0.37942222],[0.49783033 0.38014317],1663675214446
4,0.26539077197569066,0.30893189430977014,0.2871613331427304,[0.48729527 0.37883049],[0.49909621 0.36927816],[0.51310015 0.3690424 ],[0.5246985  0.37329799],[0.51103473 0.37859398],[0.49811709 0.37952811],1663675214471
5,0.2708277210304131,0.29141817912697043,0.28112295007869176,[0.48938695 0.3779287 ],[0.50184119 0.36841357],[0.5159868  0.36823848],[0.52718884 0.37225187],[0.51376551 0.37809661],[0.50056607 0.3789365 ],1663675214496
6,0.29613199611202046,0.29674226335020387,0.29643712973111214,[0.49534845 0.37490323],[0.50641638 0.3646313 ],[0.52018028 0.36469963],[0.53213233 0.37022913],[0.51784414 0.37518319],[0.50532573 0.3757984 ],1663675214525
7,0.2901684392149043,0.3262313668215588,0.3081999030182315,[0.49963081 0.36846906],[0.51159334 0.3590762 ],[0.52539575 0.35963854],[0.53667247 0.36523053],[0.52379531 0.36989832],[0.51101428 0.37025601],1663675214547
8,0.2850626214017662,0.2942960177314292,0.2896793195665977,[0.50396734 0.3657932 ],[0.51675749 0.35648584],[0.53086382 0.35681146],[0.54173744 0.36216456],[0.52873719 0.36715758],[0.51539636 0.36747226],1663675214581
9,0.28281192380263276,0.2988422293874798,0.29082707659505624,[0.50802028 0.3646071 ],[0.52063459 0.35584015],[0.53434092 0.35639852],[0.54503661 0.36170903],[0.53202367 0.36639851],[0.51907772 0.36646309],1663675214614
10,0.274470226159297,0.3120769693324198,0.29327359774585837,[0.50990057 0.3647967 ],[0.52268332 0.35597494],[0.53655356 0.35661495],[0.54739302 0.3624841 ],[0.53445399 0.36640358],[0.52147931 0.36651537],1663675214639
