FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.23845178480945597,0.30002556565515676,0.2692386752323064,[0.42379388 0.36125648],[0.43691385 0.35259977],[0.45146152 0.35215878],[0.46290851 0.35653886],[0.44915962 0.36109468],[0.43558159 0.36206797],1663676733872
2,0.26656831287109717,0.2749078287116086,0.2707380707913529,[0.42954734 0.36024997],[0.44220752 0.35114825],[0.45602456 0.35122851],[0.46734804 0.35710829],[0.45451981 0.36093754],[0.44149229 0.3615211 ],1663676733897
3,0.23412634706980862,0.23170351768926042,0.23291493237953453,[0.4360764  0.35973042],[0.44895789 0.35228324],[0.46209303 0.35222965],[0.47348851 0.35748273],[0.46082523 0.3607519 ],[0.44799745 0.36116534],1663676733919
4,0.23979038816533008,0.22672043243363643,0.23325541029948327,[0.44070846 0.35997745],[0.45286828 0.35255742],[0.46543971 0.35299873],[0.47669363 0.35852969],[0.46385458 0.36122286],[0.45170116 0.36137679],1663676733939
5,0.24859734531385896,0.24745119436678667,0.24802426984032283,[0.44077736 0.36058784],[0.45398033 0.35284704],[0.46735501 0.35351682],[0.47842136 0.35947126],[0.46538496 0.36240485],[0.45250407 0.36235398],1663676733962
6,0.2645003086106683,0.2568108601750927,0.2606555843928805,[0.43907106 0.36170694],[0.45178464 0.35268158],[0.46546948 0.35319108],[0.47665527 0.35965452],[0.46335641 0.36262336],[0.45056641 0.36285451],1663676733986
7,0.2711024197364453,0.263307591516263,0.26720500562635413,[0.43351102 0.36419925],[0.44620609 0.3550376 ],[0.4601602 0.3555091],[0.47146651 0.36207688],[0.45829508 0.36537191],[0.44520715 0.3655645 ],1663676734008
8,0.2488490700699898,0.26343342252664237,0.2561412462983161,[0.42475566 0.36288151],[0.43787533 0.35417628],[0.4519369  0.35449713],[0.46317595 0.35983956],[0.4501406  0.36355257],[0.43696496 0.36408421],1663676734030
9,0.26704566873101937,0.23716025735351187,0.25210296304226565,[0.42161173 0.36243084],[0.43374667 0.35271907],[0.44752502 0.35223362],[0.45897195 0.35820976],[0.44608587 0.36203313],[0.43320489 0.36288074],1663676734051
10,0.25991747448062474,0.27265788310739064,0.2662876787940077,[0.41916195 0.36086035],[0.43153033 0.35181469],[0.44495633 0.35146815],[0.45643854 0.35637763],[0.44427553 0.36082497],[0.43140852 0.36194968],1663676734079
11,0.27025974332352326,0.2732731920472398,0.27176646768538154,[0.42152858 0.36149982],[0.43330219 0.35182595],[0.44679177 0.35129049],[0.4586392  0.35685909],[0.44590774 0.36111885],[0.43308598 0.3621709 ],1663676734099
12,0.2528509182106493,0.29808030861998547,0.2754656134153174,[0.42462474 0.35908246],[0.43652779 0.34986392],[0.44990653 0.34905255],[0.46173462 0.35437006],[0.44920465 0.35827187],[0.43645999 0.35953492],1663676734120
13,0.2689328378282782,0.25386585117275556,0.2613993445005169,[0.43007019 0.36095765],[0.44137675 0.35150996],[0.45459399 0.35101077],[0.46661109 0.3568944 ],[0.45384958 0.36064842],[0.44133142 0.36161873],1663676734140
14,0.26202119708100735,0.25935198486519295,0.26068659097310015,[0.43245208 0.36161071],[0.4445385  0.35239556],[0.45812982 0.35218066],[0.4700782  0.35796884],[0.45706198 0.36178327],[0.44415253 0.36253625],1663676734160
15,0.2512833026252522,0.2372860869809121,0.24428469480308218,[0.43473384 0.36273891],[0.44799364 0.35420179],[0.46161005 0.35429308],[0.47288775 0.35940972],[0.46038398 0.36350501],[0.4471195  0.36411792],1663676734180
16,0.247031486365748,0.23782881324748711,0.24243014980661756,[0.4406907  0.36561438],[0.45398977 0.35762638],[0.46718052 0.35795903],[0.47802067 0.363076  ],[0.46610364 0.36664069],[0.45314839 0.36732772],1663676734201
17,0.2623633254523845,0.24291525158635519,0.25263928851936984,[0.45203257 0.36816046],[0.46556139 0.35982335],[0.47892544 0.36034906],[0.48969617 0.36566117],[0.47762406 0.36969873],[0.46453157 0.37013882],1663676734222
18,0.26267257455970516,0.26196366361291334,0.26231811908630925,[0.4660427 0.3708396],[0.48000759 0.36271161],[0.49360582 0.36381972],[0.50400609 0.36998075],[0.4915086  0.37309137],[0.47834444 0.37302142],1663676734243
19,0.24157945305467898,0.23527387143976256,0.23842666224722076,[0.47411016 0.37166125],[0.48883751 0.36491305],[0.50263911 0.366404  ],[0.5128659  0.37189135],[0.500211   0.37500739],[0.48663044 0.37444696],1663676734267
20,0.2471640447993842,0.2450383896941266,0.2461012172467554,[0.47318015 0.36958373],[0.48864365 0.36285684],[0.50279057 0.36440369],[0.51270705 0.37017983],[0.49998444 0.37343928],[0.48607183 0.37260342],1663676734290
21,0.2542310673784042,0.23911969078841847,0.2466753790834113,[0.46465567 0.36642122],[0.47955456 0.35906515],[0.49380583 0.36061028],[0.50406176 0.36670157],[0.49099556 0.36988148],[0.47720405 0.36914393],1663676734313
22,0.2522659245812272,0.2750874317599503,0.26367667817058876,[0.45476323 0.36531621],[0.46952981 0.35774195],[0.48371172 0.35901457],[0.49414217 0.36519188],[0.48165995 0.36832982],[0.4678928 0.3679409],1663676734337
23,0.26513207608328243,0.26003630091676755,0.26258418850002496,[0.44782579 0.36656302],[0.46181381 0.35794991],[0.47598091 0.35859537],[0.48662135 0.36463833],[0.47384354 0.3683804 ],[0.46031898 0.36842525],1663676734358
24,0.26437267959988814,0.23655178957569073,0.25046223458778943,[0.4425981  0.36786222],[0.45695326 0.35925627],[0.4711307  0.36017913],[0.48184967 0.36580884],[0.46892774 0.36995894],[0.45522982 0.36987492],1663676734380
25,0.25522303796731927,0.23126119397601888,0.24324211597166906,[0.44184023 0.36787122],[0.45516428 0.35871571],[0.46946728 0.3588261 ],[0.48073027 0.36504301],[0.46754187 0.36840478],[0.45405212 0.36878791],1663676734402
26,0.2645902908815728,0.23637837298612824,0.25048433193385056,[0.44034085 0.36815566],[0.45397899 0.35925967],[0.46835148 0.35961545],[0.47951621 0.36516351],[0.46636641 0.36954364],[0.45270032 0.36984926],1663676734427
27,0.26021788604526125,0.22539160088229468,0.24280474346377795,[0.4391121  0.36941963],[0.45301804 0.36105904],[0.46688682 0.36174369],[0.47784287 0.36706421],[0.46468925 0.3713088 ],[0.4512293  0.37128356],1663676734447
28,0.2558595314012678,0.2333357212304516,0.2445976263158597,[0.43956974 0.36887643],[0.45319989 0.36036205],[0.46732235 0.36076555],[0.47827238 0.36620486],[0.46478903 0.37014914],[0.45138422 0.37033051],1663676734468
29,0.25217648530054076,0.23270001504244445,0.24243825017149262,[0.43762332 0.36879289],[0.45081955 0.35959256],[0.46513829 0.35957342],[0.47637096 0.36559319],[0.4630008 0.3690111],[0.44950885 0.36943799],1663676734489
30,0.2688750031996178,0.2380640002474034,0.2534695017235106,[0.43144041 0.36925516],[0.44400546 0.35930032],[0.45835119 0.3592687 ],[0.46987933 0.36549604],[0.45603469 0.36920258],[0.44279009 0.36979893],1663676734511
31,0.2643470130797311,0.24645934478447787,0.25540317893210446,[0.42193654 0.36633456],[0.43578827 0.35709718],[0.45013416 0.357647  ],[0.4611356  0.36325648],[0.44783911 0.36741865],[0.43417323 0.36772573],1663676734533
32,0.24873605213756983,0.2766441867051823,0.2626901194213761,[0.41299593 0.36495674],[0.42660204 0.35609341],[0.44081518 0.35627297],[0.45223573 0.36123964],[0.4389413  0.36554718],[0.42526999 0.36615205],1663676734552
33,0.24799469434475746,0.2692116521745726,0.25860317325966503,[0.40404633 0.36543232],[0.41711766 0.35630801],[0.43114129 0.35638279],[0.44286233 0.36132166],[0.42970347 0.36552638],[0.41626751 0.36637622],1663676734573
34,0.27283417568998763,0.26134978146111215,0.2670919785755499,[0.39835125 0.36825132],[0.41057384 0.35821891],[0.42468864 0.35794228],[0.43654242 0.36298278],[0.42385653 0.36791307],[0.410537   0.36925048],1663676734598
35,0.2616781190885859,0.2827259828735441,0.272202050981065,[0.39356971 0.3717356 ],[0.40573817 0.3621237 ],[0.41977698 0.36215121],[0.43149671 0.36674443],[0.41855642 0.37157449],[0.40543222 0.37263772],1663676734618
36,0.25837535645953724,0.29074999874581314,0.27456267760267516,[0.39289573 0.37248915],[0.40373209 0.36237469],[0.41759974 0.36184138],[0.42979571 0.36681235],[0.41651532 0.37103844],[0.40399599 0.37240288],1663676734638
37,0.28961847817001624,0.28181859415441235,0.2857185361622143,[0.39255467 0.37210917],[0.4038952  0.36092338],[0.41792628 0.35991848],[0.42988127 0.36518142],[0.41697809 0.3705754 ],[0.4040181  0.37221387],1663676734657
38,0.26782630213908093,0.25834478954705137,0.26308554584306615,[0.39434218 0.36782804],[0.40572011 0.35755372],[0.41925082 0.35685617],[0.43132392 0.36185193],[0.41870534 0.36648282],[0.40596491 0.36797509],1663676734678
39,0.2522917646804676,0.28397264237574665,0.2681322035281071,[0.39733031 0.36391646],[0.40893304 0.3542971 ],[0.42212737 0.35309154],[0.43400636 0.35724044],[0.42177206 0.36224493],[0.40905523 0.36394626],1663676734700
