FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.19779431220393168,0.32256354696136547,0.26017892958264854,[0.3907268  0.39261079],[0.40429813 0.38685828],[0.41744781 0.38633585],[0.42827719 0.38789845],[0.41381654 0.393053  ],[0.40085801 0.39333674],1663675778598
2,0.23900986860022655,0.38630169930193586,0.3126557839510812,[0.39067888 0.39363945],[0.40394512 0.3849614 ],[0.41782609 0.38349122],[0.42950666 0.3857781 ],[0.41620746 0.39279035],[0.40225813 0.39430848],1663675778619
3,0.2556831917417864,0.38978787154134115,0.32273553164156377,[0.39203236 0.39224684],[0.40509352 0.3834601 ],[0.41893828 0.38220716],[0.43033069 0.38482168],[0.41756195 0.39205167],[0.4038049  0.39338571],1663675778644
4,0.24478196445933428,0.40658896949296053,0.3256854669761474,[0.39214793 0.3920362 ],[0.40555888 0.38345769],[0.41953716 0.38197666],[0.43089986 0.38430244],[0.41821963 0.39157125],[0.40433785 0.39304125],1663675778669
5,0.24190618571416278,0.38681289353815346,0.31435953962615815,[0.39304209 0.39224041],[0.40623647 0.3834573 ],[0.4200851 0.3821165],[0.43169945 0.38481814],[0.4189375  0.39145339],[0.40512064 0.39302987],1663675778689
6,0.2548435224814959,0.3908633520031793,0.3228534372423376,[0.3947058  0.39216423],[0.40759864 0.38325715],[0.4212434  0.38214654],[0.43285015 0.38506496],[0.42007753 0.39177945],[0.40649414 0.39326873],1663675778709
7,0.24718539359474917,0.32528692270292253,0.28623615814883585,[0.39545843 0.39174587],[0.40827417 0.38403428],[0.42162865 0.38311413],[0.43299109 0.38502952],[0.4201802  0.39220381],[0.40691656 0.39358369],1663675778726
8,0.1068321988336689,0.13460129569509466,0.12071674726438178,[0.39637309 0.39023095],[0.40968442 0.38940158],[0.4238908  0.38803867],[0.43600923 0.38545138],[0.42176643 0.39214069],[0.40767309 0.39275542],1663675778745
9,0.11849332063833283,0.1812426672486387,0.14986799394348577,[0.39464402 0.38927421],[0.40837431 0.38718596],[0.42287639 0.38606262],[0.43500379 0.3846626 ],[0.42052719 0.39059532],[0.40628272 0.39119479],1663675778765
10,0.25404119535827757,0.3970926929302539,0.32556694414426574,[0.39318559 0.38937786],[0.40674329 0.37936267],[0.4209567 0.3784264],[0.43252543 0.38185894],[0.41881487 0.38830313],[0.40500867 0.38945812],1663675778785
11,0.30646050709525957,0.4596492853789654,0.3830548962371125,[0.39438155 0.38918823],[0.4064233  0.37736404],[0.42116439 0.37644204],[0.43343765 0.38151419],[0.41922209 0.38841039],[0.4054409  0.38959575],1663675778808
12,0.31419811537081876,0.45030788461018356,0.38225299999050116,[0.39340633 0.38886234],[0.40592152 0.37677532],[0.42080852 0.37604797],[0.4327957  0.38086954],[0.41871616 0.38835639],[0.40472451 0.38949069],1663675778829
13,0.3065487089259722,0.45087196895702647,0.3787103389414993,[0.39448592 0.38812566],[0.40631706 0.3761321 ],[0.42111254 0.37482071],[0.43313164 0.37966049],[0.41910908 0.38677764],[0.40532896 0.38822353],1663675778850
