FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.27206776479988914,0.21853375401784533,0.24530075940886725,[0.39947519 0.3802214 ],[0.41151091 0.37054947],[0.42538378 0.37071183],[0.43660235 0.37590221],[0.42139602 0.38009319],[0.40889129 0.38035014],1663676708704
2,0.2676935317817135,0.24410670244682658,0.2559001171142701,[0.40981168 0.37879798],[0.42252719 0.36947954],[0.43636173 0.37014982],[0.44727847 0.37518382],[0.43340424 0.3795085 ],[0.42067251 0.37964928],1663676708729
3,0.26023495983423683,0.25429754371744334,0.25726625177584006,[0.41895175 0.37351373],[0.43210918 0.36546758],[0.44550896 0.36619967],[0.45612901 0.37089789],[0.44289452 0.37528113],[0.43017864 0.37522563],1663676708750
4,0.24770696892433922,0.2535210185913657,0.2506139937578525,[0.42441413 0.37089774],[0.43725327 0.36296156],[0.45076036 0.36388534],[0.46170831 0.36903375],[0.44813511 0.37247339],[0.43543684 0.37230542],1663676708772
5,0.24832529323122815,0.23098260958067357,0.23965395140595086,[0.42563227 0.37184823],[0.43911454 0.3643705 ],[0.45275083 0.36590892],[0.4635908  0.37094805],[0.45019916 0.37444344],[0.43709743 0.3741135 ],1663676708800
6,0.24902372150712915,0.23578901136101452,0.24240636643407182,[0.42296731 0.37487218],[0.43760848 0.36757463],[0.4515821  0.36901182],[0.46239471 0.37407294],[0.44869182 0.37801948],[0.43499541 0.37741432],1663676708820
7,0.261067848401625,0.2462184940189794,0.2536431712103022,[0.41807562 0.37677652],[0.43156877 0.36886939],[0.44474956 0.37023696],[0.45551857 0.3754482 ],[0.44173095 0.37912261],[0.42894563 0.37870377],1663676708839
8,0.25094772263837617,0.2475704403342924,0.2492590814863343,[0.41450137 0.37604243],[0.4273766  0.36810052],[0.44034925 0.36896548],[0.4512749  0.37407252],[0.4377653  0.37750578],[0.42535844 0.37744537],1663676708860
9,0.25553676393796365,0.21762198916349276,0.2365793765507282,[0.4129737  0.37529048],[0.42648581 0.36710039],[0.44000381 0.36833587],[0.45099494 0.37350732],[0.4373737  0.37723023],[0.4243913  0.37706047],1663676708877
10,0.2682342660214188,0.2265602596038355,0.24739726281262714,[0.41196802 0.37590006],[0.42465457 0.36728692],[0.43803698 0.36833119],[0.44915181 0.37352142],[0.43567684 0.37754297],[0.42301038 0.37763652],1663676708899
11,0.26802235920245837,0.26381699630544264,0.26591967775395053,[0.40977928 0.37506667],[0.42272332 0.36660856],[0.43621922 0.36794353],[0.44711378 0.37307912],[0.43362045 0.37708014],[0.42085087 0.37698323],1663676708920
12,0.24492093414129382,0.24356366348199643,0.2442422988116451,[0.40530181 0.37682965],[0.41834542 0.36888069],[0.43145883 0.36960769],[0.44254088 0.37402371],[0.42895347 0.37801853],[0.4162631 0.378167 ],1663676708945
