FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.24711611418569587,0.320743051676332,0.28392958293101395,[0.41295424 0.37325346],[0.42643368 0.36451459],[0.44092214 0.3643378 ],[0.45237592 0.36948436],[0.43767783 0.373734  ],[0.42401922 0.37383884],1663675552483
2,0.27331521139383563,0.38929023182231853,0.33130272160807706,[0.4145937  0.37385008],[0.42705521 0.36436206],[0.44064796 0.36419165],[0.45200646 0.36911282],[0.43875161 0.37412196],[0.42592666 0.37480575],1663675552508
3,0.28515056329287347,0.3442188007286141,0.3146846820107438,[0.41349858 0.37423658],[0.426177   0.36472538],[0.43992057 0.3652629 ],[0.45119184 0.37037662],[0.43839103 0.3754589 ],[0.4254756  0.37600243],1663675552530
4,0.2857540077260175,0.35518787647821304,0.32047094210211524,[0.41304451 0.37402573],[0.42587328 0.36469525],[0.43958813 0.36542267],[0.45065004 0.37049615],[0.43780756 0.37555462],[0.4249064 0.3759529],1663675552548
5,0.2841110516849484,0.34743696534119983,0.31577400851307413,[0.41419998 0.37259582],[0.42625195 0.3626591 ],[0.43997514 0.36304447],[0.45132291 0.36844367],[0.4384622  0.37304562],[0.42568538 0.37375531],1663675552571
6,0.30219904734006664,0.3516437222150182,0.3269213847775424,[0.41497734 0.37131569],[0.42630783 0.36049503],[0.44040093 0.36077541],[0.45208707 0.36717093],[0.43877596 0.37143812],[0.42599908 0.37227368],1663675552592
7,0.2888160256857631,0.3106510115099537,0.2997335185978584,[0.4121542  0.37037671],[0.42428038 0.36070904],[0.4379752  0.36112162],[0.44912106 0.36644065],[0.43673816 0.3712419 ],[0.42396125 0.37198287],1663675552612
8,0.284386312096368,0.3228269113024707,0.3036066116994194,[0.40992078 0.370462  ],[0.42183185 0.36100999],[0.43543002 0.36143792],[0.44664258 0.36655605],[0.43417189 0.37132257],[0.42150623 0.37204495],1663675552632
9,0.2878630547720137,0.32775616437144006,0.30780960957172687,[0.40370432 0.37216789],[0.41504174 0.36233479],[0.42871821 0.36238798],[0.44037202 0.3676877 ],[0.42745641 0.37245062],[0.41484341 0.37345913],1663675552652
10,0.3128780123639306,0.33548183689690075,0.3241799246304157,[0.40146261 0.36987957],[0.41226175 0.35922793],[0.4256283  0.35944739],[0.43718076 0.36501142],[0.42389485 0.37014484],[0.41172841 0.37093627],1663675552674
11,0.29697133093806855,0.3769380255903901,0.3369546782642293,[0.40223384 0.37502939],[0.41141829 0.36390927],[0.42461562 0.36325648],[0.43712974 0.36919233],[0.42362106 0.37326506],[0.41184631 0.37485716],1663675552698
12,0.30194761848936164,0.37680062054280195,0.33937411951608176,[0.4044292  0.37306228],[0.41286209 0.36122358],[0.42648441 0.36056072],[0.4396756  0.36715454],[0.42518002 0.37090278],[0.41345581 0.37236583],1663675552718
13,0.29082060439514096,0.3528216083291671,0.321821106362154,[0.40303421 0.37236992],[0.41292715 0.36153078],[0.42665556 0.36138254],[0.43917942 0.36719289],[0.42542222 0.37151012],[0.41324383 0.37256193],1663675552739
14,0.2941221417905203,0.336644039570409,0.31538309068046466,[0.40618786 0.37522051],[0.41563249 0.36361724],[0.42957518 0.36315757],[0.44238141 0.36926952],[0.42836887 0.37333676],[0.41621315 0.37492844],1663675552758
15,0.2734002637408524,0.34816651071529586,0.31078338722807414,[0.4109982  0.37624234],[0.42070606 0.36553851],[0.43459687 0.36546603],[0.44743547 0.37134907],[0.43318254 0.37486935],[0.421049   0.37612665],1663675552779
16,0.26816191358581143,0.3377622960386985,0.30296210481225494,[0.41490889 0.37611896],[0.42516586 0.36573991],[0.43909955 0.36604732],[0.45177957 0.37240222],[0.43713728 0.37532571],[0.42495066 0.37612891],1663675552797
17,0.28678234986203266,0.3431643301477751,0.31497334000490385,[0.41971177 0.37438831],[0.4304072  0.36435744],[0.44390544 0.36521834],[0.45576435 0.37149596],[0.4415442  0.37478632],[0.42957234 0.37521529],1663675552816
18,0.28300121717284293,0.3107598724582858,0.29688054481556436,[0.42156827 0.37269473],[0.43337563 0.36352754],[0.44686598 0.36453632],[0.45814741 0.37048998],[0.44462687 0.37416071],[0.43216425 0.37431979],1663675552837
19,0.28200599310969116,0.3346239142087081,0.3083149536591996,[0.42291182 0.36918536],[0.43522561 0.36008611],[0.44896352 0.36114722],[0.46023032 0.3672471 ],[0.44666207 0.37091374],[0.43378189 0.37103376],1663675552859
20,0.25969028910341146,0.3229857364307559,0.2913380127670837,[0.42148069 0.36654592],[0.43387407 0.3576737 ],[0.44766334 0.35865566],[0.4587636  0.36482537],[0.44556424 0.36762166],[0.43279216 0.36779222],1663675552879
21,0.26300665987358895,0.3488427676152923,0.30592471374444064,[0.41963911 0.36654833],[0.43198198 0.3574385 ],[0.4456808  0.35789582],[0.45653716 0.36343631],[0.44403514 0.36701569],[0.43127921 0.36762491],1663675552900
22,0.25491985305047726,0.33904083867334994,0.2969803458619136,[0.41889247 0.36588156],[0.4311505  0.35637486],[0.44514868 0.35669219],[0.45662677 0.36255461],[0.4434931  0.36575508],[0.43061712 0.36646098],1663675552920
23,0.2662054226870529,0.345092205363082,0.30564881402506744,[0.41624081 0.37028244],[0.42904073 0.36186773],[0.44219813 0.36254388],[0.45297158 0.36736798],[0.44074872 0.37171248],[0.42806101 0.37215605],1663675552940
24,0.2636003656442978,0.32272894489577086,0.2931646552700343,[0.41809273 0.37011677],[0.43018034 0.36075938],[0.44403237 0.3610152 ],[0.455109   0.36642063],[0.44245091 0.37024888],[0.42966524 0.37099034],1663675552959
25,0.2724312164897983,0.33945620169609103,0.30594370909294466,[0.42053047 0.37266654],[0.43299168 0.36333203],[0.44689316 0.36399201],[0.45804405 0.36947852],[0.44524729 0.37355566],[0.43226317 0.37411663],1663675552981
26,0.2920978897135904,0.34013168390256227,0.31611478680807636,[0.42500511 0.3741464 ],[0.43695238 0.36475691],[0.45041105 0.36567071],[0.46170479 0.37153348],[0.44812992 0.37568685],[0.43562678 0.37589979],1663675553002
27,0.28208888428187395,0.298043653151154,0.290066268716514,[0.42991778 0.37386927],[0.44197768 0.36453292],[0.45584801 0.36548996],[0.46725056 0.3715266 ],[0.45319292 0.37534896],[0.44059461 0.37533826],1663675553025
28,0.2950036424514541,0.28988439130417737,0.29244401687781574,[0.43481269 0.37591335],[0.44564995 0.36597526],[0.45931992 0.36687833],[0.47099712 0.3734386 ],[0.45672211 0.37682346],[0.44468117 0.37705311],1663675553045
29,0.272646742299045,0.2995418785314523,0.2860943104152487,[0.43657145 0.37532386],[0.44849592 0.36636552],[0.46234566 0.36739099],[0.47377396 0.37362915],[0.45970285 0.37684277],[0.4471103  0.37676665],1663675553063
30,0.2899624729550735,0.30155996724566586,0.29576122010036965,[0.43378967 0.37527844],[0.44777793 0.36724541],[0.46155712 0.36912221],[0.47249198 0.3749674 ],[0.45822576 0.37941575],[0.44503796 0.37854388],1663675553083
31,0.29209509236257397,0.31740010098180943,0.3047475966721917,[0.43358529 0.37338448],[0.44660953 0.36499721],[0.46022537 0.36648852],[0.47125277 0.37196481],[0.45749676 0.37676835],[0.44466072 0.37621397],1663675553103
32,0.2874988147022897,0.35595846677030385,0.3217286407362968,[0.43342954 0.36912322],[0.44629008 0.36046231],[0.45982364 0.36191323],[0.47088018 0.36795056],[0.45732561 0.37187782],[0.44442493 0.37157857],1663675553125
33,0.28108139042168406,0.32880731273468145,0.3049443515781828,[0.43362164 0.36978698],[0.44583499 0.36070532],[0.45950207 0.36182907],[0.47062618 0.3680062 ],[0.45771018 0.37149596],[0.4448992 0.3716605],1663675553147
34,0.2769700258490254,0.31998495356593504,0.2984774897074802,[0.43492889 0.36861789],[0.44613728 0.35848123],[0.46043268 0.35917073],[0.47246441 0.36647686],[0.45806712 0.36897868],[0.44542292 0.36919448],1663675553171
35,0.29237828669353616,0.33435314137336486,0.3133657140334505,[0.43187895 0.36888683],[0.44457072 0.35974234],[0.45830607 0.36129469],[0.46936628 0.36772901],[0.45565611 0.37141281],[0.44294906 0.37109917],1663675553190
36,0.2777160352429895,0.3285814373299841,0.3031487362864868,[0.43185148 0.36814311],[0.44400674 0.35906887],[0.45766085 0.3604193 ],[0.46878347 0.36692905],[0.45519647 0.36992595],[0.44266257 0.36968756],1663675553210
37,0.2646379828795873,0.32694073253982286,0.29578935770970505,[0.43281561 0.36774147],[0.44522533 0.35863468],[0.45945448 0.35960335],[0.47066548 0.36605605],[0.45721763 0.36904341],[0.44419107 0.3689343 ],1663675553229
38,0.26011899134524424,0.29732549308556866,0.2787222422154064,[0.43300825 0.36733037],[0.44568154 0.35879275],[0.45970812 0.35970092],[0.47088993 0.36570019],[0.45812991 0.36895129],[0.44501919 0.36911321],1663675553247
39,0.24932382884796703,0.2962470424955167,0.27278543567174185,[0.43366829 0.36135304],[0.44691724 0.35307688],[0.46088162 0.3537491 ],[0.47204345 0.35954639],[0.45933729 0.36279839],[0.4461652  0.36302525],1663675553266
40,0.24876681417162047,0.27869135324382877,0.26372908370772463,[0.43314201 0.36023486],[0.4457559  0.35178182],[0.45971137 0.35250649],[0.47090581 0.35864851],[0.45803729 0.36134154],[0.44512868 0.36157483],1663675553285
41,0.24080072237776984,0.28798310482115813,0.264391913599464,[0.42874104 0.36103898],[0.44173786 0.35367063],[0.45500445 0.35437742],[0.46573269 0.35913631],[0.45312333 0.36273164],[0.44050494 0.36286372],1663675553305
42,0.23933359933168236,0.2702408675499023,0.25478723344079235,[0.42448643 0.36324638],[0.43856245 0.35547629],[0.45235556 0.35602838],[0.46315151 0.36051166],[0.45028117 0.36474222],[0.43696967 0.36493978],1663675553325
43,0.23146623304070932,0.3069650166922647,0.26921562486648704,[0.42302823 0.36802116],[0.43573847 0.36075643],[0.4487471  0.36173642],[0.45986569 0.36630934],[0.44659597 0.36952859],[0.43417522 0.36960745],1663675553344
44,0.2589307564410156,0.3183708283720595,0.28865079240653757,[0.41938439 0.37131828],[0.43148091 0.36275658],[0.44494301 0.36351353],[0.45661098 0.36883461],[0.44304714 0.3725659 ],[0.43032974 0.37276289],1663675553364
45,0.24658837198659886,0.3253874213968143,0.2859878966917066,[0.41737869 0.37349275],[0.42984045 0.3647199 ],[0.44369969 0.3654834 ],[0.45555106 0.37085947],[0.44112504 0.37423372],[0.42819363 0.37432903],1663675553384
46,0.2643085815999685,0.31021963891716864,0.2872641102585686,[0.41528285 0.3787446 ],[0.42813659 0.36982799],[0.44216296 0.37056684],[0.45369527 0.37571681],[0.43982109 0.38012975],[0.42658606 0.38023609],1663675553405
47,0.25390178117088086,0.3030158021852706,0.27845879167807575,[0.41354242 0.37836021],[0.42690596 0.36972216],[0.44063705 0.37037635],[0.45157638 0.37490299],[0.43884856 0.37936896],[0.42563048 0.37986696],1663675553426
48,0.2677930529949305,0.3188841599632769,0.2933386064791037,[0.41376293 0.3795225 ],[0.42677444 0.36991662],[0.4408814  0.37030989],[0.45224249 0.37529579],[0.43904826 0.3800329 ],[0.42573142 0.38070509],1663675553446
49,0.2716460044580574,0.3057008549749349,0.2886734297164961,[0.41536656 0.3829889 ],[0.42865971 0.37351975],[0.44272614 0.3743625 ],[0.4537296  0.37902808],[0.43993336 0.38398674],[0.42673743 0.38428128],1663675553467
50,0.2734166006391743,0.27969971590007653,0.2765581582696254,[0.41727406 0.38444096],[0.43088028 0.37486684],[0.44503394 0.37574372],[0.45605195 0.38083211],[0.44216546 0.38552746],[0.42872456 0.38575661],1663675553490
51,0.11295065188506909,0.2438821366303211,0.1784163942576951,[0.42017627 0.38455698],[0.43316731 0.3821674 ],[0.44705042 0.3828131 ],[0.45930609 0.38346353],[0.44457629 0.38645974],[0.43110442 0.38609478],1663675553510
52,0.08001104928742907,0.23426741556403693,0.157139232425733,[0.42587408 0.38444647],[0.43890747 0.38429633],[0.45284197 0.3849954 ],[0.46552837 0.38417143],[0.45069164 0.38734403],[0.43691027 0.38674694],1663675553532
53,0.22875059036219034,0.27301665110728623,0.2508836207347383,[0.42659244 0.38192999],[0.44067287 0.37478691],[0.45436278 0.3763262 ],[0.46517119 0.38064781],[0.45150554 0.38417926],[0.43830764 0.38378409],1663675553552
54,0.25381542852712946,0.2939037565330296,0.2738595925300795,[0.4288846  0.37934434],[0.44322646 0.37098891],[0.45746282 0.37224022],[0.46813399 0.37718683],[0.45464024 0.38137135],[0.44113198 0.3811726 ],1663675553570
55,0.25646124602149445,0.2882215388079397,0.2723413924147171,[0.43045917 0.37849358],[0.44445184 0.37031925],[0.45845321 0.37176371],[0.4690114  0.37683302],[0.45563066 0.38076422],[0.44233564 0.38046074],1663675553590
56,0.27275858296819216,0.2999527599660649,0.28635567146712854,[0.43248484 0.37501839],[0.44662637 0.36647856],[0.46071252 0.36793342],[0.47121555 0.37330276],[0.45771512 0.37763381],[0.444343   0.37723494],1663675553612
57,0.2475409736634836,0.3020940562383962,0.27481751495093987,[0.43463248 0.3721956 ],[0.44868302 0.36419487],[0.462834   0.36559969],[0.47349545 0.37074611],[0.46050525 0.37440503],[0.44698849 0.37419802],1663675553633
58,0.2694441064156901,0.28779455512008933,0.2786193307678897,[0.4353697  0.37081283],[0.4491041  0.36222592],[0.46328384 0.3636319 ],[0.47415996 0.36913818],[0.46081486 0.37327397],[0.44738615 0.37306049],1663675553653
59,0.2634555681792338,0.3195096506960667,0.29148260943765025,[0.43695021 0.36788538],[0.45050883 0.35965261],[0.46451843 0.36092156],[0.47540689 0.36637175],[0.46242982 0.37031826],[0.44903368 0.3702029 ],1663675553674
60,0.2753551300273711,0.31256466407487266,0.2939598970511219,[0.43798605 0.36828557],[0.45120659 0.35984886],[0.46491575 0.36114073],[0.47570303 0.36647332],[0.46275994 0.37075609],[0.44968474 0.37068352],1663675553693
61,0.2641263148279067,0.31899314323516265,0.2915597290315347,[0.43897861 0.36769167],[0.45196953 0.35939723],[0.46584454 0.36060315],[0.47680354 0.36631092],[0.46414444 0.36988896],[0.45105278 0.36991161],1663675553713
62,0.26500971668519846,0.29537205144559797,0.2801908840653982,[0.43872863 0.36520526],[0.45194036 0.35698843],[0.46585751 0.35833579],[0.47666621 0.36404967],[0.46368206 0.36767083],[0.4505907 0.3674334],1663675553731
63,0.28443359337052304,0.2984101748671854,0.2914218841188542,[0.4359172  0.36677799],[0.44921812 0.35808173],[0.46302262 0.35945457],[0.47374254 0.36518595],[0.46073177 0.36943054],[0.44763619 0.36927149],1663675553749
64,0.2704085395262651,0.2986448218108011,0.2845266806685331,[0.43314394 0.36694056],[0.44651312 0.35860017],[0.46045184 0.35985914],[0.47127524 0.36511904],[0.45840347 0.36944836],[0.44520274 0.36936069],1663675553771
65,0.26893480002827486,0.32222394962671097,0.2955793748274929,[0.4334175  0.36663824],[0.44700888 0.35807571],[0.46116626 0.3592312 ],[0.47197163 0.36463085],[0.45912731 0.36889601],[0.44571254 0.3688859 ],1663675553794
66,0.2655547380844675,0.2997372858365732,0.28264601196052036,[0.43367711 0.36982322],[0.44747803 0.3617776 ],[0.46135738 0.36309057],[0.47249454 0.36845514],[0.45923805 0.37263167],[0.44582516 0.3725065 ],1663675553816
67,0.27399807800569587,0.32293734102850596,0.2984677095171009,[0.43490317 0.3697212 ],[0.44822222 0.36077714],[0.4622072  0.36192936],[0.47300291 0.3676208 ],[0.46003634 0.37160611],[0.44681194 0.37167925],1663675553837
68,0.2707161400745832,0.3217502229559036,0.2962331815152434,[0.43639228 0.36961108],[0.44927442 0.36065012],[0.46337742 0.36188748],[0.47450665 0.36785108],[0.46116734 0.371447  ],[0.44803521 0.37142578],1663675553857
69,0.26640662400172116,0.299111950185124,0.2827592870934226,[0.43885416 0.37286812],[0.45253426 0.36469123],[0.4668504  0.36600336],[0.47801748 0.37143657],[0.46464172 0.37569556],[0.45093194 0.37551326],1663675553879
70,0.2682155791537154,0.3011881568993584,0.2847018680265369,[0.44016987 0.37535405],[0.45444795 0.36689508],[0.46888408 0.36834857],[0.4797067  0.37390596],[0.46647936 0.37812361],[0.45265427 0.37790647],1663675553900
