FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.209997098878995,0.973322947053806,0.5916600229664005,[0.34831479 0.37889826],[0.3567245  0.37223479],[0.37065253 0.37040326],[0.38310632 0.37179595],[0.36829218 0.37767637],[0.35711572 0.37949133],1663675476620
2,0.4341271551058647,0.6828397495161985,0.5584834523110316,[0.35440904 0.37946466],[0.3576805  0.36666456],[0.36871919 0.36463261],[0.38135061 0.36944816],[0.37026781 0.37641111],[0.36124229 0.37924677],1663675476643
3,0.4317733856902134,0.7129582109192669,0.5723657983047401,[0.35238385 0.3811366 ],[0.35628709 0.36808223],[0.36714438 0.36665848],[0.37908661 0.37121552],[0.36910102 0.37789968],[0.35993409 0.38075694],1663675476659
4,0.3546008474073666,1.142004300568012,0.7483025739876893,[0.3487283  0.38057736],[0.35583472 0.36894542],[0.36717495 0.36774135],[0.37892842 0.37191439],[0.36812177 0.37816277],[0.35764861 0.38062277],1663675476683
5,0.3612910990773074,0.9243442747065187,0.6428176868919131,[0.34742281 0.37974086],[0.35516024 0.36793768],[0.3677513  0.36758551],[0.3803578  0.37311241],[0.36729929 0.3791315 ],[0.35613674 0.38062075],1663675476707
6,0.37480659810936273,0.9105051610261466,0.6426558795677547,[0.35060984 0.38050643],[0.35666889 0.36823195],[0.36840424 0.36788046],[0.38223892 0.3743315 ],[0.36774769 0.3793827 ],[0.35757259 0.38083583],1663675476729
7,0.3740721749289105,1.1834400725607108,0.7787561237448106,[0.35029501 0.37821761],[0.35869807 0.36691129],[0.37076685 0.36734039],[0.3829124  0.37257719],[0.37002951 0.37890455],[0.3593004  0.38007456],1663675476753
8,0.38607011040792105,0.8146750959628574,0.6003726031853892,[0.35792601 0.37716025],[0.36460298 0.36482763],[0.37645602 0.365008  ],[0.38975531 0.37157714],[0.37542367 0.37683201],[0.36509424 0.37790132],1663675476773
9,0.38573833606287733,0.7115184676501566,0.548628401856517,[0.35647258 0.37491846],[0.3648352  0.36288631],[0.37697282 0.36344567],[0.38919708 0.36920616],[0.37637898 0.37545809],[0.36549446 0.37647116],1663675476797
10,0.3717821014057495,0.8745561625425825,0.623169131974166,[0.35363281 0.37557194],[0.36279723 0.36323205],[0.37552094 0.3632749 ],[0.38756004 0.36859766],[0.37543127 0.37542289],[0.36388153 0.37679502],1663675476816
11,0.37874739361592075,0.8154599780612561,0.5971036858385884,[0.35389149 0.38000542],[0.3605299  0.36856791],[0.37282312 0.36822745],[0.38587224 0.37370306],[0.37260634 0.37995452],[0.36189482 0.38145795],1663675476836
12,0.37520015119353956,1.0815246359290032,0.7283623935612713,[0.34970894 0.38174322],[0.35687378 0.36970896],[0.36936638 0.36964512],[0.38285026 0.37583455],[0.36885777 0.38154039],[0.35785723 0.38302797],1663675476857
13,0.3658828751735714,0.8098644479654886,0.58787366156953,[0.34714487 0.38026506],[0.35661039 0.36924019],[0.36921149 0.3700344 ],[0.38121337 0.37545207],[0.36820942 0.38172102],[0.35682198 0.38268673],1663675476876
14,0.3888663283795503,1.028546236818016,0.7087062825987832,[0.34983382 0.3822259 ],[0.35690102 0.36952993],[0.36946818 0.36894691],[0.38259637 0.37455398],[0.37001619 0.38114786],[0.35899261 0.38332886],1663675476898
15,0.3767252739621376,0.926022262072546,0.6513737680173418,[0.35079414 0.3798444 ],[0.3590602  0.36824489],[0.37131932 0.36826691],[0.38382468 0.3733274 ],[0.37127003 0.38008618],[0.36009622 0.38175249],1663675476921
16,0.38056401100510007,1.102827473383538,0.741695742194319,[0.34904116 0.38030374],[0.35734373 0.36811146],[0.36968452 0.36807731],[0.38211247 0.3734715 ],[0.36979944 0.37998232],[0.35862979 0.38184887],1663675476943
17,0.3662848893055365,0.911515805127713,0.6389003472166248,[0.34930801 0.38102755],[0.35678458 0.36948001],[0.36883971 0.36965895],[0.38184762 0.37562123],[0.36820078 0.38094658],[0.35754955 0.38231584],1663675476963
18,0.3686330094035576,0.8789016676193994,0.6237673385114785,[0.34903976 0.38250464],[0.35543934 0.37117612],[0.36724293 0.37120464],[0.38039684 0.37712005],[0.36623389 0.38223284],[0.35610494 0.38354084],1663675476988
19,0.36831618973477415,1.1416374288741304,0.7549768093044523,[0.34669951 0.38141963],[0.35564426 0.36974639],[0.36832258 0.36985233],[0.38057899 0.37521857],[0.36833397 0.38165933],[0.35674611 0.38326588],1663675477006
20,0.38362979458980645,0.9735904979860593,0.6786101462879329,[0.34656432 0.38247806],[0.3537657  0.37123466],[0.36553258 0.37124327],[0.37816596 0.37669519],[0.36531582 0.38273185],[0.35493445 0.3843413 ],1663675477025
21,0.3950707794436088,0.9224268544399858,0.6587488169417973,[0.34790277 0.3825351 ],[0.35400492 0.37071091],[0.36569682 0.37043613],[0.37845707 0.37616205],[0.36518157 0.3820911 ],[0.35514677 0.38365608],1663675477044
22,0.384883878146135,0.8744507290427848,0.6296673035944599,[0.34612158 0.38380218],[0.35231358 0.37232894],[0.36380628 0.37177968],[0.37640056 0.37702438],[0.36315119 0.38314825],[0.35323155 0.38479233],1663675477065
23,0.38811342066028626,0.9063195762026954,0.6472164984314909,[0.34086499 0.3845979 ],[0.34868002 0.37321097],[0.36075455 0.3730517 ],[0.37298861 0.37801269],[0.36039451 0.3850942 ],[0.34949738 0.38659191],1663675477087
24,0.23517231862842256,0.9404042046026275,0.587788261615525,[0.33329061 0.38331389],[0.34087509 0.37548417],[0.35259092 0.37499624],[0.36514652 0.37829292],[0.35094336 0.38230625],[0.34036499 0.38314205],1663675477110
25,0.27193317413359264,0.8935335889355452,0.582733381534569,[0.32704008 0.38582677],[0.33460096 0.37689367],[0.3462061  0.37611774],[0.35883474 0.37977946],[0.34587753 0.38465554],[0.33505648 0.38594013],1663675477132
26,0.22918212775736405,0.975867724688289,0.6025249262228265,[0.3240678  0.38673177],[0.32949457 0.37797186],[0.3407976  0.37637371],[0.35434604 0.37986022],[0.33980328 0.38349119],[0.32967848 0.38501424],1663675477153
27,0.2864127988910726,0.9611332149790368,0.6237730069350547,[0.32310972 0.3918618 ],[0.32679448 0.38162276],[0.33699465 0.37921399],[0.34989184 0.38253522],[0.33748516 0.38718799],[0.3284629  0.38970846],1663675477173
28,0.2852606413880768,0.9624293176925162,0.6238449795402965,[0.32106349 0.38797227],[0.32837963 0.37925932],[0.33842048 0.37744406],[0.34807688 0.37882224],[0.33842203 0.3854703 ],[0.32887951 0.38748974],1663675477193
29,0.37789548490982616,1.019875403722193,0.6988854443160096,[0.31952399 0.38867345],[0.32600987 0.3773053 ],[0.33660954 0.37560928],[0.34702858 0.3780033 ],[0.33817071 0.38610455],[0.32855192 0.3887119 ],1663675477211
30,0.3585891772904277,0.8550502246174274,0.6068197009539276,[0.3212229  0.38709742],[0.32754406 0.37573916],[0.33893886 0.37450975],[0.35127598 0.3778978 ],[0.34059131 0.38502091],[0.33018914 0.38734186],1663675477231
31,0.3835877217668696,0.8697598012253812,0.6266737614961254,[0.32203543 0.38779357],[0.32806611 0.37440863],[0.34074357 0.37253779],[0.35413054 0.37733173],[0.3420074  0.38497686],[0.3309845  0.38748139],1663675477251
32,0.4192843691543494,0.751576214885973,0.5854302920201613,[0.32580903 0.38773429],[0.32984978 0.37394711],[0.34196776 0.3721633 ],[0.35615414 0.37764311],[0.34373054 0.38494879],[0.33333442 0.38741374],1663675477273
33,0.4033315851106871,0.7999807429374709,0.601656164024079,[0.32584137 0.38704413],[0.33072281 0.37313056],[0.34325808 0.37179384],[0.35749054 0.37739697],[0.34461853 0.38444859],[0.33388254 0.38673058],1663675477292
34,0.38000263569537207,0.9257079647615416,0.6528553002284568,[0.32405463 0.38587996],[0.33113721 0.37280193],[0.34354252 0.3716512 ],[0.3560352  0.37608376],[0.34474221 0.38362575],[0.33382919 0.38591409],1663675477311
35,0,0,0,0,0,0,0,0,0,1663675477327
36,0.25223198648079187,0.7566405587298604,0.5044362726053261,[0.33240885 0.39387301],[0.3391825  0.38425043],[0.35161752 0.38042837],[0.36384186 0.38232225],[0.35137916 0.38901925],[0.34081203 0.39238825],1663675477351
37,0,0,0,0,0,0,0,0,0,1663675477372
38,0.3814365113344617,0.3937542188870929,0.3875953651107773,[0.33017331 0.38587898],[0.33430055 0.3738583 ],[0.34591529 0.37112704],[0.35834071 0.37510443],[0.34600759 0.38262129],[0.33649823 0.38515854],1663675477392
39,0.37606200983084836,0.6505771898870152,0.5133195998589317,[0.3323321  0.38303524],[0.33677855 0.37104556],[0.34768334 0.36886096],[0.35960683 0.37303525],[0.3476795  0.37971285],[0.33836874 0.3819274 ],1663675477409
