FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.30448831043137004,0.3620000408425525,0.3332441756369613,[0.39436287 0.37479973],[0.4033758  0.36354235],[0.41749206 0.36089036],[0.42907959 0.36389101],[0.41637295 0.37197536],[0.40425509 0.37452668],1663676023145
2,0.2824831316135991,0.35868915340017865,0.3205861425068889,[0.39668953 0.37276644],[0.40678936 0.36182076],[0.42005169 0.35997558],[0.43214428 0.36311898],[0.42046139 0.36993441],[0.40808731 0.37253422],1663676023164
3,0.27326161926577797,0.36701319634595764,0.3201374078058678,[0.39690906 0.37344286],[0.40620199 0.3623541 ],[0.41923213 0.35998565],[0.43188626 0.36359167],[0.41983002 0.36959496],[0.40766561 0.37248054],1663676023188
4,0.2727726151662215,0.36427545890245494,0.3185240370343382,[0.39614326 0.37313759],[0.40539452 0.36210784],[0.41836774 0.35985887],[0.43084112 0.36330736],[0.41883129 0.36934096],[0.40676752 0.37219569],1663676023212
5,0.279259566955577,0.3319120842728978,0.3055858256142374,[0.39368808 0.37427637],[0.403402   0.36329037],[0.41627079 0.36101553],[0.4285171  0.36386442],[0.41717097 0.3706969 ],[0.4050149  0.37374687],1663676023232
6,0.27872206867654203,0.3552648083874899,0.316993438532016,[0.39309222 0.37482086],[0.40251398 0.36354908],[0.41541231 0.36159593],[0.42758536 0.36503223],[0.41594303 0.3711206 ],[0.40403917 0.37388498],1663676023252
7,0.2994152948306697,0.35595241371544656,0.32768385427305813,[0.39403975 0.37463644],[0.40249053 0.36265704],[0.41548258 0.36018449],[0.42834511 0.3640368 ],[0.41620356 0.37060758],[0.40434551 0.37355363],1663676023273
8,0.29050088920598716,0.3544524714763615,0.3224766803411743,[0.39438161 0.37520853],[0.40318328 0.36413214],[0.41575781 0.36218166],[0.42818171 0.36572307],[0.41648668 0.37189844],[0.40488032 0.37464857],1663676023296
9,0.30485384612155475,0.3603524090187074,0.3326031275701311,[0.39524439 0.37508336],[0.40342349 0.36347637],[0.41611263 0.36102337],[0.42915028 0.36484286],[0.41719535 0.37146533],[0.40543321 0.37438992],1663676023314
10,0.28778214894768056,0.35471632612997184,0.32124923753882617,[0.39444059 0.3754299 ],[0.40315357 0.36415112],[0.41574916 0.3618243 ],[0.42831528 0.36549324],[0.4163712 0.3716411],[0.40469238 0.37451965],1663676023333
11,0.2937287019839646,0.37090844654356186,0.3323185742637632,[0.39398783 0.37502718],[0.40256634 0.36321735],[0.41552186 0.36059621],[0.42840344 0.36449727],[0.41620502 0.3709119 ],[0.40421131 0.37389597],1663676023352
12,0.28843464191760737,0.3471585161684854,0.31779657904304637,[0.39440793 0.37418014],[0.40339988 0.36268744],[0.41625398 0.36022195],[0.42911142 0.36411119],[0.41692159 0.37038133],[0.40485865 0.3732509 ],1663676023370
13,0.30799945055231753,0.3410533649443066,0.3245264077483121,[0.39540169 0.37365484],[0.40388483 0.36177665],[0.41666362 0.35938251],[0.42954114 0.3635706 ],[0.41735309 0.37004715],[0.40550756 0.37290013],1663676023391
14,0.29963018477524805,0.33427983030936603,0.31695500754230704,[0.39558226 0.37241086],[0.40454334 0.36095038],[0.41719177 0.35881186],[0.42967021 0.36276931],[0.41770947 0.36903194],[0.40593329 0.37185794],1663676023411
15,0.29810562171461674,0.3362237114984279,0.3171646666065223,[0.39515421 0.37236673],[0.40428329 0.36094362],[0.41692689 0.35887927],[0.42933717 0.36292544],[0.41758525 0.3689926 ],[0.40577623 0.37185052],1663676023432
16,0.29201523518398986,0.33165386955198695,0.3118345523679884,[0.39404228 0.37192452],[0.4031685  0.36017275],[0.4160777  0.35772777],[0.42889887 0.36169243],[0.4166742  0.36800063],[0.40459722 0.37100506],1663676023453
17,0.1897825574748877,0.23596288454675415,0.21287272101082094,[0.39321065 0.37039322],[0.40379441 0.36302528],[0.41599378 0.3611325 ],[0.42778775 0.3618682 ],[0.41604912 0.36748737],[0.40426949 0.37017167],1663676023475
18,0.07685812017975412,0.23086151768799706,0.1538598189338756,[0.39346206 0.37116066],[0.40515286 0.36810407],[0.41793579 0.36615461],[0.4303827  0.36379558],[0.41739893 0.36879832],[0.40455207 0.37113455],1663676023497
19,0.21340249153700727,0.2364067939566541,0.2249046427468307,[0.39331767 0.37110341],[0.40308076 0.36239839],[0.41524094 0.36024421],[0.42768815 0.36208105],[0.41582835 0.36744159],[0.40412512 0.37027463],1663676023522
20,0.25970835038312634,0.2580927423657393,0.2589005463744328,[0.39356259 0.37038854],[0.40215272 0.36025894],[0.41400334 0.35846245],[0.42659795 0.36169514],[0.41465986 0.36677971],[0.4036057  0.36954615],1663676023545
21,0.2567071870152543,0.262542602553547,0.25962489478440065,[0.39444345 0.36957961],[0.40273422 0.35939643],[0.41455334 0.35771087],[0.42715329 0.36096525],[0.41537625 0.3656632 ],[0.4044787  0.36860415],1663676023568
22,0.2589795402285628,0.25869475487110655,0.25883714754983467,[0.39605099 0.36846268],[0.40499824 0.35832366],[0.41699076 0.35663527],[0.42932478 0.35988849],[0.41777641 0.36482781],[0.40657571 0.36776006],1663676023590
23,0.25322477229384444,0.2748773067651435,0.26405103952949394,[0.39889732 0.36894849],[0.40711018 0.35878745],[0.41904339 0.35679486],[0.43200791 0.36005262],[0.42016423 0.36476535],[0.40908027 0.36789134],1663676023612
24,0.278778678528113,0.27280828981504374,0.27579348417157834,[0.39907169 0.36777842],[0.40860218 0.35728699],[0.42098761 0.35521865],[0.43338701 0.35875282],[0.42201513 0.36460632],[0.41021231 0.3675006 ],1663676023633
25,0.2722631247637375,0.2592530449209093,0.2657580848423234,[0.39873329 0.36666629],[0.40800494 0.35647058],[0.42022628 0.35457113],[0.4325009  0.35789222],[0.42102283 0.36350361],[0.40953428 0.36638331],1663676023656
26,0.2717964935322766,0.25350276768364977,0.2626496306079632,[0.39826092 0.36667773],[0.40704447 0.35615212],[0.419249   0.35409203],[0.43187001 0.35741192],[0.42015916 0.36296636],[0.40878719 0.36602995],1663676023679
27,0.2605993284243955,0.2738620601760101,0.2672306943002028,[0.39932194 0.36625296],[0.40826735 0.35593489],[0.42047936 0.35363457],[0.43304709 0.35699072],[0.42170751 0.36219448],[0.41013986 0.3653309 ],1663676023699
28,0.25443508361785677,0.2753769760799828,0.26490602984891976,[0.40082765 0.36623168],[0.41003084 0.35624737],[0.42228913 0.3539108 ],[0.43479779 0.35739875],[0.4230459  0.36253634],[0.41132778 0.36535805],1663676023725
29,0.2781860487229085,0.2718011974479096,0.27499362308540903,[0.40132749 0.36622038],[0.41025859 0.35547942],[0.42257267 0.35340536],[0.43507624 0.35741168],[0.42354536 0.36259228],[0.4119724  0.36550158],1663676023748
30,0.27571963968615676,0.29038067797847855,0.28305015883231766,[0.40085503 0.36570248],[0.41069293 0.35507268],[0.42354205 0.35321885],[0.43585196 0.35713002],[0.42434514 0.36265486],[0.41226929 0.36535159],1663676023767
31,0.2775000987347727,0.31534071452901313,0.29642040663189295,[0.40081364 0.36624837],[0.41036928 0.35547078],[0.42321092 0.35354471],[0.43586469 0.35779336],[0.42408779 0.36307898],[0.41206852 0.36576831],1663676023786
32,0.2701951221016087,0.3080779478432397,0.2891365349724242,[0.401012   0.36641559],[0.41086692 0.35598868],[0.42368045 0.35417187],[0.43611678 0.35837337],[0.42437971 0.36346337],[0.41231096 0.36602932],1663676023807
33,0.2779956343180258,0.29934959562393165,0.28867261497097874,[0.40199092 0.36686957],[0.41201714 0.35630494],[0.42481247 0.35437554],[0.437177   0.35864183],[0.4253239  0.36404335],[0.41323343 0.36664319],1663676023827
34,0.2713544182814451,0.2729771641040339,0.2721657911927395,[0.40409529 0.36544371],[0.41426143 0.35512283],[0.42707372 0.35329342],[0.43902898 0.35758972],[0.42777732 0.36258635],[0.41556165 0.36515144],1663676023846
35,0.26169009142062327,0.27645609135439225,0.2690730913875078,[0.40577191 0.3654919 ],[0.41560316 0.3555268 ],[0.42821681 0.35356885],[0.4405295  0.35772035],[0.42893308 0.36253649],[0.41688141 0.36508614],1663676023866
36,0.27058172145073783,0.30003664842787325,0.28530918493930557,[0.40596357 0.365915  ],[0.41615096 0.35550585],[0.42916265 0.35400113],[0.44146702 0.3584992 ],[0.42927411 0.36343169],[0.41714424 0.36565396],1663676023886
37,0.2684020253324475,0.3064229173731109,0.2874124713527792,[0.40446913 0.36533695],[0.41442505 0.35524604],[0.42716768 0.35369873],[0.43938309 0.35794777],[0.427553   0.36289683],[0.41555059 0.36513311],1663676023909
38,0.2797577078160589,0.31086551285082115,0.29531161033344,[0.40335163 0.36552915],[0.41298994 0.35495439],[0.42598385 0.35325158],[0.43850765 0.35750425],[0.42688107 0.36286512],[0.4146685  0.36534059],1663676023927
39,0.27050025583015885,0.30919922017552653,0.2898497380028427,[0.40402785 0.36477292],[0.41393793 0.35467467],[0.42665759 0.35287869],[0.43889469 0.35696414],[0.42718935 0.36221835],[0.41516456 0.36457443],1663676023947
40,0.26677100220392985,0.24923292582165954,0.2580019640127947,[0.40726277 0.36340907],[0.41743895 0.35345757],[0.43013903 0.35215703],[0.44194058 0.35632905],[0.43041644 0.36110979],[0.41843119 0.36333454],1663676023968
41,0.27615662178088296,0.2613800408479952,0.2687683313144391,[0.40739971 0.36363557],[0.41771013 0.35368019],[0.43037269 0.35232246],[0.44198531 0.35651097],[0.43054968 0.36161751],[0.41856182 0.36385104],1663676023987
42,0.27632057632634177,0.26855480553602956,0.27243769093118564,[0.40669957 0.36238447],[0.4169839  0.35258421],[0.42958835 0.35145387],[0.4410204  0.35568112],[0.42968938 0.36067644],[0.41781512 0.36265233],1663676024008
43,0.2753784536438471,0.27856604466864976,0.2769722491562484,[0.40598652 0.36350012],[0.41554487 0.35346642],[0.42821068 0.35212636],[0.4403711 0.3567557],[0.42843217 0.36142695],[0.4166398  0.36340144],1663676024027
44,0.2721721104486449,0.25965693142677065,0.2659145209377078,[0.40608484 0.36340284],[0.4164927  0.35380355],[0.42914602 0.35241336],[0.44064876 0.35666686],[0.42934924 0.36167961],[0.4173899  0.36366296],1663676024049
45,0.2649620469185595,0.23267018510355353,0.24881611601105652,[0.40799457 0.36364236],[0.41827083 0.35401586],[0.4310765 0.3524195],[0.442956   0.35625222],[0.4314754 0.3614994],[0.41939846 0.36379871],1663676024069
46,0.275149414454836,0.22741013893430517,0.2512797766945706,[0.40902758 0.36368766],[0.41922706 0.35362893],[0.43175527 0.3525928 ],[0.44362146 0.35671437],[0.43176988 0.36176753],[0.41991186 0.36385116],1663676024090
47,0.26104137309728037,0.23851842226818099,0.24977989768273068,[0.41012219 0.36402595],[0.42080557 0.35449007],[0.43341109 0.35357985],[0.44484347 0.3576023 ],[0.43353108 0.36221877],[0.42153755 0.36425793],1663676024110
48,0.2610837595861275,0.238544069435229,0.24981391451067825,[0.40978897 0.36338267],[0.42119336 0.35451856],[0.43385196 0.35338807],[0.44510427 0.356886  ],[0.43396592 0.3623701 ],[0.421619   0.36427647],1663676024131
49,0.24260590090553927,0.2495164521242374,0.24606117651488835,[0.40826815 0.36327049],[0.41972813 0.3546744 ],[0.43261921 0.35363027],[0.44400877 0.35682154],[0.4327035  0.36195749],[0.42027915 0.36395222],1663676024152
50,0.25285653514106127,0.2787333190296567,0.265794927085359,[0.40716752 0.36488396],[0.41830242 0.35547936],[0.4313572  0.35391381],[0.44322258 0.35748148],[0.43171313 0.36287835],[0.41914371 0.36508483],1663676024174
51,0.260294836122493,0.27739224749689684,0.26884354180969494,[0.40551713 0.36601207],[0.41728637 0.35652632],[0.4304134  0.35514978],[0.44197616 0.35883015],[0.43046725 0.36451149],[0.41771933 0.36649999],1663676024197
52,0.2667725155241644,0.27390460577178877,0.27033856064797657,[0.40480569 0.36608776],[0.41662538 0.35656247],[0.42995852 0.35526308],[0.44152415 0.35909754],[0.43000335 0.36492744],[0.41715884 0.36682695],1663676024219
53,0.2471776486364088,0.25720196368878395,0.25218980616259634,[0.40613943 0.36673516],[0.41723907 0.35823843],[0.42987469 0.35722286],[0.44102302 0.36031473],[0.42969623 0.36559653],[0.41761637 0.36738962],1663676024240
54,0.10618814153992762,0.19400723874484188,0.15009769014238475,[0.40805125 0.36756745],[0.42024571 0.36400011],[0.43296316 0.36268148],[0.44478571 0.36183161],[0.43221173 0.36638394],[0.41935822 0.36802146],1663676024264
55,0.24283882402710225,0.26347683071145744,0.25315782736927983,[0.40672678 0.36780432],[0.41853648 0.35926348],[0.4313508  0.35786608],[0.44282025 0.36093381],[0.43096969 0.3665714 ],[0.41848865 0.36839426],1663676024288
56,0.2668894244832108,0.32120633275898586,0.2940478786210983,[0.40687782 0.36815339],[0.41901821 0.35828352],[0.43262726 0.35667804],[0.44435686 0.36043933],[0.43213761 0.36677748],[0.41916281 0.36859608],1663676024312
57,0.28313776090590925,0.3317339720329026,0.3074358664694059,[0.40750667 0.36859286],[0.41927859 0.35805365],[0.4329778  0.35663968],[0.44459212 0.36081526],[0.43225116 0.36717916],[0.41941297 0.36894578],1663676024331
58,0.2835285131214817,0.34708531492215694,0.3153069140218193,[0.40821391 0.37042513],[0.41976187 0.35953707],[0.43345681 0.35807949],[0.4452115  0.36224914],[0.43292984 0.3685362 ],[0.42021462 0.37054369],1663676024350
59,0.28187213550279205,0.3366974757700099,0.309284805636401,[0.41104195 0.37111181],[0.42279401 0.36049718],[0.43667746 0.35909396],[0.44855511 0.36330512],[0.43599272 0.3697058 ],[0.42298162 0.37146258],1663676024370
60,0.29685738757118346,0.3421444075723081,0.31950089757174577,[0.41680172 0.37063092],[0.42875466 0.36016905],[0.44278455 0.35881859],[0.45466921 0.36320525],[0.44243592 0.37022543],[0.42892227 0.37166634],1663676024389
61,0.28506549659419544,0.3477514719924562,0.3164084842933258,[0.42519689 0.37091264],[0.4370333  0.36100256],[0.45086741 0.35974652],[0.46276924 0.3643572 ],[0.4502545  0.37052691],[0.43686953 0.3719483 ],1663676024411
62,0.27403566019039405,0.330527111111819,0.3022813856511065,[0.43216345 0.36998838],[0.44485027 0.36057189],[0.4589892  0.35960999],[0.4706347  0.36435586],[0.45826644 0.37013081],[0.44454077 0.3713316 ],1663676024431
63,0.28184233287105653,0.2988290922596155,0.290335712565336,[0.43581578 0.37025794],[0.44934031 0.36060789],[0.46362224 0.35990301],[0.47477412 0.36448818],[0.46233818 0.3707442 ],[0.44842157 0.3718532 ],1663676024453
64,0.27429874705158575,0.27970099244474805,0.2769998697481669,[0.43998063 0.37243497],[0.45420548 0.36310697],[0.46856913 0.36272717],[0.4793953  0.36747512],[0.46703932 0.37325639],[0.45293164 0.37418753],1663676024472
65,0.19371004406924566,0.247442901272757,0.22057647267100133,[0.44454306 0.37936103],[0.45885944 0.37355158],[0.47347614 0.37303615],[0.48555115 0.37568456],[0.47196299 0.38087875],[0.45743063 0.38138619],1663676024490
66,0.2345773896088776,0.2637103519664283,0.24914387078765293,[0.44045436 0.38648424],[0.45465884 0.37759405],[0.46906227 0.37706891],[0.4803336  0.38087526],[0.46736005 0.38609916],[0.45327795 0.3871997 ],1663676024511
67,0.2888036650839564,0.3555803235440293,0.3221919943139928,[0.43864936 0.38689917],[0.45359069 0.37602967],[0.46873882 0.37611422],[0.4796007  0.38161764],[0.46592289 0.38741466],[0.4514744  0.38804847],1663676024531
68,0.28117597421695706,0.34601169312429175,0.31359383367062443,[0.43832994 0.38381431],[0.45269322 0.37266463],[0.46776727 0.37274268],[0.47887555 0.37860626],[0.46465752 0.38358569],[0.4505783  0.38418013],1663676024548
69,0.30264794479310775,0.35281833937788826,0.327733142085498,[0.43898612 0.38050291],[0.45263746 0.36911267],[0.46741554 0.36894333],[0.47873133 0.37496805],[0.46478611 0.38060221],[0.45093641 0.3813329 ],1663676024568
