FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.19473156953591375,0.4724463742460885,0.3335889718910011,[0.43866402 0.36426252],[0.44893447 0.36112869],[0.46026799 0.36223894],[0.47041136 0.36506101],[0.45752344 0.36789346],[0.44678926 0.36682081],1663676657385
2,0.21200279100312877,0.7697322160162171,0.49086750350967295,[0.4335959  0.35301465],[0.44515821 0.34867448],[0.45607418 0.35023433],[0.4633154  0.35526755],[0.45431665 0.35619298],[0.44407612 0.35500765],1663676657403
3,0.2499730880725196,0.35823272145825447,0.30410290476538704,[0.43656549 0.34190911],[0.44991818 0.33661443],[0.46275637 0.33944309],[0.47227341 0.34642658],[0.45836931 0.34705576],[0.44612679 0.34500569],1663676657422
4,0.24956906700317463,0.3542570956584218,0.3019130813307982,[0.43258464 0.34563425],[0.44592384 0.33898214],[0.45952511 0.34068048],[0.46964958 0.34765688],[0.45630741 0.34910756],[0.44349623 0.34817454],1663676657446
5,0.25478525780013334,0.3710184734075236,0.3129018656038285,[0.42963606 0.3487018 ],[0.44335487 0.34109572],[0.45724994 0.34209904],[0.46772388 0.34839028],[0.45469707 0.35108322],[0.44140679 0.35097471],1663676657470
6,0.24602359799841939,0.4077799441192846,0.326901771058852,[0.42554772 0.35205385],[0.43931594 0.34395063],[0.45387349 0.34462792],[0.46510321 0.35093439],[0.45134559 0.35367087],[0.43752819 0.35387218],1663676657493
7,0.2679461180816035,0.4061697686002618,0.33705794334093264,[0.42334461 0.35491237],[0.43688279 0.34573856],[0.45119265 0.34668985],[0.46279401 0.35335919],[0.44864503 0.35647988],[0.43510324 0.35663512],1663676657515
8,0.26648117376376457,0.4629311338610218,0.3647061538123932,[0.42954704 0.35852322],[0.44355446 0.34919608],[0.45795679 0.34996742],[0.46933028 0.35592848],[0.4551653  0.35977694],[0.44141689 0.36003637],1663676657535
9,0.21589932920309307,0.38885542138841633,0.3023773752957547,[0.44375074 0.36623055],[0.45833293 0.35976344],[0.47247386 0.36108339],[0.48387927 0.3659659 ],[0.47014183 0.36895093],[0.45618674 0.36862931],1663676657552
10,0.1381357351244746,0.18691748107690787,0.16252660810069125,[0.47094163 0.38363874],[0.48624364 0.38108   ],[0.50154078 0.3818655 ],[0.51461905 0.38440096],[0.49890795 0.3875612 ],[0.48351315 0.38619015],1663676657571
11,0.08273071116715064,0.13645735930846983,0.10959403523781024,[0.4994902  0.40372321],[0.5152055  0.40543094],[0.5317384  0.40601197],[0.54461783 0.40445167],[0.52860677 0.40860775],[0.51219189 0.40700576],1663676657591
12,0.09774726064236788,0.09320638134777592,0.0954768209950719,[0.51209313 0.41557342],[0.52777123 0.41792092],[0.54364508 0.41826686],[0.55525684 0.41540706],[0.53980261 0.42052522],[0.52393204 0.41897526],1663676657614
13,0.10318438407913448,0.11089389436083942,0.10703913921998695,[0.51139253 0.41987729],[0.52735502 0.42174557],[0.54352337 0.42181465],[0.55491352 0.41876239],[0.53951108 0.42442438],[0.52341759 0.42320147],1663676657638
14,0.09983174909901874,0.11699577188879276,0.10841376049390575,[0.50800246 0.42267522],[0.52361733 0.42366427],[0.53944361 0.42392394],[0.55094075 0.42163166],[0.53576171 0.42650807],[0.51997894 0.42550498],1663676657661
15,0.10846044235540916,0.11311461468423925,0.11078752851982421,[0.50478667 0.42285949],[0.52040774 0.42391762],[0.53620696 0.42403215],[0.54734302 0.42146599],[0.53217548 0.42682448],[0.51650131 0.42579061],1663676657682
16,0.11014309538998053,0.10546414647358601,0.10780362093178328,[0.50124282 0.42321298],[0.51687729 0.42413092],[0.53277099 0.42407164],[0.54401171 0.42131409],[0.52864647 0.42693582],[0.51290596 0.42604652],1663676657701
17,0.10973921341417449,0.11500365638169113,0.1123714348979328,[0.49117529 0.41754285],[0.50617385 0.41954026],[0.52173883 0.41987383],[0.53355861 0.41687253],[0.51704639 0.42152536],[0.50189227 0.42017791],1663676657721
18,0.1114224931919831,0.11273143140302903,0.11207696229750606,[0.47044516 0.40695974],[0.48371485 0.40852466],[0.49843192 0.40926611],[0.51077485 0.40736675],[0.49397543 0.41142175],[0.47993407 0.40994072],1663676657742
19,0.2937658129735889,0.2849898789720414,0.28937784597281513,[0.4491671 0.3971419],[0.46267214 0.38849178],[0.47669634 0.38978717],[0.48797876 0.39466414],[0.47177362 0.399979  ],[0.45888209 0.3993822 ],1663676657761
20,0.29608705378392225,0.34956741018727294,0.3228272319855976,[0.4370968  0.38914055],[0.45059779 0.37912023],[0.4651233  0.38027963],[0.47730133 0.38600659],[0.46119574 0.39125526],[0.44770539 0.39099619],1663676657780
21,0.3077848351687858,0.33040045758997283,0.3190926463793793,[0.43914422 0.38421345],[0.45333114 0.37427667],[0.46809724 0.37558445],[0.47979859 0.38151157],[0.46406567 0.38712594],[0.45031506 0.38677329],1663676657801
22,0.31160468994922935,0.3580241472165959,0.3348144185829126,[0.44535583 0.3818211 ],[0.45847568 0.37119719],[0.47357395 0.37238091],[0.48597538 0.3796162 ],[0.4700996  0.38425115],[0.45634469 0.38400462],1663676657820
23,0.3180829853517,0.3926806709652002,0.3553818281584501,[0.44859105 0.3791073 ],[0.4620457  0.36832947],[0.4771069  0.36971465],[0.48907709 0.37694392],[0.47338721 0.38165545],[0.45965832 0.38139904],1663676657840
24,0.3459441085267846,0.44547248180608906,0.3957082951664368,[0.44982746 0.376414  ],[0.46354449 0.36522821],[0.47866464 0.36694342],[0.49049407 0.37465125],[0.47506428 0.38003978],[0.46100783 0.37958679],1663676657860
25,0.30713041120897017,0.405589309053072,0.35635986013102106,[0.44378042 0.37304857],[0.4582893  0.36309052],[0.47359362 0.36458096],[0.48547202 0.37112245],[0.46963292 0.37636286],[0.45529702 0.37595409],1663676657884
26,0.26092430576315545,0.49917199469132817,0.3800481502272418,[0.43392867 0.37287053],[0.44849586 0.36235359],[0.46487737 0.36296314],[0.47756523 0.36991557],[0.46113235 0.37365311],[0.44631782 0.37364224],1663676657902
27,0.29869983584781534,0.471587743710003,0.3851437897789092,[0.42815006 0.37034905],[0.44210386 0.35976061],[0.4573251  0.36089081],[0.46943697 0.36751497],[0.454007   0.37235403],[0.43998209 0.37237242],1663676657922
28,0.2989726487284139,0.49417380364724195,0.3965732261878279,[0.42277712 0.37043044],[0.43656296 0.35977143],[0.45192233 0.36066437],[0.46402898 0.36711606],[0.44931021 0.37224078],[0.43510866 0.37256745],1663676657939
29,0.2995346944671747,0.44864791402934184,0.37409130424825826,[0.42061415 0.3718842 ],[0.43385881 0.36138344],[0.44876853 0.36203894],[0.46092039 0.3684732 ],[0.44648549 0.37341142],[0.43259016 0.37395275],1663676657960
30,0.28930781778905384,0.45829493202956106,0.3738013749093074,[0.41902059 0.37193304],[0.43185169 0.36071268],[0.44703135 0.36104378],[0.45944008 0.36775297],[0.44463482 0.37205091],[0.43087986 0.37292114],1663676657983
31,0.30240724621340465,0.4600887406541893,0.381247993433797,[0.41842052 0.37157303],[0.43160307 0.36029831],[0.44668567 0.36099628],[0.45884186 0.36776125],[0.44438499 0.37239808],[0.4305422  0.37317896],1663676658002
32,0.30565770759577343,0.44765236134503494,0.37665503447040416,[0.42172107 0.37175256],[0.4349075  0.36084124],[0.44953513 0.36147004],[0.46109819 0.36758983],[0.44782665 0.37272817],[0.43408713 0.37363392],1663676658022
33,0.31098779273028093,0.47126891745126764,0.39112835509077426,[0.42738324 0.37058359],[0.44077179 0.35961547],[0.45546427 0.36043352],[0.46693075 0.36670566],[0.4533546  0.37196785],[0.43959677 0.3725521 ],1663676658042
34,0.30080509140638506,0.46586673374659276,0.3833359125764889,[0.43311268 0.36949223],[0.44640669 0.35860085],[0.46112913 0.35932592],[0.47273117 0.36566317],[0.45917079 0.37051523],[0.44540456 0.37114745],1663676658070
35,0.3086790272412703,0.39030992797776415,0.34949447760951724,[0.43567991 0.36969358],[0.44914329 0.35872626],[0.46401304 0.35968617],[0.47576272 0.36621699],[0.4619818  0.37126002],[0.44797996 0.37176207],1663676658093
36,0.31002221722455536,0.39073501809023703,0.3503786176573962,[0.43769893 0.37042883],[0.45107031 0.35923019],[0.46597156 0.3600159 ],[0.47765031 0.36679816],[0.46413553 0.37162656],[0.4501254 0.3723149],1663676658119
37,0.28157914414778934,0.43413762194202593,0.35785838304490764,[0.43811321 0.37067354],[0.45186019 0.35932708],[0.46745145 0.35971555],[0.47971696 0.36671153],[0.46494594 0.37074515],[0.45072338 0.371499  ],1663676658140
38,0.29376929416286796,0.4726745339310701,0.38322191404696904,[0.43878794 0.37141517],[0.45224875 0.36012796],[0.46742135 0.36033577],[0.47947347 0.36675933],[0.46495104 0.37163207],[0.45095956 0.37255836],1663676658167
39,0.30597671077007377,0.5102674138251349,0.4081220622976043,[0.43988624 0.37294948],[0.45368364 0.36143455],[0.46905163 0.36167541],[0.48092544 0.36829948],[0.46652454 0.37358999],[0.45231652 0.37445813],1663676658188
40,0.2932747171193579,0.5138320404868684,0.40355337880311315,[0.44158965 0.37284851],[0.45501658 0.36173981],[0.47013295 0.36219352],[0.4821566  0.36869213],[0.46752703 0.37339887],[0.45358914 0.37407219],1663676658210
41,0.31006841016125364,0.4941008905270869,0.4020846503441703,[0.44072422 0.37194204],[0.45426959 0.36047798],[0.46992359 0.36102942],[0.48216608 0.3684231 ],[0.46700358 0.37323391],[0.45276597 0.3736355 ],1663676658233
42,0.27389005780564496,0.4778782706648549,0.37588416423524995,[0.43714353 0.37166715],[0.4506391  0.36048716],[0.46628192 0.36079437],[0.47852716 0.36767584],[0.46372664 0.37143397],[0.44953844 0.37226802],1663676658256
43,0.27265743345504195,0.47006973792973694,0.3713635856923895,[0.43455833 0.37132862],[0.44728726 0.36026037],[0.4621785  0.36070213],[0.47418967 0.36772016],[0.45950815 0.37070471],[0.4460983  0.37154597],1663676658276
44,0.3043556148808159,0.4368956041384417,0.3706256095096288,[0.43498617 0.37031248],[0.44780341 0.3585054 ],[0.46272042 0.35893103],[0.47460818 0.36649165],[0.46019495 0.37025958],[0.44671723 0.37108219],1663676658304
45,0.3047461122229085,0.4525369639739366,0.37864153809842255,[0.43666568 0.37022722],[0.449058   0.35777038],[0.46414682 0.35760128],[0.47641173 0.36541998],[0.46190667 0.36910868],[0.44836748 0.37042961],1663676658327
46,0.3350770417223405,0.45908012477777743,0.39707858325005896,[0.43888667 0.36832109],[0.45066962 0.3556866 ],[0.46496892 0.35586992],[0.47697732 0.36381924],[0.46232828 0.36788231],[0.44941667 0.36903298],1663676658351
47,0.33944561330147677,0.4746752483108089,0.40706043080614285,[0.44060621 0.36866891],[0.45162588 0.35526687],[0.4660033  0.35504612],[0.47859597 0.36348704],[0.46372914 0.36732733],[0.45098606 0.36879149],1663676658373
48,0.3316100376668054,0.4595892590973776,0.3955996483820915,[0.43986419 0.36783022],[0.45188111 0.35486591],[0.46670881 0.35504353],[0.4794085  0.36360469],[0.46370003 0.36740687],[0.45039892 0.3684369 ],1663676658394
49,0.33532003746354655,0.4788263210349769,0.40707317924926173,[0.43748501 0.36942354],[0.44810051 0.35606816],[0.46235341 0.35614774],[0.47512633 0.36507082],[0.45960966 0.36811575],[0.44731802 0.36917832],1663676658415
50,0.32333128272543143,0.47945654901518825,0.4013939158703098,[0.43387008 0.37111616],[0.44405666 0.3579123 ],[0.45822033 0.35788897],[0.47134119 0.36660281],[0.45603484 0.36926207],[0.44378623 0.37073457],1663676658435
51,0.3287773011068341,0.4715732759705656,0.4001752885386999,[0.43088767 0.3710838 ],[0.44103408 0.3578999 ],[0.45546806 0.35774702],[0.46901411 0.3664183 ],[0.45358703 0.36970067],[0.44103453 0.37105638],1663676658455
52,0.3213111611467928,0.495922491381286,0.4086168262640394,[0.42651266 0.37112883],[0.43676746 0.35811523],[0.45111406 0.35815728],[0.46445903 0.36649847],[0.44921741 0.36966479],[0.43670094 0.37101835],1663676658471
53,0.3135132138338483,0.5651196588505911,0.43931643634221973,[0.4227924  0.37229875],[0.43299723 0.35995597],[0.4470534 0.3600927],[0.46031511 0.3677215 ],[0.4453893  0.37115529],[0.43295506 0.37247097],1663676658490
54,0.30836306654561463,0.5356641067962135,0.42201358667091404,[0.41829526 0.37353671],[0.42861348 0.361137  ],[0.44292769 0.36112323],[0.45622936 0.36869204],[0.44121173 0.37219566],[0.42862087 0.37351736],1663676658510
55,0.3218207924489338,0.5676012462778005,0.44471101936336715,[0.41711101 0.37448138],[0.42623541 0.36173266],[0.44021031 0.36146048],[0.45409733 0.36909637],[0.43838128 0.37286934],[0.426292   0.37423491],1663676658532
56,0.297211846157841,0.5334163612510306,0.41531410370443583,[0.41329449 0.3729468 ],[0.42435059 0.36194736],[0.43845177 0.36207908],[0.45141527 0.36841553],[0.4372592  0.37283465],[0.42429873 0.37394518],1663676658558
57,0.2852080287940257,0.46690774847216454,0.3760578886330951,[0.41052744 0.37245452],[0.42230305 0.36178115],[0.43680257 0.36183798],[0.45002955 0.36751968],[0.43619871 0.3724592 ],[0.42273828 0.37384272],1663676658578
58,0.28135614949701315,0.45567994752302166,0.3685180485100174,[0.40922651 0.37348792],[0.42069355 0.3619912 ],[0.43517718 0.36122158],[0.44863331 0.36667147],[0.43443757 0.37193841],[0.42092937 0.37375051],1663676658599
59,0.27907263941220783,0.3987392981099925,0.33890596876110013,[0.40944746 0.37439018],[0.42057335 0.36265862],[0.43535769 0.36170545],[0.4491545 0.3673963],[0.43456137 0.37249595],[0.42093801 0.37433654],1663676658618
