FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.10228280726000864,0.2638613156936101,0.18307206147680938,[0.39683375 0.37710121],[0.40865019 0.37439445],[0.42182043 0.37297738],[0.43433711 0.37176821],[0.41960749 0.37646744],[0.40647709 0.37728533],1663675923239
2,0.05755582713292195,0.21532104065488067,0.1364384338939013,[0.39699358 0.37775481],[0.409518   0.37653446],[0.42344537 0.37506503],[0.43660834 0.37235162],[0.42196235 0.37695184],[0.40797964 0.37811062],1663675923259
3,0.2575982201324169,0.3677131573289496,0.3126556887306833,[0.39432055 0.38012981],[0.40508327 0.36991763],[0.41856962 0.36870357],[0.43074644 0.37230742],[0.41754785 0.37797803],[0.40505737 0.37978137],1663675923286
4,0.26817206257678217,0.3874106112932446,0.3277913369350134,[0.39518449 0.38072526],[0.40539882 0.36973831],[0.41950387 0.36837605],[0.4324007  0.37306961],[0.41883212 0.37829185],[0.40603173 0.38015923],1663675923308
5,0.2756032180477382,0.35692380689496384,0.316263512471351,[0.39461142 0.38055038],[0.40542677 0.36995095],[0.41939422 0.36926785],[0.43177918 0.37365764],[0.41860712 0.37927118],[0.40585339 0.3807447 ],1663675923329
6,0.2825898461607003,0.3711817344058852,0.3268857902832928,[0.39371654 0.38207281],[0.40528223 0.37146774],[0.41942611 0.37092426],[0.43148497 0.37517723],[0.41864341 0.38129178],[0.40556878 0.38276589],1663675923355
7,0.28514991117662625,0.35620370582349803,0.32067680850006214,[0.39505479 0.38278636],[0.40538311 0.37192208],[0.41928574 0.37106282],[0.43177134 0.37542269],[0.4184871  0.38133177],[0.40582362 0.38296974],1663675923376
8,0.2733646479351922,0.34376289799094334,0.3085637729630678,[0.3933818  0.38208508],[0.40469006 0.37118819],[0.41878343 0.37028986],[0.43122625 0.37462676],[0.41764256 0.38051713],[0.40467718 0.38198614],1663675923401
9,0.28487680631188195,0.3486843776757887,0.31678059199383535,[0.39382452 0.38290945],[0.40484414 0.3722555 ],[0.41874036 0.37145883],[0.43087035 0.37535846],[0.41779286 0.38182527],[0.40492886 0.38338652],1663675923423
10,0.2814294867171796,0.34889807276144985,0.31516377973931475,[0.39543954 0.38390404],[0.4056837  0.37285438],[0.419902   0.37174118],[0.43281874 0.37629032],[0.41889954 0.38216427],[0.40600577 0.38384971],1663675923445
11,0.2744775630475937,0.31371464777061586,0.2940961054091048,[0.39500025 0.38495463],[0.40606552 0.37427691],[0.42027038 0.37339869],[0.4327479  0.37777728],[0.41931874 0.3836132 ],[0.4062072  0.38511026],1663675923465
12,0.2750394437502069,0.3448201382044749,0.30992979097734086,[0.39610338 0.38490117],[0.40715826 0.37420946],[0.42145947 0.37335175],[0.43408725 0.3779169 ],[0.42009297 0.38370159],[0.40708697 0.38501397],1663675923484
13,0.2826329705867963,0.32834840118728453,0.3054906858870404,[0.39626735 0.38616711],[0.40804508 0.3754862 ],[0.4223564  0.37488008],[0.43448702 0.37931967],[0.42132312 0.385465  ],[0.40803048 0.38679922],1663675923503
14,0.2858739851651403,0.3387893272599944,0.3123316562125673,[0.39777499 0.38647839],[0.40926671 0.37572312],[0.42367738 0.37488556],[0.43595043 0.37926903],[0.42239526 0.38570446],[0.40908405 0.38703957],1663675923521
15,0.2911930946027657,0.31579974939502725,0.3034964219988965,[0.39933598 0.38780543],[0.40975761 0.37671354],[0.42404267 0.3755618 ],[0.43704283 0.3802498 ],[0.42280865 0.38657001],[0.40979707 0.38803279],1663675923544
16,0.28963942334653203,0.31503222499385025,0.3023358241701911,[0.39885265 0.38902575],[0.41064483 0.37870151],[0.42474535 0.37828302],[0.43677062 0.38256699],[0.42360455 0.38902381],[0.41038829 0.39017889],1663675923572
17,0.2978404044038397,0.2998587634230334,0.2988495839134365,[0.39918959 0.38920596],[0.41101575 0.37825659],[0.42559946 0.3774837 ],[0.43787128 0.38180807],[0.42434752 0.38890404],[0.41078088 0.39022508],1663675923596
18,0.29014038997315617,0.2990961644828902,0.2946182772280232,[0.39944443 0.38947749],[0.41149637 0.37926543],[0.42586446 0.37874839],[0.43781528 0.38271213],[0.42465591 0.38969976],[0.41120887 0.39085332],1663675923624
19,0.30051587313055883,0.3130242962562498,0.3067700846934043,[0.40124068 0.38811046],[0.41261387 0.37777555],[0.42669287 0.37737554],[0.4387688  0.38138536],[0.42540923 0.38841662],[0.41241527 0.38957334],1663675923648
20,0.29629564944022985,0.30839296535510013,0.302344307397665,[0.4025088  0.38721886],[0.41410768 0.37683037],[0.42849225 0.37629169],[0.44072884 0.38044718],[0.42729178 0.38743061],[0.41397074 0.38862777],1663675923671
21,0.2797807471346022,0.3013844983408747,0.2905826227377385,[0.40513319 0.38562524],[0.41681325 0.37577245],[0.43081227 0.3755365 ],[0.44275439 0.3796472 ],[0.42917085 0.3857834 ],[0.41625831 0.38669631],1663675923691
22,0.2838011961563578,0.31396416479760947,0.29888268047698363,[0.40608102 0.3867358 ],[0.41836098 0.37647313],[0.43285078 0.37619159],[0.44473913 0.38065803],[0.43130785 0.38690552],[0.41781026 0.3878473 ],1663675923714
23,0.2904373640959089,0.30630456508437953,0.2983709645901442,[0.40679196 0.38714692],[0.4187184  0.37621215],[0.4334155  0.37571734],[0.44562724 0.38053548],[0.43188706 0.38674906],[0.41837624 0.38795307],1663675923736
24,0.2798614284491139,0.29894164191776484,0.28940153518343936,[0.40773928 0.38706917],[0.4201043  0.37643653],[0.43504384 0.37605146],[0.44718477 0.38089481],[0.43328631 0.38684458],[0.41955826 0.38783556],1663675923759
25,0.2949833358134245,0.3278082886979536,0.311395812255689,[0.40832412 0.3864691 ],[0.42001474 0.37573218],[0.43463528 0.37526646],[0.4466728  0.38009676],[0.4332495  0.38634393],[0.41983813 0.38750172],1663675923782
26,0.2739725004126698,0.3373271316149935,0.3056498160138317,[0.40697512 0.38406274],[0.41891271 0.3737534 ],[0.43321797 0.37341523],[0.44510561 0.37813097],[0.43147725 0.38354027],[0.41835254 0.38461009],1663675923805
27,0.2702104656695293,0.32995874322479574,0.3000846044471625,[0.40398338 0.38388586],[0.41665462 0.37406066],[0.430866   0.37369362],[0.44222382 0.37787583],[0.42947128 0.38370886],[0.4160758  0.38485286],1663675923826
28,0.273438317690034,0.3355554947969195,0.30449690624347675,[0.40476242 0.3871364 ],[0.41711089 0.37669265],[0.43136495 0.37617466],[0.4434396  0.38083044],[0.43037868 0.38647291],[0.41697305 0.38777736],1663675923844
29,0.2829480711887329,0.304486730405127,0.29371740079693,[0.40486351 0.38523865],[0.41738394 0.37492192],[0.43186396 0.37477261],[0.44355428 0.37948412],[0.43035153 0.38539901],[0.41681835 0.38631019],1663675923868
30,0.2816277378310775,0.3189519289781344,0.3002898334046059,[0.40633124 0.38422894],[0.41836238 0.37392232],[0.43268871 0.37380865],[0.44450575 0.37866247],[0.43120518 0.38423207],[0.41797251 0.38511646],1663675923887
31,0.27850040774381707,0.34582211123488216,0.3121612594893496,[0.4055655  0.38428348],[0.41771948 0.37419185],[0.4318094  0.37376601],[0.44336826 0.37828571],[0.43044046 0.38399383],[0.41730136 0.38518441],1663675923911
32,0.2737288867776018,0.340017892761093,0.3068733897693474,[0.40479419 0.38285989],[0.41642708 0.37239954],[0.4305076  0.37170249],[0.44262499 0.3765353 ],[0.42907825 0.38184094],[0.41606241 0.38315284],1663675923933
33,0.28671560447066086,0.34070545769462013,0.31371053108264046,[0.40324071 0.38307145],[0.41477877 0.37256268],[0.42895931 0.37199897],[0.44100115 0.37683421],[0.42804649 0.38251004],[0.41487309 0.38395807],1663675923952
34,0.26867053224197135,0.3459633421885103,0.30731693721524084,[0.39932472 0.38578343],[0.41183084 0.37559924],[0.42628923 0.37487489],[0.43817127 0.37915531],[0.42561352 0.38502941],[0.41194737 0.38659716],1663675923972
35,0.2689313044211349,0.3283265816971985,0.2986289430591667,[0.39533943 0.38784781],[0.40773115 0.37778834],[0.42193025 0.3772051 ],[0.43383652 0.38134807],[0.42102146 0.38726139],[0.40756789 0.38868904],1663675923991
36,0.2775597064311068,0.3426406979006048,0.31010020216585577,[0.39336497 0.38911554],[0.40534845 0.37868723],[0.41967621 0.3781462 ],[0.43164355 0.38259983],[0.41867828 0.38849521],[0.4052898  0.38984489],1663675924011
37,0.28520347676002333,0.34088653491132764,0.3130450058356755,[0.39285684 0.38960594],[0.40433115 0.37894508],[0.41875494 0.37827113],[0.43088672 0.38271505],[0.41772118 0.38891819],[0.40440127 0.39029348],1663675924030
38,0.26723513344609967,0.32466801243829796,0.2959515729421988,[0.394797   0.38892722],[0.40561411 0.3779186 ],[0.42018104 0.37674847],[0.43319529 0.3816874 ],[0.41862509 0.38697618],[0.40551135 0.38845706],1663675924051
39,0.26195786186867775,0.3477652031914024,0.3048615325300401,[0.39695561 0.38674557],[0.40834036 0.3760896 ],[0.42276311 0.37501588],[0.43540403 0.3794803 ],[0.42110536 0.38502392],[0.40796271 0.38643852],1663675924069
40,0.2823824102722366,0.34188908199770707,0.31213574613497186,[0.399636   0.38724115],[0.41005293 0.37648281],[0.42407939 0.37558928],[0.43678775 0.38027382],[0.42288819 0.38597366],[0.41015747 0.38737762],1663675924093
41,0.3003581043901734,0.32307212019752835,0.31171511229385085,[0.40426967 0.38729995],[0.4138037  0.37595135],[0.4280062  0.37529808],[0.44113347 0.3804408 ],[0.42691958 0.38616797],[0.41434219 0.38753954],1663675924114
42,0.2785490666059542,0.31687262754742984,0.29771084707669204,[0.40537724 0.38695207],[0.41678828 0.37644437],[0.43108726 0.37606657],[0.44346178 0.38094538],[0.42942026 0.3864364 ],[0.41638508 0.38741308],1663675924134
43,0.2857123958055756,0.30937250759928764,0.29754245170243165,[0.40632644 0.38585478],[0.41798145 0.37527776],[0.43228984 0.37530258],[0.44427472 0.38060573],[0.43004173 0.38579473],[0.41712165 0.38640535],1663675924154
44,0.28342710233247537,0.3389010958678885,0.31116409910018195,[0.40536648 0.38580316],[0.41704625 0.37534884],[0.43126789 0.37506986],[0.44318554 0.37988377],[0.42986044 0.38546178],[0.41674966 0.38655701],1663675924175
45,0.27509637710568435,0.31037120568731047,0.2927337913964974,[0.40423402 0.38661414],[0.41665959 0.37642866],[0.43106028 0.37619841],[0.44282722 0.38084871],[0.42990988 0.38646579],[0.41641447 0.38756368],1663675924194
46,0.28711276788759194,0.3400156158793794,0.31356419188348567,[0.40319422 0.38489568],[0.41473648 0.37437436],[0.4288401  0.37389299],[0.44077983 0.37841177],[0.42763945 0.38441074],[0.41457748 0.3856886 ],1663675924213
47,0.2705201216522015,0.32327010134864914,0.29689511150042536,[0.40240014 0.38470012],[0.41445309 0.3747201 ],[0.42839929 0.37457415],[0.44029808 0.37914693],[0.42688829 0.3844642 ],[0.41387704 0.38542306],1663675924234
48,0.27456647242486315,0.3441490662920874,0.30935776935847525,[0.40457386 0.3846131 ],[0.41609353 0.37451905],[0.43007725 0.37397188],[0.44230488 0.37846157],[0.42879841 0.38411349],[0.41583106 0.38528684],1663675924253
49,0.2757758380640482,0.35001158412556044,0.31289371109480435,[0.40797463 0.38283169],[0.41849619 0.37233108],[0.43240067 0.37174055],[0.44499329 0.37662891],[0.43144077 0.38171595],[0.4188084  0.38300738],1663675924271
50,0.26662118396875595,0.3395693102619564,0.3030952471153562,[0.40995777 0.38092503],[0.42090049 0.37062663],[0.4347252  0.36994171],[0.447106   0.37457591],[0.43349302 0.37961584],[0.42083979 0.38097042],1663675924288
51,0.2810503788546968,0.3522687676664045,0.31665957326055066,[0.41266894 0.38117644],[0.42383239 0.3706536 ],[0.43807405 0.37041599],[0.4503758  0.37547618],[0.43664807 0.38063732],[0.42371759 0.38176855],1663675924313
52,0.28707255040005847,0.3351156865922128,0.31109411849613566,[0.4152104 0.3809008],[0.4270173  0.37074199],[0.44131389 0.3709712 ],[0.45327237 0.37593627],[0.43964696 0.38141084],[0.4265894  0.38220033],1663675924334
53,0.2986930723378401,0.32491021253843655,0.31180164243813835,[0.41769397 0.38181075],[0.42924091 0.37159732],[0.44332603 0.37211701],[0.45529369 0.37734383],[0.44198099 0.38274303],[0.42909378 0.38350511],1663675924354
54,0.28188528316354944,0.3294876051046274,0.3056864441340884,[0.4188377  0.38194716],[0.43121722 0.37238288],[0.44516221 0.37294179],[0.45681077 0.37803495],[0.44345906 0.38312367],[0.43041214 0.38355199],1663675924375
