FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.2795494092028869,0.46684344597988087,0.3731964275913839,[0.38312215 0.37307006],[0.39383462 0.36365828],[0.40816626 0.36400771],[0.42079309 0.36979327],[0.405348   0.37399867],[0.39267951 0.37435657],1663676424881
2,0.2935064752477445,0.5304668146265024,0.41198664493712345,[0.38612559 0.37232375],[0.39790109 0.36207238],[0.41240841 0.3626146 ],[0.4245652  0.36907187],[0.40936714 0.37335664],[0.39638749 0.37345305],1663676424903
3,0.2891326208041614,0.45551919066382274,0.37232590573399205,[0.38362169 0.37357008],[0.39450201 0.36356419],[0.40863061 0.3642256 ],[0.42103601 0.37081468],[0.40599862 0.37444848],[0.3933576  0.37464297],1663676424923
4,0.3081150857580631,0.5257857200742136,0.4169504029161384,[0.37576789 0.37742782],[0.38671148 0.36600974],[0.40142134 0.36624813],[0.41422379 0.37352601],[0.39866096 0.37771195],[0.38569787 0.37799484],1663676424942
5,0.29595769206247935,0.5183437691835983,0.4071507306230388,[0.3666141  0.38453683],[0.37647998 0.37264684],[0.39098221 0.3721827 ],[0.40459135 0.37885195],[0.38899609 0.38322195],[0.37628487 0.38415846],1663676424963
6,0.2932157893442378,0.47762236240869405,0.38541907587646596,[0.35853243 0.39143473],[0.36857399 0.37935627],[0.38322508 0.3788482 ],[0.39675495 0.38493431],[0.38122171 0.38987327],[0.36852551 0.39088729],1663676424984
7,0.2934130928531734,0.41746852506682075,0.3554408089599971,[0.35642183 0.39170638],[0.36588165 0.37988341],[0.3800768 0.3794933],[0.39354977 0.38518608],[0.3778035  0.39010882],[0.36567721 0.39114642],1663676425007
8,0.3203507225149003,0.44772460225118915,0.3840376623830447,[0.35792533 0.38559303],[0.36929834 0.37511319],[0.38326448 0.37567228],[0.3952761  0.38107267],[0.38162664 0.38713351],[0.36884266 0.38763255],1663676425028
9,0.3048158570618118,0.4379911660876597,0.3714035115747357,[0.36610571 0.38358754],[0.37650213 0.37192914],[0.39075154 0.37177566],[0.40358907 0.37880957],[0.38845804 0.38287729],[0.37599236 0.38361791],1663676425055
10,0.3489569060906071,0.44111667186305414,0.3950367889768306,[0.37215507 0.37788239],[0.38372943 0.36665466],[0.39766282 0.36781424],[0.4091748 0.3743588],[0.39486149 0.3799977 ],[0.38232982 0.38003364],1663676425075
