,Start_blink,End_blink,Blink_frame,No_of_frames
0,152,155,153,3
1,714,719,715,5
2,1447,1460,1447,13
3,1614,1617,1615,3
4,2041,2046,2042,5
5,2078,2082,2079,4
6,2752,2759,2753,7
7,2783,2789,2784,6
8,3058,3061,3059,3
9,3452,3456,3454,4
10,3561,3577,3561,16
11,4173,4176,4174,3
12,4346,4349,4347,3
13,4385,4388,4386,3
14,5117,5126,5120,9
15,5141,5142,5141,1
16,5879,5882,5880,3
17,5946,5952,5948,6
18,5972,5976,5973,4
19,5994,5999,5995,5
20,6005,6009,6006,4
21,6071,6075,6074,4
22,6151,6157,6152,6
23,6243,6253,6244,10
24,6572,6576,6573,4
25,7016,7030,7019,14
26,7237,7241,7238,4
27,7339,7340,7339,1
28,7445,7448,7446,3
29,7826,7829,7827,3
30,7933,7935,7933,2
31,8051,8055,8054,4
32,8174,8175,8174,1
33,8355,8357,8356,2
34,8971,8975,8974,4
35,9507,9510,9508,3
36,10111,10114,10112,3
37,10432,10434,10433,2
38,10962,10968,10964,6
39,11002,11009,11003,7
40,11605,11608,11607,3
41,12137,12141,12139,4
42,12154,12158,12155,4
43,12298,12312,12299,14
44,12434,12439,12437,5
45,12678,12682,12679,4
46,13632,13634,13633,2
47,13650,13652,13650,2
48,14461,14465,14462,4
49,14727,14729,14727,2
50,14806,14820,14806,14
51,15239,15241,15240,2
52,15818,15819,15818,1
53,16051,16055,16053,4
54,16380,16382,16381,2
55,16608,16609,16608,1
56,17749,17754,17750,5
57,17912,17917,17913,5
58,19686,19691,19689,5
59,20383,20388,20384,5
60,20411,20416,20414,5
61,21162,21171,21163,9
62,21416,21422,21417,6
63,22438,22440,22439,2
64,22821,22824,22821,3
65,22909,22915,22911,6
66,23785,23790,23786,5
67,24432,24439,24433,7
68,24580,24583,24580,3
69,25250,25255,25251,5
70,25280,25282,25281,2
71,25397,25401,25398,4
72,25782,25784,25783,2
73,25867,25872,25869,5
74,25922,25925,25923,3
75,25989,25993,25990,4
76,26488,26492,26489,4
77,26516,26519,26517,3
78,26603,26607,26604,4
79,26988,26990,26989,2
80,27054,27060,27056,6
81,27066,27093,27068,27
82,27117,27119,27118,2
83,27131,27134,27133,3
84,27155,27162,27159,7
85,27170,27177,27172,7
86,27249,27255,27250,6
87,27273,27278,27274,5
88,27363,27369,27365,6
89,27401,27405,27402,4
90,27421,27427,27424,6
91,27607,27612,27608,5
92,27899,27908,27903,9
93,27921,27928,27924,7
94,27948,27959,27949,11
95,28045,28050,28048,5
96,28080,28082,28081,2
97,28104,28108,28105,4
98,28129,28134,28130,5
99,28159,28164,28160,5
100,28191,28193,28192,2
101,28325,28332,28327,7
102,28345,28350,28346,5
103,28511,28514,28512,3
104,28609,28613,28610,4
105,28872,28874,28873,2
106,28898,28903,28899,5
107,29010,29014,29011,4
108,29326,29330,29327,4
109,29427,29429,29428,2
110,29443,29451,29447,8
111,30478,30481,30479,3
112,30644,30652,30646,8
113,31063,31069,31064,6
114,31092,31094,31093,2
115,31129,31133,31131,4
116,31193,31200,31195,7
117,31307,31309,31308,2
118,31325,31330,31328,5
119,31346,31354,31347,8
120,31626,31635,31627,9
121,31685,31689,31686,4
122,31702,31709,31703,7
123,31928,31933,31931,5
124,32248,32252,32249,4
125,32450,32454,32451,4
126,32628,32630,32629,2
127,33289,33294,33291,5
128,33414,33419,33416,5
129,34634,34640,34636,6
130,34742,34747,34745,5
131,35489,35493,35492,4
132,35663,35667,35666,4
133,35972,35978,35974,6
134,36288,36291,36289,3
135,36635,36637,36636,2
136,36685,36696,36687,11
137,36852,36856,36854,4
138,36890,36893,36891,3
139,36949,36953,36950,4
140,37013,37016,37014,3
141,37267,37279,37267,12
142,37826,37830,37827,4
143,38463,38464,38463,1
144,39048,39058,39048,10
145,39729,39732,39730,3
146,40328,40331,40329,3
147,40579,40583,40580,4
148,40640,40642,40641,2
149,41412,41419,41416,7
150,42180,42183,42181,3
151,42640,42643,42641,3
152,43285,43288,43287,3
153,43750,43753,43751,3
154,44725,44734,44725,9
155,44767,44772,44768,5
156,44795,44798,44796,3
157,44813,44819,44814,6
158,44826,44829,44828,3
159,44874,44876,44875,2
160,44892,44910,44892,18
161,44941,44947,44941,6
162,45167,45171,45168,4
163,45262,45270,45265,8
164,45924,45929,45925,5
165,45940,45951,45943,11
166,46095,46098,46097,3
167,46606,46608,46607,2
168,47081,47083,47082,2
169,47167,47169,47168,2
170,47852,47855,47853,3
171,48012,48018,48014,6
172,48641,48646,48645,5
173,49546,49549,49547,3
174,50321,50327,50324,6
175,50771,50776,50772,5
176,50810,50817,50813,7
177,50869,50878,50871,9
178,50937,50942,50938,5
179,50954,50959,50955,5
180,51478,51484,51479,6
181,51487,51494,51488,7
182,51899,51904,51900,5
183,52107,52114,52111,7
184,52131,52135,52132,4
185,52170,52178,52171,8
186,52190,52194,52191,4
187,52201,52203,52202,2
188,52219,52223,52220,4
189,52315,52321,52317,6
190,52416,52427,52417,11
191,52451,52456,52455,5
192,52869,52871,52869,2
193,52914,52920,52917,6
194,52971,52976,52972,5
195,53373,53378,53375,5
196,53585,53590,53586,5
197,54148,54151,54150,3
198,54172,54175,54173,3
199,54633,54635,54634,2
200,55074,55078,55075,4
201,55476,55479,55478,3
202,56185,56191,56186,6
203,56464,56468,56465,4
204,56589,56594,56592,5
205,56664,56666,56665,2
206,57092,57099,57095,7
207,57418,57422,57420,4
208,57491,57497,57493,6
209,57744,57749,57745,5
210,57876,57878,57877,2
211,57887,57892,57888,5
212,57937,57941,57939,4
213,57949,57952,57950,3
214,58188,58194,58189,6
215,58349,58352,58350,3
216,58625,58631,58628,6
217,58897,58917,58898,20
218,59228,59236,59230,8
219,59274,59282,59276,8
220,59381,59386,59382,5
221,59552,59557,59554,5
222,59824,59828,59827,4
223,59932,59936,59934,4
224,59976,59978,59977,2
225,60777,60779,60777,2
226,61204,61206,61205,2
227,61221,61229,61222,8
228,61239,61243,61240,4
229,61617,61618,61617,1
230,62000,62012,62002,12
231,62267,62273,62269,6
232,62350,62356,62353,6
233,62551,62556,62552,5
234,62576,62578,62577,2
235,62621,62629,62623,8
236,62716,62718,62716,2
237,62985,62989,62986,4
238,63067,63070,63068,3
239,63086,63088,63087,2
240,63159,63165,63160,6
241,63169,63173,63170,4
242,63376,63382,63379,6
243,63714,63720,63716,6
244,64244,64248,64246,4
245,64701,64704,64702,3
246,64821,64823,64822,2
247,64836,64837,64836,1
248,64971,64976,64972,5
249,65966,65971,65968,5
250,66103,66106,66105,3
251,66153,66155,66154,2
252,66169,66172,66170,3
253,66426,66428,66427,2
254,66492,66494,66493,2
255,66631,66641,66632,10
256,66685,66689,66686,4
257,66837,66841,66838,4
258,66989,66992,66990,3
259,67459,67465,67461,6
260,67615,67620,67617,5
261,67636,67639,67637,3
262,67765,67769,67766,4
263,68074,68076,68075,2
264,68120,68125,68121,5
265,68244,68247,68246,3
266,68287,68291,68288,4
267,68441,68444,68443,3
268,68695,68699,68696,4
269,69115,69120,69117,5
270,69172,69177,69174,5
271,69251,69256,69252,5
272,70134,70137,70135,3
273,70162,70164,70163,2
274,70185,70187,70186,2
275,70208,70210,70209,2
276,70340,70348,70343,8
277,70539,70540,70539,1
278,70691,70696,70692,5
279,70737,70741,70738,4
280,70828,70832,70831,4
281,70864,70866,70865,2
282,71604,71610,71605,6
283,71632,71646,71633,14
284,72684,72687,72686,3
285,72699,72702,72701,3
286,72784,72791,72785,7
287,72799,72805,72801,6
288,72938,72943,72939,5
289,73000,73020,73001,20
290,73866,73873,73867,7
291,73886,73888,73887,2
292,74518,74523,74520,5
293,75850,75855,75851,5
294,75919,75951,75919,32
295,76552,76554,76553,2
296,77565,77571,77567,6
297,77910,77922,77913,12
298,78185,78188,78186,3
299,78206,78209,78207,3
300,78504,78506,78505,2
301,78513,78519,78515,6
302,78884,78888,78885,4
303,79035,79037,79036,2
304,79060,79064,79063,4
305,79492,79495,79493,3
306,79531,79537,79532,6
307,79538,79546,79541,8
308,80679,80681,80680,2
309,80852,80857,80853,5
310,81202,81206,81204,4
311,82543,82545,82544,2
312,82565,82567,82566,2
313,83149,83153,83150,4
314,83243,83244,83243,1
315,83570,83574,83573,4
316,83584,83589,83587,5
317,83684,83687,83685,3
318,83989,83993,83991,4
319,84055,84058,84056,3
320,84098,84102,84100,4
321,85200,85203,85201,3
322,85245,85247,85245,2
323,85278,85280,85279,2
324,85299,85303,85300,4
325,85611,85612,85611,1
326,85865,85867,85866,2
327,86094,86098,86096,4
328,90589,90591,90590,2
329,91262,91265,91264,3
330,92591,92598,92593,7
331,93149,93153,93151,4
332,93772,93774,93773,2
333,94243,94248,94245,5
334,94322,94325,94323,3
335,94797,94800,94798,3
336,95127,95130,95128,3
337,95267,95270,95268,3
338,95295,95297,95296,2
339,95977,95980,95978,3
340,96832,96837,96834,5
341,97067,97071,97067,4
342,97098,97104,97099,6
343,97175,97179,97177,4
344,97188,97193,97191,5
345,97384,97387,97385,3
346,97478,97480,97479,2
347,97515,97517,97516,2
348,97935,97938,97936,3
349,98078,98082,98079,4
350,98324,98326,98325,2
351,98696,98699,98698,3
352,98807,98811,98808,4
353,98869,98873,98871,4
354,98899,98902,98900,3
355,99822,99825,99823,3
356,99845,99851,99846,6
357,99878,99881,99879,3
358,99935,99938,99936,3
359,99945,99948,99946,3
360,100019,100023,100020,4
361,100041,100043,100042,2
362,100072,100075,100073,3
363,100945,100948,100946,3
364,100970,100973,100971,3
365,101109,101112,101110,3
366,101313,101316,101314,3
367,101336,101346,101338,10
368,101368,101372,101369,4
369,101398,101412,101400,14
370,101461,101469,101462,8
371,101546,101549,101547,3
372,101867,101871,101868,4
373,101907,101910,101908,3
374,101960,101962,101961,2
375,101993,101995,101994,2
376,102011,102014,102013,3
377,102022,102024,102023,2
378,102220,102226,102223,6
379,102296,102298,102297,2
380,102387,102396,102388,9
381,102830,102832,102831,2
382,102865,102869,102866,4
383,103054,103056,103055,2
384,103198,103202,103199,4
385,103510,103512,103511,2
386,103564,103570,103565,6
387,103583,103587,103584,4
388,103947,103951,103948,4
389,103964,103969,103966,5
390,104220,104222,104221,2
391,104455,104458,104456,3
392,105251,105258,105253,7
393,105657,105660,105658,3
394,105854,105858,105855,4
395,105864,105870,105867,6
396,105929,105934,105930,5
397,105948,105955,105949,7
398,106153,106159,106155,6
399,106409,106413,106412,4
400,106987,106991,106989,4
401,107360,107363,107361,3
402,107774,107778,107774,4
403,107826,107828,107827,2
404,107904,107906,107905,2
405,108053,108055,108054,2
406,108619,108623,108621,4
407,109064,109068,109066,4
408,109365,109369,109366,4
409,109947,109953,109950,6
410,110337,110340,110338,3
411,110422,110427,110425,5
412,110482,110484,110483,2
413,110927,110931,110928,4
414,110952,110954,110953,2
415,110979,110981,110980,2
