,Start_blink,End_blink,Blink_frame,No_of_frames
0,27,30,27,3
1,66,71,67,5
2,112,115,112,3
3,182,184,182,2
4,247,255,247,8
5,294,299,296,5
6,305,307,305,2
7,383,385,383,2
8,393,398,395,5
9,453,456,453,3
10,590,596,590,6
11,642,645,642,3
12,694,698,694,4
13,778,783,778,5
14,802,809,802,7
15,874,879,874,5
16,930,933,930,3
17,1066,1069,1066,3
18,1160,1167,1160,7
19,1257,1262,1257,5
20,1327,1331,1327,4
21,1341,1344,1341,3
22,1529,1539,1531,10
23,1637,1640,1637,3
24,1814,1820,1816,6
25,1875,1881,1877,6
26,1912,1918,1915,6
27,1950,1956,1950,6
28,1999,2004,1999,5
29,2092,2095,2092,3
30,2127,2131,2127,4
31,2209,2211,2209,2
32,2308,2312,2308,4
33,2353,2357,2353,4
34,2387,2390,2387,3
35,2475,2478,2475,3
36,2486,2488,2486,2
37,2567,2570,2567,3
38,2601,2611,2601,10
39,2637,2641,2637,4
40,2740,2765,2740,25
41,2870,2874,2872,4
42,2887,2891,2889,4
43,2951,2962,2951,11
44,2998,3002,2998,4
45,3059,3061,3059,2
46,3113,3116,3113,3
47,3163,3166,3163,3
48,3194,3196,3194,2
49,3353,3356,3353,3
50,3406,3410,3406,4
51,3458,3462,3458,4
52,3479,3482,3480,3
53,3595,3600,3595,5
54,3634,3640,3634,6
55,3697,3702,3697,5
56,3772,3779,3772,7
57,3866,3869,3866,3
58,3891,3895,3891,4
59,3981,3984,3981,3
60,4120,4123,4120,3
61,4237,4240,4237,3
62,4312,4318,4312,6
63,4357,4362,4359,5
64,4397,4401,4397,4
65,4414,4417,4414,3
66,4466,4471,4466,5
67,4519,4522,4519,3
68,4560,4567,4561,7
69,4682,4686,4682,4
70,4714,4718,4714,4
71,4797,4801,4797,4
72,4840,4843,4840,3
73,5040,5042,5040,2
74,5089,5093,5089,4
75,5169,5171,5169,2
76,5218,5224,5219,6
77,5376,5381,5376,5
78,5450,5461,5450,11
79,5462,5470,5462,8
80,5551,5555,5551,4
81,5588,5590,5588,2
82,5671,5677,5671,6
83,5747,5750,5747,3
84,5806,5810,5808,4
85,5857,5860,5857,3
86,5901,5905,5901,4
87,5911,5914,5911,3
88,5972,5976,5972,4
89,6170,6173,6170,3
90,6221,6239,6221,18
91,6489,6491,6489,2
92,6532,6536,6532,4
93,6624,6627,6624,3
94,6704,6708,6704,4
95,6780,6786,6782,6
96,6873,6876,6873,3
97,7003,7014,7003,11
98,7075,7082,7075,7
99,7378,7390,7378,12
100,7475,7480,7475,5
101,7588,7605,7588,17
102,7670,7681,7670,11
103,7804,7808,7804,4
104,7862,7864,7862,2
105,7977,7982,7979,5
106,8013,8016,8013,3
107,8086,8089,8086,3
108,8231,8236,8233,5
109,8371,8379,8373,8
110,8507,8513,8509,6
111,8643,8649,8646,6
112,8677,8683,8679,6
113,8730,8735,8730,5
114,8809,8813,8810,4
115,8910,8918,8911,8
116,9250,9252,9250,2
117,9363,9369,9364,6
118,9465,9472,9465,7
119,9548,9592,9548,44
120,9808,9811,9808,3
121,9895,9898,9895,3
122,9938,9968,9938,30
123,9969,9974,9969,5
124,10021,10027,10021,6
125,10107,10113,10107,6
126,10189,10197,10189,8
127,10324,10330,10324,6
128,10424,10428,10426,4
129,10448,10503,10448,55
130,10646,10650,10646,4
131,10682,10688,10684,6
132,10811,10829,10811,18
133,10867,10871,10868,4
134,10906,10909,10906,3
135,10954,10957,10954,3
136,11033,11039,11033,6
137,11283,11290,11283,7
138,11563,11567,11563,4
139,11962,11978,11962,16
140,12188,12192,12188,4
141,12255,12260,12255,5
142,12364,12375,12365,11
143,12464,12476,12464,12
144,12523,12531,12525,8
145,12872,12877,12874,5
146,13005,13009,13005,4
147,13104,13116,13105,12
148,13189,13195,13189,6
149,13202,13207,13203,5
150,13239,13243,13240,4
151,13427,13435,13427,8
152,13639,13647,13639,8
153,13699,13702,13699,3
154,13916,13920,13916,4
155,14095,14100,14095,5
156,14197,14201,14197,4
157,14326,14331,14328,5
158,14371,14375,14373,4
159,14412,14414,14412,2
160,14433,14437,14434,4
161,14452,14465,14452,13
162,14500,14505,14502,5
163,14527,14529,14527,2
164,14628,14631,14628,3
165,14732,14739,14735,7
166,14777,14782,14777,5
167,15069,15081,15069,12
168,15130,15143,15132,13
169,15191,15196,15193,5
