,Start_blink,End_blink,Blink_frame,No_of_frames
0,11,16,13,5
1,129,135,132,6
2,148,152,149,4
3,195,199,196,4
4,239,244,243,5
5,280,286,284,6
6,342,347,344,5
7,382,385,383,3
8,452,455,453,3
9,549,552,550,3
10,628,632,629,4
11,715,719,718,4
12,954,956,955,2
13,1109,1113,1109,4
14,1282,1285,1284,3
15,1429,1433,1432,4
16,1494,1496,1495,2
17,1564,1567,1565,3
18,1673,1697,1674,24
19,1736,1739,1737,3
20,1803,1808,1804,5
21,1817,1822,1820,5
22,1872,1874,1873,2
23,1899,1904,1901,5
24,2186,2188,2187,2
25,2234,2238,2235,4
26,2343,2356,2346,13
27,2437,2440,2438,3
28,2520,2524,2522,4
29,2585,2590,2588,5
30,2688,2692,2689,4
31,2741,2744,2742,3
32,2851,2855,2852,4
33,2917,2921,2918,4
34,3061,3065,3062,4
35,3197,3200,3198,3
36,3302,3308,3304,6
37,3490,3492,3491,2
38,3544,3546,3545,2
39,3601,3603,3602,2
40,3767,3771,3768,4
41,3825,3829,3827,4
42,3857,3861,3859,4
43,4082,4084,4083,2
44,4269,4273,4270,4
45,4287,4291,4288,4
46,4345,4349,4347,4
47,4577,4580,4578,3
48,4673,4677,4675,4
49,4721,4723,4722,2
50,4854,4857,4855,3
51,4947,4951,4949,4
52,5027,5031,5028,4
53,5074,5076,5075,2
54,5138,5143,5139,5
55,5260,5262,5261,2
56,5506,5509,5507,3
57,5638,5659,5640,21
58,5687,5689,5688,2
59,5793,5798,5794,5
60,5835,5845,5836,10
61,5866,5869,5867,3
62,5920,5923,5922,3
63,5939,5942,5940,3
64,5960,5963,5962,3
65,5973,5976,5974,3
66,6054,6057,6055,3
67,6073,6080,6074,7
68,6188,6193,6189,5
69,6242,6247,6243,5
70,6366,6368,6367,2
71,6401,6404,6402,3
72,6415,6417,6416,2
73,6464,6467,6465,3
74,6482,6484,6482,2
75,6515,6519,6517,4
76,6566,6570,6567,4
77,6756,6759,6758,3
78,6861,6864,6862,3
79,6873,6877,6874,4
80,6960,6962,6961,2
81,6980,6983,6981,3
82,7176,7185,7177,9
83,7215,7221,7216,6
84,7234,7240,7236,6
