,Start_blink,End_blink,Blink_frame,No_of_frames
0,53,55,54,2
1,481,484,481,3
2,873,876,873,3
3,1052,1053,1052,1
4,1079,1081,1080,2
5,1135,1137,1136,2
6,1178,1180,1178,2
7,1381,1383,1382,2
8,1399,1402,1399,3
9,1426,1431,1430,5
10,1442,1447,1443,5
11,1478,1482,1479,4
12,1572,1576,1574,4
13,1584,1588,1585,4
14,1692,1695,1692,3
15,1769,1773,1772,4
16,1946,1948,1946,2
17,2020,2023,2021,3
18,2064,2066,2065,2
19,2115,2120,2116,5
20,2168,2170,2169,2
21,2176,2181,2180,5
22,2316,2320,2319,4
23,2410,2413,2411,3
24,2460,2463,2461,3
25,2493,2495,2494,2
26,2561,2564,2563,3
27,2597,2601,2598,4
28,2661,2664,2662,3
29,2676,2679,2677,3
30,2703,2708,2705,5
31,2778,2782,2779,4
32,2875,2879,2876,4
33,3014,3017,3015,3
34,3035,3036,3035,1
35,3114,3118,3115,4
36,3327,3329,3327,2
37,3359,3362,3359,3
38,3367,3371,3368,4
39,3403,3406,3404,3
40,3468,3472,3469,4
41,3486,3488,3486,2
42,3532,3534,3532,2
43,3564,3566,3564,2
44,3659,3661,3659,2
45,3749,3750,3749,1
46,3777,3781,3779,4
47,3795,3800,3797,5
48,3873,3877,3876,4
49,3938,3941,3938,3
50,3993,3996,3994,3
51,4003,4009,4004,6
52,4135,4138,4136,3
53,4147,4152,4148,5
54,4351,4352,4351,1
55,4435,4438,4435,3
56,4539,4541,4540,2
57,4573,4576,4574,3
58,4734,4737,4736,3
59,4778,4782,4780,4
60,4802,4805,4803,3
61,4825,4829,4827,4
62,4842,4845,4844,3
63,4904,4906,4905,2
64,4975,4977,4976,2
65,5163,5167,5164,4
66,5201,5202,5201,1
67,5296,5298,5296,2
68,5422,5426,5423,4
69,5700,5702,5700,2
70,5734,5736,5734,2
71,5786,5788,5786,2
72,5812,5814,5813,2
73,5855,5858,5856,3
74,5892,5895,5894,3
75,5952,5956,5953,4
76,6060,6063,6061,3
77,6090,6094,6092,4
78,6133,6136,6134,3
79,6212,6214,6213,2
80,6259,6262,6260,3
81,6293,6296,6294,3
82,6322,6325,6323,3
83,6347,6351,6350,4
84,6391,6393,6391,2
85,6425,6430,6428,5
86,6456,6458,6456,2
87,6488,6491,6489,3
88,6569,6574,6570,5
89,6618,6621,6618,3
90,6655,6656,6655,1
91,6693,6694,6693,1
92,6731,6735,6732,4
93,6767,6772,6769,5
94,6831,6835,6832,4
95,6868,6872,6870,4
