,Start_blink,End_blink,Blink_frame,No_of_frames
0,56,57,56,1
1,78,83,79,5
2,108,115,111,7
3,127,129,128,2
4,223,228,224,5
5,261,275,263,14
6,583,586,584,3
7,599,609,601,10
8,645,669,647,24
9,1117,1125,1119,8
10,1152,1166,1153,14
11,1760,1766,1761,6
12,1818,1827,1821,9
13,2090,2095,2091,5
14,2451,2456,2452,5
15,2483,2491,2484,8
16,2604,2609,2608,5
17,2777,2779,2778,2
18,2814,2820,2815,6
19,3870,3873,3871,3
20,4416,4419,4417,3
21,4839,4845,4841,6
22,4949,4964,4950,15
23,4979,4984,4982,5
24,5042,5054,5043,12
25,5105,5119,5109,14
26,5138,5140,5139,2
27,5269,5270,5269,1
28,5386,5390,5388,4
29,5462,5466,5463,4
30,5703,5711,5704,8
31,5735,5746,5738,11
32,5782,5790,5783,8
33,5813,5819,5814,6
34,5906,5912,5908,6
35,6068,6082,6070,14
36,6085,6091,6086,6
37,6116,6121,6117,5
38,6197,6200,6198,3
39,6254,6257,6255,3
40,6374,6380,6376,6
41,6631,6640,6632,9
42,6669,6674,6671,5
43,6696,6704,6697,8
44,6733,6738,6734,5
45,6800,6809,6802,9
46,6819,6824,6821,5
47,6882,6886,6884,4
48,7026,7030,7028,4
49,7068,7071,7069,3
50,7252,7254,7253,2
51,7269,7276,7270,7
52,8057,8061,8060,4
53,8089,8091,8090,2
54,8119,8125,8121,6
55,8221,8229,8222,8
56,8261,8274,8264,13
57,8283,8288,8284,5
58,8327,8332,8328,5
59,8377,8380,8378,3
60,8402,8407,8404,5
61,8466,8469,8467,3
62,8504,8513,8505,9
63,8528,8534,8529,6
64,8788,8799,8789,11
65,9004,9012,9006,8
66,9041,9044,9042,3
67,9146,9161,9147,15
68,9210,9229,9211,19
69,9249,9253,9250,4
70,9380,9387,9381,7
71,9783,9791,9784,8
72,9869,9878,9870,9
73,10771,10774,10772,3
74,10999,11004,11000,5
75,11059,11097,11059,38
76,11098,11118,11098,20
77,11124,11129,11125,5
78,11879,11884,11880,5
79,12326,12334,12327,8
80,12774,12777,12776,3
81,12904,12906,12905,2
82,13414,13417,13415,3
83,13475,13478,13477,3
84,13522,13527,13524,5
85,13540,13544,13541,4
86,13649,13652,13651,3
87,14218,14222,14219,4
88,14497,14500,14499,3
89,14549,14558,14550,9
90,14626,14631,14628,5
91,15207,15209,15207,2
92,15394,15401,15396,7
93,15492,15495,15493,3
94,16356,16361,16357,5
95,16684,16702,16685,18
96,16761,16763,16762,2
97,16796,16812,16797,16
98,16931,16936,16932,5
99,17056,17058,17057,2
100,17311,17315,17314,4
101,17427,17429,17428,2
102,17442,17445,17443,3
103,18253,18255,18254,2
104,18422,18427,18424,5
105,18616,18621,18617,5
106,19053,19057,19054,4
107,19084,19088,19086,4
108,19120,19126,19121,6
