,Start_blink,End_blink,Blink_frame,No_of_frames
0,5,9,7,4
1,75,76,75,1
2,148,153,149,5
3,347,349,347,2
4,489,490,489,1
5,562,565,563,3
6,636,640,638,4
7,708,709,708,1
8,726,732,727,6
9,828,831,829,3
10,1113,1116,1114,3
11,1178,1180,1179,2
12,1405,1408,1407,3
13,1481,1486,1484,5
14,1626,1630,1628,4
15,1728,1731,1729,3
16,1878,1880,1879,2
17,1906,1908,1907,2
18,2048,2050,2049,2
19,2103,2106,2104,3
20,2268,2271,2269,3
21,2388,2391,2388,3
22,2431,2434,2433,3
23,2480,2481,2480,1
24,2512,2519,2515,7
25,2537,2539,2538,2
26,2550,2551,2550,1
27,2723,2724,2723,1
28,2878,2882,2879,4
29,2893,2896,2894,3
30,2950,2953,2951,3
31,3023,3024,3023,1
32,3075,3079,3075,4
33,3264,3269,3268,5
34,3328,3330,3328,2
35,3398,3409,3399,11
36,3428,3435,3431,7
37,3566,3579,3567,13
38,3651,3658,3652,7
39,3675,3679,3678,4
40,3756,3760,3757,4
41,3838,3842,3841,4
42,3930,3933,3932,3
43,4015,4019,4016,4
44,4106,4110,4109,4
45,4259,4262,4260,3
46,4318,4322,4319,4
47,4428,4431,4428,3
48,4486,4488,4487,2
49,4501,4505,4503,4
50,4550,4553,4551,3
51,4586,4590,4587,4
52,4617,4624,4617,7
53,4754,4757,4756,3
54,4877,4880,4878,3
55,5019,5022,5020,3
56,5176,5180,5178,4
57,5221,5225,5223,4
58,5424,5427,5425,3
59,5600,5603,5601,3
60,5784,5786,5784,2
61,5862,5863,5862,1
62,6006,6010,6008,4
63,6113,6136,6114,23
64,6183,6185,6184,2
65,6211,6213,6212,2
66,6258,6261,6259,3
67,6302,6306,6304,4
68,6421,6423,6421,2
69,6496,6501,6498,5
70,6617,6620,6618,3
71,6868,6871,6870,3
72,7075,7079,7076,4
73,7129,7132,7130,3
74,7146,7150,7147,4
75,7245,7248,7245,3
76,7329,7332,7329,3
77,7431,7434,7433,3
78,7556,7559,7557,3
79,7639,7642,7641,3
80,7774,7778,7775,4
81,7847,7849,7847,2
82,7960,7963,7961,3
83,8172,8176,8173,4
84,8316,8319,8317,3
85,8410,8412,8411,2
86,8427,8429,8428,2
87,8549,8553,8552,4
88,8691,8695,8693,4
89,8717,8734,8720,17
90,8826,8828,8827,2
91,8859,8863,8860,4
92,8935,8940,8937,5
93,8989,8994,8990,5
94,9063,9067,9065,4
95,9168,9171,9169,3
96,9264,9268,9265,4
97,9352,9355,9353,3
98,9469,9473,9471,4
99,9653,9656,9653,3
100,9811,9818,9811,7
101,9889,9891,9890,2
102,9926,9928,9927,2
103,10117,10120,10118,3
104,10293,10296,10294,3
105,10406,10408,10407,2
106,10575,10578,10576,3
107,10672,10675,10673,3
108,10767,10771,10769,4
109,10820,10823,10821,3
110,10902,10904,10902,2
111,11017,11020,11018,3
112,11110,11113,11111,3
113,11302,11304,11303,2
114,11431,11435,11433,4
115,11515,11519,11517,4
116,11574,11577,11576,3
117,11610,11611,11610,1
118,11675,11679,11676,4
119,11747,11751,11749,4
120,11850,11854,11852,4
121,11914,11918,11914,4
