,Start_blink,End_blink,Blink_frame,No_of_frames
0,4,8,7,4
1,18,25,21,7
2,46,49,47,3
3,150,154,151,4
4,195,203,199,8
5,227,231,228,4
6,306,310,307,4
7,328,333,330,5
8,364,366,365,2
9,485,490,486,5
10,495,501,496,6
11,539,545,540,6
12,581,586,583,5
13,642,644,643,2
14,662,667,663,5
15,724,728,725,4
16,743,748,744,5
17,804,807,805,3
18,839,844,841,5
19,859,870,862,11
20,979,984,980,5
21,1303,1309,1304,6
22,1321,1324,1322,3
23,1332,1337,1335,5
24,1440,1445,1442,5
25,1496,1501,1498,5
26,1537,1542,1538,5
27,1582,1592,1583,10
28,1654,1659,1655,5
29,1669,1678,1671,9
30,1715,1719,1717,4
31,1736,1738,1737,2
32,1787,1793,1789,6
33,1936,1939,1938,3
34,1958,1963,1960,5
35,2108,2112,2111,4
36,2168,2174,2170,6
37,2526,2529,2527,3
38,2628,2630,2629,2
39,3051,3054,3052,3
40,3087,3092,3088,5
41,3306,3308,3307,2
42,3354,3360,3357,6
43,3393,3397,3394,4
44,3443,3445,3444,2
45,3521,3527,3522,6
46,3615,3617,3616,2
47,3711,3713,3712,2
48,3866,3869,3867,3
49,4014,4017,4015,3
50,4090,4093,4091,3
51,4137,4141,4139,4
52,4185,4190,4186,5
53,4267,4272,4270,5
54,4322,4325,4323,3
55,4426,4428,4427,2
56,4488,4492,4489,4
57,4678,4680,4679,2
58,4982,4987,4984,5
59,4993,4997,4994,4
60,5081,5092,5082,11
61,5118,5123,5120,5
62,5128,5132,5129,4
63,5163,5171,5164,8
64,5211,5214,5212,3
65,5284,5289,5287,5
66,5337,5339,5338,2
67,5376,5384,5379,8
68,5428,5431,5430,3
69,5438,5443,5439,5
70,5588,5590,5589,2
71,5905,5908,5906,3
72,5945,5949,5947,4
73,6017,6028,6020,11
74,6195,6198,6197,3
75,6241,6246,6242,5
76,6311,6315,6312,4
77,6340,6344,6342,4
78,6411,6417,6412,6
79,6608,6616,6611,8
80,6769,6771,6770,2
81,7034,7038,7035,4
82,7135,7137,7136,2
83,7268,7273,7270,5
84,7350,7356,7352,6
85,7416,7422,7418,6
86,7484,7486,7485,2
87,7537,7542,7540,5
88,7602,7607,7605,5
89,7790,7792,7791,2
90,7888,7893,7890,5
91,7949,7957,7950,8
92,7984,7990,7987,6
93,8019,8026,8022,7
94,8056,8073,8058,17
95,8097,8129,8099,32
96,8164,8168,8166,4
97,8193,8196,8195,3
98,8214,8218,8215,4
99,8317,8321,8318,4
100,8379,8384,8381,5
101,8452,8457,8454,5
102,8510,8513,8511,3
103,8567,8572,8569,5
104,8604,8608,8605,4
105,8683,8688,8685,5
106,8696,8701,8698,5
107,8724,8726,8725,2
108,8747,8754,8748,7
109,8836,8841,8837,5
110,8912,8925,8916,13
111,8945,8956,8946,11
112,8993,8999,8994,6
113,9035,9039,9036,4
114,9068,9070,9069,2
115,9143,9150,9144,7
116,9190,9193,9192,3
117,9221,9228,9224,7
118,9278,9282,9279,4
119,9373,9379,9376,6
120,9405,9410,9406,5
121,9445,9448,9446,3
122,9495,9498,9497,3
123,9563,9572,9566,9
124,9581,9585,9582,4
125,9617,9621,9618,4
126,9711,9716,9712,5
127,9730,9735,9733,5
128,9779,9782,9780,3
129,9876,9879,9877,3
130,9951,9957,9953,6
131,9966,9970,9969,4
132,10096,10101,10098,5
