,Start_blink,End_blink,Blink_frame,No_of_frames
0,15,18,17,3
1,95,98,96,3
2,159,161,160,2
3,247,251,249,4
4,439,440,439,1
5,604,606,605,2
6,685,687,686,2
7,698,701,699,3
8,954,956,955,2
9,1166,1168,1167,2
10,1326,1329,1327,3
11,1570,1573,1571,3
12,1656,1658,1656,2
13,1742,1744,1743,2
14,1903,1906,1904,3
15,1970,1974,1972,4
16,2022,2026,2023,4
17,2034,2037,2035,3
18,2068,2072,2069,4
19,2124,2127,2125,3
20,2138,2141,2139,3
21,2183,2186,2184,3
22,2296,2299,2297,3
23,2492,2494,2493,2
24,2529,2531,2529,2
25,2621,2624,2623,3
26,2943,2945,2944,2
27,3013,3017,3015,4
28,3167,3170,3168,3
29,3274,3278,3277,4
30,3316,3320,3318,4
31,3392,3395,3393,3
32,3490,3492,3491,2
33,3556,3559,3557,3
34,3605,3608,3607,3
35,3812,3815,3813,3
36,3956,3958,3957,2
37,3976,3980,3977,4
38,4068,4073,4068,5
39,4131,4134,4133,3
40,4218,4222,4218,4
41,4281,4284,4283,3
42,4445,4447,4446,2
43,4589,4592,4590,3
44,4604,4607,4605,3
45,4646,4649,4647,3
46,4796,4798,4797,2
47,4900,4903,4901,3
48,5116,5118,5117,2
49,5239,5242,5240,3
50,5313,5315,5313,2
51,5344,5347,5345,3
52,5507,5511,5509,4
53,5576,5578,5577,2
54,5597,5600,5597,3
55,5672,5676,5674,4
56,5720,5724,5721,4
57,5730,5734,5731,4
58,5766,5769,5767,3
59,5883,5886,5884,3
60,6088,6091,6089,3
61,6137,6139,6137,2
62,6210,6213,6211,3
63,6359,6362,6361,3
64,6412,6416,6413,4
65,6451,6453,6452,2
66,6507,6508,6507,1
67,6625,6628,6626,3
68,6681,6682,6681,1
69,6690,6693,6691,3
70,6767,6768,6767,1
71,6836,6839,6837,3
72,6938,6940,6939,2
73,7022,7026,7023,4
74,7416,7418,7417,2
75,7564,7566,7565,2
76,7599,7602,7600,3
77,7750,7754,7751,4
78,7960,7962,7961,2
