,Start_blink,End_blink,Blink_frame,No_of_frames
0,29,32,30,3
1,87,91,88,4
2,150,157,153,7
3,201,204,202,3
4,349,352,350,3
5,622,625,624,3
6,818,821,819,3
7,927,930,928,3
8,1068,1071,1069,3
9,1169,1172,1170,3
10,1291,1322,1295,31
11,1334,1339,1336,5
12,1355,1358,1356,3
13,1370,1373,1371,3
14,1544,1547,1545,3
15,2429,2433,2430,4
16,2643,2646,2645,3
17,2863,2865,2864,2
18,2927,2935,2930,8
19,3868,3873,3869,5
20,3999,4003,4001,4
21,4121,4124,4122,3
22,5041,5046,5042,5
23,5177,5191,5179,14
24,5250,5255,5253,5
25,5288,5291,5289,3
26,5325,5351,5326,26
27,5403,5462,5405,59
28,5481,5484,5482,3
29,5606,5609,5607,3
30,5746,5748,5747,2
31,5762,5768,5766,6
32,6485,6505,6488,20
33,6568,6573,6569,5
34,6633,6635,6634,2
35,6710,6713,6711,3
36,7186,7188,7187,2
37,7247,7249,7248,2
38,7258,7264,7259,6
39,8003,8006,8004,3
40,8610,8613,8612,3
41,8677,8680,8679,3
42,8777,8780,8778,3
43,9046,9050,9047,4
44,9195,9203,9197,8
45,9373,9375,9374,2
46,9561,9565,9562,4
47,9662,9664,9663,2
48,9746,9749,9747,3
49,9926,9929,9927,3
50,10016,10018,10017,2
51,10279,10282,10280,3
52,10319,10322,10320,3
53,10518,10521,10519,3
54,10679,10681,10680,2
55,10739,10747,10742,8
56,10871,10879,10872,8
57,10991,10995,10994,4
58,11238,11241,11239,3
59,11409,11412,11410,3
60,11568,11570,11569,2
61,11791,11794,11792,3
62,11959,11969,11963,10
63,12336,12339,12337,3
64,12592,12595,12593,3
65,12652,12654,12653,2
66,12699,12703,12701,4
67,12748,12751,12749,3
68,12798,12801,12799,3
69,12812,12816,12813,4
70,12863,12866,12864,3
71,12906,12909,12907,3
72,12947,12950,12949,3
73,13034,13036,13035,2
74,13051,13053,13052,2
75,13097,13099,13098,2
76,13142,13144,13143,2
77,13175,13177,13176,2
78,13278,13280,13279,2
79,13344,13348,13347,4
80,13411,13415,13412,4
81,13477,13480,13478,3
82,13575,13578,13576,3
83,13587,13595,13590,8
84,13664,13674,13665,10
85,13703,13717,13707,14
86,13754,13759,13756,5
87,13788,13795,13789,7
88,13812,13823,13813,11
89,13863,13873,13865,10
90,13911,13918,13913,7
91,13940,13943,13941,3
92,13959,13965,13962,6
93,14023,14027,14024,4
94,14044,14047,14045,3
95,14095,14098,14096,3
96,14121,14124,14122,3
97,14153,14157,14154,4
98,14198,14201,14199,3
99,14428,14430,14429,2
100,14546,14550,14547,4
101,14621,14625,14623,4
102,14690,14692,14691,2
103,14699,14703,14702,4
104,14784,14786,14785,2
105,14813,14815,14814,2
106,14844,14846,14845,2
107,14865,14869,14868,4
108,14924,14927,14925,3
109,14970,14972,14971,2
110,14986,14988,14987,2
111,15076,15078,15077,2
112,15159,15162,15160,3
113,15200,15203,15202,3
114,15284,15286,15285,2
115,15371,15373,15372,2
116,15406,15409,15407,3
117,15428,15432,15430,4
118,15497,15499,15498,2
119,15559,15563,15561,4
120,15644,15647,15645,3
121,15769,15773,15772,4
122,15871,15874,15872,3
123,15951,15953,15952,2
124,15993,15997,15994,4
125,16007,16009,16008,2
126,16069,16071,16070,2
127,16105,16109,16107,4
128,16167,16171,16168,4
129,16205,16209,16206,4
130,16215,16220,16216,5
131,16303,16306,16304,3
132,16330,16333,16332,3
133,16354,16356,16355,2
134,16372,16375,16374,3
135,16459,16462,16460,3
136,16473,16476,16474,3
137,16611,16615,16612,4
138,16713,16715,16714,2
139,16829,16832,16830,3
140,17044,17046,17045,2
141,17069,17072,17070,3
142,17139,17141,17140,2
143,17236,17239,17237,3
144,17392,17396,17393,4
145,17434,17436,17435,2
146,17482,17485,17483,3
147,17493,17496,17495,3
148,17682,17685,17684,3
149,17708,17710,17709,2
150,17724,17727,17725,3
151,17872,17875,17873,3
152,17892,17895,17893,3
153,17948,17950,17949,2
154,18036,18040,18038,4
155,18110,18114,18111,4
156,18119,18123,18120,4
157,18181,18184,18182,3
158,18246,18250,18247,4
159,18280,18283,18281,3
160,18291,18293,18292,2
161,18352,18356,18353,4
162,18391,18394,18393,3
163,18440,18443,18441,3
164,18487,18489,18488,2
165,18519,18521,18520,2
166,18605,18608,18606,3
167,18811,18815,18813,4
168,18976,18980,18977,4
169,19087,19089,19088,2
170,19117,19121,19118,4
171,19177,19180,19179,3
172,19225,19227,19226,2
173,19241,19244,19243,3
174,19309,19314,19311,5
175,19367,19370,19368,3
176,19376,19379,19377,3
