,Start_blink,End_blink,Blink_frame,No_of_frames
0,13,19,17,6
1,59,63,60,4
2,74,78,77,4
3,93,114,94,21
4,133,135,134,2
5,143,149,145,6
6,330,334,331,4
7,359,362,360,3
8,371,374,372,3
9,444,449,445,5
10,460,463,461,3
11,519,522,520,3
12,623,627,625,4
13,727,731,729,4
14,741,744,743,3
15,796,799,798,3
16,836,838,837,2
17,1006,1010,1007,4
18,1231,1235,1233,4
19,1314,1317,1315,3
20,1428,1431,1429,3
21,1439,1442,1440,3
22,1530,1533,1531,3
23,1619,1625,1623,6
24,1738,1740,1739,2
25,1803,1805,1804,2
26,1858,1862,1861,4
27,1907,1911,1908,4
28,2003,2005,2004,2
29,2019,2023,2021,4
30,2092,2095,2093,3
31,2126,2130,2128,4
32,2272,2275,2274,3
33,2333,2336,2334,3
34,2367,2371,2368,4
35,2417,2420,2418,3
36,2427,2431,2428,4
37,2578,2582,2579,4
38,2595,2600,2598,5
39,2689,2694,2690,5
40,2847,2851,2848,4
41,3128,3131,3129,3
42,3372,3375,3373,3
43,3407,3410,3409,3
44,3425,3429,3426,4
45,3480,3483,3482,3
46,3491,3495,3492,4
47,3618,3622,3620,4
48,3764,3768,3766,4
49,3802,3805,3803,3
50,3827,3830,3828,3
51,3860,3863,3861,3
52,3869,3872,3870,3
53,3906,3909,3907,3
54,4073,4077,4074,4
55,4090,4094,4091,4
56,4150,4152,4151,2
57,4213,4218,4215,5
58,4374,4378,4376,4
59,4410,4413,4412,3
60,4534,4542,4536,8
61,4807,4810,4808,3
62,5047,5057,5048,10
63,5417,5420,5418,3
64,5432,5436,5433,4
65,5465,5468,5466,3
66,5529,5538,5531,9
67,5768,5771,5769,3
68,5936,5940,5939,4
69,5998,6003,6000,5
70,6018,6023,6019,5
71,6131,6134,6132,3
72,6140,6145,6142,5
73,6170,6174,6171,4
74,6270,6273,6271,3
75,6353,6358,6355,5
76,6363,6366,6364,3
77,6378,6382,6380,4
78,6462,6466,6465,4
79,6524,6527,6525,3
80,6605,6609,6607,4
81,6821,6826,6823,5
82,6884,6886,6885,2
83,7044,7047,7045,3
84,7298,7302,7300,4
85,7403,7406,7404,3
86,7490,7493,7491,3
87,7622,7625,7623,3
88,7634,7637,7635,3
89,7771,7774,7772,3
90,7844,7846,7845,2
91,7861,7864,7862,3
92,7874,7878,7876,4
93,7897,7901,7899,4
94,7972,7974,7973,2
95,8028,8031,8029,3
96,8440,8444,8441,4
97,8550,8555,8552,5
98,8574,8578,8576,4
99,8595,8600,8596,5
100,8796,8800,8797,4
101,8852,8860,8854,8
102,9070,9074,9071,4
103,9201,9205,9203,4
104,9581,9584,9582,3
105,9733,9735,9734,2
106,9786,9789,9787,3
107,9800,9803,9801,3
108,9884,9891,9885,7
109,9944,9947,9945,3
110,9997,10006,9999,9
111,10073,10076,10074,3
112,10433,10441,10435,8
113,10453,10456,10454,3
114,10522,10524,10523,2
115,10628,10632,10629,4
116,10722,10725,10723,3
117,11191,11195,11192,4
118,11300,11311,11304,11
119,11474,11476,11475,2
120,11858,11866,11862,8
121,11908,11911,11909,3
122,12082,12085,12083,3
123,12165,12168,12167,3
124,12403,12405,12404,2
125,12535,12538,12536,3
126,12858,12860,12859,2
127,12908,12912,12911,4
128,13026,13030,13028,4
129,13095,13098,13097,3
130,13198,13202,13199,4
131,13708,13711,13709,3
132,13802,13806,13804,4
133,13892,13896,13893,4
134,14208,14211,14209,3
135,14560,14564,14561,4
136,15330,15335,15333,5
137,15345,15348,15346,3
138,15394,15398,15397,4
139,15415,15420,15417,5
140,15593,15597,15595,4
141,15604,15610,15607,6
142,15841,15844,15842,3
143,15965,15969,15967,4
144,15980,15983,15981,3
145,16087,16090,16088,3
146,16217,16219,16218,2
147,16426,16430,16427,4
148,18304,18308,18306,4
149,18324,18327,18326,3
150,18428,18432,18429,4
151,18460,18462,18461,2
152,18700,18703,18701,3
153,18771,18774,18772,3
154,18793,18798,18794,5
155,19414,19417,19415,3
156,19625,19628,19626,3
157,19672,19675,19673,3
158,19695,19699,19696,4
159,19904,19907,19905,3
160,19925,19928,19926,3
161,20122,20126,20123,4
162,20379,20382,20380,3
163,20469,20472,20471,3
164,20698,20701,20700,3
165,20951,20953,20952,2
166,21072,21076,21073,4
167,21808,21812,21810,4
168,21986,21988,21987,2
169,22080,22082,22081,2
170,22779,22782,22780,3
171,23125,23128,23126,3
172,23449,23454,23452,5
173,23526,23530,23527,4
174,23849,23852,23850,3
175,24017,24020,24018,3
176,24081,24085,24084,4
177,24618,24622,24620,4
178,24877,24880,24878,3
179,25275,25277,25276,2
180,25499,25502,25500,3
181,25771,25776,25773,5
182,26362,26366,26363,4
183,26571,26576,26572,5
184,26853,26856,26854,3
185,26874,26877,26876,3
186,26930,26936,26933,6
187,27128,27133,27130,5
188,27148,27152,27150,4
189,27344,27348,27347,4
190,27409,27412,27410,3
191,27668,27671,27669,3
192,27811,27815,27814,4
193,27912,27915,27913,3
194,28170,28174,28172,4
195,28352,28354,28353,2
196,28595,28599,28596,4
197,30200,30204,30201,4
198,30242,30245,30243,3
199,30261,30265,30262,4
200,30655,30658,30656,3
201,30773,30777,30774,4
202,31028,31030,31029,2
203,32304,32307,32305,3
