,Start_blink,End_blink,Blink_frame,No_of_frames
0,204,206,205,2
1,305,308,306,3
2,334,336,335,2
3,349,353,350,4
4,453,456,454,3
5,575,576,575,1
6,660,662,661,2
7,795,797,796,2
8,965,968,966,3
9,1078,1079,1078,1
10,1278,1279,1278,1
11,1366,1370,1366,4
12,1537,1541,1537,4
13,1565,1566,1565,1
14,1773,1775,1774,2
15,1866,1868,1867,2
16,2025,2029,2025,4
17,2091,2094,2092,3
18,2496,2498,2496,2
19,2573,2574,2573,1
20,2658,2660,2659,2
21,2767,2768,2767,1
22,2865,2868,2866,3
23,3113,3115,3114,2
24,3331,3333,3332,2
25,3462,3463,3462,1
26,3579,3582,3580,3
27,4060,4063,4061,3
28,4125,4129,4126,4
29,4361,4364,4362,3
30,4405,4409,4405,4
31,4722,4724,4722,2
32,4775,4777,4776,2
33,4836,4838,4837,2
34,5021,5023,5022,2
35,5054,5057,5055,3
36,5085,5088,5086,3
37,5186,5189,5187,3
38,5196,5200,5198,4
39,5472,5474,5473,2
40,5514,5516,5515,2
41,5653,5656,5655,3
42,5663,5666,5664,3
43,5697,5699,5698,2
44,5815,5817,5816,2
45,5896,5898,5896,2
46,5950,5951,5950,1
47,6031,6034,6032,3
48,6307,6310,6308,3
49,6579,6583,6581,4
50,7189,7191,7190,2
51,7459,7462,7460,3
52,7547,7550,7548,3
53,7612,7614,7613,2
54,7971,7974,7971,3
55,8008,8010,8009,2
56,8089,8092,8090,3
57,8119,8123,8120,4
58,8180,8183,8181,3
59,8210,8213,8211,3
60,8388,8391,8389,3
61,8495,8497,8496,2
62,8996,8998,8997,2
63,9052,9054,9053,2
64,9212,9215,9213,3
65,9409,9411,9410,2
66,9483,9485,9484,2
67,9694,9697,9694,3
68,9776,9778,9777,2
69,9795,9800,9795,5
70,9876,9878,9877,2
71,9894,9903,9894,9
72,9946,9948,9946,2
73,10069,10072,10069,3
74,10118,10119,10118,1
75,10148,10150,10149,2
76,10271,10274,10271,3
77,10339,10342,10341,3
78,10612,10614,10613,2
79,10701,10704,10702,3
80,10831,10834,10832,3
81,11020,11022,11021,2
82,11090,11092,11091,2
