FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.15813988016793146,0.38123259037315466,0.26968623527054303,[0.72454172 0.44352284],[0.7328403  0.44039196],[0.74130106 0.4422155 ],[0.7488538  0.44734883],[0.74045527 0.4459784 ],[0.73198712 0.44422543],0.7022730112075806,0.4766988754272461,1663567237700
2,0.22950847692428167,0.37298401045084795,0.3012462436875648,[0.72369623 0.44304752],[0.7321015  0.43862504],[0.74025649 0.44057858],[0.74729609 0.447101  ],[0.73917001 0.44584259],[0.73101062 0.44413447],0.7002685070037842,0.47005707025527954,1663567237732
3,0.15609675011726634,0.35668009818161284,0.2563884241494396,[0.72279817 0.44191873],[0.73024857 0.43885213],[0.73804957 0.44082826],[0.7453658  0.44638458],[0.73733008 0.44416332],[0.72965878 0.44257602],0.6976771354675293,0.47015705704689026,1663567237772
4,0.14312557159785982,0.38894472671654706,0.26603514915720344,[0.72197962 0.44265279],[0.72935444 0.43972355],[0.73737371 0.44186741],[0.74488509 0.44761008],[0.73640096 0.44498098],[0.72857767 0.44308141],0.6960729360580444,0.46953582763671875,1663567237808
5,0.13388805628790473,0.3430846252539479,0.23848634077092631,[0.71977347 0.44274715],[0.72727793 0.44021547],[0.73536509 0.44231999],[0.74297649 0.44739276],[0.73450398 0.44527888],[0.72651738 0.44338024],0.6930940747261047,0.4726462662220001,1663567237837
6,0.18163240930769872,0.3458719795425508,0.26375219442512476,[0.71791857 0.44252861],[0.72567654 0.4390974 ],[0.73359281 0.44113815],[0.74084282 0.44680044],[0.73259497 0.44513267],[0.72476339 0.44335422],0.6913379430770874,0.4727102220058441,1663567237870
7,0.13847429205311867,0.380205125223448,0.2593397086382834,[0.71626985 0.44314414],[0.72402352 0.44019553],[0.73206282 0.44169641],[0.73951793 0.4463951 ],[0.73130774 0.44478494],[0.72335583 0.44344941],0.689333975315094,0.4753035008907318,1663567237899
8,0.13726619677411975,0.35336549018171987,0.2453158434779198,[0.71412939 0.44334385],[0.72183526 0.43985742],[0.72999281 0.44124961],[0.73743606 0.44611523],[0.72909749 0.44427606],[0.72114724 0.44307202],0.6868392825126648,0.4766232669353485,1663567237929
9,0.15134271489872317,0.38850930519580196,0.2699260100472626,[0.71250302 0.44347793],[0.72014171 0.43948919],[0.7283749  0.44074428],[0.73586798 0.44571921],[0.7273913  0.44408256],[0.71947026 0.44305098],0.6852632761001587,0.4758382737636566,1663567237959
10,0.18211541711605822,0.41046393475323484,0.2962896759346465,[0.71216255 0.44378343],[0.72005236 0.43952405],[0.72817284 0.44073921],[0.73547512 0.44565934],[0.72710371 0.44480294],[0.71919411 0.44375446],0.6848729848861694,0.4769180417060852,1663567237989
