FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.2399282828977361,0.39338777706794736,0.31665802998284176,[0.71794772 0.44212434],[0.72805798 0.43898165],[0.73715508 0.44289878],[0.74405926 0.45047265],[0.73530293 0.44913101],[0.72628468 0.44539395],0.6915944218635559,0.4841530919075012,1663567497439
2,0.22192875878177373,0.4694550052924066,0.34569188203709017,[0.7184397  0.44219249],[0.72747833 0.43864232],[0.73590231 0.44128215],[0.74279821 0.44781542],[0.73481381 0.44644776],[0.7263878  0.44435617],0.6928250789642334,0.4737394154071808,1663567497468
3,0.21670896108618892,0.44577400891311436,0.33124148499965167,[0.71850187 0.44336128],[0.72669655 0.43978271],[0.7345463  0.44213355],[0.74108016 0.44840699],[0.73354107 0.44676131],[0.72573733 0.44498658],0.6928989291191101,0.47045427560806274,1663567497504
4,0.26237224085363725,0.44883630449044987,0.35560427267204353,[0.71711451 0.44404083],[0.7256636  0.43925583],[0.73373353 0.44108376],[0.7405414 0.4476864],[0.7323947  0.44703051],[0.72442883 0.44548002],0.6896985769271851,0.4716361165046692,1663567497532
5,0.2678917152967981,0.48532216786862,0.376606941582709,[0.71702647 0.44280764],[0.72548497 0.43781811],[0.73364735 0.43974483],[0.74061656 0.44686946],[0.73239505 0.44589376],[0.72430044 0.44426012],0.6895239949226379,0.4695216715335846,1663567497561
6,0.28329337503319685,0.4503549920958243,0.3668241835645106,[0.7161504  0.44196931],[0.72466385 0.43683726],[0.73290038 0.4384667 ],[0.73977584 0.44524124],[0.73176646 0.44502315],[0.72359639 0.44361353],0.6881756782531738,0.46853509545326233,1663567497594
7,0.2777276613792252,0.4528240211838872,0.3652758412815562,[0.71604252 0.44090128],[0.72472787 0.43631342],[0.732831  0.4381786],[0.73953456 0.44465277],[0.73170251 0.444547  ],[0.72355503 0.44295719],0.6887116432189941,0.4671964645385742,1663567497623
8,0.2670407365769309,0.4587281758268973,0.3628844562019141,[0.71573037 0.44094065],[0.72407925 0.43640092],[0.73203081 0.43833318],[0.73870504 0.4446584 ],[0.73072422 0.44425482],[0.7228719  0.44265127],0.687227189540863,0.46865788102149963,1663567497648
9,0.2855237143425205,0.4016114021408003,0.3435675582416604,[0.71674949 0.43878722],[0.7252984 0.433873 ],[0.73350471 0.43582174],[0.74025548 0.44290745],[0.73207152 0.44238219],[0.7240119  0.44066474],0.688403308391571,0.46467116475105286,1663567497677
10,0.2526787012177771,0.4258927483124298,0.33928572476510344,[0.71733767 0.43643153],[0.72555375 0.43229306],[0.73366511 0.43469086],[0.74052811 0.44120759],[0.73222661 0.4403711 ],[0.72427952 0.43826449],0.6892102360725403,0.46389520168304443,1663567497709
11,0.2589928407289951,0.32828439056192654,0.2936386156454608,[0.71844202 0.43592536],[0.72684115 0.43233266],[0.73490834 0.43469614],[0.74161398 0.44112867],[0.73389059 0.44048283],[0.72586465 0.43868417],0.6914700269699097,0.46001091599464417,1663567497739
12,0.29521943793256883,0.28870765901376233,0.2919635484731656,[0.71936953 0.43517858],[0.72753441 0.43097216],[0.73545384 0.43353739],[0.74208772 0.44050422],[0.73423409 0.44002628],[0.72640443 0.43805742],0.6928549408912659,0.459128737449646,1663567497772
13,0.30005370660931313,0.3127214410279548,0.30638757381863396,[0.71986288 0.43542677],[0.72870106 0.43128604],[0.73681563 0.43405068],[0.74341404 0.44139132],[0.73557806 0.44091904],[0.72745323 0.43878338],0.6928808689117432,0.4550572633743286,1663567497802
14,0.2927279683724096,0.42375312106488283,0.3582405447186462,[0.71987778 0.43527859],[0.72857928 0.43101192],[0.73652232 0.43366128],[0.74283308 0.4407886 ],[0.73526269 0.44017741],[0.72730857 0.43808293],0.6940465569496155,0.45623886585235596,1663567497831
15,0.3141508290514814,0.3197768368243286,0.316963832937905,[0.71949172 0.43701345],[0.72717881 0.43187749],[0.734824   0.43387258],[0.74144524 0.44112021],[0.73380888 0.44053209],[0.7262823  0.43911847],0.6916811466217041,0.4616923928260803,1663567497863
16,0.3020092447902726,0.4616565771538421,0.38183291097205735,[0.71914583 0.43668345],[0.72686815 0.43159425],[0.73451948 0.43390784],[0.74121386 0.44155055],[0.73334616 0.44034109],[0.72586161 0.43863311],0.6908348202705383,0.46054548025131226,1663567497897
17,0.2817935524632183,0.3969419533144883,0.3393677528888533,[0.71876055 0.43680629],[0.72652757 0.43226409],[0.73407608 0.43432659],[0.74084932 0.44125605],[0.73315787 0.44031864],[0.72557908 0.438833  ],0.6908046007156372,0.46040064096450806,1663567497925
18,0.29310469453031424,0.3838463081181675,0.33847550132424087,[0.71823579 0.43729433],[0.72626859 0.43261978],[0.73397589 0.43496439],[0.74055815 0.44231063],[0.73287553 0.44125849],[0.72523546 0.43956572],0.6896286606788635,0.4609811007976532,1663567497953
19,0.29622110425071857,0.43548379216667166,0.3658524482086951,[0.71824306 0.43812776],[0.72629362 0.43344155],[0.73392481 0.43584326],[0.74038631 0.44316763],[0.73276192 0.44213802],[0.72516799 0.44040397],0.6906764507293701,0.46296995878219604,1663567497983
20,0.27857381081870036,0.4878556765745038,0.3832147436966021,[0.71958148 0.44049358],[0.72717792 0.43584916],[0.734658   0.43749022],[0.74156755 0.44347766],[0.73409712 0.4432748 ],[0.72652644 0.44236678],0.693226158618927,0.46668702363967896,1663567498015
21,0.34579736605217964,0.6221256734745197,0.48396151976334967,[0.72035742 0.44018176],[0.72816324 0.43468457],[0.73566836 0.43734887],[0.74194461 0.44417563],[0.73424238 0.44435424],[0.72684264 0.44260922],0.6912384629249573,0.4703209698200226,1663567498050
22,0.37039033759952045,0.4820802089685066,0.42623527328401356,[0.71920133 0.4447006 ],[0.72680658 0.4386251 ],[0.73419631 0.4407149 ],[0.74043983 0.44796252],[0.73277098 0.44822386],[0.72553509 0.44680133],0.6894490122795105,0.4734337627887726,1663567498078
23,0.32219102495440444,0.4419327131998395,0.382061869077122,[0.71982378 0.44379777],[0.72797424 0.43845689],[0.7356528  0.44071087],[0.7421149  0.44760203],[0.73455924 0.44752887],[0.72690898 0.44604906],0.6900597214698792,0.4725644290447235,1663567498109
24,0.2072712211158821,0.4763300255434143,0.3418006233296482,[0.72091949 0.44150633],[0.72838122 0.43764564],[0.73593801 0.44006595],[0.74275082 0.44627613],[0.73502088 0.44422281],[0.72758335 0.44258833],0.6917356252670288,0.4752686321735382,1663567498141
25,0.32337259363844406,0.4708125621063294,0.3970925778723867,[0.7233023  0.44138291],[0.73098099 0.43606356],[0.73829979 0.4385317 ],[0.74448824 0.44577566],[0.73710644 0.44504201],[0.72986424 0.44335306],0.6951184272766113,0.4726311266422272,1663567498173
26,0.3333249492394905,0.4405045054093464,0.38691472732441845,[0.72389448 0.43946731],[0.73174524 0.43515766],[0.73908323 0.43844682],[0.74532413 0.44550416],[0.73762184 0.44533268],[0.73033631 0.44283229],0.6946374177932739,0.47059768438339233,1663567498205
27,0.35265301587438275,0.425878653097287,0.38926583448583485,[0.72533345 0.43635303],[0.73454261 0.43286014],[0.74288815 0.43672684],[0.74942958 0.44366217],[0.74119586 0.4451369 ],[0.73270744 0.44185603],0.695037305355072,0.4675815999507904,1663567498238
28,0.33815583682414824,0.46157942539263624,0.39986763110839224,[0.7274552  0.44042724],[0.73658228 0.43607473],[0.74451447 0.43903142],[0.75080466 0.44647437],[0.74301022 0.44688684],[0.73490745 0.44421867],0.6983473300933838,0.4664565920829773,1663567498273
29,0.32596747871867426,0.37275558808661086,0.34936153340264253,[0.72917503 0.44000721],[0.73750281 0.43553898],[0.74540377 0.43755814],[0.75220698 0.44416758],[0.7441594  0.44511434],[0.73618704 0.44302458],0.6986545324325562,0.4632169008255005,1663567498302
30,0.3213377395475919,0.2754262302843181,0.298381984915955,[0.72900879 0.44016761],[0.7376951  0.43571228],[0.74588001 0.43784416],[0.75257891 0.44422239],[0.74453843 0.44542593],[0.7363326  0.44326121],0.6992002725601196,0.46653807163238525,1663567498334
31,0.34309153056824215,0.3736463411117748,0.3583689358400085,[0.72967792 0.44037691],[0.73809147 0.43581432],[0.74582356 0.43855888],[0.75234789 0.44577503],[0.74433005 0.44623038],[0.73656344 0.44384539],0.7005629539489746,0.46523889899253845,1663567498364
32,0.32328860217613453,0.3302656161014334,0.326777109138784,[0.73039371 0.44246101],[0.73871046 0.43847114],[0.74630851 0.44128704],[0.75285429 0.44820714],[0.7450977  0.44847569],[0.73735267 0.44605079],0.7018531560897827,0.4703662097454071,1663567498398
33,0.33432564682049803,0.287922148562052,0.311123897691275,[0.73187363 0.44256154],[0.74043101 0.43850315],[0.74820465 0.44155759],[0.75468922 0.44877663],[0.74691552 0.44905633],[0.73903263 0.44658589],0.7042957544326782,0.46925508975982666,1663567498432
34,0.3377340441893695,0.308439960896933,0.32308700254315126,[0.73197818 0.44310614],[0.74067914 0.43901092],[0.74838901 0.44209301],[0.75468975 0.44924277],[0.74697    0.44968781],[0.73913622 0.44702867],0.7047957181930542,0.46975064277648926,1663567498460
35,0.28607472156285696,0.20360129734316726,0.2448380094530121,[0.73432279 0.44401076],[0.74277359 0.44099036],[0.75034273 0.44427449],[0.75668633 0.45113945],[0.74887401 0.45068589],[0.74117035 0.44765231],0.706311047077179,0.4696945548057556,1663567498493
36,0.28360107700115195,0.4157772803778967,0.3496891786895243,[0.73402727 0.44208431],[0.74280155 0.43921715],[0.75070202 0.44229132],[0.75715959 0.44889843],[0.74911171 0.44891167],[0.74114466 0.44588378],0.7060436606407166,0.46368348598480225,1663567498524
37,0.31226395585942096,0.3454044367162324,0.3288341962878267,[0.73485959 0.44576833],[0.74352962 0.44165513],[0.75119483 0.44472468],[0.75741887 0.45221022],[0.74934739 0.45174438],[0.74168229 0.44881395],0.7077646851539612,0.46950921416282654,1663567498555
38,0.3184954018406975,0.3342815804155955,0.3263884911281465,[0.73490304 0.44284993],[0.74364299 0.43908173],[0.75140673 0.4423303 ],[0.75784004 0.44959739],[0.74987108 0.44952959],[0.74199045 0.44677472],0.7081778049468994,0.46356385946273804,1663567498584
39,0.3020023009479815,0.3662921016128714,0.3341472012804264,[0.73642266 0.44401917],[0.74461871 0.44028351],[0.75206584 0.44386813],[0.75838298 0.45216003],[0.75067037 0.45047551],[0.74316657 0.44753256],0.7088327407836914,0.4641013741493225,1663567498627
40,0.2999421002200998,0.3047929046634523,0.30236750244177607,[0.73662168 0.4427315 ],[0.74496043 0.43939126],[0.75263232 0.44313011],[0.75912929 0.4510743 ],[0.75124192 0.44986415],[0.74354309 0.44678012],0.7093362808227539,0.463410884141922,1663567498658
41,0.3005996540803745,0.320803760638945,0.31070170735965974,[0.73501205 0.44495341],[0.74326116 0.44121239],[0.75091392 0.44497442],[0.75738454 0.45334262],[0.74913412 0.45175624],[0.74156779 0.44836813],0.706514835357666,0.46845898032188416,1663567498686
42,0.30344196215040564,0.25695293896110655,0.28019745055575607,[0.73485994 0.44404522],[0.74329162 0.44082901],[0.75086576 0.44478819],[0.75732529 0.45267949],[0.74921221 0.45164016],[0.7415781  0.44818968],0.7080954909324646,0.46671736240386963,1663567498718
43,0.31766516717321414,0.2769287270011972,0.29729694708720567,[0.73557365 0.44566965],[0.74382007 0.44194809],[0.75123549 0.44578516],[0.75739866 0.45401388],[0.74957955 0.45272946],[0.74215263 0.44947147],0.7077422142028809,0.46896398067474365,1663567498751
44,0.2959874284142693,0.3327687864834006,0.31437810744883493,[0.73538506 0.44770059],[0.74326742 0.44363692],[0.750718   0.44718951],[0.75724274 0.45558721],[0.74922818 0.45365566],[0.74182564 0.45060956],0.70695561170578,0.47041404247283936,1663567498780
45,0.2889643413791129,0.2688265254166893,0.2788954333979011,[0.73440623 0.44314563],[0.74283695 0.43972784],[0.75056243 0.44315109],[0.75741953 0.45103088],[0.74921799 0.44984561],[0.74133074 0.44680014],0.7066514492034912,0.461933970451355,1663567498812
46,0.3093324192472329,0.21723890913730096,0.26328566419226695,[0.73414391 0.44117394],[0.74304062 0.43838835],[0.750723  0.4424412],[0.75708359 0.45015481],[0.74899948 0.44962278],[0.74115038 0.44601285],0.7074580788612366,0.4599153697490692,1663567498843
47,0.2618044725606301,0.22067729085600016,0.24124088170831515,[0.7348429  0.44005865],[0.7429508 0.4379186],[0.75030619 0.44164982],[0.75692564 0.44890577],[0.74905509 0.44754711],[0.74152666 0.44418648],0.7087236642837524,0.4597100615501404,1663567498876
48,0.2961033615881339,0.19187885757267117,0.24399110958040254,[0.73491901 0.44211781],[0.74294758 0.43890721],[0.75010478 0.44280916],[0.75637752 0.45086095],[0.74856007 0.44918838],[0.74129856 0.44587332],0.7075297236442566,0.46264639496803284,1663567498916
49,0.31859692408728585,0.3193850359511784,0.3189909800192321,[0.73623937 0.44096664],[0.74394119 0.43695223],[0.7511934  0.44045132],[0.7576527  0.44877422],[0.74972308 0.44728634],[0.74249732 0.44434428],0.7084630727767944,0.4607079029083252,1663567498950
50,0.304960777537622,0.32019802288196325,0.31257940020979263,[0.73774523 0.44286323],[0.74544823 0.43862435],[0.75259531 0.44213822],[0.75883687 0.45059595],[0.75083518 0.44851172],[0.74376589 0.44551134],0.7093110680580139,0.4643208682537079,1663567498982
51,0.33311114003383363,0.30019890619209305,0.31665502311296334,[0.73944086 0.44134694],[0.74739563 0.43784031],[0.75455648 0.44171882],[0.76058722 0.45001999],[0.75301427 0.44889975],[0.74580592 0.44556075],0.7114630341529846,0.4615341126918793,1663567499014
52,0.30618212975471343,0.34109883872071683,0.32364048423771513,[0.73947138 0.44390911],[0.74771416 0.44048336],[0.75498343 0.44413185],[0.76094252 0.4519828 ],[0.75346178 0.45077193],[0.74611521 0.44753924],0.7117565274238586,0.46704337000846863,1663567499053
53,0.27516344728309033,0.34525327039998505,0.3102083588415377,[0.73947644 0.44361931],[0.74773353 0.44118398],[0.75497639 0.44533253],[0.76106751 0.45304996],[0.75350022 0.45136321],[0.74612707 0.44774768],0.711979866027832,0.4669027030467987,1663567499089
54,0.2543405670522012,0.3393006377658513,0.29682060240902625,[0.73998708 0.44427887],[0.74825615 0.44242904],[0.75537652 0.44678408],[0.76118922 0.4543058 ],[0.75386429 0.45224619],[0.74659932 0.44846871],0.7132500410079956,0.46621575951576233,1663567499119
55,0.26231256941942455,0.388525335196295,0.3254189523078598,[0.74018264 0.44549379],[0.74825859 0.44295457],[0.75543064 0.44687521],[0.76139241 0.45445344],[0.75404906 0.45245096],[0.74682111 0.44912422],0.7131624221801758,0.4681794047355652,1663567499146
56,0.28480314296144554,0.3342741252574389,0.3095386341094422,[0.73985344 0.44458646],[0.74818194 0.44183502],[0.75540709 0.44596857],[0.76121926 0.45384184],[0.75361276 0.45210361],[0.7463575  0.44845921],0.7128982543945312,0.4671899974346161,1663567499178
57,0.2898163725230982,0.4222246492890324,0.35602051090606535,[0.73850805 0.44715819],[0.74698639 0.44445258],[0.75427532 0.44847304],[0.760185   0.45610556],[0.75256419 0.4548077 ],[0.74514067 0.45123723],0.7114260792732239,0.47104665637016296,1663567499211
58,0.28109262609451285,0.3332706964694185,0.30718166128196567,[0.73851073 0.44383079],[0.74683827 0.44118705],[0.75423169 0.44513425],[0.76044869 0.45280769],[0.75274569 0.45135334],[0.74523211 0.44793004],0.7116793394088745,0.4636809527873993,1663567499242
59,0.30629364169471374,0.3226512199822011,0.31447243083845744,[0.73789668 0.44361231],[0.74638981 0.44063503],[0.75365186 0.4447692 ],[0.75959879 0.45249808],[0.75195891 0.45143032],[0.74451089 0.44788837],0.7117140889167786,0.46545109152793884,1663567499273
60,0.3207352694672022,0.34152170186154096,0.3311284856643716,[0.7373485  0.43988869],[0.74545097 0.43638229],[0.75281692 0.44009975],[0.75908101 0.44812027],[0.75137615 0.44709736],[0.74393117 0.44399494],0.7103753685951233,0.45802563428878784,1663567499303
61,0.2695258441821108,0.18684931112047254,0.22818757765129166,[0.73381925 0.43827406],[0.74183822 0.43529364],[0.74930274 0.4386051 ],[0.75572217 0.44591898],[0.74827451 0.4444623 ],[0.74066627 0.44174665],0.7057528495788574,0.46414080262184143,1663567499332
62,0.143297103927601,0.29773268925767477,0.2205148965926379,[0.73121655 0.4385407 ],[0.73894519 0.4377062 ],[0.74679697 0.44080806],[0.7542913  0.44633719],[0.74640411 0.44401526],[0.7382831  0.44139647],0.7044042944908142,0.4633835554122925,1663567499366
63,0.23666395541053076,0.3528846938628886,0.2947743246367097,[0.72876412 0.43892121],[0.73623919 0.43542212],[0.74397886 0.43780896],[0.75126457 0.44452119],[0.74331141 0.44302082],[0.73552114 0.44109744],0.7027543187141418,0.46279457211494446,1663567499395
64,0.17666871036109472,0.4139404368938604,0.29530457362747753,[0.72624642 0.43840343],[0.73312217 0.43610919],[0.74067014 0.4384321 ],[0.74814981 0.44357532],[0.74028891 0.44209158],[0.73270315 0.44036141],0.6991941928863525,0.4638264775276184,1663567499428
65,0.21882254206006077,0.21279793459346794,0.21581023832676435,[0.72218186 0.43656024],[0.72959948 0.43324155],[0.73730081 0.43529993],[0.74464673 0.44062656],[0.73677057 0.44001359],[0.72894061 0.43844804],0.6966843605041504,0.4654275178909302,1663567499461
66,0.2828828984774303,0.23321523246411735,0.25804906547077383,[0.71796978 0.43752179],[0.72519881 0.43160379],[0.73300934 0.43315473],[0.74010223 0.43936905],[0.73183608 0.43904895],[0.72437042 0.43810672],0.6907359957695007,0.4721255898475647,1663567499492
67,0.23934347735181014,0.3764733330464761,0.30790840519914314,[0.71461362 0.43656313],[0.72183418 0.43153554],[0.72946799 0.43255597],[0.73655462 0.43745899],[0.728571   0.43750286],[0.72111958 0.43697286],0.6877539753913879,0.471696674823761,1663567499524
68,0.2973906645064377,0.2902202190428655,0.2938054417746516,[0.71248025 0.43658423],[0.71955353 0.42996499],[0.72695094 0.43065432],[0.73356628 0.43638119],[0.72578788 0.43664885],[0.71869034 0.43634269],0.6852443218231201,0.4731149673461914,1663567499553
69,0.36662437387528385,0.2960044351917264,0.33131440453350514,[0.71076089 0.43612033],[0.71786451 0.42826986],[0.72571492 0.42887685],[0.7325896  0.43509978],[0.72427732 0.43671328],[0.71694058 0.43627286],0.6809461116790771,0.4712313711643219,1663567499581
70,0.31796621757633686,0.369015151353499,0.34349068446491793,[0.70781219 0.43471062],[0.71539932 0.42825365],[0.72285712 0.42851162],[0.72944987 0.4331046 ],[0.72184628 0.43527445],[0.71444654 0.43514812],0.6792101860046387,0.47071269154548645,1663567499611
71,0.3283717075638126,0.43175510824142777,0.38006340790262017,[0.70805269 0.43320978],[0.71558338 0.42648518],[0.72322601 0.42677823],[0.73027557 0.43201247],[0.72253823 0.43396032],[0.71487457 0.43385211],0.6793996095657349,0.4676485061645508,1663567499640
72,0.2971471254290346,0.5013367135259651,0.3992419194774999,[0.70914286 0.43771496],[0.71569848 0.4311682 ],[0.72312981 0.43068528],[0.73091447 0.43488374],[0.72275662 0.43680674],[0.7152859  0.43807074],0.6823248863220215,0.4673004746437073,1663567499667
73,0.38785775191867367,0.4608470359526611,0.42435239393566737,[0.70535749 0.43194878],[0.71329623 0.42622459],[0.7214216  0.42574069],[0.72835624 0.42864889],[0.71977532 0.43489215],[0.71175617 0.43481243],0.6760061979293823,0.47092390060424805,1663567499694
74,0.4607532770703021,0.45527263831925324,0.4580129576947777,[0.70842028 0.43498534],[0.71742487 0.42655128],[0.7261821  0.42710266],[0.73304296 0.43287405],[0.72380823 0.43830916],[0.71508133 0.43762404],0.6785963773727417,0.4716898500919342,1663567499723
75,0.4406224609427286,0.4870190894557564,0.4638207751992425,[0.70393854 0.43096241],[0.71423388 0.42324203],[0.72417152 0.42390513],[0.7314676  0.42955184],[0.72154117 0.43593699],[0.71175253 0.4349578 ],0.6730383634567261,0.47211310267448425,1663567499759
76,0.39797197826189684,0.2717280101204577,0.3348499941911773,[0.70850801 0.43617386],[0.71896905 0.43017787],[0.72870743 0.43134522],[0.73588651 0.43615848],[0.72549373 0.44208857],[0.71577042 0.44026071],0.6751073002815247,0.4798780381679535,1663567499794
77,0.348972172725097,0.46917775740168305,0.40907496506339003,[0.70193827 0.43312144],[0.71172118 0.42686781],[0.72163665 0.42745915],[0.72910345 0.43206632],[0.71898746 0.43655431],[0.70952213 0.43611076],0.6662797331809998,0.4733946919441223,1663567499822
78,0.3564842114719876,0.32929314863999243,0.34288868005599005,[0.70459813 0.43950015],[0.71336168 0.4346382 ],[0.72199237 0.43572226],[0.72906411 0.43990335],[0.7196641 0.4441579],[0.71119648 0.44305909],0.671570897102356,0.4764140546321869,1663567499858
