FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.2828134235269316,0.42664236702080255,0.35472789527386706,[0.71228099 0.43059024],[0.72099614 0.4246608 ],[0.72975677 0.42638192],[0.7373969  0.43247697],[0.72893006 0.43307209],[0.7200799  0.43210986],0.6862832307815552,0.4593207538127899,1663568539617
2,0.22399506875952427,0.2519879628365918,0.23799151579805805,[0.71568757 0.4307569 ],[0.72228158 0.42585784],[0.72966093 0.42701289],[0.73705655 0.43258908],[0.72945458 0.43127254],[0.72222918 0.43120116],0.6918784379959106,0.45646271109580994,1663568539647
3,0.2546979590681683,0.2723400357251576,0.26351899739666296,[0.71598136 0.43124557],[0.72251284 0.42621154],[0.72960973 0.42734629],[0.73667473 0.43249857],[0.72928166 0.4321537 ],[0.72223496 0.43194664],0.6938259601593018,0.4573158621788025,1663568539676
4,0.32809463249507903,0.3364256794188422,0.3322601559569606,[0.71558321 0.43517151],[0.72224647 0.42835203],[0.72924227 0.42909852],[0.73596907 0.43568689],[0.72867596 0.43537036],[0.72177041 0.43541992],0.6918224096298218,0.45928245782852173,1663568539704
5,0.3287397223682174,0.24005727753163503,0.2843984999499262,[0.71460754 0.43488503],[0.72163999 0.42808864],[0.72889447 0.4288547 ],[0.73573267 0.43516281],[0.72831631 0.43543103],[0.72113222 0.43535978],0.6888294816017151,0.4600529670715332,1663568539733
6,0.32611345131565994,0.2629331744433046,0.2945233128794823,[0.71357071 0.43696094],[0.72092026 0.42987707],[0.72833276 0.43029255],[0.73506749 0.43635014],[0.72772449 0.43700445],[0.72037518 0.43714368],0.6880516409873962,0.4656810164451599,1663568539766
7,0.30452576385524016,0.2459475098109037,0.2752366368330719,[0.71198934 0.43880635],[0.71917009 0.43189213],[0.72651798 0.43220913],[0.7332989  0.43809757],[0.72607619 0.43837321],[0.71880579 0.43868828],0.6860173344612122,0.4685629606246948,1663568539803
8,0.2820211172218089,0.27178367846075946,0.2769023978412842,[0.71186388 0.43950182],[0.71910763 0.43294185],[0.72662473 0.43303964],[0.73359025 0.43857342],[0.72629654 0.43891916],[0.71885955 0.43931413],0.686816930770874,0.47108134627342224,1663568539834
9,0.31710727604128514,0.38282404302799655,0.34996565953464087,[0.71176165 0.43662852],[0.71936291 0.43000585],[0.72687393 0.43055031],[0.73349601 0.43604815],[0.72607166 0.43713805],[0.71864581 0.43712255],0.6878476142883301,0.46646028757095337,1663568539867
10,0.33853415187418223,0.2521464707942587,0.29534031133422045,[0.71371412 0.43348885],[0.7213161  0.42685929],[0.72889954 0.42745665],[0.73542434 0.4335168 ],[0.72820604 0.43458888],[0.72067976 0.43436581],0.6896240711212158,0.4590581953525543,1663568539901
11,0.31092154021332835,0.35445866957249555,0.33269010489291195,[0.71551675 0.4323796 ],[0.72304875 0.42613515],[0.7305969  0.42668217],[0.7372551 0.4325383],[0.73005414 0.433175  ],[0.72252834 0.43311852],0.6915547251701355,0.4566382169723511,1663568539934
12,0.3083833427101016,0.3433217077783136,0.3258525252442076,[0.71663803 0.4322294 ],[0.72405922 0.42626959],[0.7313475  0.42697424],[0.73769104 0.43267512],[0.73065573 0.43317819],[0.72339499 0.43298212],0.693209171295166,0.45525169372558594,1663568539966
13,0.3149267862408621,0.32080045803296564,0.3178636221369139,[0.71838117 0.4322696 ],[0.72592419 0.42630315],[0.73341393 0.42709342],[0.73980975 0.43283236],[0.73262566 0.43356875],[0.72522628 0.43324655],0.6947999000549316,0.4546068012714386,1663568539996
14,0.3047190094569449,0.34950866004772435,0.32711383475233463,[0.71934164 0.43413892],[0.72641498 0.42797872],[0.73378235 0.42870033],[0.74034709 0.43465307],[0.73306227 0.43484405],[0.7258631  0.43457526],0.6955858469009399,0.4567644000053406,1663568540030
15,0.3142121829134678,0.3375045069852742,0.325858344949371,[0.72021776 0.43367404],[0.72785652 0.42779323],[0.7354725  0.42892674],[0.74187618 0.43501985],[0.73460764 0.43547499],[0.72713012 0.43478742],0.6967877745628357,0.45701199769973755,1663568540062
16,0.33900614190618195,0.3051430571413558,0.3220745995237689,[0.72228855 0.43260303],[0.72918957 0.42623648],[0.73645395 0.42738545],[0.74276114 0.43372387],[0.7353819  0.43405592],[0.72846669 0.4333452 ],0.6994002461433411,0.45659181475639343,1663568540095
17,0.3262178577927343,0.238190764506846,0.28220431114979017,[0.72549403 0.43128851],[0.73284853 0.42506441],[0.74041724 0.42620307],[0.74682772 0.43260634],[0.73919386 0.43291572],[0.73195136 0.43212986],0.702659010887146,0.4548938274383545,1663568540127
18,0.32148729885665217,0.28834503183180765,0.30491616534422994,[0.72758979 0.43193963],[0.73442304 0.42569166],[0.74176729 0.42646363],[0.74825168 0.43242311],[0.74078178 0.43295366],[0.73374128 0.4323813 ],0.7052213549613953,0.45663681626319885,1663568540159
19,0.35950128967372635,0.32279752994178834,0.3411494098077573,[0.72959918 0.43101168],[0.73747021 0.4246144 ],[0.74535406 0.425973  ],[0.75140685 0.43230027],[0.7440024  0.43361565],[0.73645878 0.43249562],0.7089284062385559,0.4585740864276886,1663568540190
