FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460126
2,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460150
3,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460167
4,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460185
5,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460204
6,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460226
7,0,0,0,[0.70379138 0.46506542],[0.71262538 0.45528063],[0.72172797 0.45503289],[0.72840482 0.45969048],[0.72118336 0.46480662],[0.71237129 0.46595979],0.684480607509613,0.5175400376319885,1663567460245
8,0.5079816660510456,0.6080919758617696,0.5580368209564075,[0.6977002  0.46873721],[0.70524788 0.45591831],[0.7147215  0.45671171],[0.72269374 0.46607924],[0.71306473 0.46897101],[0.7046501  0.46906969],0.6686625480651855,0.5128430724143982,1663567460271
9,0.49632837425252296,0.5582018785441588,0.5272651263983409,[0.69625515 0.4695321 ],[0.7033484  0.45767882],[0.71211416 0.45845157],[0.71974611 0.46725115],[0.71084827 0.46963242],[0.70299429 0.46984953],0.6678314208984375,0.5163976550102234,1663567460300
10,0.22154618577188268,0.5023360368493792,0.36194111131063095,[0.69227397 0.47087643],[0.70019972 0.46574116],[0.7087158  0.46588168],[0.71663004 0.46890771],[0.70841414 0.47087333],[0.69992059 0.4715609 ],0.6642153263092041,0.5168014764785767,1663567460330
