FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.16673255178260002,0.48957975941314985,0.3281561555978749,[0.71224552 0.44530001],[0.71987772 0.44225627],[0.72851527 0.44372278],[0.73700118 0.44802031],[0.72765839 0.44764954],[0.71916729 0.44648266],0.6835264563560486,0.4876420497894287,1663568398519
2,0.20372011963815795,0.35895927408584455,0.2813396968620012,[0.71158314 0.44645023],[0.7184453  0.44194272],[0.72621799 0.44293651],[0.73450583 0.44773263],[0.72581935 0.44717816],[0.71813875 0.44702739],0.685282289981842,0.4764055907726288,1663568398558
3,0.1734400611498569,0.3054725732311089,0.23945631719048288,[0.71044087 0.44672254],[0.71697676 0.44218642],[0.72458547 0.44274825],[0.73272318 0.44696334],[0.72426957 0.4461571 ],[0.71676677 0.44648758],0.6833621859550476,0.47721919417381287,1663568398597
4,0.19305531683150656,0.2854044303105418,0.23922987357102418,[0.70897824 0.4470433 ],[0.71527833 0.44230679],[0.72264963 0.44303867],[0.73073691 0.44712645],[0.72216409 0.44669724],[0.71492547 0.44700423],0.6823268532752991,0.4781443774700165,1663568398636
5,0.19482715722197275,0.23253341721926657,0.21368028722061966,[0.70829797 0.44597501],[0.71467209 0.44146401],[0.72200048 0.44223487],[0.72988981 0.44602937],[0.72153032 0.44593066],[0.7143206  0.44613862],0.6811197996139526,0.47731760144233704,1663568398664
6,0.16072664996325325,0.2588394216103073,0.2097830357867803,[0.70932877 0.44474235],[0.71567804 0.44089463],[0.72317475 0.44173539],[0.73113316 0.44547486],[0.72283369 0.44478023],[0.71551007 0.44484022],0.6821939945220947,0.47591179609298706,1663568398695
7,0.1767971431819874,0.28101922859058037,0.22890818588628387,[0.70948476 0.44323799],[0.71541929 0.43873075],[0.72271246 0.43953151],[0.73063749 0.44378558],[0.72224903 0.44282556],[0.71520674 0.44288081],0.6823109984397888,0.4744443893432617,1663568398725
8,0.18683907800951785,0.33806790499300976,0.2624534915012638,[0.70955157 0.44449526],[0.71598059 0.43972868],[0.72347963 0.4404006 ],[0.73131579 0.44474721],[0.72291714 0.44407243],[0.71562535 0.44413307],0.6819737553596497,0.47554758191108704,1663568398754
9,0.18972900117274513,0.2250551901071665,0.2073920956399558,[0.70939928 0.44310573],[0.71592027 0.43864921],[0.72346914 0.43918675],[0.73138744 0.44309485],[0.72299206 0.44307205],[0.71555871 0.44306353],0.6815249919891357,0.47553521394729614,1663568398782
10,0.21044997257130618,0.2944115771742146,0.2524307748727604,[0.70771164 0.44602031],[0.71417511 0.44095799],[0.72187871 0.44166708],[0.72964394 0.44643828],[0.72132492 0.44592151],[0.71389943 0.44589296],0.6800947785377502,0.4782148599624634,1663568398813
11,0.2057688972910178,0.3814463187974996,0.29360760804425867,[0.70606101 0.44705424],[0.71251494 0.44172376],[0.72017318 0.44162285],[0.7281248  0.44522309],[0.71994126 0.44585529],[0.71242082 0.44659537],0.6790900230407715,0.479819118976593,1663568398847
12,0.17620469400343133,0.4223105789869552,0.29925763649519327,[0.70531875 0.44707471],[0.71186191 0.44218287],[0.71953273 0.44194779],[0.72762257 0.44510865],[0.71921617 0.44567367],[0.71158797 0.44632506],0.6767860054969788,0.47974351048469543,1663568398885
13,0.19101492010188778,0.3887746888479204,0.28989480447490407,[0.70403343 0.44742382],[0.71051139 0.44192678],[0.71811968 0.44162971],[0.72601128 0.44512624],[0.71759355 0.44561619],[0.71013844 0.44633192],0.6764904856681824,0.4831472337245941,1663568398915
14,0.1568558089518388,0.4075093941172036,0.2821826015345212,[0.70462978 0.44812918],[0.71081918 0.44312051],[0.71850157 0.44273555],[0.72667593 0.44608265],[0.71803975 0.44601113],[0.71059906 0.44675174],0.6766347885131836,0.4814995229244232,1663568398948
15,0.15355954746320852,0.37608026478068024,0.2648199061219444,[0.70490336 0.44982293],[0.7111519  0.44512424],[0.71880758 0.44468278],[0.72698492 0.4476819 ],[0.71838623 0.44790345],[0.71090627 0.44868112],0.6768373250961304,0.4826664924621582,1663568398981
