FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.364327852210515,0.2197767948591588,0.2920523235348369,[0.70043433 0.46205476],[0.70971864 0.4545348 ],[0.71885043 0.45571584],[0.72627079 0.4607487 ],[0.71767902 0.46449512],[0.7085622  0.46446049],0.6755914688110352,0.5166237950325012,1663568577219
2,0.4096218137884834,0.35190418052235883,0.3807629971554211,[0.70150822 0.46333513],[0.70955008 0.455217  ],[0.71789491 0.45574704],[0.72494835 0.46067011],[0.71689922 0.46497908],[0.70877039 0.46522799],0.6769536733627319,0.5107896327972412,1663568577245
3,0.4050143362795277,0.2677525636124521,0.3363834499459899,[0.70143282 0.46202961],[0.70968449 0.45423758],[0.71805364 0.45504659],[0.72482669 0.4601168 ],[0.71705502 0.46401608],[0.70892435 0.46419665],0.6768980622291565,0.5045737028121948,1663568577273
4,0.39761259861102216,0.28864214131220217,0.3431273699616122,[0.70071894 0.46317261],[0.70948261 0.45527744],[0.7178629  0.45604005],[0.72464681 0.46116129],[0.71673262 0.46512899],[0.70835036 0.46514893],0.6761699318885803,0.5083248615264893,1663568577310
5,0.4005745602417678,0.332092373907918,0.36633346707484293,[0.70085233 0.46253067],[0.70928597 0.45448691],[0.71775341 0.45523509],[0.72463834 0.46042928],[0.71667337 0.46429789],[0.70840418 0.4644514 ],0.6754919290542603,0.5078479051589966,1663568577338
6,0.4059903613684169,0.2854424058862861,0.34571638362735146,[0.70078081 0.46349201],[0.70927286 0.45537078],[0.71755248 0.45606959],[0.72440875 0.46116802],[0.71644306 0.46522886],[0.7082234  0.46536765],0.6762306690216064,0.5090276002883911,1663568577368
7,0.39055659046600466,0.2786636450726682,0.33461011776933647,[0.70104408 0.46244666],[0.70939195 0.45464766],[0.71778965 0.45540386],[0.72465146 0.4604232 ],[0.71681499 0.46413839],[0.70860147 0.46433437],0.6755526661872864,0.5077592134475708,1663568577401
8,0.3975626458278553,0.26915376533045354,0.3333582055791544,[0.70084137 0.46291745],[0.70961857 0.45514897],[0.71797776 0.45598391],[0.72472638 0.46107075],[0.71681339 0.46503139],[0.70845062 0.46500617],0.6763170957565308,0.5075405240058899,1663568577436
9,0.40536130756765815,0.32755505661622714,0.36645818209194264,[0.70095479 0.46264654],[0.70936108 0.45459256],[0.71776551 0.45530471],[0.72461277 0.46043867],[0.71667564 0.46445554],[0.70843714 0.46459788],0.6759616136550903,0.5075622797012329,1663568577465
10,0.40086078859889535,0.23605232611724794,0.31845655735807166,[0.70072973 0.4630506 ],[0.70944327 0.45510817],[0.71780473 0.455998  ],[0.72459334 0.46116805],[0.71664721 0.46509057],[0.7083075  0.46506909],0.6763511896133423,0.5071219205856323,1663568577497
