FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.2824055537281623,0.38678184561682416,0.3345936996724932,[0.72513372 0.43939495],[0.73507804 0.4353343 ],[0.74393499 0.43868908],[0.75056142 0.44538003],[0.7419073  0.44556391],[0.7330758  0.44265202],0.7001463174819946,0.4779297411441803,1663568951808
2,0.22463712879306608,0.32461671494791366,0.27462692187048987,[0.73005289 0.4399091 ],[0.73748749 0.4364464 ],[0.74494857 0.43876684],[0.75184828 0.44432035],[0.74444354 0.44325721],[0.73688328 0.44188491],0.7092452645301819,0.46734553575515747,1663568951843
3,0.2870424208105713,0.26236355153465274,0.274702986172612,[0.72843271 0.44262254],[0.73564863 0.4371891 ],[0.74329501 0.43900466],[0.75032133 0.44572636],[0.74255937 0.44495255],[0.73510933 0.44386578],0.7049575448036194,0.4716540277004242,1663568951881
4,0.21331862933165463,0.15630003037540485,0.18480932985352974,[0.72843188 0.44266129],[0.73524207 0.43789557],[0.74282855 0.43946552],[0.75019556 0.44554442],[0.74212897 0.44382054],[0.73480868 0.44283205],0.7035439014434814,0.47157996892929077,1663568951912
5,0.22925855528647057,0.25219853287967275,0.24072854408307165,[0.72678268 0.44007441],[0.73415828 0.43526357],[0.74190384 0.4366394 ],[0.74912703 0.44258386],[0.74113095 0.44157022],[0.73355281 0.44054765],0.7020257115364075,0.4692401885986328,1663568951944
6,0.17860498782774908,0.21924770721085923,0.19892634751930416,[0.72765374 0.44179833],[0.7343654  0.43741319],[0.7419849  0.43872565],[0.74963182 0.44449386],[0.74151206 0.44238603],[0.73412132 0.44162494],0.7024900317192078,0.46938782930374146,1663568951975
7,0.22291061249978292,0.22983151568512591,0.22637106409245442,[0.72700852 0.43913716],[0.73413694 0.43478093],[0.74164665 0.43647838],[0.74854487 0.44225046],[0.74097335 0.44100797],[0.73366755 0.43988118],0.7027146220207214,0.4700384736061096,1663568952007
8,0.1855726497112096,0.31141089502738994,0.24849177236929976,[0.72754973 0.44077682],[0.73419213 0.43665034],[0.74169928 0.43796149],[0.74908775 0.44338101],[0.74140477 0.44168472],[0.73408037 0.44096598],0.7029104828834534,0.46891897916793823,1663568952038
9,0.2624152231813289,0.28581961710494636,0.27411742014313767,[0.72739887 0.43894017],[0.73464745 0.43407446],[0.74226332 0.43602005],[0.74907011 0.44255361],[0.74128896 0.44145307],[0.73395747 0.44004577],0.7029044032096863,0.468891441822052,1663568952071
10,0.2586046630642703,0.3063477989344116,0.28247623099934094,[0.72663319 0.44063902],[0.73406935 0.43579349],[0.74163294 0.43745241],[0.7484889  0.44324291],[0.74088317 0.44277877],[0.73345131 0.44176665],0.7028746008872986,0.47038301825523376,1663568952104
11,0.22086245441725363,0.29726247146136303,0.25906246293930835,[0.72745335 0.44037879],[0.73435128 0.43600518],[0.74171984 0.43764499],[0.74878442 0.44315487],[0.74116027 0.44202715],[0.73396122 0.44107437],0.7033981084823608,0.4692939221858978,1663568952133
12,0.15937956363476777,0.30582010914461166,0.23259983638968973,[0.7273106 0.4399251],[0.73447114 0.43709156],[0.74211812 0.43921918],[0.74930543 0.44360659],[0.74149412 0.44237393],[0.73389578 0.44094151],0.7039048671722412,0.4700942039489746,1663568952164
13,0.12969219411454133,0.25381577905965397,0.19175398658709764,[0.72832274 0.44160607],[0.73515689 0.43929729],[0.74277395 0.44104022],[0.75008798 0.44487232],[0.74231106 0.44360223],[0.73479706 0.44238165],0.7042383551597595,0.47149261832237244,1663568952194
14,0.1246848521021689,0.2707309461588352,0.19770789913050205,[0.72830886 0.44175172],[0.73514062 0.43934515],[0.74282086 0.44093573],[0.75018549 0.4448559 ],[0.74233788 0.44344783],[0.73477286 0.44227406],0.7042845487594604,0.4733194410800934,1663568952225
15,0.16286005202161374,0.2838317557115427,0.2233459038665782,[0.72813737 0.44090047],[0.73539782 0.43796057],[0.74300778 0.43977502],[0.74993712 0.44404683],[0.74236465 0.4430064 ],[0.73477322 0.44178939],0.7045269012451172,0.4734607934951782,1663568952251
16,0.057791106222419494,0.17958765781801167,0.11868938202021559,[0.72889972 0.44029069],[0.73593324 0.43941662],[0.74377519 0.44113293],[0.75155479 0.44376028],[0.7437126  0.44219661],[0.73574954 0.44098946],0.7053253054618835,0.47256505489349365,1663568952282
17,0.12365756652346567,0.18510414680144122,0.15438085666245344,[0.72985542 0.44387627],[0.73728722 0.44160098],[0.74501091 0.44334495],[0.75220674 0.44682199],[0.74454278 0.44574955],[0.73673862 0.44467834],0.7063687443733215,0.4779743552207947,1663568952311
18,0.1777830991956999,0.18216773604824477,0.17997541762197233,[0.73205656 0.44668761],[0.73951662 0.44404501],[0.74715215 0.44620848],[0.7542364  0.45089662],[0.74671566 0.44985333],[0.73902297 0.4483732 ],0.7089942693710327,0.48011571168899536,1663568952339
19,0.17798204780562504,0.2033042072587275,0.19064312753217627,[0.73302871 0.44761562],[0.74060851 0.44526508],[0.74846214 0.44742703],[0.7555967 0.4518612],[0.74773997 0.45120981],[0.73988938 0.44952807],0.709359884262085,0.48055657744407654,1663568952368
20,0.15194636353970636,0.2428421549284285,0.19739425923406745,[0.73365331 0.4481371 ],[0.74131465 0.44547445],[0.74949777 0.44741648],[0.75687653 0.45233563],[0.74888033 0.45076805],[0.74074256 0.44919452],0.7099698185920715,0.4801216721534729,1663568952397
21,0.14002685715737972,0.2967063317139296,0.21836659443565468,[0.73297614 0.45023191],[0.74093837 0.44775981],[0.74892384 0.45000726],[0.7559008  0.45436928],[0.74824423 0.45289108],[0.74025351 0.45125437],0.7093042731285095,0.48528537154197693,1663568952425
22,0.12374836958434934,0.3592524739550272,0.24150042176968828,[0.73458195 0.45169532],[0.74215913 0.44971192],[0.75006849 0.45165184],[0.75743103 0.45629293],[0.74945199 0.45441225],[0.74146903 0.45256978],0.7104471921920776,0.48228511214256287,1663568952457
23,0.12517934463463856,0.3425328310819406,0.2338560878582896,[0.73425961 0.45059401],[0.74205256 0.4489972 ],[0.74997628 0.45090449],[0.75723726 0.45485288],[0.74927413 0.45366991],[0.74124175 0.45188293],0.709883987903595,0.4814777374267578,1663568952487
24,0.19500870181310442,0.34551026464699686,0.27025948323005067,[0.73286051 0.45150101],[0.74096984 0.447723  ],[0.74881542 0.44928181],[0.75551671 0.45395592],[0.74774367 0.45342556],[0.73991591 0.45220879],0.7094762325286865,0.48601076006889343,1663568952517
25,0.1968882024354563,0.30686141267605654,0.2518748075557564,[0.73317075 0.45223543],[0.74119854 0.44846326],[0.74911684 0.45005244],[0.75596648 0.4549489 ],[0.74820656 0.4542838 ],[0.74034774 0.45309743],0.7109336256980896,0.48616209626197815,1663568952547
26,0.15736731663498146,0.40329349878007625,0.2803304077075289,[0.73519725 0.44805151],[0.74309653 0.44561243],[0.75083166 0.44739991],[0.7577824  0.45169628],[0.75012523 0.45075199],[0.74225247 0.44929144],0.7127667665481567,0.48160430788993835,1663568952577
27,0.22188473356883437,0.2980676629597653,0.25997619826429985,[0.7359482  0.45139301],[0.74404496 0.44764385],[0.75168216 0.44915298],[0.75828129 0.4537473 ],[0.75078887 0.45384711],[0.74303705 0.45273226],0.7147285342216492,0.48721423745155334,1663568952607
28,0.11738132859463578,0.31182571420000615,0.21460352139732097,[0.73884028 0.44742087],[0.74689335 0.44580501],[0.75505883 0.4477936 ],[0.76205927 0.45168152],[0.75453818 0.45036861],[0.74631715 0.44866234],0.7195113897323608,0.4840022623538971,1663568952637
29,0.24028439031231524,0.4214858714523837,0.3308851308823495,[0.74144185 0.45152518],[0.74904799 0.44712579],[0.75666058 0.44878778],[0.76301122 0.45474634],[0.75571984 0.45381919],[0.74821961 0.45242333],0.722071647644043,0.4888454079627991,1663568952670
30,0.14060495291388125,0.3326561925570064,0.23663057273544383,[0.74432683 0.45148984],[0.75206161 0.44951317],[0.75981629 0.4515703 ],[0.7661249  0.45646927],[0.75940168 0.45451456],[0.75160366 0.4527958 ],0.7272763848304749,0.48810818791389465,1663568952699
31,0.19653787131172248,0.03739176154985062,0.11696481643078654,[0.75023973 0.45560458],[0.75826764 0.45430177],[0.76577383 0.45630887],[0.7713244  0.46094656],[0.76537472 0.46043652],[0.75771993 0.45867041],0.7365472912788391,0.49037840962409973,1663568952732
32,0.14928043373696917,0.10866611489758832,0.12897327431727873,[0.75644672 0.45406863],[0.76432228 0.45318747],[0.77230024 0.4553884 ],[0.77788883 0.45953789],[0.77219588 0.45855471],[0.76425362 0.45662549],0.7458654642105103,0.48827189207077026,1663568952764
33,0.4083233840576193,0.16497582044015618,0.28664960224888775,[0.76339465 0.45817074],[0.77185309 0.45356673],[0.78060383 0.45487151],[0.78560668 0.46172577],[0.78052622 0.46416792],[0.7722612  0.46263105],0.7565016746520996,0.48890283703804016,1663568952797
34,0.5393187928107029,0.17426962238897237,0.35679420759983765,[0.76634133 0.45753881],[0.77391046 0.45098829],[0.78157252 0.45219305],[0.78583014 0.46093181],[0.78095597 0.4629752 ],[0.77382696 0.46152577],0.7631883025169373,0.48865029215812683,1663568952829
35,0.5350891461152034,0.24546691238491244,0.39027802925005795,[0.7673831  0.46000838],[0.7750625 0.4537777],[0.78274119 0.45533547],[0.78674352 0.46329939],[0.78211671 0.46580416],[0.77495879 0.46430621],0.7637125253677368,0.49465683102607727,1663568952860
36,0.5413181260253871,0.2078173405333798,0.3745677332793834,[0.76801467 0.45905179],[0.77557522 0.45261192],[0.78337973 0.4537273 ],[0.78742892 0.46246997],[0.78290927 0.46454048],[0.77572477 0.46312931],0.7647295594215393,0.491900771856308,1663568952893
37,0.525532183339013,0.21156654819350804,0.3685493657662605,[0.76583165 0.45847985],[0.77395678 0.45217112],[0.78209978 0.45342287],[0.785914   0.46113041],[0.78163284 0.46407688],[0.77398109 0.46279776],0.7629428505897522,0.4929417073726654,1663568952926
38,0.5394951996348106,0.20983741790354543,0.37466630876917806,[0.76382369 0.45818496],[0.77167273 0.45149663],[0.77947092 0.45241544],[0.78353035 0.45989481],[0.77890688 0.46311724],[0.7714473  0.46212077],0.7614666819572449,0.49495986104011536,1663568952962
39,0.5290223545047728,0.1982726023801272,0.36364747844245,[0.76201892 0.45688626],[0.76996011 0.44974679],[0.77770454 0.45109847],[0.78173566 0.45905697],[0.77667266 0.46157998],[0.76935416 0.46018428],0.7582419514656067,0.4928561747074127,1663568952996
40,0.5367841844495226,0.19176347371156333,0.36427382908054295,[0.76019156 0.45530164],[0.76867658 0.44785702],[0.77680606 0.44934487],[0.78070313 0.45730597],[0.77554464 0.46044514],[0.76785046 0.45877957],0.7557887434959412,0.4928606152534485,1663568953031
41,0.535884170421804,0.18764960294529232,0.36176688668354817,[0.75847268 0.45498174],[0.76652789 0.44665614],[0.77459496 0.44762418],[0.77900082 0.45580831],[0.77352917 0.45860445],[0.7659415  0.45762783],0.7541772127151489,0.4924926161766052,1663568953065
42,0.5299472014957871,0.20839676789977432,0.36917198469778073,[0.75764757 0.45623511],[0.76556641 0.44700313],[0.77364963 0.4476172 ],[0.77817285 0.45600903],[0.77252924 0.45846027],[0.7650274  0.45784488],0.75334233045578,0.4928875267505646,1663568953098
43,0.5071242085749695,0.18114468180703694,0.3441344451910032,[0.75712317 0.45408815],[0.76518011 0.44577548],[0.77341264 0.44657126],[0.77781153 0.45437655],[0.77231598 0.45691627],[0.76465499 0.45634463],0.7522410154342651,0.49010834097862244,1663568953130
44,0.4690620349139302,0.13697301325736175,0.303017524085646,[0.75632405 0.45314699],[0.76471078 0.44587803],[0.77291274 0.44708228],[0.7774151  0.45440257],[0.77180856 0.45686316],[0.76407599 0.45583585],0.7493614554405212,0.4892461597919464,1663568953161
45,0.25888576202400054,0.15542193643019828,0.2071538492270994,[0.75445163 0.45088673],[0.76221812 0.44751528],[0.77002615 0.44852093],[0.77508998 0.45314994],[0.76999605 0.45374271],[0.76243854 0.45303902],0.7460298538208008,0.4863584339618683,1663568953194
46,0.12047455604192206,0.14799616368579988,0.13423535986386098,[0.7487334  0.45201227],[0.75657338 0.45123595],[0.76449835 0.45241994],[0.77069986 0.4550446 ],[0.76449943 0.45495963],[0.75640792 0.45403436],0.7366202473640442,0.48632845282554626,1663568953224
47,0.1119429996118686,0.08012973000202446,0.09603636480694652,[0.7444796  0.44998613],[0.75226349 0.44944793],[0.76003408 0.45099279],[0.76640195 0.45405543],[0.76022118 0.4532893 ],[0.75219005 0.45213476],0.7298079133033752,0.48379984498023987,1663568953259
48,0.16798187188283617,0.0645533868561412,0.11626762936948869,[0.73852086 0.448973  ],[0.74674797 0.44628987],[0.75449055 0.4473131 ],[0.76059049 0.45122913],[0.75429219 0.45089978],[0.74632108 0.45012727],0.7206689715385437,0.4836142659187317,1663568953291
49,0.1748814020571784,0.17598759807500933,0.17543450006609385,[0.73328388 0.44692865],[0.74124336 0.44355807],[0.7489531  0.44436577],[0.75532383 0.44862947],[0.74875283 0.44804275],[0.74096429 0.44759768],0.713136613368988,0.48392927646636963,1663568953325
50,0.23976979917709537,0.22502031114460688,0.23239505516085113,[0.73048508 0.44814497],[0.73820645 0.44293079],[0.74595594 0.44369248],[0.75253195 0.44914415],[0.74538779 0.44880307],[0.7377792  0.44835511],0.7092226147651672,0.48486563563346863,1663568953356
