FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.22265374457663042,0.4216226552171005,0.3221381998968655,[0.69280946 0.43380266],[0.69952518 0.42813393],[0.70762908 0.42751676],[0.71560055 0.4290812 ],[0.70662731 0.43253461],[0.69889396 0.4333435 ],0.6662581562995911,0.47885701060295105,1663569396572
2,0.22434108118380539,0.2830487018845741,0.2536948915341897,[0.69442546 0.42948288],[0.70132023 0.42444175],[0.70928168 0.42447662],[0.71701384 0.42687038],[0.70842379 0.4294194 ],[0.70070285 0.42959076],0.666968584060669,0.47297173738479614,1663569396612
3,0.3903350813884228,0.3098354240606271,0.35008525272452495,[0.69446993 0.43733409],[0.70165277 0.42881057],[0.70968479 0.42832834],[0.71722007 0.43334693],[0.70889187 0.43731311],[0.701083   0.43780389],0.6633714437484741,0.4784069359302521,1663569396642
4,0.35225857820654416,0.4095365336272666,0.3808975559169054,[0.69086617 0.44234043],[0.69836015 0.43369621],[0.70655859 0.43259674],[0.71435094 0.43684903],[0.70599276 0.44094291],[0.69785708 0.44230792],0.6606512069702148,0.4824535846710205,1663569396672
5,0.3643516025478218,0.4877828206862211,0.42606721161702144,[0.68722236 0.44407466],[0.69473791 0.43449637],[0.70320463 0.43308192],[0.71112716 0.43763524],[0.70222861 0.44212848],[0.69401264 0.44340831],0.6513748168945312,0.4883025884628296,1663569396702
6,0.41558634969165886,0.6132273064192043,0.5144068280554316,[0.68438703 0.44391605],[0.69215214 0.43287042],[0.70129806 0.43151867],[0.7093038  0.43635288],[0.70031583 0.44223386],[0.69166613 0.44374263],0.644146740436554,0.4971989691257477,1663569396735
7,0.4649783162588739,0.6642128165812093,0.5645955664200416,[0.67986852 0.44575006],[0.68769485 0.43334666],[0.69720423 0.43176481],[0.70516402 0.43665487],[0.6961872  0.44400051],[0.68734407 0.44606203],0.6392772197723389,0.5020239353179932,1663569396762
8,0.354470908255443,0.45241524193574684,0.4034430750955949,[0.67677414 0.44578815],[0.68536437 0.43728676],[0.6947723  0.43584993],[0.70275247 0.43844602],[0.69445306 0.44512475],[0.6853016  0.44714481],0.6363558173179626,0.5001026391983032,1663569396790
9,0.2810022069770887,0.7275921887766695,0.5042971978768791,[0.67640489 0.44764677],[0.68338847 0.44137749],[0.69275033 0.43980917],[0.70098764 0.44034612],[0.69211274 0.44687402],[0.68363988 0.44869161],0.6359840035438538,0.5076192617416382,1663569396821
10,0.31532608717138094,0.7927316079935266,0.5540288475824537,[0.67591107 0.44724762],[0.68463463 0.4398526 ],[0.69450694 0.43834972],[0.70245725 0.44017297],[0.69365346 0.44685811],[0.68430066 0.44862089],0.6340397000312805,0.5014479756355286,1663569396852
11,0.2550544285391451,0.5631744279171532,0.40911442822814914,[0.67431659 0.44905344],[0.68171471 0.44323802],[0.69105422 0.44188958],[0.69911307 0.44246593],[0.69024605 0.44822919],[0.68168408 0.44993469],0.6351234912872314,0.5071284770965576,1663569396881
12,0.3693864450080388,0.757894129949412,0.5636402874787254,[0.67358166 0.44541645],[0.68217957 0.43698812],[0.69175863 0.43521222],[0.69940352 0.43768787],[0.69124383 0.44503421],[0.68212146 0.44706511],0.6349710822105408,0.49611130356788635,1663569396915
13,0.40702855513824726,0.5344658560829119,0.4707472056105796,[0.67119914 0.44540012],[0.67974895 0.4359605 ],[0.68893069 0.43479115],[0.69614762 0.43766245],[0.68791926 0.44512844],[0.67910653 0.44681871],0.6326801180839539,0.49782299995422363,1663569396947
14,0.4071890650845183,0.47354513523671754,0.4403671001606179,[0.66972387 0.44792017],[0.67751867 0.4372662 ],[0.68660438 0.43528941],[0.69400543 0.43807846],[0.68599725 0.44564337],[0.67744482 0.44823113],0.631100594997406,0.5010788440704346,1663569396980
15,0.395918569928387,0.41203655032850306,0.403977560128445,[0.66924059 0.44503948],[0.67669636 0.43500218],[0.68536991 0.4330599 ],[0.69279313 0.43544662],[0.68494284 0.44275805],[0.67665243 0.44543189],0.6298668384552002,0.498308926820755,1663569397013
16,0.35251983517928387,0.5093714356374707,0.43094563540837727,[0.66662502 0.44921452],[0.67322659 0.44028676],[0.68178511 0.43806148],[0.68959039 0.43942887],[0.6814267 0.4465411],[0.67344809 0.449397  ],0.6272565722465515,0.5070329308509827,1663569397045
17,0.4241522574481121,0.3168601702630051,0.3705062138555586,[0.66671401 0.44642657],[0.67260402 0.43745589],[0.68043047 0.43562427],[0.68813056 0.43782285],[0.67994344 0.44532651],[0.67270285 0.44731992],0.625901997089386,0.5028074979782104,1663569397075
18,0.3280586357418293,0.6033044246585448,0.4656815302001871,[0.66558367 0.44642103],[0.67133629 0.438095  ],[0.67893636 0.43568206],[0.6864543  0.43649328],[0.67867982 0.443005  ],[0.67155093 0.44592851],0.6277697682380676,0.5070355534553528,1663569397104
19,0.39327517030329134,0.6689139993941822,0.5310945848487367,[0.6664173  0.44591638],[0.6727162  0.43600503],[0.68064475 0.4333376 ],[0.68820906 0.43505177],[0.68050975 0.44276729],[0.67298073 0.44572324],0.6278430223464966,0.5065442323684692,1663569397141
20,0.39848473947518087,0.35744431530154147,0.37796452738836117,[0.66922337 0.44609389],[0.67422092 0.43508637],[0.68196696 0.4323858 ],[0.69067907 0.43578008],[0.682163   0.44154945],[0.67503232 0.44485959],0.629457414150238,0.5028549432754517,1663569397169
21,0.37943167993078647,0.5197861956633493,0.4496089377970679,[0.67148608 0.44465923],[0.67811722 0.43423182],[0.68657672 0.4310028 ],[0.69477868 0.43335256],[0.68701077 0.44067916],[0.67893666 0.44416031],0.6311967372894287,0.49918729066848755,1663569397199
22,0.3988243491870218,0.584083197623316,0.4914537734051689,[0.67197913 0.4470534 ],[0.67701322 0.43605143],[0.68453425 0.4331378 ],[0.69288284 0.43580034],[0.6846658  0.44227141],[0.67767781 0.44583064],0.6314170956611633,0.5083134174346924,1663569397229
23,0.39129217494113266,0.5641302352362044,0.47771120508866854,[0.67357033 0.44154042],[0.679712   0.43229774],[0.68742174 0.43034038],[0.69581681 0.43296063],[0.68688166 0.4395777 ],[0.67951864 0.44170231],0.6318676471710205,0.4944970905780792,1663569397266
24,0.4532747849761295,0.8549347983304371,0.6541047916532833,[0.67650217 0.44776636],[0.68208688 0.43487924],[0.69003159 0.43207049],[0.69863826 0.43606168],[0.6899004  0.44307649],[0.68234581 0.44656968],0.6345088481903076,0.5084058046340942,1663569397297
25,0.4092550104910105,0.771598833950079,0.5904269222205447,[0.68215078 0.44155335],[0.68848759 0.43297994],[0.69625473 0.4318724 ],[0.70455933 0.43512687],[0.69534534 0.44128811],[0.68782842 0.44257879],0.6398373246192932,0.4946984350681305,1663569397326
26,0.4108009769132708,0.7717441196836731,0.591272548298472,[0.68555737 0.44158506],[0.69153243 0.43255383],[0.69931626 0.43121886],[0.70772398 0.4352718 ],[0.69920319 0.44057882],[0.69155109 0.44212955],0.6439569592475891,0.4920739233493805,1663569397358
27,0.38011199455308947,0.5460827089678835,0.4630973517604865,[0.68845123 0.44055566],[0.69402289 0.43202543],[0.70167464 0.43053305],[0.71036571 0.43392298],[0.70189458 0.43907478],[0.69425511 0.44088408],0.6483995914459229,0.48344749212265015,1663569397388
28,0.3961232243381726,0.5540402560436624,0.4750817401909175,[0.68857777 0.43996629],[0.69482839 0.43118772],[0.70261467 0.42980736],[0.71092743 0.43300325],[0.70253795 0.43894437],[0.69465584 0.44059467],0.6501646637916565,0.48304128646850586,1663569397418
29,0.4437405600276792,0.40321684750925374,0.42347870376846647,[0.6895318  0.43802506],[0.69593346 0.42852035],[0.70381719 0.42746574],[0.71195716 0.43119574],[0.7037816  0.43757421],[0.6959362  0.43921632],0.6541687250137329,0.47795239090919495,1663569397451
30,0.39386640623642694,0.323746093095205,0.358806249665816,[0.68932831 0.43787047],[0.69564176 0.42953548],[0.70341516 0.42835283],[0.7116912  0.43180472],[0.70357186 0.43725818],[0.69566721 0.43888122],0.6561592221260071,0.47450247406959534,1663569397482
31,0.41849223061410057,0.40829256252351004,0.41339239656880533,[0.68930709 0.43503812],[0.69547558 0.4257977 ],[0.70322526 0.42478624],[0.71135283 0.42844242],[0.70328617 0.43403065],[0.69562727 0.435812  ],0.6567372679710388,0.47017788887023926,1663569397512
32,0.41372643356374383,0.3724908029606469,0.39310861826219534,[0.68894905 0.43164429],[0.69572258 0.42247099],[0.70379126 0.42183086],[0.71174407 0.42587459],[0.70369625 0.43121731],[0.69579136 0.43254045],0.657423198223114,0.4699383080005646,1663569397540
33,0.41432159309201355,0.38050218265468405,0.3974118878733488,[0.69201231 0.43346772],[0.69801837 0.42551133],[0.70553988 0.42454201],[0.71316528 0.42791849],[0.70564008 0.43335503],[0.69822878 0.43481675],0.6595779657363892,0.47031503915786743,1663569397572
34,0.40504471449810064,0.4128353330500453,0.40894002377407296,[0.69295228 0.43169862],[0.69952226 0.42382133],[0.70717686 0.42286265],[0.71445924 0.42589197],[0.7068345 0.4318001],[0.69934994 0.4329221 ],0.6616061329841614,0.46807947754859924,1663569397605
35,0.44462589680452536,0.3783657918062042,0.4114958443053648,[0.69216442 0.43035379],[0.69891667 0.42118546],[0.70663053 0.42032611],[0.71391094 0.42409009],[0.706312   0.43022114],[0.69872212 0.43140778],0.6617892980575562,0.4647156894207001,1663569397636
36,0.4256746785495185,0.3418922344795867,0.3837834565145526,[0.69202352 0.42968222],[0.69840038 0.41979539],[0.70623499 0.4186306 ],[0.71400136 0.4233855 ],[0.7061227 0.4281444],[0.69860572 0.42974243],0.6627348065376282,0.459835946559906,1663569397665
37,0.44424858506786535,0.41456192892679966,0.4294052569973325,[0.69458705 0.43060955],[0.70037693 0.42135456],[0.70756197 0.41975009],[0.71476775 0.42299384],[0.70776403 0.42914644],[0.70067865 0.43111616],0.6659753918647766,0.46843162178993225,1663569397705
38,0.4417393261457831,0.45951915292774664,0.45062923953676487,[0.69553578 0.43211383],[0.70132518 0.42321956],[0.70840055 0.42202228],[0.71560341 0.42526117],[0.70843798 0.43119308],[0.70142186 0.43278271],0.6667492985725403,0.46984750032424927,1663569397735
