FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.51143456 0.46310815],[0.51921821 0.45651293],[0.52692556 0.45683953],[0.53394437 0.46177065],[0.52663088 0.46422815],[0.51881045 0.4645119 ],0.4856541156768799,0.49300986528396606,1663316910775
2,0.12263170939874316,0.37356773923459663,0.24809972431666988,[0.51532978 0.46254697],[0.52197307 0.45958704],[0.53062034 0.46014309],[0.53906828 0.46242508],[0.53036714 0.46263427],[0.52200478 0.46290514],0.48356708884239197,0.5133852362632751,1663316910831
3,0.21529059082993385,0.2223331013497856,0.2188118460898597,[0.51301253 0.46326268],[0.51986623 0.45842445],[0.5278917  0.45882872],[0.53590328 0.46280617],[0.52747566 0.4634071 ],[0.51964855 0.46368098],0.48341283202171326,0.5032159090042114,1663316910860
4,0.20774786324269795,0.27436641255176786,0.2410571378972329,[0.51259172 0.47016221],[0.51962405 0.46586266],[0.52762938 0.46616006],[0.5357706  0.46954346],[0.5273416  0.47089368],[0.51935452 0.47074702],0.4845554828643799,0.5070801973342896,1663316910893
5,0.2807943703008348,0.221646326937476,0.25122034861915543,[0.51249272 0.46557695],[0.52049309 0.46000794],[0.52826792 0.46059838],[0.53535086 0.46516395],[0.52744448 0.46679851],[0.51954269 0.46652338],0.4875941276550293,0.49751996994018555,1663316910928
6,0.35220608909707846,0.28228183965640996,0.3172439643767442,[0.51463991 0.46116412],[0.52157468 0.45366535],[0.52896208 0.45376906],[0.53582656 0.45853877],[0.5278464  0.46102327],[0.52062213 0.46130496],0.4895515739917755,0.49548426270484924,1663316910962
7,0.42832865718170066,0.3484131439096686,0.3883709005456846,[0.5169673  0.46469733],[0.52446634 0.45639682],[0.53202152 0.45628515],[0.53845423 0.46092483],[0.53102612 0.46544528],[0.52352941 0.46582481],0.4930296242237091,0.4996025860309601,1663316911002
8,0.43803494606874116,0.3572102354425077,0.39762259075562445,[0.51907587 0.45920363],[0.52656567 0.45080483],[0.53420025 0.45061246],[0.540739   0.45588148],[0.53328174 0.46009886],[0.52575934 0.46044067],0.49660810828208923,0.489249050617218,1663316911033
9,0.3571584135351267,0.34873602998969233,0.3529472217624095,[0.52254057 0.46206439],[0.53073168 0.45517656],[0.53883696 0.45512348],[0.5453158  0.45967707],[0.53792077 0.4632476 ],[0.5298596  0.46331221],0.5003065466880798,0.49611377716064453,1663316911069
10,0.41128319208061576,0.3626165258363818,0.38694985895849876,[0.52585304 0.45877099],[0.53403002 0.45114812],[0.54228675 0.45089892],[0.5488683  0.45610937],[0.54148513 0.46039131],[0.53326368 0.46064883],0.5060034990310669,0.48873448371887207,1663316911103
11,0.4252856185152742,0.3578286173924261,0.3915571179538502,[0.53033    0.46072069],[0.53916293 0.45302379],[0.54758793 0.4532932 ],[0.5538066  0.45918784],[0.54665583 0.46320575],[0.53821087 0.46303338],0.512408971786499,0.4892432689666748,1663316911136
12,0.4129866275692485,0.42185286016046153,0.41741974386485503,[0.5356679  0.45911059],[0.54448575 0.45217139],[0.55267841 0.45268822],[0.55875409 0.45818999],[0.55191827 0.46204373],[0.54358101 0.46182647],0.5196030735969543,0.48541638255119324,1663316911169
13,0.4360652491917441,0.4300635087336961,0.4330643789627201,[0.54513156 0.46186745],[0.55327171 0.4541119 ],[0.56142896 0.45491469],[0.56747621 0.46261504],[0.5604912  0.46445325],[0.55253404 0.46399823],0.5301834940910339,0.4840841293334961,1663316911207
14,0.38679029625823214,0.35244538327401315,0.3696178397661226,[0.54857451 0.4582921 ],[0.55735135 0.45266464],[0.56566018 0.45438138],[0.57139069 0.46158817],[0.56479788 0.46314338],[0.55648541 0.46165207],0.5351746678352356,0.4778205156326294,1663316911237
