FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.5997215550821875,0.2286495370601425,0.414185546071165,[0.54359424 0.47741377],[0.55018425 0.46977031],[0.55696076 0.47029704],[0.56013823 0.4778707 ],[0.55676764 0.4797368 ],[0.55025595 0.48017946],0.5467240214347839,0.5226045250892639,1663320020930
2,0.5398953677619327,0.13245936634639072,0.3361773670541617,[0.54325604 0.47919115],[0.55132705 0.47172043],[0.55923051 0.47269297],[0.56264073 0.48045242],[0.5583545  0.48309755],[0.55086368 0.48224449],0.5442991852760315,0.5191149711608887,1663320020962
3,0.5094715539508489,0.07525395252346197,0.29236275323715544,[0.53904504 0.47720346],[0.54724777 0.47076997],[0.55524915 0.47215468],[0.55850196 0.47874254],[0.55423439 0.48183516],[0.54656661 0.480901  ],0.5398048162460327,0.520048975944519,1663320020996
4,0.5110731727980976,0.09452001287160434,0.302796592834851,[0.5352053  0.47532374],[0.5432322  0.46930858],[0.55100578 0.47068062],[0.55452037 0.47672522],[0.55023557 0.4802106 ],[0.54267025 0.47952682],0.5364049673080444,0.5162242650985718,1663320021025
5,0.4526881852318701,0.06784317658659324,0.2602656809092317,[0.5317595  0.47222522],[0.53997803 0.4662202 ],[0.54818153 0.46735033],[0.55184311 0.47353101],[0.54758614 0.47615352],[0.53967857 0.47561374],0.5338836312294006,0.5130017399787903,1663320021056
6,0.42387590756541016,0.05218577798238415,0.23803084277389716,[0.53037524 0.46924448],[0.53840601 0.46360129],[0.5467301 0.4643209],[0.55042988 0.46990249],[0.54647517 0.47258174],[0.53845096 0.4723469 ],0.5327783226966858,0.5106980204582214,1663320021089
7,0.44770559694469436,0.0470153171389242,0.24736045704180928,[0.5307194  0.46817806],[0.5389446  0.46150595],[0.54754287 0.46186149],[0.55136615 0.46783435],[0.54736823 0.47086382],[0.53916895 0.47098917],0.5321668982505798,0.5091651082038879,1663320021127
8,0.4794245405996578,0.11292712237703766,0.2961758314883477,[0.53206909 0.47132188],[0.54022574 0.46304587],[0.54900587 0.46251342],[0.5530985  0.46890518],[0.54911035 0.47247061],[0.54076624 0.47337073],0.5319492816925049,0.5149059891700745,1663320021160
9,0.4655748231845386,0.11840459489712032,0.29198970904082944,[0.53307986 0.47289467],[0.54101038 0.46552536],[0.54905689 0.46557274],[0.55311584 0.47138292],[0.54878211 0.47467965],[0.54102761 0.47512382],0.5344766974449158,0.5167689919471741,1663320021190
10,0.42444528046670227,0.06781838575952295,0.2461318331131126,[0.53669703 0.47316229],[0.54479396 0.46617922],[0.5530706  0.46638536],[0.55697715 0.47203523],[0.55253953 0.47484422],[0.54460359 0.47494382],0.5372931361198425,0.5183172821998596,1663320021219
11,0.50041671264278,0.08748625592721387,0.29395148428499696,[0.53978115 0.47471967],[0.54765528 0.46638745],[0.55587631 0.46650246],[0.55992365 0.47362825],[0.55529022 0.47649151],[0.54752463 0.47656924],0.5394138097763062,0.5170995593070984,1663320021250
12,0.4954321311562557,0.07964124799681473,0.2875366895765352,[0.54088241 0.47276077],[0.54927474 0.46516618],[0.55786145 0.46545044],[0.56139064 0.47204697],[0.55736941 0.47539562],[0.54918849 0.47554165],0.5421565175056458,0.5141048431396484,1663320021280
