FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187212
2,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187238
3,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187260
4,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187283
5,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187309
6,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187330
7,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187348
8,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187365
9,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187386
10,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187406
11,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187425
12,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187445
13,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187464
14,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187490
15,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187513
16,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187533
17,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187551
18,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187570
19,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187589
20,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187608
21,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187628
22,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187650
23,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187670
24,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187693
25,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187718
26,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187744
27,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187766
28,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187785
29,0,0,0,[0.50726837 0.44591492],[0.51487982 0.43895078],[0.52255362 0.43852931],[0.52947605 0.44303241],[0.52201742 0.445921  ],[0.51432151 0.44647315],0.4793277680873871,0.48028331995010376,1663316187805
