FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.54373235 0.47567859],[0.55282348 0.46835953],[0.56219202 0.46833575],[0.56729728 0.4747135 ],[0.56207621 0.47707441],[0.55310643 0.4773905 ],0.536597728729248,0.5138962864875793,1663320253496
2,0,0,0,[0.54373235 0.47567859],[0.55282348 0.46835953],[0.56219202 0.46833575],[0.56729728 0.4747135 ],[0.56207621 0.47707441],[0.55310643 0.4773905 ],0.536597728729248,0.5138962864875793,1663320253524
3,0.25917790288094017,0.33114825282079696,0.2951630778508686,[0.51813745 0.4658531 ],[0.52842033 0.46332368],[0.5393458  0.46539339],[0.54736841 0.47128153],[0.53753728 0.47300947],[0.52686501 0.47074571],0.4930223226547241,0.5319539308547974,1663320253565
4,0.33549058823357564,0.3575029334866945,0.34649676086013503,[0.51186544 0.46155065],[0.52015352 0.45355642],[0.52895647 0.45406222],[0.5364359  0.46085101],[0.52778262 0.46220016],[0.51931757 0.4617849 ],0.48692643642425537,0.49700677394866943,1663320253601
5,0.3610643307321926,0.3638165758698838,0.3624404533010382,[0.50867784 0.4626587 ],[0.51478046 0.45254722],[0.52329546 0.45208907],[0.53184319 0.46040791],[0.52238184 0.46034795],[0.5147388 0.461045 ],0.48177164793014526,0.4978010058403015,1663320253647
6,0.32187676834333057,0.42029188890487745,0.371084328624104,[0.50468463 0.46206516],[0.51100212 0.4525311 ],[0.51928496 0.45189917],[0.52764541 0.4590905 ],[0.51863265 0.45919359],[0.5110243  0.46011215],0.477601021528244,0.49588674306869507,1663320253673
7,0.3306724735219733,0.4408075302470943,0.38574000188453383,[0.5016585  0.46190614],[0.50818229 0.45197505],[0.51643091 0.4511703 ],[0.52464032 0.45807058],[0.51580787 0.45866725],[0.5081979  0.45986137],0.47498518228530884,0.49419480562210083,1663320253703
8,0.36019514157820076,0.40846071789493477,0.38432792973656776,[0.50068796 0.45905572],[0.50629258 0.44863635],[0.51437008 0.44775587],[0.52284962 0.45517722],[0.51360756 0.45576936],[0.50637329 0.45679396],0.47410836815834045,0.49324333667755127,1663320253735
9,0.35108561038111696,0.3551542817302369,0.3531199460556769,[0.49839374 0.45810577],[0.50434166 0.44726357],[0.51268601 0.4460142 ],[0.52112323 0.45326313],[0.51156896 0.45417631],[0.50414526 0.45534119],0.47168827056884766,0.49265679717063904,1663320253770
10,0.33835211253166947,0.368830195555602,0.3535911540436357,[0.49721161 0.45912287],[0.50262797 0.44844705],[0.51080084 0.44684881],[0.51956558 0.4537313 ],[0.51015431 0.45464021],[0.5028646  0.45618606],0.4702717959880829,0.4929746389389038,1663320253811
11,0.3051238712778394,0.3112705077434413,0.30819718951064035,[0.49652278 0.45643234],[0.50222516 0.44671068],[0.51016104 0.44567463],[0.51864904 0.45215443],[0.50971025 0.45235658],[0.50249898 0.45376077],0.4693654477596283,0.4896482527256012,1663320253847
12,0.3147289562349965,0.4612580343571244,0.3879934952960605,[0.4961381  0.45782715],[0.50146252 0.44771096],[0.50936288 0.44625527],[0.51803535 0.45248848],[0.50888091 0.45325038],[0.50178075 0.45487934],0.46788886189460754,0.49283817410469055,1663320253883
13,0.35060900003115725,0.36972113432458387,0.36016506717787056,[0.49600792 0.45771563],[0.50190538 0.44722748],[0.51011604 0.44598216],[0.51861244 0.45258933],[0.50971323 0.45395085],[0.50224298 0.45549491],0.4685242176055908,0.4929440915584564,1663320253915
14,0.34517790936580006,0.3666220982314781,0.35590000379863906,[0.49631396 0.45745584],[0.50247467 0.44709125],[0.51069647 0.445732  ],[0.5190767  0.45195875],[0.51021892 0.45368505],[0.5026632  0.45528784],0.4684795141220093,0.4912763237953186,1663320253947
15,0.35384024666168457,0.3756901808864069,0.3647652137740457,[0.49731401 0.45940658],[0.50354201 0.44869572],[0.51171613 0.447301  ],[0.51988596 0.45394161],[0.51097    0.45545045],[0.50348973 0.45694727],0.4700765609741211,0.491364061832428,1663320253976
16,0.37659258684410113,0.3515563120345437,0.36407444943932243,[0.4983604  0.45740265],[0.50410515 0.44684374],[0.5120644  0.44592926],[0.52023935 0.45273444],[0.51141977 0.45411795],[0.50425118 0.45547831],0.47204235196113586,0.4893087148666382,1663320254007
