FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.37828808384811674,0.37760639034503135,0.3779472370965741,[0.50087678 0.46012092],[0.5058493  0.45005453],[0.51389152 0.44817489],[0.52295244 0.4525294 ],[0.51359928 0.45661792],[0.5062775  0.45925838],0.47108757495880127,0.5093892812728882,1663316111239
2,0.3397895729985811,0.3433863018919313,0.3415879374452562,[0.50060886 0.45944515],[0.50598967 0.44956982],[0.51347202 0.44735634],[0.52190983 0.45161426],[0.51338178 0.45497775],[0.50634277 0.4573628 ],0.47425737977027893,0.5029062628746033,1663316111268
3,0.3048020704032517,0.3648686024556171,0.3348353364294344,[0.50028294 0.45914602],[0.5061444  0.44984376],[0.51344156 0.44765317],[0.52111822 0.45158798],[0.51321059 0.45433375],[0.50615656 0.45667031],0.4753076732158661,0.497050017118454,1663316111299
4,0.35829416407499554,0.38680103202573307,0.3725475980503643,[0.50124121 0.45621088],[0.50745022 0.44650894],[0.51487225 0.44449177],[0.52221322 0.44813332],[0.5147053  0.45238078],[0.50754195 0.45472214],0.4781239330768585,0.4931643605232239,1663316111329
5,0.37635310181328147,0.3653490057522041,0.37085105378274275,[0.50216627 0.45547727],[0.50839072 0.44550565],[0.51595056 0.44360939],[0.52335453 0.44768023],[0.51568705 0.45197868],[0.5084731  0.45412591],0.4791710376739502,0.49273160099983215,1663316111359
6,0.3586666627507279,0.3063804746516811,0.3325235687012045,[0.50371307 0.45318496],[0.51008677 0.44327116],[0.51781291 0.44116268],[0.52535146 0.44552338],[0.51759243 0.44931987],[0.51015687 0.45157689],0.48106619715690613,0.4866827726364136,1663316111383
7,0.345535533707244,0.3218711410530652,0.33370333738015456,[0.50511599 0.44915384],[0.51142013 0.44028276],[0.51901579 0.43883798],[0.52642739 0.44285208],[0.51873469 0.44633606],[0.51152825 0.44813675],0.4815819561481476,0.4823301434516907,1663316111416
8,0.3635940794973609,0.3561986367279647,0.3598963581126628,[0.50639588 0.44803315],[0.51267225 0.43874556],[0.52031368 0.437244  ],[0.52771187 0.44155079],[0.52003521 0.44517177],[0.5128004  0.44701356],0.48369666934013367,0.4809093773365021,1663316111451
9,0.3787160109569408,0.3759987636681239,0.3773573873125323,[0.50712186 0.4479202 ],[0.51316273 0.4383305 ],[0.52077001 0.43687406],[0.5281595  0.44141892],[0.52045393 0.44500017],[0.51332134 0.44687489],0.48420876264572144,0.4809909760951996,1663316111488
10,0.3737217007025743,0.2893819859783469,0.3315518433404606,[0.50735348 0.44803369],[0.51410949 0.43898061],[0.52173644 0.4378615 ],[0.52876937 0.44197008],[0.52144516 0.44587934],[0.51408815 0.44759387],0.48558956384658813,0.48119115829467773,1663316111529
11,0.3657117786121215,0.24859649658875704,0.3071541376004393,[0.50868332 0.44698972],[0.51497692 0.43821892],[0.5224188  0.43714476],[0.52956551 0.44169036],[0.52206796 0.44472912],[0.51499164 0.44638431],0.48672911524772644,0.47896215319633484,1663316111561
12,0.39066326617477576,0.19517484580526703,0.2929190559900214,[0.50944245 0.45034203],[0.51525456 0.44042549],[0.52276355 0.43880931],[0.53031373 0.44382092],[0.52263552 0.44719553],[0.51556784 0.44911736],0.48400062322616577,0.483415424823761,1663316111595
13,0.3608789025654901,0.2678659023856549,0.3143724024755725,[0.50949633 0.45083475],[0.5155592  0.44144091],[0.52293593 0.43996117],[0.53034431 0.444471  ],[0.52272034 0.44759694],[0.51563197 0.44953436],0.48451825976371765,0.48563581705093384,1663316111626
14,0.3833277998650857,0.30768831979796873,0.3455080598315272,[0.50825357 0.45433068],[0.5146175 0.4446514],[0.5222522 0.4430376],[0.5298683  0.44761762],[0.52221555 0.45152831],[0.51481044 0.45351037],0.4827423095703125,0.4887385070323944,1663316111657
15,0.3666105190133579,0.3770939006966103,0.37185220985498413,[0.50634521 0.45460179],[0.5127365  0.44498238],[0.52031785 0.44349578],[0.52783209 0.44783631],[0.52018416 0.45146525],[0.51282573 0.45352846],0.48151177167892456,0.4910016357898712,1663316111694
16,0.389923306595472,0.35834205679808756,0.37413268169677977,[0.50473469 0.46001542],[0.51087463 0.44938338],[0.51858383 0.44763443],[0.52630931 0.45249152],[0.51833928 0.4563807 ],[0.51097333 0.45845181],0.4780268669128418,0.497348815202713,1663316111726
17,0.3789259668749732,0.4375161420305553,0.40822105445276424,[0.504381   0.46081582],[0.51036823 0.45009139],[0.51808703 0.44825608],[0.52583653 0.45307967],[0.517865  0.4567796],[0.5105533  0.45884782],0.47932907938957214,0.4991671144962311,1663316111759
