FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026039
2,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026069
3,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026092
4,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026119
5,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026147
6,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026168
7,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026192
8,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026210
9,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026229
10,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026246
11,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026263
12,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026280
13,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026298
14,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026319
15,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026340
16,0,0,0,[0.50456142 0.46586975],[0.51053846 0.45530668],[0.5178737  0.45395073],[0.52529496 0.45914543],[0.51768672 0.46362877],[0.51062775 0.46544531],0.48101064562797546,0.5015817284584045,1663317026361
17,0.41330302511653766,0.38408022343760795,0.39869162427707283,[0.50656503 0.45803225],[0.51307285 0.44725606],[0.52166831 0.44680852],[0.52998561 0.45415109],[0.52084672 0.45641208],[0.51312166 0.45724091],0.4781498908996582,0.4944061040878296,1663317026389
18,0.43204533573094567,0.3819619874764978,0.4070036616037217,[0.50530261 0.45521748],[0.51170647 0.44409209],[0.52033037 0.44333658],[0.52837515 0.4508163 ],[0.51938343 0.45339483],[0.51175952 0.45428547],0.4807373881340027,0.48435738682746887,1663317026419
19,0.32072076544731504,0.4079498498557787,0.36433530765154687,[0.50345808 0.45356894],[0.50959641 0.44447762],[0.51743656 0.44349426],[0.52547044 0.44994342],[0.5166114  0.45077917],[0.50936353 0.45145211],0.47655582427978516,0.4812748432159424,1663317026453
20,0.3349887749446906,0.35692582356144753,0.34595729925306906,[0.50154907 0.45037407],[0.50820458 0.44156718],[0.51593602 0.44104767],[0.5233134  0.44703341],[0.51534563 0.44827282],[0.50792807 0.44906524],0.4753975570201874,0.4769337773323059,1663317026485
21,0.3753046349475009,0.374204551849484,0.37475459339849243,[0.50051099 0.45029265],[0.50738281 0.4408952 ],[0.51554328 0.44018021],[0.52314156 0.44627252],[0.51548511 0.44851655],[0.50775176 0.44980368],0.47482815384864807,0.4791518449783325,1663317026515
22,0.37239819522633305,0.3542442493638917,0.3633212222951124,[0.5000819  0.45079184],[0.50635242 0.44108188],[0.51431787 0.4397445 ],[0.52193213 0.44567543],[0.51399994 0.44805124],[0.50661272 0.44947919],0.4746394157409668,0.4802536368370056,1663317026545
23,0.3606763367358855,0.3420666535949517,0.3513714951654186,[0.49957207 0.45058814],[0.50545251 0.44105384],[0.5131864  0.43943986],[0.52130473 0.44512209],[0.51336509 0.44743651],[0.50599611 0.44920224],0.4730689525604248,0.47823262214660645,1663317026578
24,0.37338599774781783,0.3982397115028042,0.385812854625311,[0.49951831 0.4492577 ],[0.50549257 0.44006461],[0.51336521 0.43891501],[0.52129662 0.44471395],[0.51347828 0.44705537],[0.50607419 0.44851711],0.47217437624931335,0.4775655269622803,1663317026609
25,0.36560484239823726,0.35755363896360104,0.3615792406809192,[0.49907237 0.4494822 ],[0.50515473 0.44046646],[0.51302266 0.43953252],[0.52079874 0.44490653],[0.51312602 0.44731635],[0.50574607 0.44889626],0.4726964831352234,0.47619810700416565,1663317026642
26,0.34926766047658614,0.3290831554811916,0.3391754079788889,[0.49922585 0.45088765],[0.50542241 0.44186875],[0.51317823 0.4409737 ],[0.52085817 0.44650036],[0.51324546 0.44830528],[0.50592202 0.44994   ],0.47315409779548645,0.47671183943748474,1663317026675
27,0.3437814526164488,0.27968375013226626,0.31173260137435754,[0.49813923 0.45102778],[0.50429827 0.44198522],[0.51224577 0.44062755],[0.52027971 0.44592747],[0.51265949 0.4481273 ],[0.50504321 0.45006144],0.47256454825401306,0.47598996758461,1663317026708
28,0.36157458179501123,0.323815212580228,0.3426948971876196,[0.49760535 0.4506118 ],[0.50390244 0.44117728],[0.51177216 0.43991253],[0.51959389 0.44562241],[0.51169378 0.44793004],[0.50424606 0.44945747],0.4722365736961365,0.47962459921836853,1663317026740
29,0.3860920632519973,0.36266090005400825,0.37437648165300275,[0.49708095 0.45194864],[0.50361204 0.44213215],[0.51156306 0.44090849],[0.51924658 0.44662896],[0.51167107 0.44945773],[0.50404787 0.45117369],0.47262927889823914,0.4797118902206421,1663317026769
30,0.39106849822596107,0.3284610892422059,0.3597647937340835,[0.49700773 0.45257631],[0.50310731 0.44262943],[0.51088923 0.44130155],[0.51873809 0.44704276],[0.51103634 0.44984278],[0.50360513 0.45161167],0.4729061722755432,0.4788568615913391,1663317026800
31,0.3905303044396149,0.3612295199417115,0.3758799121906632,[0.49767882 0.45274973],[0.50383115 0.4424108 ],[0.51177013 0.44122386],[0.51957905 0.44768625],[0.51195419 0.4496797 ],[0.50448835 0.45148584],0.47256791591644287,0.4798700511455536,1663317026834
32,0.40426444845519316,0.3867716239530661,0.3955180362041296,[0.49711362 0.45522815],[0.50300622 0.44524589],[0.51066762 0.44404101],[0.51847088 0.45022947],[0.51106369 0.45253906],[0.50373864 0.45444414],0.47187578678131104,0.4817700982093811,1663317026863
33,0.42180567719058376,0.35615883067637566,0.38898225393347974,[0.49737567 0.45787287],[0.50321251 0.44795746],[0.51089728 0.44684997],[0.51872557 0.45287913],[0.51110494 0.45588323],[0.50379062 0.45740128],0.47232723236083984,0.48756614327430725,1663317026897
34,0.3735803715690987,0.24593580339258636,0.30975808748084255,[0.4973695  0.45337024],[0.50345784 0.44396862],[0.51106817 0.44314447],[0.51870114 0.44908926],[0.5112415 0.4508546],[0.50392717 0.4524996 ],0.4723014235496521,0.48085129261016846,1663317026927
35,0.41743869180789234,0.364784360818539,0.39111152631321566,[0.49707755 0.45633465],[0.50265872 0.4460142 ],[0.51031768 0.44460654],[0.51842481 0.45076856],[0.51060259 0.45359671],[0.50340688 0.45540798],0.4715581238269806,0.4853561520576477,1663317026963
36,0.38936962397308167,0.3354698200918492,0.3624197220324654,[0.49723026 0.45439303],[0.50297606 0.44419798],[0.51067537 0.44290906],[0.51861656 0.44943634],[0.51083136 0.45119116],[0.50355864 0.45299095],0.47162455320358276,0.48424363136291504,1663317026999
37,0.4335073224302643,0.40106608209179495,0.4172867022610296,[0.49895433 0.45590484],[0.50398636 0.44454461],[0.5118565  0.44286838],[0.52033103 0.45023805],[0.51194733 0.45235255],[0.50473148 0.45420539],0.4730117917060852,0.48719850182533264,1663317027036
38,0.38451943863428617,0.37037620695400225,0.37744782279414424,[0.49896717 0.4533582 ],[0.50474024 0.44330648],[0.51252222 0.44200346],[0.52045816 0.44849157],[0.51221132 0.4504258 ],[0.50495929 0.45182145],0.4726738929748535,0.4835967719554901,1663317027065
39,0.393651300258172,0.3117479502166374,0.3526996252374047,[0.49889296 0.45250547],[0.50488931 0.44239607],[0.51267785 0.44132221],[0.52050859 0.44754946],[0.51242453 0.44985199],[0.5051192  0.45131919],0.4726676046848297,0.4827166795730591,1663317027093
