FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010600
2,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010622
3,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010640
4,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010666
5,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010686
6,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010705
7,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010722
8,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010741
9,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010760
10,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010777
11,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010795
12,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010821
13,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010844
14,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010866
15,0,0,0,[0.51224118 0.46323192],[0.51932752 0.46007904],[0.52689773 0.46046311],[0.53432077 0.46331048],[0.52667898 0.46283415],[0.518978  0.4629215],0.4882007837295532,0.4948682487010956,1663321010890
