FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.31930473453251984,0.44725720474967606,0.3832809696410979,[0.46940982 0.47327727],[0.47856274 0.46738392],[0.48734301 0.47082731],[0.49403152 0.47919649],[0.48576844 0.4781135 ],[0.47734827 0.47601616],0.44265714287757874,0.5100200772285461,1663319633984
2,0.3354943741644459,0.47387488494893715,0.4046846295566915,[0.46930358 0.47347322],[0.47890192 0.46781847],[0.48753828 0.4712413 ],[0.49354386 0.47907516],[0.48559979 0.47881836],[0.47725683 0.47653717],0.44392159581184387,0.5109241008758545,1663319634024
3,0.32403713714076304,0.4609039972736129,0.392470567207188,[0.47113383 0.46946418],[0.48029903 0.46384606],[0.48888427 0.46712202],[0.49489403 0.47493723],[0.48702788 0.47429815],[0.47885227 0.47210962],0.4449569582939148,0.5059354901313782,1663319634064
4,0.3391810195780083,0.4508315376522676,0.39500627861513793,[0.47277391 0.4644745 ],[0.48115981 0.45839351],[0.48921511 0.46144408],[0.49516019 0.46955985],[0.48738265 0.46849594],[0.47976825 0.46656269],0.4459795355796814,0.4994187355041504,1663319634099
5,0.30240684879633145,0.3852007982698914,0.34380382353311145,[0.47479227 0.46502325],[0.48335478 0.45941991],[0.4916099  0.46206596],[0.4978385  0.46976319],[0.48986235 0.46864676],[0.48199528 0.46671587],0.4464002847671509,0.49903881549835205,1663319634134
6,0.3486215062455121,0.4808380322432003,0.41472976924435623,[0.47495392 0.47245249],[0.4830091  0.46679515],[0.49097604 0.46957463],[0.49713179 0.47740763],[0.48928544 0.47697917],[0.48169917 0.47494003],0.44709813594818115,0.5061724781990051,1663319634173
7,0.3753649151178684,0.4429243595284411,0.40914463732315476,[0.47469035 0.47208473],[0.48275346 0.46605733],[0.49060422 0.46900737],[0.49670821 0.47724956],[0.48864377 0.47697163],[0.48117831 0.47469097],0.4463950991630554,0.5062534213066101,1663319634202
8,0.36834701148104204,0.4920562553083474,0.43020163339469475,[0.473093   0.46906537],[0.48162448 0.46334466],[0.48962092 0.46650383],[0.49559757 0.47461724],[0.48787898 0.4744271 ],[0.48013771 0.47218403],0.4455348253250122,0.5033608078956604,1663319634232
9,0.38382348863420046,0.3870071049706626,0.38541529680243153,[0.47291407 0.46831912],[0.48162699 0.4619281 ],[0.4899599  0.46503055],[0.4960691  0.47337151],[0.48791519 0.47358322],[0.47996706 0.47117978],0.44623032212257385,0.5016120076179504,1663319634263
10,0.34852374177048806,0.39549534390088775,0.3720095428356879,[0.47315079 0.47173452],[0.48184595 0.46573117],[0.49034211 0.46830156],[0.49651513 0.47605962],[0.48888892 0.47603658],[0.48074457 0.47435352],0.4470486044883728,0.5034916400909424,1663319634294
11,0.39029397742413163,0.4294157791235122,0.40985487827382194,[0.47305933 0.47174451],[0.48162267 0.46438712],[0.49025995 0.46667677],[0.49673468 0.47555193],[0.48878711 0.47555557],[0.48053503 0.47404408],0.4462892413139343,0.5029709935188293,1663319634326
12,0.3513544842833526,0.4667601651825168,0.40905732473293466,[0.4731136  0.46591076],[0.48185813 0.46011451],[0.49032733 0.46330813],[0.49644721 0.47156781],[0.48871666 0.47105202],[0.48065004 0.46899483],0.447122722864151,0.496317595243454,1663319634357
13,0.3857316686526898,0.4398610120168221,0.412796340334756,[0.47389731 0.46422601],[0.48251045 0.45775193],[0.49086869 0.4609043 ],[0.49699312 0.46939427],[0.48925006 0.46930745],[0.48125681 0.4673712 ],0.44866514205932617,0.49261513352394104,1663319634385
14,0.3648922981772275,0.43127963982565987,0.39808596900144366,[0.47361749 0.46827728],[0.48206463 0.46213353],[0.49034801 0.46486706],[0.49648881 0.47294053],[0.48897246 0.47276077],[0.48102522 0.47109532],0.44771477580070496,0.4987788200378418,1663319634422
15,0.3802531372080524,0.46340349570786254,0.4218283164579575,[0.47456196 0.46603334],[0.48310715 0.45973071],[0.49128643 0.46259797],[0.49729183 0.47083023],[0.48970374 0.47079235],[0.48186773 0.46896908],0.44914430379867554,0.4956572353839874,1663319634454
16,0.3872181167372418,0.4359892517140507,0.41160368422564625,[0.47609836 0.46286333],[0.48466527 0.45611277],[0.49292836 0.45881   ],[0.49906734 0.46723631],[0.49118197 0.46727365],[0.48329943 0.46547928],0.4495515823364258,0.49205464124679565,1663319634487
17,0.36078287461915626,0.3395358719592663,0.3501593732892113,[0.47780222 0.4632152 ],[0.48581505 0.45695764],[0.49394685 0.45976654],[0.5001719  0.46831477],[0.49229956 0.46747062],[0.48467395 0.46555936],0.452963262796402,0.4916436970233917,1663319634517
18,0.3841379439041456,0.41146809403341955,0.39780301896878256,[0.47751597 0.46745276],[0.48559663 0.46127677],[0.4934122  0.46417367],[0.49971306 0.47263393],[0.49169415 0.47244111],[0.4841094  0.47022182],0.451437383890152,0.4939858019351959,1663319634548
19,0.36349569236787604,0.43112599528652923,0.3973108438272026,[0.4778429  0.46391997],[0.48638299 0.45864993],[0.49438873 0.46183032],[0.50045109 0.46995252],[0.49282569 0.46975523],[0.48502144 0.46747899],0.4531891644001007,0.49092617630958557,1663319634577
20,0.381120580335169,0.37662892720768937,0.3788747537714292,[0.47726405 0.46237293],[0.48608279 0.4565987 ],[0.49414721 0.45969084],[0.5000788  0.46755406],[0.49248824 0.46796772],[0.48456383 0.46586668],0.45350441336631775,0.48816996812820435,1663319634608
21,0.16701135161013006,0.06680684935828447,0.11690910048420727,[0.47922909 0.46706361],[0.48758161 0.46570086],[0.49563876 0.46830723],[0.50228995 0.47381416],[0.4950206  0.47211161],[0.48694995 0.46982458],0.4559078514575958,0.4935096502304077,1663319634639
22,0.22903422623128794,0.10737809150912148,0.1682061588702047,[0.48125577 0.47039941],[0.48970431 0.46894497],[0.49760473 0.47164112],[0.50412744 0.47683501],[0.49712822 0.47684377],[0.48895574 0.47455445],0.46012961864471436,0.49608972668647766,1663319634670
23,0.20062413339089796,0.13993179113928605,0.170277962265092,[0.48523915 0.46908608],[0.49345919 0.46697736],[0.5013662  0.46875304],[0.50777477 0.47393298],[0.50101203 0.47335082],[0.49298978 0.47159129],0.4655398428440094,0.4967278838157654,1663319634700
24,0.3510953732352221,0.24146467884132156,0.29628002603827186,[0.48862797 0.46329877],[0.49747804 0.4581168 ],[0.50596613 0.46016505],[0.51163495 0.46751693],[0.50494814 0.46817651],[0.49673238 0.46643212],0.47265955805778503,0.4900662899017334,1663319634742
25,0.44839967769504063,0.2697512575798789,0.3590754676374598,[0.49409211 0.46527857],[0.50226277 0.45795828],[0.51081342 0.45952505],[0.51618993 0.46881151],[0.50886661 0.46969748],[0.50112754 0.46760365],0.4758386015892029,0.4950658082962036,1663319634772
26,0.4600102078249718,0.2922891540552841,0.37614968094012796,[0.49618793 0.46887928],[0.5050596  0.46234754],[0.51352853 0.46444198],[0.51852548 0.47318169],[0.51148295 0.47498977],[0.50358689 0.47242492],0.4797636866569519,0.5012461543083191,1663319634805
27,0.44439405160360373,0.27398878352797573,0.35919141756578976,[0.49842432 0.46749464],[0.50716734 0.46118182],[0.51593941 0.46284699],[0.52095836 0.47113937],[0.5141896  0.47308278],[0.50612628 0.47103095],0.48347336053848267,0.49879470467567444,1663319634832
28,0.4185982083929789,0.28773586943169066,0.3531670389123348,[0.49896255 0.46677339],[0.50823808 0.4607735 ],[0.51757085 0.4630115 ],[0.52240717 0.47150767],[0.51608151 0.47292203],[0.50752628 0.47075027],0.48573586344718933,0.49745434522628784,1663319634861
29,0.46627275939933205,0.3079896404900829,0.38713119994470746,[0.49959782 0.46785104],[0.50893104 0.46094251],[0.51842314 0.46335998],[0.52311808 0.47305724],[0.51688069 0.47448713],[0.50820822 0.4721503 ],0.4870575964450836,0.4997505843639374,1663319634894
30,0.4729263145275959,0.3492711921681533,0.4110987533478746,[0.50221676 0.47060832],[0.51126242 0.46357918],[0.5201357  0.46596861],[0.52469945 0.47540584],[0.51810062 0.47674644],[0.51001942 0.47428304],0.4886575937271118,0.5027739405632019,1663319634923
31,0.5024811166413693,0.30770534566431157,0.40509323115284046,[0.50483495 0.46551186],[0.51401675 0.45781791],[0.52334654 0.4597488 ],[0.5278967  0.47014865],[0.52189672 0.47166637],[0.51346296 0.4694393 ],0.49025729298591614,0.49638569355010986,1663319634955
32,0.44549846703897955,0.30093450291080454,0.373216484974892,[0.50508839 0.46272206],[0.51440173 0.45702207],[0.5231415 0.4602769],[0.5276531  0.46967328],[0.52134049 0.47058809],[0.51319408 0.46752301],0.49271172285079956,0.49372413754463196,1663319634989
33,0.4484509955869052,0.29239872143408596,0.37042485851049556,[0.50514412 0.46529853],[0.51429719 0.4597151 ],[0.52297395 0.4629696 ],[0.52757943 0.47216052],[0.5210883  0.47319546],[0.51304626 0.47028551],0.4919452965259552,0.4953956604003906,1663319635021
34,0.4030152704121678,0.3167397498873266,0.3598775101497472,[0.50471371 0.46431339],[0.51407641 0.45995933],[0.52293283 0.46337515],[0.52739304 0.47160375],[0.52162534 0.47266501],[0.51329088 0.46974793],0.4920461177825928,0.49615752696990967,1663319635051
35,0.40935274774545727,0.2946276235997432,0.3519901856726002,[0.50518936 0.46191409],[0.51431167 0.45700535],[0.52300602 0.46023723],[0.52772641 0.46936336],[0.52146435 0.46977249],[0.51337367 0.46673417],0.4910751283168793,0.4914056360721588,1663319635082
36,0.37823554230343515,0.28030578345204943,0.3292706628777423,[0.50554144 0.46398771],[0.51430386 0.4592267 ],[0.52292049 0.46219176],[0.52786505 0.4714554 ],[0.52162606 0.47097445],[0.51362759 0.46813047],0.4914667010307312,0.4919726550579071,1663319635111
37,0.38454692263618584,0.30958324073524973,0.3470650816857178,[0.50571012 0.46650481],[0.5141679  0.46167678],[0.52248722 0.46446931],[0.5274353  0.47352928],[0.52104431 0.47314766],[0.51328552 0.47039515],0.49115025997161865,0.4954342246055603,1663319635145
38,0.4153597326956804,0.2878218583826791,0.3515907955391797,[0.50583619 0.46610343],[0.51415771 0.46040788],[0.52262104 0.46269   ],[0.52779305 0.47198799],[0.52124155 0.47215638],[0.51343203 0.46969691],0.4903298020362854,0.4937855899333954,1663319635175
39,0.4278395974798781,0.28946661344086744,0.35865310546037277,[0.50521958 0.46072632],[0.51401901 0.45529276],[0.52229398 0.45802587],[0.52721453 0.46683887],[0.52027345 0.46772924],[0.5125252  0.46479848],0.4894700050354004,0.48911571502685547,1663319635205
40,0.4479148601914105,0.27984402633307004,0.3638794432622403,[0.50498867 0.4618898 ],[0.51371026 0.45564839],[0.52186692 0.45816335],[0.52692133 0.46763065],[0.51951563 0.46830514],[0.51195699 0.46539095],0.4869661331176758,0.4854115843772888,1663319635237
41,0.2619445011227987,0.1562188308059428,0.20908166596437075,[0.49902797 0.46317321],[0.50812322 0.46108913],[0.51600718 0.46439007],[0.52163243 0.47174385],[0.51512218 0.4706035 ],[0.5069986  0.46737811],0.48128798604011536,0.4851546287536621,1663319635268
42,0.13770914842773868,0.12623793248308737,0.13197354045541304,[0.4939667  0.46206722],[0.50234246 0.46285757],[0.50982052 0.46613827],[0.51624578 0.47153318],[0.50964749 0.46946752],[0.5016619  0.46612057],0.474082350730896,0.4814923107624054,1663319635302
43,0.1698060521960456,0.10912216566584446,0.13946410893094502,[0.48655632 0.45950732],[0.49526131 0.45968974],[0.50285059 0.46280989],[0.50938052 0.46801183],[0.50251871 0.46679804],[0.49438992 0.46386993],0.46392104029655457,0.47741857171058655,1663319635334
44,0.19427509501376403,0.10802689951018976,0.1511509972619769,[0.48222107 0.45462459],[0.49032784 0.45359388],[0.49775288 0.45683381],[0.50424886 0.46178421],[0.49703443 0.46093017],[0.48922125 0.45830646],0.45892924070358276,0.47773477435112,1663319635371
45,0.19668997696541415,0.314983530841236,0.25583675390332505,[0.47566327 0.45550829],[0.48409083 0.45284134],[0.49159545 0.4551852 ],[0.49777803 0.46025601],[0.49056068 0.4592467 ],[0.482867   0.45738593],0.45055970549583435,0.47915664315223694,1663319635407
46,0.24397945159832116,0.3288350562640012,0.2864072539311612,[0.47411484 0.45343673],[0.48148781 0.44884792],[0.48897982 0.45064402],[0.49569607 0.45663708],[0.48792949 0.45556441],[0.48056805 0.45438674],0.44941309094429016,0.47727903723716736,1663319635442
47,0.27949133225698514,0.3446214257523006,0.3120563790046429,[0.47260082 0.45121256],[0.48026726 0.44533983],[0.48794496 0.44683284],[0.49459976 0.45334721],[0.48662817 0.45262071],[0.4791719  0.45166469],0.4475722908973694,0.476519912481308,1663319635477
48,0.21964156589252337,0.314492413306519,0.2670669895995212,[0.47139439 0.451042  ],[0.4790318  0.44667494],[0.48653728 0.44841549],[0.49323237 0.45397055],[0.48533261 0.45282304],[0.47792891 0.45166421],0.44640472531318665,0.47599825263023376,1663319635509
49,0.29979895826862424,0.30136207777872476,0.30058051802367447,[0.47128922 0.45027405],[0.47846511 0.4439683 ],[0.48611182 0.44534948],[0.49295869 0.45229906],[0.48489636 0.45148146],[0.47756702 0.45070702],0.4448583424091339,0.47511133551597595,1663319635542
50,0.26719244466608566,0.26552819275587436,0.26636031871098,[0.46990752 0.4509775 ],[0.4768388  0.44508246],[0.48420927 0.44616342],[0.4912231  0.45258489],[0.48321405 0.45153099],[0.47604963 0.45099401],0.4431968033313751,0.47646427154541016,1663319635577
51,0.27245104446618174,0.3057106297349169,0.2890808371005493,[0.46807131 0.45255226],[0.47494525 0.44682869],[0.48215657 0.44793892],[0.48914903 0.45395333],[0.48135331 0.45324239],[0.47429329 0.4529407 ],0.4425349235534668,0.47618111968040466,1663319635616
52,0.22299794408809748,0.25676305327489146,0.23988049868149447,[0.46745619 0.45182219],[0.47473475 0.44747376],[0.4820632  0.44912547],[0.4890168  0.45452926],[0.48098317 0.45349526],[0.47365454 0.45255026],0.4410114884376526,0.4779583513736725,1663319635652
53,0.24172885726430812,0.293135647271655,0.26743225226798156,[0.46724015 0.44946319],[0.47449481 0.44431672],[0.48212945 0.44558465],[0.48931205 0.45159465],[0.48141676 0.45055914],[0.47381833 0.44997159],0.4414902329444885,0.4732447564601898,1663319635691
54,0.23411718962773923,0.2728829092206414,0.2535000494241903,[0.46542755 0.45093817],[0.47268793 0.4460758 ],[0.48023432 0.44713256],[0.48738804 0.45263976],[0.47951156 0.45198622],[0.47202906 0.45144179],0.43925464153289795,0.4738239645957947,1663319635723
55,0.19380980787119384,0.2864292701382964,0.24011953900474511,[0.46463504 0.45082435],[0.4718402  0.44673309],[0.47944492 0.44782296],[0.48686552 0.45285603],[0.47890434 0.45184833],[0.47129527 0.45129201],0.4380827844142914,0.47373560070991516,1663319635754
56,0.16095359716511248,0.2511374838644376,0.20604554051477506,[0.46402118 0.45078611],[0.47075707 0.44731361],[0.47842777 0.44825444],[0.48626083 0.45292771],[0.47804418 0.45165569],[0.47043192 0.45106897],0.4370994567871094,0.4744962155818939,1663319635788
57,0.19585427662553384,0.33144337136595575,0.2636488239957448,[0.46424785 0.44878054],[0.4714931  0.44494885],[0.47903454 0.44611108],[0.48639044 0.45139652],[0.47842598 0.45021212],[0.47081444 0.4494862 ],0.4389735162258148,0.4718818664550781,1663319635821
