FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663659067575
2,0,0,0,0,0,0,0,0,0,1663659067592
3,0,0,0,0,0,0,0,0,0,1663659067606
4,0,0,0,0,0,0,0,0,0,1663659067628
5,0,0,0,0,0,0,0,0,0,1663659067640
6,0,0,0,0,0,0,0,0,0,1663659067651
7,0,0,0,0,0,0,0,0,0,1663659067664
8,0,0,0,0,0,0,0,0,0,1663659067678
9,0,0,0,0,0,0,0,0,0,1663659067691
10,0,0,0,0,0,0,0,0,0,1663659067706
11,0,0,0,0,0,0,0,0,0,1663659067722
12,0,0,0,0,0,0,0,0,0,1663659067738
13,0,0,0,0,0,0,0,0,0,1663659067753
14,0,0,0,0,0,0,0,0,0,1663659067770
15,0,0,0,0,0,0,0,0,0,1663659067786
16,0.33533129779225407,0.2849026377426712,0.31011696776746267,[0.71866834 0.47585669],[0.73031092 0.4738498 ],[0.73868918 0.47754455],[0.74112564 0.4833236 ],[0.73568708 0.48440093],[0.72708023 0.48158976],1663659067815
17,0.33596189147022,0.25313454073833824,0.2945482161042791,[0.71811914 0.47759363],[0.73064739 0.47472101],[0.73969704 0.47765294],[0.74072599 0.48266876],[0.73747504 0.4845832 ],[0.72823817 0.48265362],1663659067846
18,0.32020069414235675,0.27281453585743926,0.296507614999898,[0.71791762 0.47495261],[0.73040032 0.47336942],[0.73938406 0.4769302 ],[0.74026227 0.48241222],[0.73604757 0.48337501],[0.72677416 0.48030761],1663659067869
19,0.359863227834415,0.27570537274099444,0.3177843002877047,[0.71448624 0.47672522],[0.72695434 0.47381619],[0.73562151 0.47670916],[0.73583418 0.48198438],[0.73310065 0.48361742],[0.72394204 0.48173267],1663659067889
20,0.3408142685682839,0.28278195441828474,0.3117981114932843,[0.71507335 0.47365028],[0.72819567 0.47122306],[0.73718214 0.47452861],[0.73693728 0.47953302],[0.73459178 0.48115149],[0.72505331 0.47892863],1663659067911
21,0.35115886405089974,0.2636156811792028,0.3073872726150513,[0.71635187 0.47523662],[0.72911024 0.47338888],[0.73736221 0.47641718],[0.73646766 0.48040804],[0.73359418 0.48211259],[0.72484064 0.47986636],1663659067932
22,0.3216068559875744,0.2653070259962788,0.2934569409919266,[0.71499228 0.47464585],[0.72822821 0.47309163],[0.73733562 0.47618571],[0.73683083 0.47987232],[0.73412263 0.48214108],[0.72470707 0.47991318],1663659067951
23,0.31862045148590024,0.2850359443242306,0.30182819790506543,[0.71530259 0.47434479],[0.72821856 0.47288769],[0.73743385 0.47604337],[0.73774743 0.48091003],[0.7342183 0.4824416],[0.72479773 0.47983214],1663659067972
24,0.3475998904694708,0.2801028609597909,0.31385137571463084,[0.71355361 0.47507507],[0.7267136  0.47238907],[0.73634064 0.47472838],[0.73554784 0.47933406],[0.73394823 0.48183277],[0.72436959 0.48011953],1663659067991
25,0.4372726651212681,0.28797870207611526,0.3626256835986917,[0.71548778 0.47722048],[0.72790074 0.47272345],[0.73624218 0.47490194],[0.73532599 0.48042962],[0.73366553 0.48280591],[0.72517496 0.48157486],1663659068012
26,0.3582113758748229,0.25050449170182537,0.3043579337883241,[0.7159335 0.477305 ],[0.72858125 0.47472486],[0.73702681 0.47759843],[0.73686713 0.48182216],[0.73347712 0.48385224],[0.72455257 0.48181126],1663659068035
27,0.3574787497015002,0.2691053359029701,0.3132920428022351,[0.71651059 0.47913367],[0.7294423  0.47637102],[0.7383821  0.47871864],[0.73811901 0.48315167],[0.73540568 0.48559785],[0.7261042  0.48388097],1663659068055
28,0.3769714248859263,0.2653885025465145,0.3211799637162204,[0.7170766  0.47925991],[0.73093396 0.47664022],[0.74003881 0.4793385 ],[0.73828983 0.48374158],[0.73630756 0.4862825 ],[0.72700542 0.48413685],1663659068077
29,0.3724414901536058,0.2802266272018927,0.32633405867774923,[0.71824312 0.47880682],[0.73109889 0.47585863],[0.73980021 0.47854841],[0.73939502 0.48332492],[0.73669261 0.48544779],[0.72750717 0.4836112 ],1663659068096
30,0.34252847326109076,0.28419346736330797,0.31336097031219934,[0.71894157 0.4779675 ],[0.73193079 0.47552308],[0.74117738 0.47852579],[0.74155521 0.48334119],[0.73747438 0.48516446],[0.72790122 0.48280379],1663659068119
31,0.3637271284369905,0.28713068495726246,0.3254289066971265,[0.71709609 0.47885656],[0.73049426 0.47519735],[0.74057984 0.47741687],[0.74037498 0.48243073],[0.73776412 0.48518696],[0.72757399 0.48357096],1663659068141
32,0.3594352604361352,0.24940042313135719,0.3044178417837462,[0.71763194 0.48019469],[0.73103362 0.47573486],[0.74180371 0.47804415],[0.7423355  0.48345649],[0.73944533 0.48616976],[0.72872192 0.48489967],1663659068161
33,0.36258486147147945,0.2619354966611267,0.3122601790663031,[0.72113496 0.48088461],[0.73442054 0.47608531],[0.74398112 0.47837073],[0.74436682 0.4837878 ],[0.74188101 0.48600152],[0.7322799  0.48489246],1663659068185
34,0.3222672413711224,0.2766489755688721,0.2994581084699972,[0.72873312 0.48743257],[0.7410838  0.48258948],[0.75131637 0.48453951],[0.75292122 0.48950228],[0.74895144 0.49148831],[0.73869789 0.49054629],1663659068205
