FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663659343114
2,0,0,0,0,0,0,0,0,0,1663659343128
3,0,0,0,0,0,0,0,0,0,1663659343143
4,0,0,0,0,0,0,0,0,0,1663659343157
5,0,0,0,0,0,0,0,0,0,1663659343169
6,0,0,0,0,0,0,0,0,0,1663659343181
7,0,0,0,0,0,0,0,0,0,1663659343192
8,0,0,0,0,0,0,0,0,0,1663659343204
9,0,0,0,0,0,0,0,0,0,1663659343217
10,0,0,0,0,0,0,0,0,0,1663659343232
11,0,0,0,0,0,0,0,0,0,1663659343247
12,0,0,0,0,0,0,0,0,0,1663659343262
13,0,0,0,0,0,0,0,0,0,1663659343281
14,0,0,0,0,0,0,0,0,0,1663659343299
15,0,0,0,0,0,0,0,0,0,1663659343316
16,0,0,0,0,0,0,0,0,0,1663659343335
17,0,0,0,0,0,0,0,0,0,1663659343353
18,0,0,0,0,0,0,0,0,0,1663659343369
19,0,0,0,0,0,0,0,0,0,1663659343386
20,0,0,0,0,0,0,0,0,0,1663659343404
21,0,0,0,0,0,0,0,0,0,1663659343422
22,0,0,0,0,0,0,0,0,0,1663659343439
23,0,0,0,0,0,0,0,0,0,1663659343456
24,0,0,0,0,0,0,0,0,0,1663659343472
25,0,0,0,0,0,0,0,0,0,1663659343496
26,0,0,0,0,0,0,0,0,0,1663659343514
27,0,0,0,0,0,0,0,0,0,1663659343532
28,0,0,0,0,0,0,0,0,0,1663659343549
29,0,0,0,0,0,0,0,0,0,1663659343566
30,0,0,0,0,0,0,0,0,0,1663659343584
31,0,0,0,0,0,0,0,0,0,1663659343601
32,0,0,0,0,0,0,0,0,0,1663659343618
33,0,0,0,0,0,0,0,0,0,1663659343637
34,0,0,0,0,0,0,0,0,0,1663659343653
35,0,0,0,0,0,0,0,0,0,1663659343670
36,0,0,0,0,0,0,0,0,0,1663659343690
37,0,0,0,0,0,0,0,0,0,1663659343707
38,0,0,0,0,0,0,0,0,0,1663659343724
39,0,0,0,0,0,0,0,0,0,1663659343742
40,0,0,0,0,0,0,0,0,0,1663659343762
41,0,0,0,0,0,0,0,0,0,1663659343788
42,0,0,0,0,0,0,0,0,0,1663659343805
43,0,0,0,0,0,0,0,0,0,1663659343823
44,0,0,0,0,0,0,0,0,0,1663659343840
45,0,0,0,0,0,0,0,0,0,1663659343856
46,0,0,0,0,0,0,0,0,0,1663659343872
47,0,0,0,0,0,0,0,0,0,1663659343889
48,0,0,0,0,0,0,0,0,0,1663659343906
49,0,0,0,0,0,0,0,0,0,1663659343923
50,0,0,0,0,0,0,0,0,0,1663659343940
51,0,0,0,0,0,0,0,0,0,1663659343959
52,0,0,0,0,0,0,0,0,0,1663659343976
53,0,0,0,0,0,0,0,0,0,1663659343993
54,0,0,0,0,0,0,0,0,0,1663659344010
55,0,0,0,0,0,0,0,0,0,1663659344028
56,0,0,0,0,0,0,0,0,0,1663659344045
57,0,0,0,0,0,0,0,0,0,1663659344064
58,0,0,0,0,0,0,0,0,0,1663659344080
59,0,0,0,0,0,0,0,0,0,1663659344098
60,0,0,0,0,0,0,0,0,0,1663659344112
61,0,0,0,0,0,0,0,0,0,1663659344129
62,0,0,0,0,0,0,0,0,0,1663659344145
63,0,0,0,0,0,0,0,0,0,1663659344162
64,0,0,0,0,0,0,0,0,0,1663659344178
65,0,0,0,0,0,0,0,0,0,1663659344195
66,0,0,0,0,0,0,0,0,0,1663659344213
67,0,0,0,0,0,0,0,0,0,1663659344230
68,0,0,0,0,0,0,0,0,0,1663659344247
69,0,0,0,0,0,0,0,0,0,1663659344265
70,0,0,0,0,0,0,0,0,0,1663659344284
71,0,0,0,0,0,0,0,0,0,1663659344310
72,0,0,0,0,0,0,0,0,0,1663659344326
73,0,0,0,0,0,0,0,0,0,1663659344344
74,0,0,0,0,0,0,0,0,0,1663659344360
75,0,0,0,0,0,0,0,0,0,1663659344378
76,0,0,0,0,0,0,0,0,0,1663659344396
77,0,0,0,0,0,0,0,0,0,1663659344413
78,0,0,0,0,0,0,0,0,0,1663659344430
79,0,0,0,0,0,0,0,0,0,1663659344448
80,0,0,0,0,0,0,0,0,0,1663659344466
81,0,0,0,0,0,0,0,0,0,1663659344483
82,0,0,0,0,0,0,0,0,0,1663659344499
83,0,0,0,0,0,0,0,0,0,1663659344517
84,0,0,0,0,0,0,0,0,0,1663659344534
85,0,0,0,0,0,0,0,0,0,1663659344551
86,0,0,0,0,0,0,0,0,0,1663659344568
87,0,0,0,0,0,0,0,0,0,1663659344584
88,0,0,0,0,0,0,0,0,0,1663659344599
89,0,0,0,0,0,0,0,0,0,1663659344616
90,0,0,0,0,0,0,0,0,0,1663659344633
91,0,0,0,0,0,0,0,0,0,1663659344651
92,0,0,0,0,0,0,0,0,0,1663659344669
93,0,0,0,0,0,0,0,0,0,1663659344686
94,0,0,0,0,0,0,0,0,0,1663659344702
95,0,0,0,0,0,0,0,0,0,1663659344719
96,0,0,0,0,0,0,0,0,0,1663659344736
97,0,0,0,0,0,0,0,0,0,1663659344753
98,0,0,0,0,0,0,0,0,0,1663659344771
99,0,0,0,0,0,0,0,0,0,1663659344788
100,0,0,0,0,0,0,0,0,0,1663659344804
101,0,0,0,0,0,0,0,0,0,1663659344821
102,0,0,0,0,0,0,0,0,0,1663659344837
103,0,0,0,0,0,0,0,0,0,1663659344855
104,0,0,0,0,0,0,0,0,0,1663659344871
105,0,0,0,0,0,0,0,0,0,1663659344888
106,0,0,0,0,0,0,0,0,0,1663659344905
107,0,0,0,0,0,0,0,0,0,1663659344921
108,0,0,0,0,0,0,0,0,0,1663659344938
109,0,0,0,0,0,0,0,0,0,1663659344956
110,0,0,0,0,0,0,0,0,0,1663659344975
111,0,0,0,0,0,0,0,0,0,1663659344992
112,0,0,0,0,0,0,0,0,0,1663659345011
113,0,0,0,0,0,0,0,0,0,1663659345027
114,0,0,0,0,0,0,0,0,0,1663659345044
115,0,0,0,0,0,0,0,0,0,1663659345061
116,0,0,0,0,0,0,0,0,0,1663659345078
117,0,0,0,0,0,0,0,0,0,1663659345095
118,0,0,0,0,0,0,0,0,0,1663659345114
119,0,0,0,0,0,0,0,0,0,1663659345129
120,0,0,0,0,0,0,0,0,0,1663659345148
121,0,0,0,0,0,0,0,0,0,1663659345165
122,0,0,0,0,0,0,0,0,0,1663659345184
123,0,0,0,0,0,0,0,0,0,1663659345200
124,0,0,0,0,0,0,0,0,0,1663659345217
125,0,0,0,0,0,0,0,0,0,1663659345233
126,0,0,0,0,0,0,0,0,0,1663659345250
127,0,0,0,0,0,0,0,0,0,1663659345269
128,0,0,0,0,0,0,0,0,0,1663659345286
129,0,0,0,0,0,0,0,0,0,1663659345303
130,0,0,0,0,0,0,0,0,0,1663659345321
131,0,0,0,0,0,0,0,0,0,1663659345339
132,0,0,0,0,0,0,0,0,0,1663659345358
133,0,0,0,0,0,0,0,0,0,1663659345375
134,0,0,0,0,0,0,0,0,0,1663659345395
135,0,0,0,0,0,0,0,0,0,1663659345410
