FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.2727131036017944,0.20934872584331715,0.24103091472255578,[0.69322437 0.46908912],[0.70283037 0.46498442],[0.71293902 0.46603909],[0.71818602 0.47011825],[0.71189266 0.47271231],[0.70229763 0.47183529],1663659584117
2,0.2834703525867984,0.23575591328725098,0.2596131329370247,[0.69788796 0.46824354],[0.70770139 0.46365744],[0.71829128 0.46407595],[0.72313452 0.46825606],[0.71771944 0.47111219],[0.70750374 0.47090861],1663659584135
3,0.35627733915372456,0.2586910323315777,0.30748418574265113,[0.70183891 0.47141546],[0.71246672 0.46554804],[0.72353536 0.46583837],[0.72857022 0.47128683],[0.72279513 0.47518936],[0.71202773 0.47520557],1663659584155
4,0.3856039338718964,0.2698748489519768,0.3277393914119366,[0.70215273 0.47358602],[0.71345937 0.46691519],[0.72490191 0.46822977],[0.73005235 0.47460607],[0.7241801  0.47855282],[0.71321648 0.47809508],1663659584175
5,0.34988598773862745,0.26800308490364505,0.3089445363211363,[0.70229644 0.47191581],[0.71339983 0.46588656],[0.72403878 0.46742275],[0.72829711 0.47335353],[0.72297555 0.47595015],[0.71287912 0.47550139],1663659584194
6,0.2692595372207912,0.2642166884148073,0.26673811281779924,[0.70040107 0.46993533],[0.71236676 0.46498373],[0.72398019 0.46634114],[0.72799331 0.47161579],[0.7234093  0.47329831],[0.71221673 0.47288823],1663659584213
7,0.28964813272303197,0.2695311849522583,0.27958965883764514,[0.70012653 0.46796981],[0.71186918 0.46254733],[0.72356153 0.46342716],[0.72796893 0.46877107],[0.72274917 0.47114831],[0.71152282 0.47091207],1663659584236
8,0.2824874709205996,0.26827784691123113,0.2753826589159154,[0.69940978 0.46666741],[0.71132684 0.46089786],[0.72331196 0.46147364],[0.72790778 0.46707281],[0.72261238 0.46941233],[0.71126223 0.46903044],1663659584259
9,0.29267739227055745,0.2685051583208884,0.2805912752957229,[0.69994742 0.46736494],[0.71215713 0.46145305],[0.72447026 0.46214715],[0.72944432 0.46762413],[0.72339648 0.47059157],[0.7116909  0.47019503],1663659584286
10,0.27868375661157285,0.2612556507766012,0.269969703694087,[0.70107132 0.46747017],[0.71357763 0.46159139],[0.72585595 0.46228826],[0.73017025 0.46770459],[0.72490317 0.47009158],[0.71327031 0.46994379],1663659584308
11,0.2962626061375229,0.25100252235090137,0.2736325642442121,[0.70408636 0.46947658],[0.71645403 0.46373239],[0.72935945 0.46430451],[0.73417854 0.47008935],[0.7277149 0.4731535],[0.71542019 0.47250524],1663659584331
12,0.31650386469762815,0.2544434457073541,0.28547365520249113,[0.70410293 0.46996388],[0.71617246 0.46417406],[0.7282145  0.46476448],[0.73281175 0.4701761 ],[0.72678953 0.47361103],[0.71515852 0.47333091],1663659584357
13,0.3465692505189273,0.2666689386991425,0.3066190946090349,[0.70432729 0.47383231],[0.71520782 0.46737921],[0.72627616 0.46811545],[0.73135531 0.4741509 ],[0.72525036 0.47715491],[0.71469218 0.4770034 ],1663659584378
14,0.3775515995740875,0.2460698988717689,0.3118107492229282,[0.69896692 0.46913102],[0.71094662 0.46256438],[0.72215056 0.46447113],[0.72679943 0.4715426 ],[0.72067672 0.47454587],[0.70988131 0.47342545],1663659584399
15,0.3537295377860979,0.2494903781039663,0.3016099579450321,[0.69535315 0.46830881],[0.70700675 0.46100992],[0.71797585 0.46201587],[0.72179359 0.46810877],[0.71701628 0.47095188],[0.70682728 0.47072694],1663659584421
16,0.3590486340762741,0.24164743340302317,0.30034803373964863,[0.69336593 0.46542352],[0.70403612 0.45922893],[0.714131   0.46039972],[0.71838933 0.46540484],[0.7132895  0.46883589],[0.70360422 0.4687103 ],1663659584440
17,0.3115365223423539,0.2650393987320911,0.2882879605372225,[0.69418442 0.46255973],[0.70505136 0.4566066 ],[0.71559447 0.45763981],[0.72064149 0.46366346],[0.71536785 0.46546412],[0.70524341 0.46527591],1663659584458
18,0.3437980989008195,0.27208210489981727,0.3079401019003184,[0.69447094 0.4615908 ],[0.70492119 0.45489824],[0.7159344  0.45542005],[0.72170895 0.46220735],[0.71572655 0.46460798],[0.70521498 0.46443698],1663659584478
19,0.3163284974210519,0.29343226988520554,0.30488038365312875,[0.69276303 0.46375507],[0.70308554 0.45672366],[0.71429926 0.4571234 ],[0.72001988 0.46371675],[0.71395057 0.46551591],[0.70338672 0.46556303],1663659584497
20,0.32129197171810236,0.2585370292944472,0.28991450050627476,[0.68844992 0.46352744],[0.69845653 0.45625922],[0.70913458 0.45657942],[0.71543139 0.46300459],[0.70804673 0.46495128],[0.69806939 0.46514967],1663659584518
21,0.31620313986603094,0.2690121848446317,0.2926076623553313,[0.68377763 0.45937318],[0.6946221 0.4532395],[0.70584625 0.4541209 ],[0.71163899 0.46017614],[0.70489037 0.46271935],[0.6942721  0.46220827],1663659584539
22,0.3118587931519598,0.22505842055372052,0.2684586068528402,[0.6807695  0.46000284],[0.6917097  0.45353925],[0.70352632 0.45368773],[0.70965266 0.4593266 ],[0.70299256 0.46273264],[0.69172686 0.46249846],1663659584558
23,0.33166416990099723,0.24388706545134534,0.28777561767617127,[0.67936105 0.45823923],[0.68909097 0.45101351],[0.70004779 0.45112169],[0.70626414 0.45744416],[0.69988054 0.46002495],[0.68963438 0.45994553],1663659584579
24,0.3186244757132355,0.22508979852541902,0.27185713711932724,[0.67684245 0.45795691],[0.68677694 0.45035377],[0.69784606 0.45025581],[0.70436931 0.45721614],[0.69808495 0.4590627 ],[0.6878354  0.45902711],1663659584598
25,0.2855051488671071,0.24045004564859307,0.2629775972578501,[0.67151517 0.45743346],[0.68297827 0.45156848],[0.69502652 0.45179158],[0.70046943 0.45703706],[0.69511747 0.45993328],[0.6836316  0.45993555],1663659584617
26,0.26386207776159454,0.22944142063380227,0.2466517491976984,[0.67327708 0.45805562],[0.68501401 0.45265624],[0.69783986 0.45286715],[0.70401305 0.45811266],[0.69789714 0.46097663],[0.68571961 0.46073595],1663659584637
27,0.28675534538027175,0.22942338046212443,0.2580893629211981,[0.6758936 0.4591282],[0.68701613 0.45303124],[0.69894898 0.45333213],[0.70520794 0.45928228],[0.69892484 0.46171969],[0.68771404 0.461427  ],1663659584653
28,0.23962977958695433,0.23882570141576334,0.23922774050135884,[0.67809844 0.46106261],[0.68843311 0.45618469],[0.69955766 0.4563939 ],[0.70612657 0.46215558],[0.69978297 0.46338111],[0.6891064  0.46260157],1663659584673
29,0.2652967061061431,0.2359630919642453,0.25062989903519417,[0.67434353 0.45946649],[0.68610173 0.45399591],[0.69905728 0.45386428],[0.7053234  0.45954433],[0.7001254  0.46195823],[0.68786657 0.46207914],1663659584696
30,0.24982238769373333,0.25556690992928305,0.25269464881150816,[0.66988045 0.46078014],[0.68186444 0.45559657],[0.69485718 0.45563638],[0.70097172 0.46090254],[0.69556153 0.46325684],[0.68324298 0.46335685],1663659584724
31,0.23713179498252507,0.2416303886556608,0.23938109181909295,[0.66531646 0.45897955],[0.67731202 0.45356083],[0.69050461 0.45334092],[0.69691765 0.45844212],[0.69123924 0.46068096],[0.67875725 0.46103513],1663659584744
32,0.24897002450145475,0.25765201255859954,0.25331101853002713,[0.65903944 0.45794564],[0.6709584  0.45194671],[0.68376899 0.45170468],[0.68969381 0.4569141 ],[0.68441808 0.45920691],[0.67233801 0.45956522],1663659584762
33,0.2748881393191005,0.2420634941358912,0.25847581672749587,[0.65470439 0.45414048],[0.6660344  0.44815829],[0.67897111 0.44773951],[0.68592107 0.45288235],[0.67948413 0.45627448],[0.66721874 0.45670235],1663659584784
34,0.2319657865157211,0.25714928878056825,0.2445575376481447,[0.65142137 0.45116606],[0.6642822  0.44574818],[0.67836255 0.44524229],[0.68445766 0.45017311],[0.67936921 0.45276967],[0.66591734 0.45331258],1663659584802
35,0.25601956405695886,0.2490020928480751,0.252510828452517,[0.65171516 0.45115232],[0.66300172 0.44533157],[0.67584538 0.44453242],[0.6822772  0.44947007],[0.67684579 0.45230645],[0.66451323 0.4530189 ],1663659584820
36,0.2541084870938252,0.2515319349622277,0.25282021102802643,[0.6556195  0.45277253],[0.66689831 0.44737449],[0.67974824 0.44673362],[0.68624192 0.45166975],[0.68069541 0.45444569],[0.66841704 0.45502818],1663659584841
37,0.22248738647305383,0.22073946744692874,0.22161342695999128,[0.65763962 0.45147434],[0.66972345 0.44705436],[0.68298143 0.44670063],[0.68862456 0.45156834],[0.68366122 0.45364353],[0.67097199 0.45375043],1663659584861
38,0.23566014932230372,0.2170736445901755,0.22636689695623963,[0.66079533 0.45511073],[0.67332953 0.45001507],[0.68704408 0.44973588],[0.69243282 0.45472476],[0.68751949 0.45714766],[0.6744706  0.45741308],1663659584883
39,0.26142257330975033,0.19580943884854032,0.22861600607914534,[0.66323608 0.45263809],[0.67523503 0.44700202],[0.68860066 0.44697875],[0.69441849 0.45291537],[0.68885779 0.45520014],[0.67627555 0.45501354],1663659584901
40,0.2176787067143101,0.20635354861483687,0.2120161276645735,[0.66025519 0.45485038],[0.6728068  0.45035392],[0.68657899 0.45019999],[0.69219351 0.45475951],[0.68641406 0.45727098],[0.67321557 0.45717341],1663659584921
41,0.24182553552673203,0.23298625495335654,0.2374058952400443,[0.65698624 0.45385197],[0.66875899 0.44903961],[0.68145669 0.44883198],[0.68691707 0.45328245],[0.68170655 0.45606357],[0.66948932 0.45624548],1663659584942
42,0.2202348651807858,0.23675898463298248,0.22849692490688414,[0.65530968 0.44934922],[0.66663033 0.44402981],[0.67946374 0.44340062],[0.68510234 0.44828358],[0.6798147  0.45006996],[0.66770482 0.45039231],1663659584964
43,0.28487082100469796,0.19822425017697387,0.24154753559083592,[0.65180492 0.44761008],[0.66338205 0.4420321 ],[0.67615074 0.44158384],[0.68181217 0.44635332],[0.67643875 0.45028102],[0.6643998 0.4503797],1663659584983
44,0.2556062747009909,0.21128363945386844,0.23344495707742968,[0.65004915 0.44553736],[0.66213268 0.44045073],[0.67535865 0.44017968],[0.68078679 0.44494283],[0.67525727 0.44813001],[0.66278195 0.44818896],1663659585005
45,0.21117503862094952,0.21204714642297345,0.21161109252196147,[0.65291423 0.447341  ],[0.66432565 0.44325387],[0.67711848 0.4430404 ],[0.68314588 0.44759291],[0.67733359 0.44962859],[0.66513538 0.44937766],1663659585027
46,0.253256666892716,0.20847383192121846,0.23086524940696723,[0.65475607 0.44901791],[0.66568482 0.44364089],[0.67773831 0.44332957],[0.68413085 0.44853288],[0.67816943 0.45097563],[0.66681838 0.45077392],1663659585048
47,0.25358509356121056,0.2003260272627755,0.22695556041199305,[0.65709966 0.45023194],[0.66831481 0.44477266],[0.68075216 0.44473463],[0.68682873 0.45004946],[0.68108582 0.4523254 ],[0.6693269  0.45218375],1663659585068
48,0.2672381509746973,0.1942045249544282,0.23072133796456273,[0.6581592  0.44938672],[0.66924989 0.44400182],[0.68096918 0.44440773],[0.68676341 0.44990981],[0.6809544 0.452066 ],[0.66982323 0.4516128 ],1663659585093
49,0.26220211628061457,0.22871313701816767,0.24545762664939114,[0.65939975 0.44677138],[0.66991836 0.44118917],[0.68088931 0.44143924],[0.68706489 0.44646111],[0.68015993 0.44867998],[0.66965562 0.44841564],1663659585115
50,0.25146753396217614,0.21605323981916036,0.23376038689066825,[0.66035748 0.44808665],[0.67070538 0.44315717],[0.68140632 0.44306105],[0.68758529 0.44739383],[0.68116653 0.45000124],[0.67065924 0.44991094],1663659585136
51,0.2676179882520327,0.22043163112152747,0.2440248096867801,[0.66048777 0.45055008],[0.67091238 0.44521117],[0.68183869 0.44513804],[0.68802887 0.44972017],[0.68145967 0.45247543],[0.67077351 0.45261037],1663659585156
52,0.20659453552590576,0.22798577112824345,0.2172901533270746,[0.65908045 0.44940305],[0.67060429 0.44566202],[0.68217677 0.44584608],[0.68667024 0.4495396 ],[0.68136072 0.45162049],[0.67011076 0.45120826],1663659585176
53,0.26744054502882436,0.2076020532906473,0.23752129915973583,[0.65953654 0.44766116],[0.67051125 0.44208997],[0.68189079 0.44237909],[0.68744957 0.44777003],[0.68182117 0.44981936],[0.6710335  0.44956142],1663659585195
54,0.2645221194817257,0.19622003177944863,0.23037107563058717,[0.66139853 0.45069838],[0.67303312 0.44495603],[0.68526793 0.44506821],[0.69107759 0.45036885],[0.68490452 0.45298341],[0.67331117 0.45273003],1663659585214
55,0.2986803478216705,0.19131358654742428,0.2449969671845474,[0.66339409 0.45057622],[0.67497432 0.44431201],[0.68708831 0.44490278],[0.69308192 0.45061097],[0.68598807 0.45377356],[0.67467034 0.45310235],1663659585234
56,0.29977185134900974,0.19067041998467543,0.2452211356668426,[0.66588575 0.45177296],[0.67717057 0.44588995],[0.68852383 0.44677103],[0.69432437 0.4525477 ],[0.68796784 0.45511833],[0.67726278 0.45458019],1663659585253
57,0.2827682743624802,0.2086534500245962,0.24571086219353822,[0.66939735 0.4512445 ],[0.6803053  0.44592777],[0.69163966 0.44690201],[0.69780648 0.45264536],[0.69123888 0.45495167],[0.68052864 0.45395094],1663659585275
