FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.18250701762813604,0.21051370338785155,0.1965103605079938,[0.65144879 0.45053175],[0.66610909 0.44689798],[0.68061101 0.44942468],[0.69011241 0.45499304],[0.67777181 0.45571899],[0.66434163 0.4539822 ],1663659870493
2,0.14476556982054545,0.18396448914687716,0.1643650294837113,[0.66034871 0.45589054],[0.67373055 0.45235473],[0.68639761 0.45346594],[0.69511247 0.45760462],[0.68582064 0.4581185 ],[0.67326289 0.45772362],1663659870513
3,0.1989159835569935,0.184881471805052,0.19189872768102273,[0.67414773 0.45372862],[0.68703938 0.44982368],[0.69879961 0.45199674],[0.70590299 0.45749575],[0.69721496 0.45775473],[0.68558323 0.45641452],1663659870534
4,0.26674153349881646,0.24180942311572723,0.2542754783072718,[0.6851269  0.44985381],[0.69828135 0.44346523],[0.71083426 0.44527504],[0.71680975 0.45294884],[0.70908052 0.45336798],[0.69721812 0.45210198],1663659870558
5,0.2819123737661383,0.23179790600400108,0.2568551398850697,[0.69186842 0.45045048],[0.70555502 0.44427508],[0.71867096 0.44624764],[0.72508085 0.45423117],[0.71585679 0.45517948],[0.70331115 0.45348799],1663659870580
6,0.27710110128520654,0.24980311377928943,0.263452107532248,[0.70201284 0.4532764 ],[0.71544856 0.44794896],[0.72743517 0.44997957],[0.73339474 0.45738259],[0.72389466 0.45808271],[0.71230114 0.4560568 ],1663659870599
7,0.24969998612799907,0.24394265508920443,0.24682132060860174,[0.70668769 0.45385575],[0.72099102 0.45060167],[0.73271739 0.45391205],[0.7379753  0.46054846],[0.72905684 0.46076277],[0.7172572  0.45791477],1663659870620
8,0.28229998425032926,0.23299379716752994,0.2576468907089296,[0.70786178 0.45324335],[0.72076809 0.44865477],[0.73199296 0.45145655],[0.73830628 0.45949548],[0.72815084 0.45932037],[0.71718228 0.45668608],1663659870639
9,0.277989782062621,0.2295703475420154,0.2537800648023182,[0.70022702 0.45009154],[0.71455795 0.44607121],[0.72640318 0.44906938],[0.73194695 0.45595616],[0.72242993 0.45699966],[0.71049345 0.45417345],1663659870656
10,0.276729262630293,0.2399571355292997,0.25834319907979636,[0.69710231 0.44810903],[0.71114463 0.44394195],[0.72296888 0.44682279],[0.72889948 0.454317  ],[0.71979851 0.45510066],[0.70786476 0.45239437],1663659870677
11,0.28624173974400013,0.23748512054196105,0.2618634301429806,[0.69698131 0.44580278],[0.71151119 0.44057021],[0.72486746 0.4433136 ],[0.7311461  0.45126459],[0.72097629 0.4524042 ],[0.7079162  0.44981453],1663659870697
12,0.28729314814776663,0.2260077423053059,0.25665044522653624,[0.68581092 0.4481608 ],[0.69992876 0.44181335],[0.71317863 0.44390231],[0.7200855  0.45255581],[0.71076971 0.45353436],[0.69794512 0.45153937],1663659870720
13,0.2973345700276477,0.23178982657979794,0.2645621983037228,[0.6767121  0.44936764],[0.6902824  0.44216412],[0.70325369 0.44429883],[0.71021712 0.45341024],[0.69996107 0.45367995],[0.68763137 0.45193771],1663659870741
14,0.2778459723225029,0.23465511287464094,0.25625054259857194,[0.67092311 0.44817811],[0.68318158 0.44063073],[0.69542265 0.44215831],[0.70266575 0.45142552],[0.6935041  0.45066249],[0.68214273 0.44958395],1663659870762
15,0.2509726403983651,0.2276802492268478,0.23932644481260645,[0.66641855 0.44740057],[0.67932481 0.4400906 ],[0.692581   0.44110936],[0.69942552 0.44902554],[0.69041401 0.44901982],[0.6782459  0.44840676],1663659870786
16,0.2520354476888491,0.23790919747979544,0.24497232258432228,[0.66419321 0.44469315],[0.67644912 0.43733612],[0.68887305 0.43802625],[0.69635499 0.44534618],[0.68665516 0.44581795],[0.67515635 0.44534642],1663659870805
17,0.22126571295307024,0.22855550062422314,0.2249106067886467,[0.65691292 0.44613764],[0.66927981 0.43881792],[0.68262666 0.43913871],[0.6908145  0.44606143],[0.68124062 0.4464373 ],[0.66886306 0.44637996],1663659870826
18,0.20114463217646741,0.22125889335761326,0.21120176276704034,[0.65085423 0.44198757],[0.66319907 0.43525422],[0.67660981 0.43548131],[0.68438321 0.44176051],[0.67527723 0.4420346 ],[0.66286397 0.44204721],1663659870852
19,0.20913210395554763,0.22833016380224938,0.2187311338788985,[0.64585894 0.44094363],[0.65876722 0.43475083],[0.67221904 0.43429416],[0.67880863 0.43939999],[0.67108458 0.44118395],[0.65842921 0.44155666],1663659870875
20,0.2256008089045411,0.24737103542446653,0.23648592216450381,[0.64536345 0.44181174],[0.65732086 0.43475151],[0.67050564 0.43421045],[0.67722881 0.4400655 ],[0.67005455 0.44139868],[0.65788156 0.44192654],1663659870898
21,0.20753832921361787,0.23626014478502372,0.2218992369993208,[0.64412194 0.44093624],[0.65688646 0.43489   ],[0.67083514 0.43421125],[0.67759567 0.43918929],[0.67094338 0.44112876],[0.65776056 0.44182989],1663659870916
22,0.20041206598824934,0.23506569324170187,0.21773887961497562,[0.64267194 0.43990794],[0.65595579 0.43376207],[0.67016608 0.43311426],[0.67652112 0.43767887],[0.66972363 0.43987209],[0.65641129 0.44057152],1663659870935
23,0.20004363330256875,0.2307398443379661,0.2153917388202674,[0.64579272 0.44396865],[0.65891123 0.43794727],[0.67258769 0.43705684],[0.6784656  0.44141915],[0.67258936 0.44352323],[0.65959686 0.44455716],1663659870954
24,0.21469753360967306,0.22200332388486207,0.21835042874726757,[0.64491671 0.44314104],[0.65755254 0.43631309],[0.67133933 0.43523473],[0.67841429 0.43997815],[0.67170238 0.44231561],[0.65860939 0.44359428],1663659870973
25,0.21019092986991467,0.22428457662746068,0.21723775324868766,[0.64451987 0.44272628],[0.65686905 0.43628681],[0.67031533 0.43552771],[0.67710161 0.4404276 ],[0.67116952 0.44207788],[0.65841669 0.44324189],1663659870995
26,0.1765595034058666,0.23599020015606428,0.20627485178096544,[0.64118659 0.4417679 ],[0.654396   0.43594903],[0.66909164 0.43499893],[0.6755271 0.439031 ],[0.669541  0.4409036],[0.65571308 0.4420515 ],1663659871015
27,0.1946564447821781,0.227140058391754,0.21089825158696607,[0.63817    0.44079432],[0.65105468 0.43469095],[0.66532427 0.43363717],[0.67192155 0.43764418],[0.66544074 0.44013256],[0.65186679 0.44134215],1663659871037
28,0.19358261259582016,0.20477830862414803,0.1991804606099841,[0.64130032 0.44258815],[0.65339416 0.43596965],[0.66701227 0.43481934],[0.6738115 0.4393695],[0.66797024 0.4407686 ],[0.65516311 0.44235188],1663659871055
29,0.23935522365641013,0.22251567721922316,0.23093545043781666,[0.64276743 0.44362593],[0.65471613 0.43584335],[0.66816473 0.43425944],[0.67536581 0.43893349],[0.66817373 0.44210327],[0.65545064 0.44373143],1663659871076
30,0.220538149556167,0.25472356820845615,0.23763085888231156,[0.63645875 0.44402111],[0.65018886 0.43725014],[0.66450071 0.43604732],[0.66991389 0.43910742],[0.66323858 0.44346768],[0.64938354 0.44459376],1663659871094
31,0.23304196857400075,0.22276360483620508,0.22790278670510292,[0.63767886 0.44407761],[0.65007669 0.43618178],[0.66416413 0.4350026 ],[0.67174876 0.43888161],[0.66407365 0.44284785],[0.65073556 0.44437259],1663659871114
32,0.2391603457011645,0.2161183196237621,0.2276393326624633,[0.63821357 0.44169891],[0.64894462 0.43453082],[0.66088617 0.43333888],[0.66903341 0.43745485],[0.66050583 0.44073591],[0.64902526 0.44200447],1663659871134
33,0.2542759594070227,0.21823804927083262,0.23625700433892766,[0.63834083 0.44414714],[0.65019602 0.43572631],[0.66366225 0.43407172],[0.67139739 0.43940115],[0.66424739 0.44242388],[0.65147358 0.44424173],1663659871156
34,0.21234557622282896,0.23125474446587926,0.22180016034435412,[0.64186525 0.44430503],[0.65344518 0.43705687],[0.66684276 0.43551895],[0.67430776 0.44048563],[0.66704857 0.44242796],[0.65438783 0.44395387],1663659871176
35,0.21876110949284627,0.23202289326521092,0.2253920013790286,[0.64515996 0.44661951],[0.65660119 0.43920684],[0.66963005 0.43788251],[0.6770699  0.44323075],[0.66964632 0.44490683],[0.65734124 0.44618317],1663659871203
36,0.24405835793249964,0.2373017516467988,0.2406800547896492,[0.64686257 0.44615346],[0.65901321 0.43877688],[0.67241442 0.4376609 ],[0.67968673 0.44314489],[0.67187625 0.44579741],[0.65917706 0.44671008],1663659871222
37,0.21005497376397902,0.22212130011315695,0.216088136938568,[0.64773685 0.44636321],[0.66055882 0.43962485],[0.67468166 0.43893638],[0.68170351 0.44424799],[0.67497212 0.4458636 ],[0.66154683 0.44692233],1663659871241
38,0.2478952140101784,0.21138367951958653,0.22963944676488246,[0.64778441 0.44757849],[0.660725   0.43953213],[0.67519462 0.43888927],[0.68287838 0.4453001 ],[0.67512584 0.44746727],[0.66150641 0.4483552 ],1663659871260
39,0.22277146088690755,0.21372676036311242,0.21824911062500998,[0.64127582 0.44769901],[0.65483129 0.44013816],[0.66896331 0.43984571],[0.6757856  0.44486678],[0.66879636 0.44704238],[0.65531462 0.44835263],1663659871279
40,0.2281602302986076,0.23214944403541027,0.23015483716700894,[0.64041936 0.44836441],[0.65392464 0.44063619],[0.66818327 0.44004741],[0.6753931  0.44508192],[0.66785973 0.44773245],[0.65420836 0.44896889],1663659871303
