FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663659174729
2,0,0,0,0,0,0,0,0,0,1663659174744
3,0,0,0,0,0,0,0,0,0,1663659174759
4,0.2673909896470384,0.22727784670101697,0.24733441817402768,[0.6965934  0.46993706],[0.70866179 0.46426538],[0.72145408 0.46453241],[0.7267133 0.4693926],[0.72077882 0.47240233],[0.7084924  0.47247499],1663659174779
5,0.3490345171406379,0.2099744431736634,0.2795044801571506,[0.69927353 0.47153875],[0.71113539 0.46471471],[0.72348505 0.46554527],[0.72894174 0.47134459],[0.72270489 0.47551641],[0.71071041 0.47541556],1663659174799
6,0.2925848224828907,0.21879427628589748,0.2556895493843941,[0.70142788 0.47350809],[0.71276289 0.46785817],[0.72464466 0.4684692 ],[0.73024344 0.47317728],[0.72422898 0.47664869],[0.71262503 0.47653013],1663659174821
7,0.2726810585105626,0.22061058743202522,0.24664582297129392,[0.70130509 0.47244218],[0.71251291 0.46723366],[0.72450376 0.46737951],[0.72988552 0.47165999],[0.72457439 0.4748587 ],[0.71289045 0.47533786],1663659174842
8,0.2802735070963452,0.24093397588546772,0.2606037414909065,[0.70112556 0.4711892 ],[0.71218872 0.46603641],[0.7239576 0.4663893],[0.72896367 0.47081637],[0.72376579 0.47392383],[0.71229953 0.47410464],1663659174863
9,0.3196137120616632,0.2290554139008191,0.27433456298124115,[0.69885314 0.47083536],[0.70996875 0.46467021],[0.72185767 0.4650566 ],[0.72696412 0.47018981],[0.72151494 0.47380328],[0.70998883 0.47389084],1663659174884
10,0.29983457442918376,0.24216945577624652,0.27100201510271515,[0.69650054 0.4681747 ],[0.70706177 0.46267503],[0.71851039 0.46291849],[0.72392827 0.46761316],[0.7185334  0.47094885],[0.70733726 0.47109115],1663659174904
11,0.26030125060216847,0.2502334772022282,0.25526736390219834,[0.69276673 0.46655038],[0.7038402  0.46179682],[0.71596491 0.46209848],[0.72201502 0.46634048],[0.71564394 0.46958834],[0.70386159 0.46952718],1663659174925
12,0.29769746678461806,0.23819995284020754,0.2679487098124128,[0.69267011 0.47014248],[0.70386004 0.46410578],[0.71573234 0.46474707],[0.72159207 0.46947241],[0.71526277 0.47302237],[0.70367205 0.47303981],1663659174945
13,0.22240467604791642,0.2588314235985025,0.24061804982320945,[0.69221944 0.46786925],[0.70298421 0.46344364],[0.71500677 0.46333459],[0.72089893 0.46650231],[0.71496916 0.46960115],[0.70313781 0.46994653],1663659174963
14,0.254094151490532,0.24051543107288392,0.24730479128170796,[0.69309956 0.46809947],[0.70444119 0.46300352],[0.71661848 0.46301544],[0.72219956 0.46700963],[0.71666509 0.47018677],[0.70475167 0.47062436],1663659174982
15,0.26113043136264663,0.24062283490801842,0.25087663313533254,[0.69049609 0.4690282 ],[0.70164979 0.46386492],[0.71375704 0.46392649],[0.71911657 0.46812695],[0.71376848 0.47121555],[0.70204633 0.47152036],1663659174999
16,0.22164615249478198,0.27541054449229274,0.24852834849353736,[0.68977606 0.46903384],[0.70060849 0.46488833],[0.71275741 0.46488446],[0.71884817 0.46818936],[0.71278983 0.47117904],[0.70096165 0.47147709],1663659175018
17,0.22317518966486397,0.23080104069967808,0.22698811518227102,[0.69045442 0.4685052 ],[0.70164877 0.46413398],[0.71377599 0.46396008],[0.71904695 0.46737975],[0.71399862 0.47012287],[0.70214367 0.47072077],1663659175035
18,0.2596067866295415,0.2452412571638374,0.25242402189668944,[0.69152546 0.46872813],[0.70240873 0.46346098],[0.71440196 0.46336553],[0.72005117 0.46717605],[0.71424484 0.4706026 ],[0.70259589 0.47105274],1663659175058
19,0.2482004812854189,0.22979268851618176,0.23899658490080034,[0.6901027  0.46871129],[0.70108551 0.46392113],[0.71317703 0.46395162],[0.7189309  0.46765965],[0.71312791 0.47094592],[0.70136982 0.471241  ],1663659175082
