FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663659723440
2,0,0,0,0,0,0,0,0,0,1663659723457
3,0.314457040654445,0.22828505964123258,0.2713710501478388,[0.664294   0.46704134],[0.67543542 0.46049961],[0.68635958 0.46140197],[0.69192857 0.46750188],[0.68507242 0.4699451 ],[0.67486882 0.46922386],1663659723476
4,0.3067497182756492,0.2630156250986965,0.28488267168717285,[0.66615719 0.46940899],[0.67759341 0.46303263],[0.68896627 0.4641279 ],[0.69494766 0.47130901],[0.68688798 0.47287279],[0.67631316 0.47165096],1663659723496
5,0.3344845317668927,0.2442198740591577,0.2893522029130252,[0.66270018 0.46753395],[0.67409039 0.46101397],[0.6847558 0.4623158],[0.68955851 0.46919441],[0.68279183 0.47101462],[0.67268616 0.4699887 ],1663659723513
6,0.3047960902408103,0.26012749357832465,0.28246179190956744,[0.65731162 0.46525776],[0.66873044 0.4588663 ],[0.67948228 0.4599503 ],[0.68472987 0.46588933],[0.6784628  0.46811888],[0.66836399 0.46734482],1663659723533
7,0.33956367544560906,0.254140666098067,0.296852170771838,[0.6546489  0.46567133],[0.66424102 0.45836794],[0.67400324 0.45886567],[0.67950118 0.46456695],[0.67385578 0.46708316],[0.66474187 0.46702918],1663659723553
8,0.3112036665431639,0.24261153991646256,0.2769076032298132,[0.65301681 0.4659752 ],[0.66362816 0.45875031],[0.67458636 0.45929119],[0.68076313 0.46523392],[0.67397517 0.46791056],[0.66384369 0.46738228],1663659723574
9,0.3314511259342737,0.2668487918124088,0.2991499588733413,[0.65642118 0.46731886],[0.66685927 0.45946515],[0.67778146 0.4594028 ],[0.68312258 0.46552867],[0.6777882  0.46823025],[0.66772938 0.46833527],1663659723597
10,0.3001498271483342,0.23647835875817536,0.2683140929532548,[0.6613571  0.46799815],[0.67307431 0.46069464],[0.68473613 0.46107551],[0.68963838 0.46687636],[0.6844393  0.46931154],[0.67355645 0.46943057],1663659723617
11,0.3048040635125092,0.2250228588302165,0.26491346117136283,[0.67177778 0.47210631],[0.68345982 0.46542415],[0.69528174 0.46623653],[0.70109355 0.47264344],[0.69361389 0.47509062],[0.68265116 0.47425151],1663659723635
12,0.33971281291882527,0.23596398077768843,0.28783839684825685,[0.67942512 0.47406051],[0.69111758 0.46779811],[0.70240122 0.46923792],[0.70778811 0.47606725],[0.70010054 0.47869211],[0.68948627 0.47724694],1663659723658
13,0.3549423226264539,0.2338864344722619,0.2944143785493579,[0.6818012  0.47509059],[0.6941095  0.46895155],[0.7056101  0.47086909],[0.71063244 0.47830108],[0.70296007 0.48087651],[0.69219053 0.47901118],1663659723678
14,0.3188592081857653,0.23080789420884915,0.27483355119730724,[0.67710423 0.47411513],[0.6900388  0.46863392],[0.70203274 0.47085562],[0.70736408 0.47832832],[0.69870287 0.48010653],[0.68741012 0.4779205 ],1663659723696
15,0.3011157528085012,0.26073973041902027,0.2809277416137608,[0.67662799 0.47382385],[0.6883468  0.46844426],[0.69934541 0.47033679],[0.70429707 0.47731882],[0.69629502 0.47824916],[0.68585575 0.47637796],1663659723716
16,0.3739739906218337,0.2521067811402141,0.3130403858810239,[0.67127854 0.47241801],[0.68305922 0.46406499],[0.69452661 0.46570235],[0.70040369 0.47471538],[0.691553   0.47619957],[0.68114859 0.47483838],1663659723736
17,0.35945459181593153,0.24240014645296365,0.3009273691344476,[0.66166991 0.46939465],[0.67439413 0.46250603],[0.68650591 0.46444395],[0.69235098 0.47173879],[0.68444234 0.4752883 ],[0.67315322 0.47351858],1663659723760
18,0.32685324583837433,0.23542337588069945,0.2811383108595369,[0.65173316 0.46864522],[0.66264653 0.46193752],[0.67397195 0.46291256],[0.68059629 0.47019753],[0.67338848 0.47225556],[0.66291916 0.4714677 ],1663659723783
19,0.2863117791723866,0.26865943431480904,0.2774856067435978,[0.6431126  0.47093984],[0.65533209 0.46504784],[0.6675241  0.46548772],[0.67296171 0.47132063],[0.66818637 0.47375038],[0.65671521 0.47374305],1663659723805
20,0.23286879521486134,0.24039723857607165,0.2366330168954665,[0.64003766 0.46538913],[0.65215486 0.46037957],[0.66475689 0.46077883],[0.67155945 0.46603093],[0.66525304 0.46799001],[0.65327054 0.46775132],1663659723825
21,0.23458827793266046,0.25487594371795946,0.24473211082530996,[0.63726604 0.46488246],[0.65028203 0.45933691],[0.66355264 0.45978552],[0.67041147 0.464459  ],[0.66327667 0.46731552],[0.65055048 0.46734968],1663659723849
22,0.2429910670655157,0.24614655963220228,0.244568813348859,[0.64132082 0.47325024],[0.65395641 0.46788231],[0.66659838 0.46930054],[0.67259049 0.47404844],[0.66514993 0.47634822],[0.65310919 0.47584382],1663659723873
23,0.23046982470870084,0.20303305939207636,0.2167514420503886,[0.64477772 0.47098526],[0.65561283 0.4668867 ],[0.6662119  0.46822977],[0.67280328 0.47220886],[0.66517353 0.474347  ],[0.65481085 0.47356439],1663659723894
24,0.19300301420904267,0.19910368658426664,0.19605335039665467,[0.64890701 0.47602171],[0.66066998 0.47172308],[0.67251426 0.47255182],[0.68002576 0.4764207 ],[0.67168939 0.47838232],[0.66021389 0.47783053],1663659723916
25,0.18307434786077972,0.2175629859112689,0.20031866688602432,[0.65145332 0.47008228],[0.66339505 0.4668254 ],[0.67488241 0.46842358],[0.68218017 0.47264194],[0.67434847 0.47376668],[0.6629678 0.4727298],1663659723937
26,0.14533160896738226,0.19278507479847387,0.16905834188292806,[0.64908314 0.47201753],[0.66017157 0.46990067],[0.6712839  0.47187167],[0.67935067 0.47586066],[0.67005253 0.47593549],[0.65904313 0.47438282],1663659723957
27,0.21523854587836339,0.22290122444528018,0.2190698851618218,[0.6353215  0.46821231],[0.64654374 0.46360001],[0.6577642  0.46503866],[0.66555077 0.46983841],[0.6567784  0.47116742],[0.64574015 0.47037682],1663659723979
28,0.2242666556872416,0.20226582777738172,0.21326624173231168,[0.61899978 0.4585917 ],[0.63008958 0.45328069],[0.64144236 0.45460647],[0.64952725 0.45892668],[0.64067566 0.46100292],[0.6295951  0.46051499],1663659724002
29,0.16632931478773924,0.23520345792113534,0.20076638635443728,[0.6071766  0.45747548],[0.61846763 0.4534626 ],[0.63000208 0.45416945],[0.63949144 0.45678359],[0.6285888  0.45917732],[0.61709917 0.45884001],1663659724026
30,0.22243466510308377,0.24863641352194352,0.23553553931251364,[0.60660267 0.45939857],[0.61674345 0.45384997],[0.62744296 0.45426664],[0.63588506 0.45768118],[0.62619096 0.46051812],[0.61592102 0.4604727 ],1663659724049
31,0.18125332897695176,0.226320007557787,0.20378666826736938,[0.6134429  0.46299684],[0.62501395 0.4575386 ],[0.6369226  0.45724836],[0.64568019 0.45980999],[0.63641852 0.46295473],[0.62464958 0.46354216],1663659724069
32,0.07918798584706022,0.20267408603169548,0.14093103593937784,[0.62864667 0.46596444],[0.64125299 0.46272442],[0.65454978 0.46258208],[0.6642586  0.46418652],[0.65407586 0.46530795],[0.64108068 0.4655996 ],1663659724091
33,0.09106950362640755,0.16049567172709822,0.12578258767675288,[0.64547384 0.47234058],[0.65740734 0.46984515],[0.67012548 0.47047541],[0.6790992  0.47261187],[0.66973054 0.47338092],[0.65722811 0.47303256],1663659724111
34,0.1814211723262706,0.20928120355871918,0.1953511879424949,[0.6561318  0.47665504],[0.66802382 0.47294721],[0.67960119 0.47416365],[0.68761265 0.47857317],[0.67949164 0.47960207],[0.66793895 0.47895086],1663659724129
35,0.18066503632967804,0.2250723243465557,0.20286868033811686,[0.66267306 0.47568244],[0.67397815 0.47281492],[0.68539292 0.47434732],[0.69319445 0.47864997],[0.68551242 0.4796733 ],[0.67416352 0.47856492],1663659724148
36,0.2074695304742585,0.20831447964489203,0.20789200505957528,[0.66607219 0.47405839],[0.67757422 0.47049677],[0.68812776 0.47212261],[0.6934613 0.476877 ],[0.68812418 0.47747862],[0.67750913 0.47656524],1663659724165
37,0.22172203550433386,0.204394690170789,0.21305836283756144,[0.67068601 0.47184551],[0.68188745 0.46874595],[0.69259453 0.47042954],[0.6979996  0.47525021],[0.69254994 0.47632375],[0.68203074 0.47505572],1663659724189
38,0.22300875286564847,0.18190889777392905,0.20245882531978876,[0.67131692 0.46992809],[0.68285531 0.46639341],[0.69399273 0.46833235],[0.69908476 0.47418767],[0.6936779  0.47445074],[0.68305272 0.4727937 ],1663659724209
39,0.23487605792465135,0.2165889138807367,0.225732485902694,[0.66835451 0.47056463],[0.67996287 0.46677136],[0.69108558 0.46823496],[0.69616997 0.47364125],[0.69067872 0.47468182],[0.67989635 0.4734574 ],1663659724229
40,0.2144851226292899,0.21140111953229188,0.2129431210807909,[0.66359049 0.46692309],[0.6753391  0.46341407],[0.68674016 0.46508831],[0.69220579 0.47025928],[0.68613768 0.47115135],[0.67514855 0.46967652],1663659724250
41,0.22388403467407036,0.2246339675262041,0.22425900110013725,[0.65810686 0.46621791],[0.66919166 0.46177304],[0.68017852 0.46303508],[0.68588603 0.46781102],[0.67971766 0.46900833],[0.66923976 0.46824092],1663659724273
42,0.23937996345783483,0.21256811704601872,0.22597404025192677,[0.65290999 0.46616706],[0.66373616 0.46063146],[0.67484367 0.46140718],[0.68114418 0.46703529],[0.67426455 0.46814179],[0.6636464  0.46739519],1663659724294
43,0.2434279574777967,0.19440820729613367,0.2189180823869652,[0.65152705 0.46476656],[0.66131622 0.45938799],[0.67173046 0.46005762],[0.67815983 0.4662351 ],[0.67164248 0.46659169],[0.66188496 0.46581423],1663659724315
44,0.22284486686763402,0.21100876629664522,0.21692681658213964,[0.65107173 0.46570107],[0.66085547 0.46031404],[0.67132461 0.46080685],[0.67783594 0.46642905],[0.67117751 0.4667767 ],[0.66143531 0.46624705],1663659724334
45,0.22451517424662343,0.20856904526959394,0.21654210975810867,[0.65081877 0.46671045],[0.66140527 0.46141347],[0.67241561 0.46215364],[0.67845654 0.46768168],[0.67251712 0.468178  ],[0.66223252 0.46775237],1663659724352
46,0.25243491085239395,0.2038240498071064,0.22812948032975017,[0.64902586 0.46741194],[0.65917534 0.46135405],[0.67018467 0.46213496],[0.67677295 0.46789762],[0.6699993  0.46877131],[0.65958709 0.46871442],1663659724371
47,0.29048366205549914,0.1876785649843538,0.23908111351992647,[0.6489318  0.46937445],[0.65902287 0.4623242 ],[0.67012471 0.46306294],[0.67670041 0.46930164],[0.67000753 0.47063455],[0.65966511 0.47086027],1663659724391
