FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663659060537
2,0.3096512428847999,0.17094669659896725,0.24029896974188358,[0.67848855 0.46221796],[0.68757772 0.45507812],[0.69776016 0.45393315],[0.70269692 0.4567337 ],[0.69704163 0.46159381],[0.68720275 0.46274689],1663659060578
3,0.32581844709892893,0.25011349855455517,0.2879659728267421,[0.68359375 0.45864573],[0.69389653 0.45320356],[0.70346606 0.45290285],[0.70613056 0.45641384],[0.70233876 0.46011418],[0.69293755 0.46060041],1663659060600
4,0.32792206276689223,0.25295801541801227,0.29044003909245225,[0.68768895 0.46411005],[0.69790715 0.45841724],[0.7081368  0.45907372],[0.71250898 0.46350664],[0.70685107 0.46692011],[0.69697464 0.46669674],1663659060620
5,0.34995368629150553,0.25701287898503883,0.3034832826382722,[0.69070113 0.46218833],[0.70044827 0.45693061],[0.70977497 0.45770171],[0.71324235 0.46204877],[0.70846605 0.46529126],[0.69941896 0.46494022],1663659060639
6,0.24303202579960487,0.138211776165854,0.19062190098272944,[0.65124464 0.45371616],[0.6624347 0.4466123],[0.6750294  0.44618988],[0.68245959 0.45203346],[0.67485988 0.45380566],[0.66325253 0.45414487],1663659060659
7,0.20688001410771228,0.14918665702215508,0.17803333556493367,[0.64520502 0.44736171],[0.65611285 0.44212753],[0.66848874 0.44124189],[0.67506993 0.44544545],[0.66932124 0.44742501],[0.65766257 0.44807225],1663659060684
8,0.21088574575622954,0.21573283992100936,0.21330929283861944,[0.64303899 0.45099336],[0.65170544 0.44548887],[0.66170716 0.44483799],[0.66911435 0.44942236],[0.66212463 0.45037314],[0.65260869 0.45088065],1663659060706
9,0.22824199206214746,0.1914308287241039,0.20983641039312567,[0.64598167 0.45375496],[0.65461737 0.44799918],[0.66409498 0.44737166],[0.6710543  0.45207345],[0.6649611  0.45296115],[0.65571404 0.4537096 ],1663659060726
10,0.2517000119747961,0.23258957225222235,0.2421447921135092,[0.65895885 0.45445767],[0.66911662 0.4478851 ],[0.68052524 0.44764298],[0.68739444 0.452968  ],[0.68101621 0.45454359],[0.67040271 0.45518878],1663659060747
11,0.2272613009187623,0.2340000010847474,0.23063065100175484,[0.65567821 0.4516921 ],[0.6655668 0.4457328],[0.67695326 0.44495317],[0.68408185 0.44978157],[0.67757225 0.45129454],[0.66695893 0.45215133],1663659060769
12,0.2608915089974783,0.22941102490920573,0.24515126695334202,[0.64982665 0.45114878],[0.6592086  0.44372344],[0.67052948 0.44229767],[0.67755616 0.44737491],[0.6713016  0.44957471],[0.66076124 0.45084032],1663659060790
13,0.19854257894977304,0.21042936265286308,0.20448597080131806,[0.64268684 0.44760984],[0.65263784 0.44226903],[0.66345745 0.44130403],[0.6702196  0.44416732],[0.6636523  0.44681776],[0.65307748 0.44775224],1663659060809
14,0.21439095621861715,0.2254165682121607,0.21990376221538893,[0.63673389 0.45170552],[0.64744163 0.44460887],[0.65995502 0.44256854],[0.66658342 0.4457235 ],[0.66058141 0.44897622],[0.64868832 0.45110554],1663659060828
15,0.13627369153379423,0.2118418287519555,0.17405776014287488,[0.63304317 0.47231054],[0.64512616 0.46644408],[0.65823847 0.4651162 ],[0.66896588 0.46786222],[0.65801936 0.47003961],[0.64514339 0.47138119],1663659060848
