FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.21381213454604556,0.09285162934272942,0.1533318819443875,[0.72682875 0.45628247],[0.73961282 0.45571664],[0.75158751 0.45936802],[0.75445813 0.46354938],[0.74879873 0.46457893],[0.73722577 0.46155402],1663659121573
2,0.24679995910935495,0.17337319593812428,0.2100865775237396,[0.72959173 0.45881468],[0.74277961 0.45681947],[0.75403136 0.46012414],[0.75680584 0.46500248],[0.75128424 0.46607855],[0.74007273 0.46351087],1663659121595
3,0.20258137309822916,0.1673935611713676,0.18498746713479838,[0.73054427 0.46094948],[0.74381888 0.4594793 ],[0.75566524 0.46268305],[0.75935084 0.46785349],[0.75384516 0.46813038],[0.74204588 0.46548143],1663659121618
4,0.23965758398304304,0.15202538858591366,0.19584148628447834,[0.72499442 0.45845652],[0.73918372 0.45590213],[0.75105232 0.45968333],[0.75529152 0.4658058 ],[0.74834543 0.46626669],[0.73652864 0.46326277],1663659121640
5,0.22616916418912325,0.17494209307401576,0.2005556286315695,[0.71838927 0.45926836],[0.73275959 0.45627609],[0.74467242 0.46000776],[0.74983513 0.46676257],[0.7417469  0.46636635],[0.72972125 0.46326765],1663659121664
6,0.25417765619740085,0.17978465121167264,0.21698115370453674,[0.716281   0.46219203],[0.73034239 0.45860338],[0.7417267  0.46189219],[0.74635386 0.46855682],[0.73929816 0.468905  ],[0.72758102 0.46632969],1663659121681
7,0.26409492032544435,0.20502641661438045,0.23456066846991241,[0.71753687 0.46161106],[0.73084092 0.45790988],[0.7417624  0.46120477],[0.74690801 0.46802521],[0.73891693 0.46839342],[0.72783172 0.46548167],1663659121700
8,0.25519847416482705,0.1979530644392697,0.22657576930204837,[0.71860963 0.45768771],[0.73208809 0.45465776],[0.74284136 0.45816356],[0.74720079 0.46449974],[0.73972398 0.46479145],[0.7288276  0.46160787],1663659121719
9,0.23612451606574864,0.23984469672636818,0.2379846063960584,[0.72287512 0.46009818],[0.73700345 0.4574326 ],[0.74869734 0.46097219],[0.75297719 0.46717107],[0.74580729 0.46745539],[0.73393655 0.46428195],1663659121737
10,0.3215988050128314,0.1896942670184846,0.255646536015658,[0.7333141  0.46273518],[0.7468878  0.46040154],[0.7561003  0.46276051],[0.75591666 0.46724209],[0.75231028 0.46888527],[0.74267769 0.4667547 ],1663659121758
11,0.3347629113655171,0.22591482626701628,0.2803388688162667,[0.73863822 0.46355745],[0.7523523  0.46145439],[0.76116908 0.46473867],[0.75950503 0.46928084],[0.75728267 0.47040981],[0.74812436 0.46778405],1663659121777
12,0.26843726948476254,0.18857803979664292,0.22850765464070272,[0.73958111 0.46246606],[0.75239646 0.46213126],[0.76089114 0.46522883],[0.76145828 0.46925634],[0.75689548 0.46960014],[0.74770975 0.46645385],1663659121796
13,0.2194028462179162,0.18794500452679103,0.20367392537235363,[0.72005385 0.45525199],[0.73617923 0.45473099],[0.74894977 0.45882851],[0.75275332 0.46358344],[0.7448563  0.46460736],[0.73153788 0.46090665],1663659121815
14,0.25086844866516084,0.21012156800561882,0.23049500833538983,[0.71163219 0.45227185],[0.72625047 0.44828489],[0.73881352 0.45070189],[0.74438578 0.45660591],[0.73657024 0.45838869],[0.72391176 0.45652908],1663659121833
15,0.23712214651378646,0.20620901130590288,0.22166557890984467,[0.70762289 0.45324478],[0.7206049  0.45049521],[0.73175544 0.45302281],[0.73673648 0.45953238],[0.73038578 0.4599773 ],[0.71900249 0.45734754],1663659121852
16,0.2651718832241613,0.21650295039164222,0.24083741680790177,[0.70739579 0.44772127],[0.71990645 0.44429573],[0.73053974 0.44717252],[0.73555261 0.45338482],[0.72848284 0.45425317],[0.71772653 0.45184585],1663659121871
17,0.2704718515489147,0.22276546027239788,0.2466186559106563,[0.70717853 0.44412124],[0.7205292  0.44039443],[0.73244637 0.44346473],[0.73862588 0.45019367],[0.72965771 0.45159206],[0.71774417 0.44867149],1663659121890
18,0.2564877101636704,0.22015506426974332,0.23832138721670687,[0.70279604 0.44107646],[0.71653688 0.43860164],[0.72815645 0.44192934],[0.7331152  0.44876659],[0.72530109 0.44962987],[0.71385181 0.44595963],1663659121911
19,0.22816596210458895,0.23258286201039763,0.2303744120574933,[0.70036179 0.43393371],[0.71464735 0.43238574],[0.72644502 0.43631279],[0.73203832 0.44269785],[0.72272819 0.44288453],[0.71098715 0.4388724 ],1663659121930
20,0.2465011315823936,0.22445229688050272,0.23547671423144817,[0.70277333 0.43025553],[0.71548772 0.42782173],[0.72676551 0.43123463],[0.73242807 0.43805107],[0.72367847 0.43825638],[0.71260715 0.43468815],1663659121950
21,0.24965145082851287,0.17817434127884754,0.2139128960536802,[0.70295709 0.43120697],[0.71604693 0.42817214],[0.72750598 0.43132961],[0.73207814 0.43775675],[0.72495818 0.43839163],[0.71370035 0.43518591],1663659121969
22,0.22632115422049576,0.17377203334271285,0.2000465937816043,[0.69460279 0.43372601],[0.70785534 0.43053663],[0.71943372 0.43315613],[0.72408825 0.43901375],[0.7172581  0.43955195],[0.70583177 0.43703228],1663659121992
23,0.2043955838151962,0.23765094822268704,0.22102326601894162,[0.69048607 0.42930052],[0.70197195 0.42690217],[0.71228397 0.42838112],[0.717094   0.43379563],[0.7116496  0.43402618],[0.70131731 0.43221259],1663659122015
24,0.18576985599812393,0.22818540957961359,0.20697763278886877,[0.68730319 0.43068177],[0.6991899  0.42892069],[0.70984942 0.43078375],[0.71533775 0.43616766],[0.70917857 0.43619794],[0.69836313 0.43401191],1663659122035
25,0.20723735906753069,0.2082251566862126,0.20773125787687163,[0.67966831 0.43157086],[0.69185603 0.42810398],[0.70338577 0.42949316],[0.71029812 0.43457726],[0.70224112 0.43566123],[0.6906473  0.43447322],1663659122054
26,0.257216700429242,0.23061707455537916,0.24391688749231058,[0.67060441 0.43178451],[0.68223912 0.42693359],[0.69410115 0.42753211],[0.70142591 0.43225589],[0.69284439 0.4353376 ],[0.68109548 0.43480235],1663659122075
27,0,0,0,0,0,0,0,0,0,1663659122092
28,0,0,0,0,0,0,0,0,0,1663659122104
29,0,0,0,0,0,0,0,0,0,1663659122119
30,0,0,0,0,0,0,0,0,0,1663659122130
31,0,0,0,0,0,0,0,0,0,1663659122143
32,0,0,0,0,0,0,0,0,0,1663659122154
33,0,0,0,0,0,0,0,0,0,1663659122165
34,0,0,0,0,0,0,0,0,0,1663659122177
35,0,0,0,0,0,0,0,0,0,1663659122190
36,0,0,0,0,0,0,0,0,0,1663659122203
37,0,0,0,0,0,0,0,0,0,1663659122219
38,0,0,0,0,0,0,0,0,0,1663659122233
39,0,0,0,0,0,0,0,0,0,1663659122250
40,0,0,0,0,0,0,0,0,0,1663659122266
41,0,0,0,0,0,0,0,0,0,1663659122284
42,0,0,0,0,0,0,0,0,0,1663659122302
43,0,0,0,0,0,0,0,0,0,1663659122319
44,0,0,0,0,0,0,0,0,0,1663659122335
45,0,0,0,0,0,0,0,0,0,1663659122353
46,0,0,0,0,0,0,0,0,0,1663659122370
47,0,0,0,0,0,0,0,0,0,1663659122387
48,0,0,0,0,0,0,0,0,0,1663659122405
49,0,0,0,0,0,0,0,0,0,1663659122422
50,0,0,0,0,0,0,0,0,0,1663659122441
51,0,0,0,0,0,0,0,0,0,1663659122457
52,0,0,0,0,0,0,0,0,0,1663659122474
53,0,0,0,0,0,0,0,0,0,1663659122490
54,0,0,0,0,0,0,0,0,0,1663659122508
55,0,0,0,0,0,0,0,0,0,1663659122525
56,0,0,0,0,0,0,0,0,0,1663659122542
57,0,0,0,0,0,0,0,0,0,1663659122559
58,0,0,0,0,0,0,0,0,0,1663659122575
59,0,0,0,0,0,0,0,0,0,1663659122592
60,0,0,0,0,0,0,0,0,0,1663659122609
61,0,0,0,0,0,0,0,0,0,1663659122627
62,0,0,0,0,0,0,0,0,0,1663659122644
63,0,0,0,0,0,0,0,0,0,1663659122662
64,0,0,0,0,0,0,0,0,0,1663659122679
65,0,0,0,0,0,0,0,0,0,1663659122696
66,0,0,0,0,0,0,0,0,0,1663659122713
67,0,0,0,0,0,0,0,0,0,1663659122730
68,0,0,0,0,0,0,0,0,0,1663659122749
69,0,0,0,0,0,0,0,0,0,1663659122767
70,0,0,0,0,0,0,0,0,0,1663659122785
71,0,0,0,0,0,0,0,0,0,1663659122801
72,0,0,0,0,0,0,0,0,0,1663659122819
73,0,0,0,0,0,0,0,0,0,1663659122835
74,0,0,0,0,0,0,0,0,0,1663659122852
75,0,0,0,0,0,0,0,0,0,1663659122869
76,0,0,0,0,0,0,0,0,0,1663659122886
77,0,0,0,0,0,0,0,0,0,1663659122901
78,0,0,0,0,0,0,0,0,0,1663659122916
79,0,0,0,0,0,0,0,0,0,1663659122932
80,0,0,0,0,0,0,0,0,0,1663659122949
81,0,0,0,0,0,0,0,0,0,1663659122967
82,0,0,0,0,0,0,0,0,0,1663659122984
83,0,0,0,0,0,0,0,0,0,1663659123000
84,0,0,0,0,0,0,0,0,0,1663659123017
85,0,0,0,0,0,0,0,0,0,1663659123034
86,0,0,0,0,0,0,0,0,0,1663659123049
87,0,0,0,0,0,0,0,0,0,1663659123063
88,0,0,0,0,0,0,0,0,0,1663659123078
89,0,0,0,0,0,0,0,0,0,1663659123095
90,0,0,0,0,0,0,0,0,0,1663659123113
91,0.30483135070991624,0.1904563785965316,0.2476438646532239,[0.67686069 0.48446259],[0.6849488  0.48077169],[0.69210112 0.48185575],[0.69386458 0.48579633],[0.69231993 0.48665816],[0.68546361 0.48633903],1663659123145
92,0.31606344643909295,0.131482832121081,0.22377313928008696,[0.67533231 0.47434163],[0.68404585 0.47034651],[0.69120038 0.471329  ],[0.69327706 0.47525689],[0.69037575 0.47680566],[0.68356478 0.47614631],1663659123179
93,0.22419220774472742,0.23366674125739437,0.22892947450106088,[0.67306483 0.44908065],[0.68498188 0.44582051],[0.69693863 0.44667786],[0.70328254 0.45050344],[0.69458222 0.45326608],[0.68324888 0.45215493],1663659123201
