FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.2672068291830617,0.35886817236270696,0.31303750077288434,[0.54640675 0.12108266],[0.56067759 0.10851257],[0.57940507 0.10978933],[0.59615147 0.1169438 ],[0.57450908 0.12184075],[0.55801362 0.12191858],1663672470370
2,0.24917089109884358,0.3471063741497,0.2981386326242718,[0.55787897 0.11699241],[0.5757916  0.10451727],[0.59563959 0.10589898],[0.61137295 0.11281312],[0.59134895 0.11799757],[0.57316023 0.11816861],1663672470396
3,0.24166524300549122,0.2997165086979869,0.27069087585173907,[0.57214296 0.10885303],[0.59256959 0.09860867],[0.61218208 0.10045712],[0.62715906 0.10599536],[0.60810608 0.11247721],[0.58897257 0.11207083],1663672470418
4,0.2493475886865776,0.29546449349773535,0.2724060410921565,[0.58978069 0.11232437],[0.61033094 0.10099198],[0.63023275 0.10298743],[0.64482307 0.11023448],[0.62493777 0.11522874],[0.60605162 0.11446022],1663672470438
5,0.10633517596450616,0.05986475517894106,0.08309996557172361,[0.60190111 0.1235588 ],[0.62068522 0.12572153],[0.64186639 0.12886974],[0.66003573 0.12851372],[0.63587427 0.13219918],[0.61587209 0.12849165],1663672470460
6,0.0975533466640339,0.10144569590597786,0.09949952128500589,[0.59322315 0.13974525],[0.61213934 0.14089359],[0.63329262 0.14344268],[0.65137249 0.14346904],[0.62765157 0.14632462],[0.60776639 0.14338723],1663672470482
7,0.22627792848315778,0.25646504790584473,0.24137148819450127,[0.5733847 0.14967  ],[0.5943228  0.14001057],[0.61440122 0.14259949],[0.62878555 0.14834066],[0.60797662 0.15306789],[0.58921403 0.15174311],1663672470508
8,0.252975958371718,0.3085268379766719,0.2807513981741949,[0.56029594 0.15108645],[0.57918113 0.14075261],[0.59873873 0.14246349],[0.61363405 0.14741799],[0.5928576  0.15447989],[0.57474458 0.15368463],1663672470528
9,0.2770590854939582,0.3247076639703291,0.30088337473214366,[0.5454244  0.14908999],[0.56237358 0.13620266],[0.58130258 0.13777241],[0.59705317 0.14323545],[0.57624382 0.15075402],[0.55876678 0.15061761],1663672470548
10,0.264673361460998,0.3464062226673148,0.3055397920641564,[0.54089385 0.14521809],[0.55651879 0.13277511],[0.5750556  0.13375513],[0.59093785 0.13870671],[0.57073355 0.14592905],[0.55408931 0.14635505],1663672470568
11,0.2841755586076845,0.35301946150048613,0.3185975100540853,[0.5371933  0.13996428],[0.55438691 0.12656239],[0.57321405 0.12750661],[0.58846974 0.13291033],[0.56799304 0.14096336],[0.55085689 0.14112402],1663672470590
12,0.2711612794617508,0.3568088172770129,0.31398504836938185,[0.5326041  0.13355358],[0.55070716 0.11907206],[0.5714525  0.11929569],[0.58779556 0.12524697],[0.56707782 0.13342117],[0.54811227 0.13433433],1663672470611
13,0.2511152247249171,0.42235842617257163,0.3367368254487444,[0.5255574  0.12903218],[0.5454703  0.11604906],[0.56605488 0.1161302 ],[0.5819298  0.12138161],[0.56267118 0.12955552],[0.54280746 0.13053262],1663672470630
14,0.25320931655481316,0.40136609105362775,0.32728770380422045,[0.52265346 0.1310803 ],[0.54080307 0.11878286],[0.56036949 0.1197114 ],[0.57617861 0.1249409 ],[0.55668837 0.13228999],[0.5382362  0.13272625],1663672470652
15,0.2573809505082845,0.40322344711577474,0.3303021988120296,[0.51429141 0.14113301],[0.53157556 0.12822919],[0.55152923 0.12841386],[0.56757122 0.13321792],[0.54791009 0.14146143],[0.52947819 0.14226049],1663672470671
16,0.26207199070081183,0.37216736410882556,0.3171196774048187,[0.50136226 0.14433277],[0.51805347 0.13090587],[0.53753626 0.13054864],[0.55369294 0.13501969],[0.53481954 0.14369598],[0.51687193 0.14529212],1663672470689
17,0.2919686703386785,0.46407279908463633,0.3780207347116574,[0.49468556 0.13877928],[0.51110238 0.12415346],[0.53065693 0.12377596],[0.54694635 0.12857835],[0.52787125 0.13840324],[0.50976795 0.14030118],1663672470709
18,0.2677198502768259,0.38462361133520495,0.3261717308060154,[0.49017027 0.13329035],[0.50797367 0.11826662],[0.52836514 0.11722706],[0.54467565 0.12158185],[0.52600574 0.13124375],[0.50680262 0.13385893],1663672470734
19,0.2550562703042527,0.43423447861979686,0.3446453744620248,[0.49179414 0.1362896 ],[0.50922871 0.12207891],[0.52849972 0.1211772 ],[0.54422271 0.12523569],[0.52581602 0.1339148 ],[0.50766921 0.13630891],1663672470756
20,0.2875370791849313,0.42735639809636666,0.357446738640649,[0.49188581 0.14480105],[0.50792778 0.12971954],[0.52738851 0.12850595],[0.54329312 0.13298778],[0.52567965 0.14297484],[0.50754464 0.14547896],1663672470778
21,0.29822690481016656,0.4071950010905403,0.35271095295035343,[0.49115762 0.14817207],[0.50266761 0.13442844],[0.52009845 0.13339494],[0.53677291 0.13671933],[0.51724809 0.14676166],[0.50205445 0.14879997],1663672470803
22,0.30753193218828667,0.455200517048388,0.38136622461833736,[0.48866659 0.15034908],[0.4996593  0.13542005],[0.51743448 0.13435796],[0.53487009 0.13853225],[0.51465863 0.14827362],[0.49945539 0.15056168],1663672470823
23,0.28144669887016044,0.5128113274432005,0.3971290131566805,[0.48908043 0.15294002],[0.50080949 0.1383158 ],[0.51877683 0.13731304],[0.53622085 0.14176455],[0.51588625 0.15005305],[0.50056601 0.15252037],1663672470843
24,0.30738220911993275,0.3891251449378513,0.348253677028892,[0.49209273 0.15773121],[0.50279921 0.14387122],[0.51994187 0.14305559],[0.53694087 0.14649697],[0.51679695 0.15645002],[0.50212014 0.1585197 ],1663672470865
25,0.29329760964289825,0.46922315481376164,0.3812603822283299,[0.49003932 0.16249904],[0.50171524 0.14914513],[0.51940775 0.14817996],[0.53578675 0.15121248],[0.5166567  0.16127051],[0.50147927 0.16340654],1663672470888
26,0.31751077217351364,0.39913669085938025,0.3583237315164469,[0.48794681 0.16576685],[0.49967948 0.1508716 ],[0.51776975 0.15003414],[0.53446943 0.15404361],[0.5153119  0.16447908],[0.49966133 0.16668545],1663672470910
27,0.3090661870929217,0.4325578412887487,0.3708120141908352,[0.49280345 0.16497254],[0.50456482 0.15001288],[0.52217925 0.14916852],[0.53868842 0.15307532],[0.51863921 0.16292995],[0.50342768 0.16506138],1663672470932
28,0.2998475683681775,0.4402546370713058,0.3700511027197416,[0.49570602 0.16121481],[0.50878763 0.14587407],[0.52791518 0.14492619],[0.54520327 0.14916775],[0.52580374 0.15937684],[0.50888038 0.1618195 ],1663672470952
29,0.27821440239028933,0.39070547747765694,0.33445993993397316,[0.50570828 0.15255626],[0.51966608 0.13897963],[0.53795749 0.13911977],[0.55424219 0.14345086],[0.53454918 0.15195221],[0.51833397 0.15311648],1663672470974
30,0.27653738587502685,0.36335242257870126,0.31994490422686406,[0.51383936 0.14784858],[0.52842075 0.13433266],[0.54715401 0.13457657],[0.56368655 0.13922973],[0.54371613 0.14755182],[0.5267964  0.14879707],1663672470997
31,0.2767702113409649,0.39083242443884,0.3338013178899024,[0.51838458 0.14428321],[0.5342496  0.13027731],[0.5536806  0.13075486],[0.56968695 0.13601729],[0.54959267 0.1439684 ],[0.53224123 0.14507437],1663672471017
32,0.2665575971187979,0.35699782618752574,0.3117777116531618,[0.52272415 0.14330941],[0.53876126 0.1301866 ],[0.55763102 0.1310184 ],[0.5735805  0.13660967],[0.55339509 0.14348118],[0.53640091 0.1441724 ],1663672471035
33,0.2802140100656793,0.4417478269514037,0.3609809185085415,[0.52709591 0.14283532],[0.54269713 0.12977013],[0.56152779 0.13086982],[0.57779157 0.1364771 ],[0.55723083 0.14394517],[0.54027516 0.14444211],1663672471059
34,0.24434065697604873,0.37983463231480924,0.312087644645429,[0.53075993 0.14256746],[0.5473578  0.13192068],[0.56590003 0.13291073],[0.58186835 0.13776377],[0.56140471 0.14421062],[0.54436702 0.14449446],1663672471081
35,0.0904946794392701,0.15913238301731716,0.12481353122829364,[0.53571433 0.14507899],[0.55180705 0.14816445],[0.57133484 0.14969496],[0.58930367 0.14726728],[0.56656146 0.15265097],[0.54825705 0.15020093],1663672471099
36,0.1451496766360878,0.27651545244417913,0.21083256454013347,[0.52834243 0.15331133],[0.54559684 0.15124184],[0.56468743 0.15371649],[0.581343   0.15506724],[0.55910903 0.15940501],[0.54109955 0.15715262],1663672471120
37,0.26439182277175843,0.3594737035117312,0.3119327631417448,[0.5253365  0.17020364],[0.54155505 0.16123067],[0.55905956 0.16364244],[0.57451844 0.16868253],[0.5529803  0.17487668],[0.53693736 0.17364509],1663672471141
38,0.2844411881335023,0.31183376257131223,0.29813747535240726,[0.52758813 0.17858587],[0.5438723  0.16847712],[0.56205022 0.17098275],[0.57730448 0.17684305],[0.55596864 0.18348077],[0.5395909  0.18222696],1663672471164
39,0.2732530377620931,0.3825181961521558,0.3278856169571245,[0.53344584 0.17337966],[0.54989803 0.16333449],[0.56843698 0.16566795],[0.58382094 0.17109998],[0.56237012 0.17786509],[0.54570991 0.17662609],1663672471190
40,0.26845802921278655,0.3099851995224599,0.2892216143676232,[0.54441023 0.16673934],[0.56359684 0.15568659],[0.58321446 0.15820172],[0.59841859 0.16454135],[0.57647359 0.17077106],[0.55844045 0.1695157 ],1663672471210
41,0.2549040863211108,0.3196458473790198,0.28727496685006526,[0.56239909 0.15171963],[0.581285  0.1436283],[0.6002655  0.14732009],[0.61505967 0.15375498],[0.59368628 0.158676  ],[0.57616061 0.15637988],1663672471236
42,0.25370593601129615,0.34475718954819806,0.2992315627797471,[0.5778352  0.14071816],[0.59884799 0.13402171],[0.61718583 0.1388495 ],[0.63156182 0.14626351],[0.61073679 0.15013023],[0.59276712 0.14708838],1663672471257
43,0.24803830812126385,0.3582242854585223,0.3031312967898931,[0.58725971 0.13312104],[0.61068594 0.12745993],[0.62993771 0.13425066],[0.64355779 0.14335498],[0.62230778 0.14516915],[0.60303748 0.14043963],1663672471278
44,0.28644007194730353,0.40963985516516893,0.34803996355623623,[0.59738076 0.12851907],[0.62031585 0.1229407 ],[0.63858068 0.13091621],[0.65122479 0.14160046],[0.6304633  0.14326985],[0.61186177 0.13764524],1663672471299
45,0.2791412281867037,0.3781185882547162,0.32862990822071,[0.60426497 0.12338449],[0.62737173 0.11920695],[0.64574474 0.12795506],[0.65842158 0.13896492],[0.63753748 0.14016882],[0.61883968 0.1336163 ],1663672471320
46,0.22702173322127256,0.24913982104388643,0.2380807771325795,[0.60604894 0.12645984],[0.62944376 0.12441795],[0.64784241 0.13267963],[0.66087741 0.14147174],[0.64005297 0.14184521],[0.62118846 0.13545436],1663672471340
47,0.2213942650975972,0.24185951579140694,0.23162689044450208,[0.60465515 0.13332634],[0.62755185 0.13094363],[0.6456508  0.13776678],[0.65815532 0.14528218],[0.63738769 0.14600559],[0.61941725 0.14057238],1663672471360
48,0.22025410480121055,0.26513002010213804,0.2426920624516743,[0.5956769  0.14074564],[0.61978978 0.13616122],[0.63875377 0.14202957],[0.65149659 0.14937472],[0.63081688 0.15087016],[0.61185539 0.14645961],1663672471384
49,0.10429188069574316,0.2130249327770162,0.15865840673637968,[0.58305264 0.1492739 ],[0.60328645 0.1550657 ],[0.6250124  0.16016442],[0.64290529 0.15984121],[0.6182012  0.16154875],[0.59760541 0.1557892 ],1663672471403
50,0.11127451327239146,0.14692808598380586,0.12910129962809866,[0.56779951 0.16019155],[0.5854677  0.16604458],[0.60594743 0.16980755],[0.62394542 0.16791515],[0.59910941 0.17203358],[0.5801692  0.16719365],1663672471425
51,0.2533493211179285,0.2727890508878477,0.2630691860028881,[0.55561036 0.16484094],[0.57271367 0.15748453],[0.5904398  0.16004249],[0.60515386 0.16445379],[0.58354259 0.17059469],[0.5674938 0.1688403],1663672471448
52,0.27443940532178535,0.35220796164002877,0.31332368348090706,[0.54495215 0.16507648],[0.56151801 0.15493321],[0.58000982 0.15673813],[0.59545326 0.16169351],[0.57394773 0.16908993],[0.55724162 0.1682871 ],1663672471471
53,0.3081031064825084,0.405467906562147,0.35678550652232766,[0.53799087 0.16356166],[0.55334735 0.15071522],[0.57190651 0.15197799],[0.58787584 0.15746218],[0.56657827 0.16600914],[0.55012435 0.16634597],1663672471491
54,0.3115942686137708,0.40112008509564023,0.3563571768547055,[0.53505427 0.15971273],[0.54886484 0.14623892],[0.56673652 0.14691232],[0.58330947 0.15216184],[0.56182384 0.16088569],[0.54607409 0.16161393],1663672471510
55,0.28595033467450043,0.3657735155702807,0.32586192512239054,[0.53264284 0.15449533],[0.54740483 0.14113528],[0.56627643 0.14133216],[0.58273065 0.14598027],[0.56226361 0.1549468 ],[0.54533643 0.15585318],1663672471531
56,0.29650425525122326,0.3976055760341614,0.3470549156426923,[0.53427726 0.1495233 ],[0.54952735 0.13652134],[0.56792349 0.13709305],[0.58373392 0.14169452],[0.563411   0.15083134],[0.54677057 0.1515028 ],1663672471552
57,0.3038189382819584,0.32101854183391015,0.31241874005793424,[0.53594446 0.14605607],[0.55060548 0.13155174],[0.56920505 0.13261457],[0.58565933 0.13845415],[0.56438571 0.14653519],[0.54791278 0.14714953],1663672471573
58,0.2921330123779914,0.36584216760649,0.3289875899922407,[0.5328837  0.14651677],[0.54688281 0.13363355],[0.56502277 0.13435487],[0.58149308 0.13963412],[0.56107563 0.14764504],[0.54487801 0.14831749],1663672471593
59,0.29358506841050164,0.34591765891475595,0.3197513636626288,[0.53094876 0.14831293],[0.54396367 0.13615146],[0.56154537 0.13689417],[0.57817823 0.14168665],[0.55722147 0.14978856],[0.54178751 0.1503894 ],1663672471614
60,0.2892370163583242,0.36909151545431695,0.3291642659063206,[0.52374977 0.15038988],[0.53927368 0.13746019],[0.55846566 0.13813291],[0.5742296  0.14295432],[0.55353791 0.15175274],[0.53660715 0.15225428],1663672471639
61,0.29923931399864534,0.3767538529707188,0.3379965834846821,[0.52166647 0.15077609],[0.53499621 0.13809252],[0.55288982 0.13856438],[0.56915748 0.14330056],[0.5487299  0.15199016],[0.53298551 0.15267135],1663672471660
62,0.28185379471709693,0.4009819074033478,0.3414178510602224,[0.52394003 0.14892167],[0.5369553 0.1359351],[0.55467415 0.1363923 ],[0.57120043 0.14078528],[0.55045962 0.14881998],[0.53488207 0.14968984],1663672471681
63,0.3114500956599426,0.42987073096796957,0.37066041331395605,[0.52674532 0.14658493],[0.5403018  0.13126069],[0.55865467 0.13172485],[0.57542235 0.13781704],[0.55458856 0.14594281],[0.53845644 0.14717498],1663672471703
64,0.3042009792750966,0.4167711566097985,0.36048606794244753,[0.52995497 0.1401093 ],[0.54425669 0.12538137],[0.56357491 0.12598607],[0.58040619 0.13185906],[0.56010211 0.1404511 ],[0.54290116 0.1415509 ],1663672471728
65,0.28463910200185544,0.4066606295505053,0.3456498657761804,[0.53290349 0.13939081],[0.54853439 0.1249566 ],[0.56763756 0.1254003 ],[0.5841006  0.13081501],[0.56304449 0.13896552],[0.54592431 0.13996102],1663672471749
66,0.2793841536480614,0.36535764902782014,0.3223709013379408,[0.53701735 0.13968754],[0.55259633 0.12622628],[0.57136452 0.12686817],[0.58748221 0.13210021],[0.5669018  0.13992751],[0.5500322  0.14071544],1663672471770
67,0.2734876649100082,0.40417760955404597,0.33883263723202706,[0.53891718 0.13886864],[0.55470139 0.1253444 ],[0.57342023 0.12552351],[0.58990633 0.13043171],[0.568672   0.13853182],[0.55161428 0.13943131],1663672471791
68,0.25442352056914463,0.40558578204364437,0.3300046513063945,[0.53479469 0.14183143],[0.55030799 0.12961945],[0.56869698 0.12971619],[0.58484125 0.13362546],[0.5649581  0.14161204],[0.54790527 0.14273775],1663672471810
69,0.2752729736872746,0.38844000673189044,0.3318564902095825,[0.52749419 0.14346111],[0.54364085 0.13026488],[0.56259352 0.13042383],[0.57846957 0.13497928],[0.55828267 0.14360882],[0.54093075 0.14458907],1663672471833
70,0.2815271938513982,0.4385104959810512,0.3600188449162247,[0.52008474 0.14337258],[0.5350979  0.12979575],[0.55368745 0.12977681],[0.5697459  0.13432983],[0.54965138 0.14303334],[0.53273833 0.14416772],1663672471854
71,0.29379550039454094,0.3780537964132985,0.3359246484039197,[0.51685643 0.14546101],[0.52984387 0.1318588 ],[0.54751176 0.13144888],[0.56390971 0.135776  ],[0.54367036 0.14468962],[0.52818096 0.1462037 ],1663672471877
72,0.2981089641614643,0.3833575209800026,0.34073324257073345,[0.51089686 0.14656475],[0.52323586 0.13221185],[0.54089755 0.1313412 ],[0.55740499 0.13563776],[0.53718179 0.14484368],[0.52188051 0.14662789],1663672471899
73,0.28965812913100447,0.3969915149041234,0.3433248220175639,[0.50694168 0.14568795],[0.51971155 0.13268909],[0.53713119 0.13211752],[0.55314118 0.13538739],[0.53376079 0.14508486],[0.51832837 0.1466438 ],1663672471919
74,0.2853659730576376,0.39083215296976304,0.3380990630137003,[0.50157094 0.14817773],[0.51491445 0.13385138],[0.53334165 0.13251218],[0.54959381 0.13647269],[0.52991676 0.14599875],[0.51376832 0.1481013 ],1663672471939
75,0.2887199447312543,0.36464640848764035,0.32668317660944735,[0.49598372 0.14982103],[0.50790524 0.13639238],[0.52512479 0.13543269],[0.54134876 0.13859986],[0.52193189 0.14815606],[0.5067395  0.15021047],1663672471961
76,0.2899705058882149,0.37788424115312264,0.33392737352066876,[0.4834981  0.15470655],[0.49420577 0.14199972],[0.51055789 0.14128076],[0.52668893 0.14436927],[0.50793177 0.15330276],[0.49392796 0.15544693],1663672471981
77,0.26824994115013295,0.5568530666986263,0.41255150392437967,[0.46567455 0.16184674],[0.47796121 0.15126349],[0.49477634 0.15075597],[0.51045483 0.15389764],[0.49278143 0.16224256],[0.47767627 0.16400197],1663672472001
78,0.3069800515886461,0.5579536651407259,0.432466858364686,[0.45257217 0.17174926],[0.46324772 0.16199309],[0.47717083 0.16245967],[0.49117744 0.1660078 ],[0.47457013 0.17334394],[0.46195483 0.1746996 ],1663672472023
79,0.3338113244134461,0.5063555661557579,0.420083445284602,[0.44014126 0.17310344],[0.45244309 0.1642686 ],[0.46651572 0.16559702],[0.47954452 0.16990452],[0.4613862  0.17733778],[0.44833624 0.17721342],1663672472046
80,0.3583930851495828,0.5629665885230521,0.46067983683631747,[0.43759558 0.17066351],[0.45051953 0.16205837],[0.46492743 0.16365275],[0.47717947 0.16814101],[0.45974794 0.17651284],[0.4462325  0.17598003],1663672472068
81,0.3458953351564484,0.5139878457528754,0.42994159045466185,[0.43909809 0.1696806 ],[0.45160097 0.16095942],[0.46624139 0.16196556],[0.47887155 0.16581419],[0.46191597 0.17467332],[0.44817796 0.1747622 ],1663672472090
82,0.3225834704833092,0.6036652772141143,0.46312437384871175,[0.44016325 0.16930103],[0.45412421 0.16112788],[0.46924299 0.16230215],[0.48216143 0.16622072],[0.46435037 0.17468175],[0.44994926 0.17434126],1663672472111
83,0.2708063037568547,0.7387256390553711,0.5047659714061129,[0.44052431 0.17075197],[0.45312256 0.16328703],[0.46785566 0.16394779],[0.48183009 0.1669957 ],[0.46417135 0.17420466],[0.45016375 0.17446768],1663672472133
84,0.23121376016832515,0.980323677244828,0.6057687187065766,[0.44488752 0.17459561],[0.45993236 0.16765845],[0.47563839 0.16716653],[0.48946568 0.16885602],[0.47246656 0.17687456],[0.45709598 0.17784211],1663672472157
85,0.16964592410085375,0.577405184245544,0.3735255541731989,[0.45947173 0.17117497],[0.47249931 0.16843092],[0.48855057 0.1678815 ],[0.50366366 0.16639337],[0.4853116  0.17490886],[0.46975839 0.17524384],1663672472183
86,0.19582366170245202,0.47474308144119987,0.33528337157182597,[0.47291481 0.16431487],[0.48704314 0.15787664],[0.50401956 0.15793946],[0.51963878 0.15891057],[0.50037265 0.16626766],[0.48471576 0.1669113 ],1663672472208
87,0.2591929456058216,0.4986293580741467,0.37891115183998414,[0.48839593 0.16021836],[0.50164372 0.14859885],[0.51915032 0.14799619],[0.53532922 0.1512474 ],[0.5160929  0.15972054],[0.50034684 0.16118579],1663672472231
88,0.33078523104310087,0.4257065678958872,0.37824589946949405,[0.49814761 0.15733732],[0.50995767 0.14305305],[0.52766508 0.14312497],[0.54444003 0.1478541 ],[0.5244711  0.15782084],[0.50908542 0.15925235],1663672472251
89,0.31786449536982286,0.45674031702658924,0.38730240619820605,[0.50455737 0.15159655],[0.516406   0.13821968],[0.53389603 0.13844198],[0.55055523 0.14266068],[0.53082055 0.1523996 ],[0.51561981 0.15369615],1663672472270
90,0.3070538575259809,0.3977971513009205,0.3524255044134507,[0.50779051 0.14609152],[0.51946008 0.13256624],[0.53712904 0.13249461],[0.55389845 0.13687792],[0.53389984 0.14605722],[0.51877314 0.14748374],1663672472292
91,0.28832018488019584,0.45473528575795913,0.37152773531907746,[0.50607014 0.14619428],[0.5189957 0.1318052],[0.53743875 0.13150924],[0.55420732 0.13605222],[0.53462094 0.14466614],[0.51872152 0.14671467],1663672472315
92,0.31467000995662103,0.5130131841927775,0.41384159707469925,[0.49978709 0.14926454],[0.51043802 0.13416317],[0.52789599 0.13382328],[0.54508811 0.13845523],[0.52469707 0.14742474],[0.51001507 0.14949487],1663672472339
93,0.31201236591461157,0.38045388662602514,0.3462331262703183,[0.48879141 0.15330671],[0.49882722 0.13909577],[0.51561207 0.13827464],[0.53235656 0.14241433],[0.51275015 0.15142992],[0.49872816 0.15365502],1663672472364
94,0.34149622990866985,0.4091838615158162,0.375340045712243,[0.47533831 0.16165611],[0.48326957 0.14703768],[0.4996748  0.14553192],[0.51722068 0.14933226],[0.49734527 0.15975973],[0.48397231 0.16242239],1663672472383
95,0.3175599160188323,0.42239425004707615,0.36997708303295423,[0.45901379 0.16893451],[0.46896923 0.15526243],[0.48536047 0.15332779],[0.50164217 0.15571067],[0.48420155 0.16685632],[0.46988815 0.17000264],1663672472403
96,0.3229804756326787,0.5071139348080709,0.41504720522037475,[0.44449845 0.17683969],[0.45210028 0.16286229],[0.46812892 0.16049564],[0.48472905 0.1622186 ],[0.46803722 0.17342086],[0.45468777 0.17735805],1663672472428
97,0.32204731335681663,0.6395601928594217,0.4808037531081192,[0.43854409 0.18293931],[0.44580168 0.16932908],[0.46140838 0.1666071 ],[0.47793359 0.16846871],[0.46191618 0.17933324],[0.44880545 0.18330202],1663672472451
98,0.27093896927170086,0.4289790287671531,0.34995899901942695,[0.42825595 0.18723565],[0.43850458 0.17542957],[0.4540377  0.17309992],[0.4698213  0.17404096],[0.45351318 0.18424205],[0.43980682 0.18783791],1663672472470
99,0.2896367377008429,0.5135343654239516,0.4015855515623973,[0.42292222 0.19166715],[0.43191639 0.18056642],[0.4467603  0.17844683],[0.46202236 0.17986619],[0.44664142 0.18956921],[0.43381006 0.19295834],1663672472492
100,0.308470484055481,0.5530652582621113,0.4307678711587961,[0.42141318 0.19536439],[0.4296152  0.18453638],[0.44347203 0.1833411 ],[0.45857623 0.18560648],[0.44292396 0.19440183],[0.43076763 0.19711398],1663672472510
101,0.3212679944892367,0.5474939880309542,0.43438099126009544,[0.41878635 0.19655874],[0.42846209 0.18560067],[0.44340962 0.18457958],[0.4580282  0.18743914],[0.4415502  0.19682702],[0.42866933 0.19909751],1663672472535
102,0.31705110483125676,0.5917209507509141,0.45438602779108545,[0.41917324 0.19452985],[0.42803422 0.18446875],[0.44217524 0.18417168],[0.45654926 0.18713297],[0.43959022 0.19537497],[0.42728028 0.19710851],1663672472555
103,0.30474506387881145,0.6026251836295815,0.45368512375419645,[0.42021486 0.1925326 ],[0.43112352 0.18367369],[0.44565454 0.18338889],[0.45902199 0.18609533],[0.44292215 0.19469461],[0.42966396 0.19593164],1663672472572
104,0.31927575132538594,0.6181447482906193,0.4687102498080026,[0.41936633 0.19234298],[0.42878449 0.18264511],[0.44307157 0.18241687],[0.45670238 0.18534319],[0.44072026 0.19373314],[0.42819616 0.19532987],1663672472590
105,0.29576503481249244,0.4593031209696764,0.3775340778910844,[0.42142147 0.19156063],[0.43174168 0.18212225],[0.44620213 0.18191661],[0.4601256  0.18487976],[0.44418901 0.19273064],[0.4309516  0.19433013],1663672472607
