FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.15059489249941616,0.3651401269898244,0.25786750974462025,[0.50219339 0.33675772],[0.51532626 0.3341648 ],[0.52906752 0.3355341 ],[0.54088825 0.33849409],[0.52684826 0.34076881],[0.51313484 0.33972934],1663673908000
2,0.17262570107672595,0.33615758652280936,0.25439164379976764,[0.50750601 0.32142588],[0.52238804 0.31943759],[0.53840762 0.32086593],[0.55132866 0.32433295],[0.53415823 0.32754973],[0.5186795  0.32565895],1663673908021
3,0.2612843889452344,0.2386074944322248,0.2499459416887296,[0.50175309 0.31289303],[0.51735991 0.30528629],[0.53439564 0.30677825],[0.5478    0.3117449],[0.53018427 0.3180024 ],[0.51441658 0.31700423],1663673908043
4,0.2545444351292362,0.2519408594059056,0.2532426472675709,[0.50026977 0.3142615 ],[0.51734877 0.30654076],[0.53512388 0.30779886],[0.54906702 0.31293601],[0.53027064 0.31937316],[0.51332188 0.3181636 ],1663673908063
5,0.2351137992093027,0.2841646169162536,0.2596392080627782,[0.50367177 0.31212166],[0.52183789 0.30501884],[0.54038191 0.30616716],[0.55453414 0.31108376],[0.53584605 0.31735861],[0.5180791  0.31625286],1663673908083
6,0.2136536441091128,0.2714041549758729,0.24252889954249285,[0.51822138 0.31539187],[0.5373022 0.3093093],[0.55644542 0.3107827 ],[0.57093418 0.31558588],[0.55201727 0.3211692 ],[0.53331363 0.31981105],1663673908101
7,0.2311620875289654,0.2844460476897927,0.257804067609379,[0.52334195 0.31949818],[0.54350132 0.31324559],[0.56336969 0.31555331],[0.5776003  0.32118529],[0.55816585 0.32692492],[0.53897667 0.32499588],1663673908119
8,0.22466893483656275,0.26799662978547417,0.24633278231101846,[0.52571452 0.32346627],[0.54659271 0.31764796],[0.56688452 0.32044676],[0.58139151 0.32692367],[0.56128287 0.33174178],[0.54160208 0.32906288],1663673908138
9,0.2219527961741093,0.28504569126695983,0.25349924372053456,[0.5213415  0.32180154],[0.54123855 0.31627539],[0.56069887 0.31841916],[0.57489163 0.32384712],[0.55556279 0.32931602],[0.5366897 0.3271004],1663673908158
10,0.2278151912731038,0.29033979606318217,0.259077493668143,[0.52067709 0.32221937],[0.54095584 0.31626606],[0.56080949 0.31843603],[0.57473207 0.32372618],[0.55564392 0.32963967],[0.53649658 0.32773089],1663673908177
