FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663673345802
2,0.2704624826958222,0.44113832551416854,0.35580040410499536,[0.46025524 0.31641123],[0.47305992 0.30694675],[0.48895168 0.30604848],[0.5030598  0.30905879],[0.48627543 0.31750274],[0.47148848 0.31857142],1663673345823
3,0.2556527451987099,0.321041087011019,0.28834691610486446,[0.45795885 0.30850479],[0.47366443 0.29964128],[0.49094346 0.29894084],[0.50450766 0.30200139],[0.48677695 0.31038347],[0.47070068 0.31111905],1663673345846
4,0.24458052473055486,0.33840256000215385,0.29149154236635433,[0.46016109 0.3049621 ],[0.47488594 0.29606798],[0.491943   0.29513729],[0.50618434 0.29779083],[0.48840925 0.30611777],[0.47254318 0.30707067],1663673345869
5,0.24666752874431716,0.3213753722318442,0.2840214504880807,[0.46642959 0.30173701],[0.48154467 0.29230806],[0.49849942 0.29105854],[0.51314372 0.29409543],[0.49510068 0.30239248],[0.47903782 0.30355144],1663673345886
6,0.24605441924280796,0.34450153178635357,0.2952779755145808,[0.47595721 0.30175632],[0.49155718 0.2929903 ],[0.50866503 0.29239258],[0.52287292 0.29564658],[0.50472176 0.30341363],[0.48848879 0.30415362],1663673345906
7,0.23836503609625614,0.3487438943537584,0.2935544652250073,[0.48209572 0.30664912],[0.49894407 0.29753578],[0.51738149 0.29721716],[0.5321883 0.3012107],[0.51316601 0.30854407],[0.49577019 0.30904108],1663673345924
8,0.23335857347378428,0.3105036128557242,0.2719310931647542,[0.48640823 0.30574521],[0.50305057 0.29768038],[0.52150232 0.29806566],[0.53698206 0.30244428],[0.51736093 0.30920741],[0.49986407 0.30900809],1663673345944
9,0.24525937365795752,0.3113435165729666,0.27830144511546206,[0.48637614 0.30777141],[0.50383347 0.29866046],[0.52267343 0.29879752],[0.53797108 0.30322906],[0.51777256 0.31069133],[0.5000475  0.31061763],1663673345966
10,0.23864872148949648,0.2965442164310229,0.2675964689602597,[0.48800921 0.30431381],[0.50453681 0.29608765],[0.52294576 0.29659832],[0.53820664 0.30117264],[0.51873094 0.30793062],[0.50137764 0.30757645],1663673345984
11,0.24834964872789617,0.26699649193585234,0.25767307033187425,[0.48957071 0.30496308],[0.50572449 0.2961694 ],[0.52347219 0.29633898],[0.53852415 0.3008495 ],[0.51904732 0.307863  ],[0.50236946 0.30774969],1663673346005
12,0.2331910430154506,0.2954391259672351,0.26431508449134283,[0.4870317  0.30341491],[0.50433731 0.29491583],[0.52284396 0.29504156],[0.53844416 0.29977399],[0.51920801 0.30655384],[0.5014022  0.30651534],1663673346024
13,0.2341422912317467,0.2679473696196658,0.25104483042570624,[0.48420203 0.30031455],[0.50097561 0.29147506],[0.51927751 0.29097468],[0.53587151 0.29537266],[0.51651484 0.30297652],[0.49856055 0.30322006],1663673346047
14,0.24962102946469267,0.298800828352753,0.27421092890872284,[0.47761178 0.29703996],[0.49360397 0.28744531],[0.51139557 0.28704748],[0.52737457 0.29134852],[0.50869036 0.2992754 ],[0.4913598  0.29972395],1663673346069
15,0.24170023284145017,0.36184862039363386,0.301774426617542,[0.47124097 0.29311752],[0.48806673 0.28338104],[0.50622362 0.28247979],[0.52182114 0.28610379],[0.50340456 0.29454327],[0.48585597 0.29547662],1663673346089
16,0.24516295752601688,0.2668178619636571,0.255990409744837,[0.47238687 0.28921407],[0.48801017 0.27948111],[0.50542355 0.27813485],[0.52129292 0.28151464],[0.50403631 0.29019827],[0.4868311  0.29155603],1663673346108
17,0.2443164584907572,0.27716224125435773,0.2607393498725575,[0.47540006 0.28810763],[0.49110284 0.27847335],[0.50874501 0.27702716],[0.52431232 0.28000122],[0.50645268 0.28901774],[0.48934671 0.29036278],1663673346131
18,0.21256083456459346,0.26237731426380123,0.23746907441419735,[0.48101941 0.28911754],[0.49683082 0.2798934 ],[0.51432735 0.27851337],[0.5309462  0.28169295],[0.51297659 0.28910571],[0.4953278  0.29056835],1663673346153
19,0.22770887151079544,0.25563272837516376,0.2416707999429796,[0.48390836 0.28996304],[0.50012183 0.2818684 ],[0.51803505 0.28097343],[0.53391755 0.28408384],[0.51544368 0.29233924],[0.49786544 0.29291475],1663673346177
20,0.21731774287045086,0.25735604314888516,0.237336893009668,[0.48550972 0.29176724],[0.50255471 0.28436288],[0.52085388 0.28352401],[0.53706294 0.28655431],[0.51890248 0.29478976],[0.5006023  0.29527724],1663673346197
21,0.18875632041547555,0.2694088770708723,0.22908259874317394,[0.48363921 0.2941117 ],[0.50148273 0.28765211],[0.52045226 0.28682446],[0.53694534 0.28911877],[0.51861066 0.29690877],[0.49958915 0.2974312 ],1663673346221
22,0.21476459859717523,0.2832613886443713,0.24901299362077325,[0.47837347 0.29694244],[0.49561661 0.289563  ],[0.51429993 0.28910184],[0.53037584 0.29186371],[0.51234645 0.30012017],[0.49396384 0.3006936 ],1663673346250
23,0.22397852594865877,0.2796978043657415,0.25183816515720014,[0.47249281 0.30079937],[0.48942757 0.2931177 ],[0.50783068 0.29260489],[0.52389336 0.29553279],[0.5052014  0.30397493],[0.4872694  0.30438864],1663673346276
24,0.21022563248752799,0.29248211548859476,0.25135387398806136,[0.46506348 0.30723378],[0.48122996 0.29968154],[0.49915335 0.29884472],[0.51504225 0.30111182],[0.49698055 0.30918688],[0.47965246 0.3101663 ],1663673346301
25,0.2059190042264753,0.3290221020237132,0.26747055312509427,[0.45955688 0.31180272],[0.47794026 0.30413252],[0.49734074 0.30296642],[0.51295048 0.30449995],[0.49428564 0.31377974],[0.47524118 0.31475252],1663673346322
26,0.22874318704855895,0.2823125730103979,0.25552788002947846,[0.46076503 0.31468931],[0.47847813 0.30595407],[0.49720559 0.3048425 ],[0.51271516 0.30724806],[0.49463364 0.31656912],[0.47635999 0.31776941],1663673346349
27,0.21931584140447774,0.3242177786816051,0.27176681004304143,[0.4706094  0.31534857],[0.4893133  0.30662501],[0.5085035  0.30618429],[0.52422196 0.30924112],[0.50538349 0.31740886],[0.486509   0.31831139],1663673346379
28,0.20731362565605924,0.2677295404918949,0.23752158307397708,[0.47951636 0.30816805],[0.4972859  0.30104685],[0.51646715 0.30087659],[0.53212053 0.30362248],[0.51332963 0.31134456],[0.4949047  0.31174949],1663673346404
