FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.17557837219196773,0.3255007734381353,0.2505395728150515,[0.47610396 0.31026131],[0.48975819 0.30647409],[0.50352198 0.30669737],[0.514579   0.30875379],[0.50139678 0.31298602],[0.4875564  0.31299552],1663671332245
2,0.16716608510933492,0.3447328267357015,0.2559494559225182,[0.47856796 0.29996127],[0.49486625 0.29818171],[0.51023853 0.29984   ],[0.52156907 0.30269498],[0.50583196 0.30567014],[0.49035949 0.30366483],1663671332365
3,0.2452994517348183,0.3088609648243327,0.27708020827957547,[0.48247427 0.27942795],[0.49922296 0.27248886],[0.51768821 0.27348381],[0.5314793  0.27901214],[0.51163429 0.28434649],[0.49512148 0.28334698],1663671332397
4,0.24506843465915867,0.22000368735164663,0.23253606100540264,[0.48168814 0.27637762],[0.4963257 0.2691417],[0.51358736 0.27062458],[0.52815783 0.27600989],[0.5081116  0.28089765],[0.49283156 0.27971524],1663671332423
5,0.2340898559882893,0.220840106700647,0.22746498134446813,[0.47901699 0.27365831],[0.49454665 0.26639161],[0.51151007 0.26738718],[0.52566123 0.27182412],[0.50693268 0.27743775],[0.49138597 0.27673018],1663671332448
6,0.22747465852901433,0.22882708701641996,0.22815087277271714,[0.47831225 0.27785927],[0.49382734 0.27067164],[0.5108006  0.27083448],[0.52536458 0.2748602 ],[0.50784087 0.28103396],[0.49163228 0.28127646],1663671332473
7,0.2509224394010285,0.21474144135055662,0.23283194037579255,[0.47656298 0.28104088],[0.49274173 0.27213779],[0.51038289 0.27274376],[0.52542108 0.27817297],[0.50694019 0.28437376],[0.49011615 0.28428993],1663671332497
8,0.267449519438861,0.22315909242801124,0.24530430593343613,[0.47582585 0.2844421 ],[0.49154517 0.27500063],[0.50922436 0.27560821],[0.52410376 0.28040996],[0.50531143 0.28781328],[0.4888646  0.28782013],1663671332521
9,0.24380208896648414,0.15564264626673627,0.19972236761661022,[0.47575077 0.28233469],[0.49337021 0.27358347],[0.51202375 0.27415633],[0.52720606 0.27923644],[0.50822634 0.28598171],[0.49049175 0.28596848],1663671332541
10,0.24687804395228663,0.2137630152445495,0.23032052959841806,[0.4735114  0.28292713],[0.49131998 0.27399281],[0.50994807 0.27433097],[0.5250755  0.27887121],[0.50613666 0.28636152],[0.48840883 0.2865794 ],1663671332562
11,0.23251990339682627,0.22418331580365922,0.22835160960024276,[0.47269785 0.2795518 ],[0.48957968 0.27186108],[0.50747329 0.27229854],[0.52269506 0.27692142],[0.50415879 0.28338751],[0.48692459 0.2832652 ],1663671332582
12,0.22664673878437105,0.19982667507502427,0.21323670692969765,[0.4650839 0.2821278],[0.48159239 0.27411321],[0.49935588 0.27400833],[0.51434731 0.2779429 ],[0.49647444 0.28463063],[0.47955039 0.28533396],1663671332605
